,Advertiser,Agency,Brand,Campaign,Length,Title,URL,Year,ispotBrand
49,Mint Mobile,,Mint Mobile,Finger Dipping,30 seconds,Finger Dip,https://www.adforum.com/creative-work/ad/player/34567846/finger-dip/mint-mobile,2018.0,T-Mobile
