0,1,Males,Ethnicity
"5
",['Universal Pictures / Blumhouse Productions'],[],
The Strange Ones,"['Lauren Wolkstein (director); Christopher Radcliff (co-director/screenplay); Alex Pettyfer', ' James Freedson-Jackson', ' Emily Althaus', ' Gene Jones', ' Owen Campbell', ' Tobias Campbell']",['James Freedson-Jackson'],
Momentum Pictures,['[4]\n'],[],
Samuel Goldwyn Films,['[5]\n'],[],
Lionsgate / StudioCanal / The Picture Company,['[6]\n'],[],
"Babak Najafi (director); John S. Newman, Christian Swegal (screenplay); Taraji P. Henson, Billy Brown, Danny Glover, Neal McDonough, Xander Berkeley, Margaret Avery",['Acts of Violence'],[],
"[8]
",['IFC Films'],[],
Humor Me,"['Sam Hoffman (director/screenplay); Jemaine Clement', ' Elliott Gould', ' Ingrid Michaelson', ' Annie Potts', ' Priscilla Lopez', ' Bebe Neuwirth', ' Maria Dizzia']",['Sam Hoffman (director/screenplay); Jemaine Clement'],
Music Box Films,['[11]\n'],[],
GKIDS,['[12]\n'],[],
Warner Bros. Pictures / Alcon Entertainment / Jerry Bruckheimer Films,['[13]\n'],[],
"Christian Gudegast (director/screenplay); Paul Scheuring (screenplay); Gerard Butler, 50 Cent, Pablo Schreiber, O'Shea Jackson Jr., Evan Jones, Dawn Olivieri, Mo McRae, Max Holloway",['Forever My Girl'],[],
"[15]
",['Maze Runner: The Death Cure'],['Maze Runner: The Death Cure'],
"[16]
",['Cohen Media Group'],['Cohen Media Group'],
Please Stand By,"['Ben Lewin (director); Michael Golamco (screenplay); Dakota Fanning', ' Toni Collette', ' Alice Eve']",['Ben Lewin (director); Michael Golamco (screenplay); Dakota Fanning'],
Winchester,"['The Spierig Brothers (director/screenplay); Helen Mirren', ' Jason Clarke', ' Sarah Snook', ' Angus Sampson']",['The Spierig Brothers (director/screenplay); Helen Mirren'],
Sony Pictures Classics,['[20]\n'],[],
"Mario Van Peebles (director/screenplay); Mario Van Peebles, William Fichtner, Ryan Guzman, Columbus Short, Laz Alonso",['4\n'],[],
"Julius Onah (director); Oren Uziel, Doug Jung (screenplay); Daniel Brühl, Elizabeth Debicki, Aksel Hennie, Gugu Mbatha-Raw, Chris O'Dowd, John Ortiz, David Oyelowo, Zhang Ziyi",['9\n'],[],
"Will Gluck (director/screenplay); Rob Lieber (screenplay); James Corden, Domhnall Gleeson, Rose Byrne, Daisy Ridley, Margot Robbie, Elizabeth Debicki, Sam Neill",['Fifty Shades Freed'],[],
"[24]
",['Warner Bros. Pictures / Village Roadshow Pictures'],['Warner Bros. Pictures / Village Roadshow Pictures'],
La Boda de Valentina,"['Marco Polo Constandse (director); Omar Chaparro', ' Marimar Vega', ' Ryan Carnes']",['Marco Polo Constandse (director); Omar Chaparro'],
Subas Entertainment Production / Super Kajal Films,['[27] \n'],[],
"Brian Crano (director/screenplay); Rebecca Hall, Dan Stevens, Morgan Spector, David Joseph Craig, Gina Gershon, Jason Sudeikis",['Monster Family'],[],
"[29]
",['Vertical Entertainment'],[],
"16
",['Marvel Studios'],[],
Early Man,"['Nick Park (director); Mark Burton', "" John O'Farrell (screenplay); Eddie Redmayne"", ' Tom Hiddleston', ' Maisie Williams', ' Timothy Spall']",['Nick Park (director); Mark Burton'],
Sony Pictures Classics,['[33]\n'],[],
"Sally Potter (director/screenplay); Timothy Spall, Kristin Scott Thomas, Patricia Clarkson, Emily Mortimer, Cillian Murphy, Bruno Ganz",['Nostalgia'],[],
"[35]
",['Fastnet Films / Samsa Films / UMedia / Altitude Film'],[],
Samson,"['Bruce Macdonald (director); Timothy Ratajczak', ' Jason Baumgardner (screenplay); Taylor James', ' Jackson Rathbone', ' Billy Zane', ' Caitlin Leahy', ' Rutger Hauer', ' Lindsay Wagner']",['Bruce Macdonald (director); Timothy Ratajczak'],
Game Night,"['Jonathan Goldstein', ' John Francis Daley (directors); Mark Perez (screenplay); Jason Bateman', ' Rachel McAdams', ' Kyle Chandler', ' Billy Magnussen', ' Sharon Horgan', ' Lamorne Morris', ' Kylie Bunbury', ' Jesse Plemons', ' Michael C. Hall']",['Jonathan Goldstein'],
Paramount Pictures / Netflix / Skydance Media / DNA Films,['[39]\n'],[],
"Michael Sucsy (director); Jesse Andrews (screenplay); Angourie Rice, Maria Bello, Debby Ryan, Jacob Batalon, Justice Smith, Lucas Jade Zumann",['The Cured'],['The Cured'],
"[41]
",['Epic Pictures Group'],[],
"2
",['20th Century Fox / Chernin Entertainment'],[],
Death Wish,"['Eli Roth (director); Joe Carnahan (screenplay); Bruce Willis', "" Vincent D'Onofrio"", ' Dean Norris', ' Kimberly Elise', ' Mike Epps', ' Elisabeth Shue', ' Camila Morrone']",['Eli Roth (director); Joe Carnahan (screenplay); Bruce Willis'],
A24,['[45]\n'],[],
"Samuel Maoz (director/screenplay); Lior Ashkenazi, Sarah Adler, Yonatan Shiray",['Pickings'],[],
"[47]
",['A Wrinkle in Time'],['A Wrinkle in Time'],
"[48]
",['Amazon Studios / STX Entertainment'],[],
Thoroughbreds,"['Cory Finley (director/screenplay); Olivia Cooke', ' Anya Taylor-Joy', ' Anton Yelchin', ' Paul Sparks', ' Francie Swift']",['Cory Finley (director/screenplay); Olivia Cooke'],
IFC Films,['[51]\n'],[],
"Paolo Virzì (director/screenplay); Francesca Archibugi, Francesco Piccolo, Stephen Amidon (screenplay); Donald Sutherland, Helen Mirren",['The Strangers: Prey at Night'],['The Strangers: Prey at Night'],
"[53]
",['Entertainment Studios'],[],
"16
",['Warner Bros. Pictures / GK Films / Metro-Goldwyn-Mayer / Square Enix'],['Warner Bros. Pictures / GK Films / Metro-Goldwyn-Mayer / Square Enix'],
"Love, Simon","['Greg Berlanti (director); Isaac Aptaker', ' Elizabeth Berger (screenplay); Nick Robinson', ' Katherine Langford', ' Alexandra Shipp', ' Jorge Lendeborg Jr.', ' Miles Heizer', ' Keiynan Lonsdale', ' Logan Miller', ' Jennifer Garner', ' Josh Duhamel', ' Tony Hale']",['Greg Berlanti (director); Isaac Aptaker'],
Roadside Attractions / Lionsgate,['[57]\n'],[],
"José Padilha (director); Gregory Burke (screenplay); Rosamund Pike, Daniel Brühl, Vincent Cassel, Eddie Marsan, Ben Schnetzer",['Furlough'],[],
"[59]
",['Screen Media Films'],[],
Flower,"['Max Winkler (director)', ' Alex McAulay (screenplay); Zoey Deutch', ' Kathryn Hahn', ' Tim Heidecker', ' Joey Morgan', ' Adam Scott']",['Max Winkler (director)'],
Pacific Rim: Uprising,"['Steven S. DeKnight (director/screenplay); Emily Carmichael', ' Kira Snyder', ' T.S. Nowlin (screenplay); John Boyega', ' Scott Eastwood', ' Cailee Spaeny', ' Charlie Day', ' Burn Gorman', ' Rinko Kikuchi', ' Jing Tian', ' Adria Arjona', ' Zhang Jin']",['Steven S. DeKnight (director/screenplay); Emily Carmichael'],
Fox Searchlight Pictures / Indian Paintbrush,['[63]\n'],[],
"John Stevenson (director); Ben Zazove (screenplay); James McAvoy, Emily Blunt, Johnny Depp, Chiwetel Ejiofor, Mary J. Blige, Michael Caine, Maggie Smith, Ashley Jensen, Matt Lucas, Stephen Merchant, Julie Walters, Richard Wilson",['Unsane'],[],
"[65]
",['Affirm Films'],[],
Final Portrait,"['Stanley Tucci (director/screenplay); Geoffrey Rush', ' Armie Hammer', ' Clémence Poésy', ' Tony Shalhoub', ' James Faulkner', ' Sylvie Testud']",['Stanley Tucci (director/screenplay); Geoffrey Rush'],
Global Road Entertainment,['[68]\n'],[],
"Ryan Justice (director/screenplay); Ian Longen, Jason Henne (screenplay); Amanda Delaney, Justin Maina, Sean Michael Gloria, Nishant Gogna, David E. McMahon",['29\n'],[],
"Steven Spielberg (director); Ernest Cline, Zak Penn (screenplay); Tye Sheridan, Olivia Cooke, Ben Mendelsohn, Lena Waithe, T.J. Miller, Simon Pegg, Mark Rylance, Win Morisaki, Philip Zhao, Hannah John-Kamen",['30\n'],[],
"Tyler Perry (director/screenplay); Taraji P. Henson, Lyriq Bent, Tika Sumpter","[""God's Not Dead: A Light in Darkness""]",[],
"[72]
",['Neon'],['Neon'],"['English', 'Romani']"
The Last Movie Star,"['Adam Rifkin (director/screenplay); Burt Reynolds', ' Ariel Winter', ' Clark Duke', ' Ellar Coltrane', ' Chevy Chase']",['Adam Rifkin (director/screenplay); Burt Reynolds'],
"6
",['Paramount Pictures / Platinum Dunes'],[],
Blockers,"['Kay Cannon (director); Eben Russell', ' Jon Hurwitz', ' Hayden Schlossberg', ' Brian Kehoe', ' Jim Kehoe (screenplay); Leslie Mann', ' Ike Barinholtz', ' John Cena', ' Kathryn Newton', ' Graham Phillips', ' June Diane Raphael', ' Hannibal Buress', ' Sarayu Blue']",['Jon Hurwitz'],
Amazon Studios,['[77]\n'],[],
"John Curran (director); Taylor Allen, Andrew Logan (screenplay); Jason Clarke, Kate Mara, Ed Helms, Bruce Dern, Jim Gaffigan, Taylor Nichols",['Pandas'],[],
"[79]
",['A24'],[],
The Miracle Season,"['Sean McNamara (director); David Aaron Cohen', ' Elissa Matsueda (screenplay); Helen Hunt', ' William Hurt', ' Erin Moriarty', ' Danika Yarosh']",['Sean McNamara (director); David Aaron Cohen'],
Beirut,"['Brad Anderson (director); Tony Gilroy (screenplay); Jon Hamm', ' Rosamund Pike', ' Dean Norris', ' Shea Whigham', ' Larry Pine', ' Mark Pellegrino']",['Brad Anderson (director); Tony Gilroy (screenplay); Jon Hamm'],
Rampage,"['Brad Peyton (director); Ryan Engle (screenplay); Dwayne Johnson', ' Naomie Harris', ' Malin Åkerman', ' Jake Lacy', ' Marley Shelton', ' Joe Manganiello', ' Jeffrey Dean Morgan']",['Brad Peyton (director); Ryan Engle (screenplay); Dwayne Johnson'],
Universal Pictures / Blumhouse Productions,['[83]\n'],[],
Chloé Zhao (director/screenplay); Brady Jandreau,['Sgt. Stubby: An American Hero'],[],
"[85]
",['I Feel Pretty'],['I Feel Pretty'],
"[86]
",['Fox Searchlight Pictures'],['Fox Searchlight Pictures'],
