0,1,Males,Ethnicity
The Opening of Misty Beethoven,"['Constance Money', ' Jamie Gillis', ' Gloria Leonard']",[],
Orca,"['Richard Harris', ' Charlotte Rampling', ' Bo Derek']",['Richard Harris'],"['Irish', 'English']"
The Other Side of Midnight,"['Marie-France Pisier', ' Susan Sarandon', ' John Beck', ' Clu Gulager', ' Michael Lerner', ' Raf Vallone']",['John Beck'],
Outlaw Blues,"['Peter Fonda', ' Susan Saint James', ' John Crawford']",['Peter Fonda'],"['Dutch', 'English', 'Scottish', 'FrenchCanadian', 'Italian', 'German', 'Belgian', 'Flemish', 'Norwegian', 'Cornish']"
The People That Time Forgot,"['Doug McClure', ' Sarah Douglas']",['Doug McClure'],
Pete's Dragon,"['Sean Marshall', ' Helen Reddy', ' Mickey Rooney', ' Shelley Winters']",['Sean Marshall'],
A Piece of the Action,"['Bill Cosby', ' Sidney Poitier', ' James Earl Jones']",['Bill Cosby'],['AfricanAmerican']
Pine Canyon is Burning,"['Kent McCord', ' Megan McCord', ' Shane Sinutko']",['Kent McCord'],
Planet of Dinosaurs,"['Max Thayer', ' Louie Lawless']",['Max Thayer'],
Portrait of a Hitman,"['Rod Steiger', ' Jack Palance', ' Bo Svenson']",['Rod Steiger'],"['German', 'AustrianMoravian']"
Pumping Iron,"['Arnold Schwarzenegger', ' Lou Ferrigno']",['Arnold Schwarzenegger'],['Austrian']
Rabid,"['Marilyn Chambers', ' Joe Silver', ' Howard Ryshpan', '']",['Joe Silver'],
"Race for Your Life, Charlie Brown","['Duncan Watson', ' Bill Melendez', ' Gail Davis', ' Stuart Brotman']",['Duncan Watson'],
Raggedy Ann & Andy: A Musical Adventure,[''],[],
Raid on Entebbe,"['Peter Finch', ' Martin Balsam', ' Yaphet Kotto', ' Charles Bronson', ' John Saxon', ' Jack Warden']",['Peter Finch'],"['English', 'Scottish']"
The Rescuers,"['Voices of Eva Gabor', ' Bob Newhart', ' Geraldine Page']",['Bob Newhart'],"['German75', 'Irish']"
Rollercoaster,"['George Segal', ' Richard Widmark', ' Henry Fonda']",['George Segal'],"['Ashkenazi', 'Jewish']"
Rolling Thunder,"['William Devane', ' Tommy Lee Jones', ' James Best']",['William Devane'],
Roots,"['LeVar Burton', ' Louis Gossett Jr.', ' John Amos', ' Ben Vereen', ' Cicely Tyson', ' Georg Stanford Brown', ' Richard Roundtree', ' O. J. Simpson', ' Leslie Uggams', ' Madge Sinclair', ' Ed Asner', ' Chuck Connors', ' Lloyd Bridges', ' Sandy Duncan']",['LeVar Burton'],['AfricanAmerican']
Roseland,"['Teresa Wright', ' Geraldine Chaplin', ' Christopher Walken']",['Christopher Walken'],"['Scottish', 'Irish']"
Ruby,"['Piper Laurie', ' Stuart Whitman']",['Stuart Whitman'],"['Ashkenazi', 'Jewish']"
Run for the Roses,"['Vera Miles', ' Stuart Whitman', ' Lisa Eilbacher']",['Stuart Whitman'],"['Ashkenazi', 'Jewish']"
Satan's Cheerleaders,"['Yvonne De Carlo', ' John Ireland']",['John Ireland'],
Saturday Night Fever,"['John Travolta', ' Karen Lynn Gorney', ' Donna Pescow']",['John Travolta'],"['ItalianSicilian50', 'Irish']"
Scott Joplin,"['Billy Dee Williams', ' Clifton Davis', ' Margaret Avery']",['Billy Dee Williams'],['AfricanMontserratian']
Semi-Tough,"['Burt Reynolds', ' Kris Kristofferson', ' Jill Clayburgh', ' Robert Preston', ' Brian Dennehy', ' Carl Weathers', ' Bert Convy']",['Burt Reynolds'],"['English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'German', 'Dutch']"
The Sentinel,"['Chris Sarandon', ' Martin Balsam', ' Ava Gardner']",['Martin Balsam'],"['Ashkenazi', 'Jewish']"
"September 30, 1955","['Richard Thomas', ' Susan Tyrell']",['Richard Thomas'],
The Serpent's Egg,"['Liv Ullmann', ' David Carradine']",['David Carradine'],"['English', 'German', 'Scottish', 'Irish', 'Welsh', 'Dutch']"
Short Eyes,"['Bruce Davison', ' Jose Perez']",['Bruce Davison'],"['English', 'Dutch']"
Sinbad and the Eye of the Tiger,"['Jane Seymour', ' Taryn Power', ' Patrick Wayne']",['Patrick Wayne'],
Slap Shot,"['Paul Newman', ' Strother Martin', ' Michael Ontkean', ' Lindsay Crouse', ' Jennifer Warren', ' M. Emmet Walsh']",['Paul Newman'],"['Jewish', 'Slovak']"
Smokey and the Bandit,"['Burt Reynolds', ' Jackie Gleason', ' Sally Field', ' Jerry Reed']",['Burt Reynolds'],"['English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'German', 'Dutch']"
Sorcerer,"['Roy Scheider', ' Francisco Rabal', ' Bruno Cremer']",['Roy Scheider'],"['German', 'Irish']"
Speedtrap,"['Joe Don Baker', ' Tyne Daly', ' Richard Jaeckel']",['Joe Don Baker'],
The Spy Who Loved Me,"['Roger Moore', ' Barbara Bach']",['Roger Moore'],['English']
Star Wars Episode IV: A New Hope (aka Star Wars),"['Mark Hamill', ' Harrison Ford', ' Carrie Fisher', ' Alec Guinness']",['Mark Hamill'],"['Swedish', 'Irish', 'English', 'Scottish', 'Welsh']"
Telefon,"['Charles Bronson', ' Lee Remick', ' Donald Pleasence']",['Charles Bronson'],"['Lithuanian', 'Polish', 'Eastern', 'European']"
Tentacles,"['John Huston', ' Shelley Winters', ' Henry Fonda']",['John Huston'],"['ScotsIrishNorthern', 'Irish', 'English', 'Scottish', 'German', 'Portuguese']"
Thieves,"['Marlo Thomas', ' Héctor Elizondo']",['Héctor Elizondo'],
Thunder and Lightning,"['David Carradine', ' Kate Jackson']",['David Carradine'],"['English', 'German', 'Scottish', 'Irish', 'Welsh', 'Dutch']"
The Turning Point,"['Shirley MacLaine', ' Anne Bancroft', ' Mikhail Baryshnikov', ' Tom Skerritt']",['Mikhail Baryshnikov'],[]
Twilight's Last Gleaming,"['Burt Lancaster', ' Richard Widmark', ' Charles Durning', ' Paul Winfield', ' Burt Young', ' Joseph Cotten', ' William Marshall', ' Melvyn Douglas']",['Burt Lancaster'],"['Northern', 'Irish', 'ScotsIrish']"
Valentino,"['Rudolf Nureyev', ' Leslie Caron', ' Carol Kane']",['Rudolf Nureyev'],
The Van,"['Danny DeVito', ' Deborah White']",['Danny DeVito'],['Italian']
Viva Knievel!,"['Evel Knievel', ' Lauren Hutton', ' Gene Kelly']",['Evel Knievel'],
Which Way Is Up?,"['Richard Pryor', ' Lonette McKee']",['Richard Pryor'],"['AfricanAmerican', 'Native', 'American']"
The White Buffalo,"['Charles Bronson', ' Will Sampson', ' Jack Warden', ' Slim Pickens', ' Kim Novak']",['Charles Bronson'],"['Lithuanian', 'Polish', 'Eastern', 'European']"
Wilma,"['Shirley Jo Finney', ' Cicely Tyson', ' Denzel Washington']",['Denzel Washington'],['AfricanAmerican']
Wizards,"['Voices of Mark Hamill', ' David Proval']",['David Proval'],"['Ashkenazi', 'Jewish']"
Word Is Out,"['John Burnside', ' Elsa Gidlow']",['John Burnside'],
The World's Greatest Lover,"['Gene Wilder', ' Carol Kane', ' Dom DeLuise']",['Gene Wilder'],"['Ashkenazi', 'Jewish']"
You Light Up My Life,['Didi Conn'],[],
