0,1,Males,Ethnicity
18 Again!,"['George Burns', ' Charlie Schlatter', ' Tony Roberts']",['George Burns'],"['Ashkenazi', 'Jewish']"
1969,"['Robert Downey', ' Jr.', ' Kiefer Sutherland', ' Bruce Dern', ' Winona Ryder', ' Joanna Cassidy', ' Mariette Hartley']",['Robert Downey'],"['Ashkenazi', 'Jewish', 'English', 'Scottish', 'German', 'SwissGerman', 'Irish']"
'68,"['Shony Alex Braun', ' Nike Doukas']",['Shony Alex Braun'],
Above the Law,"['Steven Seagal', ' Pam Grier', ' Sharon Stone']",['Steven Seagal'],"['Jewish', 'English', 'German', 'Irish', 'Dutch']"
The Accidental Tourist,"['William Hurt', ' Kathleen Turner', ' Geena Davis', ' Amy Wright', ' Bill Pullman', ' David Ogden Stiers']",['William Hurt'],"['English', 'German', 'Scottish', 'Irish', 'ScotsIrishNorthern', 'Irish', 'Swedish']"
The Accused,"['Kelly McGillis', ' Jodie Foster']",[],
Action Jackson,"['Carl Weathers', ' Vanity', ' Craig T. Nelson', ' Sharon Stone']",['Carl Weathers'],['AfricanAmerican']
After Death,"['Jeff Stryker', ' Candice Daly']",['Jeff Stryker'],
Alien Nation,"['James Caan', ' Mandy Patinkin', ' Terence Stamp']",['James Caan'],"['Ashkenazi', 'Jewish']"
Alien from L.A.,"['Kathy Ireland', ' William R. Moses']",['William R. Moses'],
American Gothic,"['Rod Steiger', ' Yvonne De Carlo', ' Sarah Torgov', ' Janet Wright']",['Rod Steiger'],"['German', 'AustrianMoravian']"
A Night in the Life of Jimmy Reardon,"['River Phoenix', ' Ann Magnuson', ' Matthew L. Perry']",['Matthew L. Perry'],
And God Created Woman,"['Rebecca De Mornay', ' Vincent Spano', ' Frank Langella']",['Vincent Spano'],
And the Violins Stopped Playing,"['Horst Buchholz', ' Piotr Polk', ' Marne Maitland']",['Horst Buchholz'],
Another Woman,"['Mia Farrow', ' Gena Rowlands', ' Gene Hackman', ' Ian Holm']",['Gene Hackman'],"['English', 'German', 'Scottish', 'Dutch']"
Appointment With Death,"['Peter Ustinov', ' Lauren Bacall', ' Carrie Fisher', ' John Gielgud', ' Piper Laurie', ' Hayley Mills', ' Jenny Seagrove', ' Nicholas Guest', ' David Soul']",['Peter Ustinov'],"['Russian125', 'Ashkenazi', 'Jewish125', 'German125', 'Italian625', 'Ethiopian', 'SubSaharan', 'African', 'Portuguese625', 'French']"
The Appointments of Dennis Jennings,"['Steven Wright', ' Rowan Atkinson']",['Steven Wright'],['Italian']
Arthur 2: On the Rocks,"['Dudley Moore', ' Liza Minnelli', ' John Gielgud', ' Geraldine Fitzgerald', ' Kathy Bates']",['Dudley Moore'],"['English', 'Welsh']"
Baby M,"['JoBeth Williams', ' John Shea', ' Bruce Weitz', ' Robin Strasser', ' Dabney Coleman']",['John Shea'],['German']
Bad Dreams,['Jennifer Rubin'],[],
Bat*21,"['Gene Hackman', ' Danny Glover', ' Jerry Reed']",['Gene Hackman'],"['English', 'German', 'Scottish', 'Dutch']"
Beaches,"['Bette Midler', ' Barbara Hershey', ' John Heard', ' James Read', ' Lainie Kazan', ' Spalding Gray']",['John Heard'],"['Irish', 'English', 'Ashkenazi', 'Jewish']"
The Beast,"['Jason Patric', ' Steven Bauer', ' George Dzundza', ' Stephen Baldwin']",['Jason Patric'],"['Irish', 'German', 'English', 'Scottish', 'Dutch', 'Norwegian', 'French', 'Huguenot']"
Beetlejuice,"['Michael Keaton', ' Alec Baldwin', ' Geena Davis', ' Jeffrey Jones', "" Catherine O'Hara"", ' Winona Ryder']",['Michael Keaton'],"['English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'Irish']"
Betrayed,"['Debra Winger', ' Tom Berenger', ' John Heard']",['Tom Berenger'],['Irish']
Big,"['Tom Hanks', ' Elizabeth Perkins', ' Robert Loggia', ' John Heard', ' Jared Rushton', ' Mercedes Ruehl']",['Tom Hanks'],"['English', 'Cornish', 'German', 'Scottish', 'Welsh', 'Portuguese']"
The Big Blue,"['Rosanna Arquette', ' Jean-Marc Barr', ' Jean Reno']",['Jean-Marc Barr'],"['English', 'German', 'Dutch', 'French']"
Big Business,"['Lily Tomlin', ' Bette Midler']",[],
Big Time,['Tom Waits'],['Tom Waits'],"['Norwegian', 'English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'German', 'SwissGerman', 'Welsh']"
Big Top Pee-wee,"['Paul Reubens', ' Penelope Ann Miller', ' Kris Kristofferson', ' Valeria Golino']",['Paul Reubens'],"['Ashkenazi', 'Jewish']"
Biloxi Blues,"['Matthew Broderick', ' Christopher Walken', ' Penelope Ann Miller']",['Matthew Broderick'],"['English', 'Ashkenazi', 'Jewish']"
Bird,"['Forest Whitaker', ' Diane Venora']",['Forest Whitaker'],['AfricanAmerican']
Black Eagle,"['Sho Kosugi', ' Jean-Claude Van Damme']",['Sho Kosugi'],
Black Roses,[''],[],
The Blob,"['Kevin Dillon', ' Shawnee Smith', ' Candy Clark']",['Kevin Dillon'],"['Irish125', 'German', 'Scottish', 'Irish']"
Blood Orgy of the Leather Girls,[''],[],
Bloodsport,"['Jean-Claude Van Damme', ' Donald Gibb', ' Forest Whitaker']",['Jean-Claude Van Damme'],"['Belgian', 'Flemish', 'Jewish']"
Bloodstone,['Rajinikanth'],[],
The Blue Iguana,['Dylan McDermott'],['Dylan McDermott'],"['Italian', 'English', 'French']"
The Boost,"['James Woods', ' Sean Young']",['James Woods'],"['Irish', 'English', 'German']"
The Bourne Identity,"['Richard Chamberlain', ' Jaclyn Smith']",['Richard Chamberlain'],"['English', 'German', 'Welsh']"
Braddock: Missing in Action III,['Chuck Norris'],['Chuck Norris'],"['English', 'Scottish', 'Welsh', 'German', 'French', 'Swedish', 'Dutch']"
Brain Damage,['Rick Hearst'],['Rick Hearst'],[]
Bravestarr: The Legend,[''],[],
"Bright Lights, Big City","['Michael J. Fox', ' Kiefer Sutherland', ' Phoebe Cates', ' Dianne Wiest', ' Tracy Pollan', ' Swoosie Kurtz', ' Jason Robards']",['Michael J. Fox'],"['Irish', 'English', 'Scottish']"
Bull Durham,"['Kevin Costner', ' Susan Sarandon', ' Tim Robbins', ' Robert Wuhl']",['Kevin Costner'],"['English', 'German', 'SwissGerman', 'Scottish', 'Welsh', 'Irish', 'ScotsIrishNorthern', 'Irish']"
Bulletproof,"['Gary Busey', ' Darlanne Fluegel']",['Gary Busey'],
C.H.U.D. II: Bud the C.H.U.D.,"['Tricia Leigh Fisher', ' Bianca Jagger']",[],
Caddyshack II,"['Jackie Mason', ' Dyan Cannon', ' Randy Quaid', ' Robert Stack', ' Jonathan Silverman', ' Chevy Chase', ' Dan Aykroyd']",['Randy Quaid'],"['English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'Irish', 'German']"
Call Me,"['Patricia Charbonneau', ' Boyd Gaines', ' Steve Buscemi']",['Boyd Gaines'],
Casual Sex?,"['Lea Thompson', ' Victoria Jackson', ' Andrew Dice Clay']",['Andrew Dice Clay'],"['Ashkenazi', 'Jewish']"
Catacombs,"['Timothy Van Patten', ' Ian Abercrombie']",['Timothy Van Patten'],
Cellar Dweller,['Debrah Farentino'],[],
Child's Play,"['Catherine Hicks', ' Chris Sarandon', ' Alex Vincent', ' Brad Dourif']",['Alex Vincent'],
The Chocolate War,"['John Glover', ' Ilan Mitchell-Smith']",['John Glover'],
Christmas in Tattertown,[''],[],
Clara's Heart,"['Whoopi Goldberg', ' Kathleen Quinlan', ' Neil Patrick Harris']",['Neil Patrick Harris'],"['English', 'Scottish', 'German']"
Clean and Sober,"['Michael Keaton', ' Morgan Freeman', ' Kathy Baker']",['Michael Keaton'],"['English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'Irish']"
Clownhouse,['Sam Rockwell'],['Sam Rockwell'],"['German', 'Irish', 'English', 'Dutch']"
Cocktail,"['Tom Cruise', ' Bryan Brown', ' Elisabeth Shue']",['Tom Cruise'],"['German4375', 'Irish125', 'English', 'Welsh']"
Cocoon: The Return,"['Don Ameche', ' Hume Cronyn', ' Wilford Brimley', ' Steve Guttenberg', ' Jessica Tandy', ' Maureen Stapleton', ' Tahnee Welch', ' Barret Oliver', ' Courteney Cox']",['Don Ameche'],"['German', 'English', 'Scottish', 'Irish']"
Colors,"['Sean Penn', ' Robert Duvall', ' María Conchita Alonso']",['Sean Penn'],"['Jewish', 'Italian', 'Irish']"
Comic Book Confidential,"['Robert Crumb', ' Stan Lee', ' Harvey Pekar']",['Robert Crumb'],
