0,1,Males,Ethnicity
Eye of the Tiger,"['Gary Busey', ' Yaphet Kotto', ' Seymour Cassel']",['Gary Busey'],
F/X,"['Bryan Brown', ' Brian Dennehy', ' Diane Venora', ' Cliff DeYoung']",['Bryan Brown'],
Ferris Bueller's Day Off,"['Matthew Broderick', ' Alan Ruck', ' Mia Sara', ' Jennifer Grey']",['Matthew Broderick'],"['English', 'Ashkenazi', 'Jewish']"
A Fine Mess,"['Ted Danson', ' Howie Mandel']",['Ted Danson'],"['English', 'Scottish', 'Irish', 'Northern', 'IrishScotsIrish', 'German']"
Fire with Fire,"['Craig Sheffer', ' Virginia Madsen']",['Craig Sheffer'],"['German', 'SwissGerman', 'French']"
Firewalker,"['Chuck Norris', ' Louis Gossett Jr.']",['Chuck Norris'],"['English', 'Scottish', 'Welsh', 'German', 'French', 'Swedish', 'Dutch']"
Flight of the Navigator,"['Veronica Cartwright', ' Joey Cramer', ' Sarah Jessica Parker']",[],
The Fly,"['Jeff Goldblum', ' Geena Davis', ' John Getz']",['Jeff Goldblum'],"['Ashkenazi', 'Jewish']"
Friday the 13th Part VI: Jason Lives,"['C. J. Graham', ' Thom Mathews David Kagen', ' Jennifer Cooke']",['Thom Mathews David Kagen'],
From Beyond,"['Jeffrey Combs', ' Barbara Crampton', ' Ken Foree']",['Jeffrey Combs'],
Getting Even,"['Edward Albert', ' Joe Don Baker']",['Edward Albert'],
GoBots: Battle of the Rock Lords,"['Margot Kidder', ' Telly Savalas', ' Roddy McDowall', ' Michael Nouri']",['Telly Savalas'],['Greek']
The Golden Child,"['Eddie Murphy', ' Charlotte Lewis', ' Charles Dance']",['Eddie Murphy'],['AfricanAmerican']
Good to Go,"['Art Garfunkel', ' Robert DoQui', ' Harris Yulin']",['Art Garfunkel'],"['Ashkenazi', 'Jewish']"
The Great Mouse Detective,"['Barrie Ingham', ' Val Bettin', ' Vincent Price']",['Vincent Price'],"['English', 'German', 'French', 'Dutch']"
A Great Wall,"['Peter Wang', ' Kelvin Han Yee']",['Peter Wang'],
Gung Ho,"['Michael Keaton', ' John Turturro', ' Mimi Rogers', ' Gedde Watanabe', ' George Wendt']",['Michael Keaton'],"['English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'Irish']"
Half Moon Street,"['Sigourney Weaver', ' Michael Caine']",['Michael Caine'],"['English', 'Irish']"
Hamburger: The Motion Picture,"['Leigh McCloskey', ' Dick Butkus']",['Dick Butkus'],
Hannah and Her Sisters,"['Mia Farrow', ' Barbara Hershey', ' Dianne Wiest', ' Woody Allen', ' Michael Caine', ' Max von Sydow']",['Woody Allen'],"['Ashkenazi', 'Jewish']"
Haunted Honeymoon,"['Gilda Radner', ' Gene Wilder', ' Dom DeLuise']",['Gene Wilder'],"['Ashkenazi', 'Jewish']"
Heartbreak Ridge,"['Clint Eastwood', ' Mario Van Peebles', ' Marsha Mason']",['Clint Eastwood'],"['English', 'Scottish', 'Irish', 'German', 'Dutch', 'Welsh']"
Heartburn,"['Meryl Streep', ' Jack Nicholson']",['Jack Nicholson'],"['Irish', 'Scottish', 'English', 'Pennsylvania', 'DutchGerman', 'Welshbiological', 'Italian', 'Latvian', 'Ashkenazi', 'Jewish', 'Baltic', 'German']"
Heat,"['Burt Reynolds', ' Karen Young', ' Peter MacNicol']",['Burt Reynolds'],"['English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'German', 'Dutch']"
Heathcliff: The Movie,['Mel Blanc'],['Mel Blanc'],
Hell Hunters,"['Maud Adams', ' Stewart Granger', ' Candice Daly']",['Stewart Granger'],
Henry: Portrait of a Serial Killer,"['Michael Rooker', ' Tom Towles']",['Michael Rooker'],"['English', 'Irish', 'Scottish', 'ScotsIrishNorthern', 'Irish']"
Highlander,"['Christopher Lambert', ' Sean Connery', ' Roxanne Hart', ' Clancy Brown']",['Christopher Lambert'],"['Ashkenazi', 'Jewish', 'Sephardi', 'Jewish', 'Belgian', 'Flemish', 'Dutch', 'French', 'Italian']"
The Hitcher,"['Rutger Hauer', ' C. Thomas Howell', ' Jennifer Jason Leigh']",['Rutger Hauer'],['Dutch']
Hoosiers,"['Gene Hackman', ' Barbara Hershey', ' Dennis Hopper', ' Sheb Wooley']",['Gene Hackman'],"['English', 'German', 'Scottish', 'Dutch']"
House,"['William Katt', ' Kay Lenz', ' George Wendt']",['William Katt'],"['English', 'ScotsIrishNorthern', 'Irish']"
Howard the Duck,"['Lea Thompson', ' Jeffrey Jones', ' Tim Robbins']",['Jeffrey Jones'],"['German', 'English']"
Invaders from Mars,"['Karen Black', ' Hunter Carson', ' Timothy Bottoms', ' Laraine Newman']",['Hunter Carson'],
Iron Eagle,"['Louis Gossett Jr.', ' Jason Gedrick']",['Louis Gossett Jr.'],['AfricanAmerican']
Jake Speed,"['Wayne Crawford', ' Dennis Christopher', ' Karen Kopins']",['Wayne Crawford'],
"Jo Jo Dancer, Your Life Is Calling","['Richard Pryor', ' Paula Kelly', ' Wings Hauser']",['Richard Pryor'],"['AfricanAmerican', 'Native', 'American']"
Jumpin' Jack Flash,"['Whoopi Goldberg', ' Stephen Collins', ' Jonathan Pryce', ' Annie Potts']",['Stephen Collins'],"['English', 'Dutch']"
Just Between Friends,"['Mary Tyler Moore', ' Christine Lahti', ' Ted Danson']",['Ted Danson'],"['English', 'Scottish', 'Irish', 'Northern', 'IrishScotsIrish', 'German']"
"The Karate Kid, Part II","['Ralph Macchio', ' Pat Morita']",['Ralph Macchio'],"['Italian25', 'Greek']"
King Kong Lives,"['Linda Hamilton', ' Brian Kerwin']",['Brian Kerwin'],
Knights of the City,"['Leon Isaac Kennedy', ' Nicholas Campbell', ' John Mengatti']",['Leon Isaac Kennedy'],
Labyrinth,"['David Bowie', ' Jennifer Connelly']",['David Bowie'],"['English', 'Irish']"
Legal Eagles,"['Robert Redford', ' Debra Winger', ' Daryl Hannah', ' Brian Dennehy', ' Terence Stamp', ' Steven Hill']",['Robert Redford'],"['English', 'Irish', 'Scottish', 'Northern', 'IrishScotsIrish', 'Cornish']"
Let's Get Harry,"['Michael Schoeffling', ' Mark Harmon', ' Robert Duvall']",['Michael Schoeffling'],['German']
Little Shop of Horrors,"['Rick Moranis', ' Ellen Greene', ' Steve Martin']",['Rick Moranis'],"['Ashkenazi', 'Jewish']"
Living the Blues,"['Galyn Gorg', ' Sam Taylor']",['Sam Taylor'],
Lucas,"['Corey Haim', ' Kerri Green', ' Charlie Sheen', ' Winona Ryder']",['Corey Haim'],"['Ashkenazi', 'Jewish']"
Luxo Jr.,[''],[],
The Manhattan Project,"['John Lithgow', ' Christopher Collet', ' Cynthia Nixon']",['John Lithgow'],"['Welsh', 'English', 'French', 'ScotsIrishNorthern', 'Irish', 'Scottish']"
Manhunter,"['William Petersen', ' Dennis Farina', ' Brian Cox', ' Joan Allen', ' Tom Noonan', ' Kim Greist', ' Stephen Lang']",['William Petersen'],"['German', 'French', 'German']"
Maximum Overdrive,"['Emilio Estevez', ' Pat Hingle']",['Emilio Estevez'],"['Galician', 'Spanish', 'Irish', 'English', 'Scottish']"
The Men's Club,"['Roy Scheider', ' Harvey Keitel', ' Frank Langella', ' Treat Williams', ' Jennifer Jason Leigh', ' Stockard Channing']",['Roy Scheider'],"['German', 'Irish']"
Miracles,"['Teri Garr', ' Paul Rodriguez', ' Christopher Lloyd', ' Tom Conti']",['Paul Rodriguez'],['Mexican']
The Mission,"['Jeremy Irons', ' Robert De Niro', ' Liam Neeson', ' Aidan Quinn']",['Jeremy Irons'],"['English', 'Irish', 'Scottish']"
Modern Girls,"['Virginia Madsen', ' Cynthia Gibb', ' Daphne Zuniga']",[],
The Money Pit,"['Tom Hanks', ' Shelley Long', ' Alexander Godunov', ' Maureen Stapleton', ' Joe Mantegna', ' Yakov Smirnoff']",['Tom Hanks'],"['English', 'Cornish', 'German', 'Scottish', 'Welsh', 'Portuguese']"
Monster in the Closet,"['Paul Dooley', ' Claude Akins', ' Stella Stevens', ' Howard Duff', ' Frank Ashmore']",['Paul Dooley'],
The Morning After,"['Jane Fonda', ' Jeff Bridges', ' Raúl Juliá']",['Jeff Bridges'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish', 'SwissGerman', 'German']"
The Mosquito Coast,"['Harrison Ford', ' Helen Mirren', ' River Phoenix']",['Harrison Ford'],"['Irish', 'German', 'Ashkenazi', 'Jewish']"
Murphy's Law,"['Charles Bronson', ' Kathleen Wilhoite', ' Carrie Snodgress']",['Charles Bronson'],"['Lithuanian', 'Polish', 'Eastern', 'European']"
My Chauffeur,"['Deborah Foreman', ' Sam J. Jones', ' Penn & Teller']",['Sam J. Jones'],
My Little Girl,"['Mary Stuart Masterson', ' James Earl Jones', ' Geraldine Chaplin']",['James Earl Jones'],['AfricanAmerican']
My Little Pony: The Movie,"['Danny DeVito', ' Rhea Perlman', ' Madeline Kahn']",['Danny DeVito'],['Italian']
"'night, Mother","['Sissy Spacek', ' Anne Bancroft']",[],
Night of the Creeps,"['Jason Lively', ' Tom Atkins']",['Jason Lively'],
No Mercy,"['Richard Gere', ' Kim Basinger']",['Richard Gere'],"['English', 'ScotsIrishNorthern', 'Irish', 'Welsh', 'Dutch', 'Scottish', 'German', 'French']"
"No Retreat, No Surrender",['Jean-Claude Van Damme'],['Jean-Claude Van Damme'],"['Belgian', 'Flemish', 'Jewish']"
Nobody's Fool,"['Rosanna Arquette', ' Eric Roberts']",['Eric Roberts'],"['English', 'German', 'Swedish', 'Irish', 'Scottish', 'Welsh', 'French']"
Nomads,"['Pierce Brosnan', ' Lesley-Anne Down']",['Pierce Brosnan'],['Irish']
Nothing in Common,"['Tom Hanks', ' Jackie Gleason', ' Eva Marie Saint', ' Sela Ward', ' Barry Corbin', ' Héctor Elizondo']",['Tom Hanks'],"['English', 'Cornish', 'German', 'Scottish', 'Welsh', 'Portuguese']"
Off Beat,"['Judge Reinhold', ' Meg Tilly']",['Judge Reinhold'],['Irish']
On the Edge,"['Bruce Dern', ' Pam Grier']",['Bruce Dern'],"['German', 'English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'Dutch', 'Welsh']"
One Crazy Summer,"['John Cusack', ' Bobcat Goldthwait', ' Demi Moore']",['John Cusack'],['Irish']
One More Saturday Night,"['Tom Davis', ' Al Franken', ' Moira Harris']",['Tom Davis'],
Out of Bounds,"['Anthony Michael Hall', ' Jenny Wright', ' Jeff Kober']",['Anthony Michael Hall'],"['Irish', 'Italian']"
Parting Glances,['Steve Buscemi'],['Steve Buscemi'],"['Irish', 'English', 'Dutch']"
The Patriot,"['Gregg Henry', ' Simone Griffeth', ' Michael J. Pollard']",['Gregg Henry'],
Peggy Sue Got Married,"['Kathleen Turner', ' Nicolas Cage', ' Catherine Hicks', ' Joan Allen', ' Jim Carrey', ' Helen Hunt']",['Nicolas Cage'],"['Italian25', 'Polish1875', 'German625', 'British', 'Isles', 'English', 'Scottish']"
Pirates,['Walter Matthau'],['Walter Matthau'],"['Ashkenazi', 'Jewish']"
Platoon,"['Tom Berenger', ' Willem Dafoe', ' Charlie Sheen']",['Tom Berenger'],['Irish']
Playing for Keeps,"['Daniel Jordano', ' Matthew Penn']",['Daniel Jordano'],
Police Academy 3: Back in Training,"['Steve Guttenberg', ' Bubba Smith', ' Leslie Easterbrook']",['Steve Guttenberg'],"['Ashkenazi', 'Jewish']"
Poltergeist II: The Other Side,"['JoBeth Williams', ' Craig T. Nelson', "" Heather O'Rourke"", ' Oliver Robins', ' Zelda Rubinstein']",['Craig T. Nelson'],"['Norwegian', 'German', 'Scottish', 'English', 'ScotsIrishNorthern', 'Irish', 'Dutch']"
Power,"['Richard Gere', ' Julie Christie', ' Gene Hackman', ' Denzel Washington', ' Kate Capshaw']",['Richard Gere'],"['English', 'ScotsIrishNorthern', 'Irish', 'Welsh', 'Dutch', 'Scottish', 'German', 'French']"
Pretty in Pink,"['Molly Ringwald', ' Andrew McCarthy', ' Jon Cryer', ' Harry Dean Stanton', ' Annie Potts', ' James Spader']",['Andrew McCarthy'],"['Irish', 'English', 'Scottish', 'German']"
Psycho III,"['Anthony Perkins', ' Diana Scarwid', ' Jeff Fahey']",['Anthony Perkins'],"['English', 'Irish', 'Dutch', 'German']"
Quicksilver,"['Kevin Bacon', ' Jami Gertz', ' Paul Rodriguez']",['Kevin Bacon'],"['English', 'German', 'Irish']"
Quiet Cool,"['James Remar', ' Daphne Ashbrook', ' Nick Cassavetes']",['James Remar'],"['Jewish', 'English']"
Rad,"['Bill Allen', ' Lori Loughlin', ' Talia Shire']",['Bill Allen'],
Ratboy,"['Sharon Baird', ' Sondra Locke']",[],
Raw Deal,"['Arnold Schwarzenegger', ' Kathryn Harrold']",['Arnold Schwarzenegger'],['Austrian']
Red Headed Stranger,"['Willie Nelson', ' Morgan Fairchild']",[],
River's Edge,"['Crispin Glover', ' Keanu Reeves', ' Ione Skye Leitch', ' Daniel Roebuck', ' Dennis Hopper']",['Crispin Glover'],"['Bohemian', 'Czech25', 'Swedish25', 'German125', 'English']"
Robotech: The Movie,[''],[],
Round Midnight,['Dexter Gordon'],['Dexter Gordon'],
Running Scared,"['Billy Crystal', ' Gregory Hines', ' Jimmy Smits']",['Billy Crystal'],"['Ashkenazi', 'Jewish']"
Ruthless People,"['Bette Midler', ' Danny DeVito', ' Judge Reinhold', ' Helen Slater', ' Anita Morris', ' Bill Pullman']",['Danny DeVito'],['Italian']
Salvador,"['James Woods', ' James Belushi', ' Michael Murphy', ' John Savage']",['James Woods'],"['Irish', 'English', 'German']"
Saving Grace,"['Tom Conti', ' Fernando Rey', ' Erland Josephson']",['Tom Conti'],
Scorpion,"['Tonny Tulleners', ' Don Murray']",['Tonny Tulleners'],
Seize the Day,"['Robin Williams', ' Jerry Stiller', ' Joseph Wiseman']",['Jerry Stiller'],
Shanghai Surprise,"['Sean Penn', ' Madonna']",['Sean Penn'],"['Jewish', 'Italian', 'Irish']"
She's Gotta Have It,"['Tracy Camilla Johns', ' Tommy Redmond']",['Tommy Redmond'],
Sherman's March,[''],[],
Short Circuit,"['Ally Sheedy', ' Steve Guttenberg', ' Fisher Stevens']",['Steve Guttenberg'],"['Ashkenazi', 'Jewish']"
Solarbabies,"['Jason Patric', ' Jami Gertz', ' Lukas Haas']",['Jason Patric'],"['Irish', 'German', 'English', 'Scottish', 'Dutch', 'Norwegian', 'French', 'Huguenot']"
Something Wild,"['Jeff Daniels', ' Melanie Griffith', ' Ray Liotta']",['Jeff Daniels'],"['English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'German']"
Soul Man,"['C. Thomas Howell', ' Rae Dawn Chong', ' James Earl Jones']",['James Earl Jones'],['AfricanAmerican']
SpaceCamp,"['Kate Capshaw', ' Lea Thompson', ' Kelly Preston', ' Larry B. Scott']",['Larry B. Scott'],
Stand by Me,"['Wil Wheaton', ' River Phoenix', ' Corey Feldman', "" Jerry O'Connell"", ' Kiefer Sutherland']",['Wil Wheaton'],"['English', 'Irish', 'Welsh', 'German', 'French', 'Sephardi', 'Jewish', 'Dutch']"
Star Trek IV: The Voyage Home,"['William Shatner', ' Leonard Nimoy', ' DeForest Kelley', ' James Doohan', ' Nichelle Nichols', ' George Takei', ' Catherine Hicks', ' Walter Koenig', ' Robin Curtis', ' Mark Lenard', ' Brock Peters']",['William Shatner'],"['Ashkenazi', 'Jewish']"
Stoogemania,"['Josh Mostel', ' Melanie Chartoff', ' Sid Caesar']",['Josh Mostel'],
Streets of Gold,"['Klaus Maria Brandauer', ' Adrian Pasdar', ' Wesley Snipes']",['Klaus Maria Brandauer'],['Austrian']
Sweet Liberty,"['Alan Alda', ' Michael Caine', ' Michelle Pfeiffer', ' Bob Hoskins', ' Lise Hilboldt', ' Lois Chiles']",['Alan Alda'],['Irish']
Tai-Pan,"['Bryan Brown', ' Joan Chen', ' Tim Guinee']",['Bryan Brown'],
TerrorVision,"['Chad Allen', ' Diane Franklin']",['Chad Allen'],"['Italian', 'English']"
The Texas Chainsaw Massacre 2,['Dennis Hopper'],['Dennis Hopper'],"['English', 'Irish', 'Scottish', 'Welsh', 'Dutch']"
That's Life!,"['Jack Lemmon', ' Julie Andrews', ' Sally Kellerman']",['Jack Lemmon'],"['English', 'Irish', 'Scottish', 'French', 'Dutch', 'Welsh']"
Three Amigos,"['Steve Martin', ' Chevy Chase', ' Martin Short']",['Steve Martin'],"['English', 'Scottish', 'Irish', 'ScotsIrishNorthern', 'Irish', 'German', 'French', 'Welsh']"
Top Gun,"['Tom Cruise', ' Kelly McGillis', ' Anthony Edwards', ' Val Kilmer', ' Meg Ryan', ' Tom Skerritt', ' Michael Ironside', ' Tim Robbins']",['Tom Cruise'],"['German4375', 'Irish125', 'English', 'Welsh']"
Touch and Go,"['Michael Keaton', ' María Conchita Alonso']",['Michael Keaton'],"['English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'Irish']"
Tough Guys,"['Burt Lancaster', ' Kirk Douglas', ' Eli Wallach', ' Dana Carvey']",['Burt Lancaster'],"['Northern', 'Irish', 'ScotsIrish']"
The Transformers: The Movie,"['Judd Nelson', ' Leonard Nimoy', ' Robert Stack', ' Orson Welles', ' Eric Idle', ' Chris Latta', ' Peter Cullen', ' Frank Welker', ' Neil Ross', ' Michael Bell', ' Paul Eiding']",['Judd Nelson'],"['Ashkenazi', 'Jewish']"
Trick or Treat,"['Marc Price', ' Gene Simmons', ' Ozzy Osbourne']",['Marc Price'],
Troll,"['Michael Moriarty', ' June Lockhart']",['Michael Moriarty'],
True Stories,"['David Byrne', ' John Goodman', ' Swoosie Kurtz']",['David Byrne'],"['Scottish', 'Irish']"
Under the Cherry Moon,"['Prince', ' Kristin Scott Thomas', ' Jerome Benton', ' Francesca Annis']",['Jerome Benton'],
Vamp,['Grace Jones'],[],
Vampires,"['John Bly', ' Jackie James', ' Duane Jones']",['John Bly'],"['Irish', 'German', 'Ashkenazi', 'Jewish']"
Violets Are Blue,"['Sissy Spacek', ' Kevin Kline', ' Bonnie Bedelia']",['Kevin Kline'],"['Jewish', 'Irish']"
What You Mean We?,['Laurie Anderson'],[],
Wildcats,"['Goldie Hawn', ' Swoosie Kurtz', ' Nipsey Russell', ' Robyn Lively', ' Woody Harrelson', ' Wesley Snipes']",['Woody Harrelson'],"['English', 'Scottish', 'German', 'Dutch', 'Welsh', 'Danish', 'French']"
Willy/Milly,"['Pamela Adlon', ' Patty Duke', ' Eric Gurry']",['Eric Gurry'],
Wisdom,"['Emilio Estevez', ' Demi Moore', ' Tom Skerritt', ' Veronica Cartwright']",['Emilio Estevez'],"['Galician', 'Spanish', 'Irish', 'English', 'Scottish']"
Wise Guys,"['Danny DeVito', ' Joe Piscopo', ' Harvey Keitel', ' Dan Hedaya']",['Danny DeVito'],['Italian']
Witchboard,"['Tawny Kitaen', ' Stephen Nichols']",['Stephen Nichols'],
Working Girls,[''],[],
The Wraith,"['Charlie Sheen', ' Sherilyn Fenn', ' Nick Cassavetes', ' Randy Quaid']",['Nick Cassavetes'],"['English', 'Welsh']"
Youngblood,"['Rob Lowe', ' Patrick Swayze', ' Cynthia Gibb', ' Keanu Reeves']",['Rob Lowe'],"['German', 'English', 'Irish', 'Welsh', 'Scottish']"
