0,1,Males,Ethnicity
Defiance,"['Art Carney', ' Jan-Michael Vincent', ' Danny Aiello', ' Theresa Saldana']",['Art Carney'],['Irish']
Delusion,"['Patricia Pearcy', ' David Hayward']",['David Hayward'],
Die Laughing,"['Robby Benson', ' Charles Durning', ' Elsa Lanchester']",['Robby Benson'],"['Ashkenazi', 'Jewish']"
Divine Madness!,['Bette Midler'],[],
The Dogs of War,"['Christopher Walken', ' Tom Berenger', ' Colin Blakely']",['Christopher Walken'],"['Scottish', 'Irish']"
Don't Go in the Woods,['Mary Gail Artz'],[],
Double Negative[citation needed],"['John Candy', ' Anthony Perkins']",['John Candy'],"['Ukrainian', 'English', 'Scottish']"
Dressed to Kill,"['Michael Caine', ' Angie Dickinson', ' Nancy Allen', ' Keith Gordon', ' Dennis Franz']",['Michael Caine'],"['English', 'Irish']"
The Earthling,"['William Holden', ' Rick Schroder']",['William Holden'],"['English', 'Irish', 'French']"
The Elephant Man,"['Anthony Hopkins', ' John Hurt', ' Anne Bancroft']",['Anthony Hopkins'],"['Welsh', 'English']"
The Exterminator,"['Robert Ginty', ' Samantha Eggar']",['Robert Ginty'],
Fade to Black,"['Dennis Christopher', ' Linda Kerridge']",['Dennis Christopher'],
Fame,"['Irene Cara', ' Debbie Allen', ' Maureen Teefy']",[],
Fatso,"['Dom DeLuise', ' Anne Bancroft', ' Candice Azzara']",['Dom DeLuise'],
The Fiendish Plot of Dr. Fu Manchu,"['Peter Sellers', ' Sid Caesar', ' Helen Mirren']",['Peter Sellers'],"['Sephardi', 'Jewish', 'Ashkenazi', 'Jewish']"
The Final Countdown,"['Kirk Douglas', ' Katharine Ross', ' Martin Sheen']",['Kirk Douglas'],"['Ashkenazi', 'Jewish']"
The First Deadly Sin,"['Frank Sinatra', ' Faye Dunaway', ' David Dukes', ' Brenda Vaccaro', ' James Whitmore']",['Frank Sinatra'],"['Italian', 'Sicilian']"
First Family,"['Bob Newhart', ' Madeline Kahn', ' Gilda Radner', ' Richard Benjamin', ' Fred Willard']",['Bob Newhart'],"['German75', 'Irish']"
Flash Gordon,"['Timothy Dalton', ' Sam J. Jones', ' Max von Sydow', ' Melody Anderson']",['Timothy Dalton'],['English']
The Fog,"['Adrienne Barbeau', ' Jamie Lee Curtis', ' Janet Leigh', ' John Houseman', ' Hal Holbrook']",['John Houseman'],"['Jewish', 'Welsh', 'Irish']"
Foolin' Around,"['Gary Busey', "" Annette O'Toole"", ' Cloris Leachman', ' William H. Macy', ' Tony Randall', ' Eddie Albert']",['Gary Busey'],
The Formula,"['George C. Scott', ' Marlon Brando']",['George C. Scott'],"['English', 'German', 'Irish', 'Scottish']"
Foxes,"['Scott Baio', ' Jodie Foster', ' Randy Quaid']",['Scott Baio'],"['Italian', 'Sicilian']"
Friday the 13th,"['Betsy Palmer', ' Adrienne King', ' Kevin Bacon']",['Kevin Bacon'],"['English', 'German', 'Irish']"
Galaxina,['Dorothy Stratten'],[],
Gilda Live,['Gilda Radner'],[],
Gloria,['Gena Rowlands'],[],
The Gong Show Movie,['Chuck Barris'],['Chuck Barris'],
Gorp,"['Dennis Quaid', ' Michael Lembeck', ' Rosanna Arquette']",['Dennis Quaid'],"['English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'Irish', 'German']"
Hangar 18,"['Gary Collins', ' Darren McGavin', ' Robert Vaughn']",['Gary Collins'],
The Happy Hooker Goes Hollywood,"['Martine Beswick', ' Chris Lemmon', ' Phil Silvers']",['Phil Silvers'],
He Knows You're Alone,['Don Scardino'],['Don Scardino'],
Health,"['Carol Burnett', ' James Garner', ' Glenda Jackson', ' Lauren Bacall', ' Dick Cavett']",['James Garner'],"['English', 'Irish', 'German', 'Welsh', 'SwissGerman']"
Heart Beat,"['Nick Nolte', ' Sissy Spacek', ' John Heard']",['Nick Nolte'],"['German', 'English', 'Scottish', 'Northern', 'Irish', 'ScotsIrish', 'SwissGerman']"
Heaven's Gate,"['Kris Kristofferson', ' Christopher Walken', ' Isabelle Huppert', ' John Hurt', ' Jeff Bridges', ' Sam Waterston', ' Mickey Rourke']",['Christopher Walken'],"['Scottish', 'Irish']"
Herbie Goes Bananas,"['Cloris Leachman', ' Harvey Korman']",['Harvey Korman'],
Hero at Large,"['Anne Archer', ' John Ritter']",['John Ritter'],"['English', 'Scottish', 'German', 'Dutch', 'French']"
The Hollywood Knights,"['Tony Danza', ' Fran Drescher', ' Michelle Pfeiffer']",['Tony Danza'],"['Italian', 'Sicilian']"
Home Movies,"['Kirk Douglas', ' Nancy Allen', ' Vincent Gardenia']",['Kirk Douglas'],"['Ashkenazi', 'Jewish']"
Honeysuckle Rose,"['Willie Nelson', ' Dyan Cannon', ' Amy Irving']",[],
Hopscotch,"['Walter Matthau', ' Glenda Jackson', ' Ned Beatty', ' Sam Waterston']",['Walter Matthau'],"['Ashkenazi', 'Jewish']"
How to Beat the High Co$t of Living,"['Jane Curtin', ' Susan Saint James', ' Jessica Lange', ' Richard Benjamin']",['Richard Benjamin'],
Humanoids from the Deep,"['Doug McClure', ' Vic Morrow', ' Ann Turkel']",['Doug McClure'],
The Hunter,"['Steve McQueen', ' Kathryn Harrold', ' LeVar Burton', ' Ben Johnson', ' Eli Wallach']",['Steve McQueen'],"['Scottish', 'English', 'ScotsIrishNorthern', 'Irish', 'German', 'Cornish', 'Dutch', 'Welsh']"
The Idolmaker,"['Ray Sharkey', ' Peter Gallagher', ' Joe Pantoliano']",['Ray Sharkey'],
Image of the Beast,"['William Wellman', ' Jr.']",['William Wellman'],
In God We Tru$t,"['Peter Boyle', ' Andy Kaufman', ' Richard Pryor']",['Peter Boyle'],"['French', 'Welsh', 'English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'German', 'Polish']"
Inside Moves,"['David Morse', ' John Savage', ' Diana Scarwid', ' Harold Russell']",['David Morse'],"['English', 'Dutch']"
The Island,"['Michael Caine', ' David Warner']",['Michael Caine'],"['English', 'Irish']"
It's My Turn,"['Jill Clayburgh', ' Michael Douglas', ' Charles Grodin', ' Beverly Garland']",['Michael Douglas'],"['Ashkenazi', 'Jewish', 'English', 'Irish', 'Welsh', 'Dutch', 'Scottish', 'Belgian', 'French']"
Jane Austen in Manhattan,"['Anne Baxter', ' Robert Powell']",['Robert Powell'],
The Jazz Singer,"['Neil Diamond', ' Laurence Olivier', ' Lucie Arnaz']",['Neil Diamond'],"['Ashkenazi', 'Jewish']"
Just Tell Me What You Want,"['Alan King', ' Ali MacGraw', ' Peter Weller', ' Myrna Loy', ' Keenan Wynn', ' Dina Merrill']",['Alan King'],
The Kidnapping of the President,"['Ava Gardner', ' Van Johnson', ' William Shatner']",['Van Johnson'],"['German', 'Irish']"
Kill or Be Killed,"['Charlotte Michelle', ' James Ryan']",['James Ryan'],
The Last Flight of Noah's Ark,"['Elliott Gould', ' Rick Schroder']",['Elliott Gould'],"['Ashkenazi', 'Jewish']"
The Last Married Couple in America,"['George Segal', ' Natalie Wood']",['George Segal'],"['Ashkenazi', 'Jewish']"
The Lathe of Heaven,"['Kevin Conway', ' Bruce Davison']",['Kevin Conway'],
The Legend of Alfred Packer,['Patrick Day'],['Patrick Day'],
The Life and Times of Rosie the Riveter,['Franklin Delano Roosevelt'],['Franklin Delano Roosevelt'],"['Dutch', 'English', 'Scottish', 'Belgian', 'Walloon', 'French', 'Huguenot', 'Welsh', 'German']"
Little Darlings,"[""Tatum O'Neal"", ' Kristy McNichol', ' Matt Dillon', ' Armand Assante', ' Cynthia Nixon']",['Matt Dillon'],"['Irish125', 'German', 'Scottish', 'Irish']"
Little Miss Marker,"['Walter Matthau', ' Julie Andrews', ' Bob Newhart', ' Tony Curtis']",['Walter Matthau'],"['Ashkenazi', 'Jewish']"
The Long Riders,"['David Carradine', ' Keith Carradine', ' Robert Carradine', ' Randy Quaid', ' Dennis Quaid', ' Stacy Keach', ' James Keach', ' Christopher Guest', ' Nicholas Guest']",['David Carradine'],"['English', 'German', 'Scottish', 'Irish', 'Welsh', 'Dutch']"
Loose Shoes,['Royce D. Applegate'],['Royce D. Applegate'],
Loving Couples,"['Shirley MacLaine', ' James Coburn', ' Susan Sarandon']",['James Coburn'],"['German', 'Swedish']"
The Man with Bogart's Face,"['Robert Sacchi', ' Victor Buono', ' Misty Rowe']",['Robert Sacchi'],
Maniac!,"['Caroline Munro', ' Joe Spinell']",['Joe Spinell'],
Melvin and Howard,"['Jason Robards', ' Paul LeMat', ' Mary Steenburgen']",['Jason Robards'],"['Swedish', 'English', 'Welsh', 'German', 'Irish', 'Scottish']"
Middle Age Crazy,"['Bruce Dern', ' Ann-Margret']",['Bruce Dern'],"['German', 'English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'Dutch', 'Welsh']"
Midnight Madness,"['Michael J. Fox', ' David Naughton']",['Michael J. Fox'],"['Irish', 'English', 'Scottish']"
The Mirror Crack'd,"['Angela Lansbury', ' Rock Hudson', ' Elizabeth Taylor', ' Tony Curtis', ' Kim Novak']",['Rock Hudson'],"['German', 'SwissGerman25', 'English25', 'Irish']"
The Monster Club,['Vincent Price'],['Vincent Price'],"['English', 'German', 'French', 'Dutch']"
Motel Hell,['Rory Calhoun'],[],
Mother's Day,"['Nancy Hendrickson', ' Deborah Luce']",[],
The Mountain Men,"['Charlton Heston', ' Brian Keith', ' Seymour Cassel']",['Charlton Heston'],"['English', 'Scottish', 'Cornish', 'German']"
My Bodyguard,"['Chris Makepeace', ' Adam Baldwin', ' Matt Dillon']",['Adam Baldwin'],
Night of the Demon,"['Joy Allen', ' Bob Collins']",['Bob Collins'],
Nightkill,"['Robert Mitchum', ' Jaclyn Smith', ' James Franciscus']",['Robert Mitchum'],"['Welsh', 'Norwegian']"
Nijinsky,"['Alan Bates', ' George de la Peña', ' Leslie Browne']",['Alan Bates'],
Nine to Five,"['Jane Fonda', ' Dolly Parton', ' Lily Tomlin', ' Dabney Coleman', ' Elizabeth Wilson', ' Sterling Hayden']",['Sterling Hayden'],
The Ninth Configuration,"['Stacy Keach', ' Jason Miller', ' Ed Flanders']",['Jason Miller'],
Nothing Personal,"['Suzanne Somers', ' Donald Sutherland']",['Donald Sutherland'],"['Scottish', 'English', 'German']"
The Nude Bomb,"['Don Adams', ' Rhonda Fleming']",['Don Adams'],"['Jewish', 'German', 'Irish']"
The Octagon,['Chuck Norris'],['Chuck Norris'],"['English', 'Scottish', 'Welsh', 'German', 'French', 'Swedish', 'Dutch']"
"Oh, God! Book II","['George Burns', ' Suzanne Pleshette', ' David Birney']",['George Burns'],"['Ashkenazi', 'Jewish']"
Oh Heavenly Dog,"['Chevy Chase', ' Jane Seymour', ' Omar Sharif']",['Omar Sharif'],['Egyptian']
One Trick Pony,"['Paul Simon', ' Rip Torn', ' Blair Brown', ' Joan Hackett']",['Paul Simon'],"['Ashkenazi', 'Jewish']"
Ordinary People,"['Mary Tyler Moore', ' Donald Sutherland', ' Timothy Hutton', ' Judd Hirsch', ' Elizabeth McGovern']",['Donald Sutherland'],"['Scottish', 'English', 'German']"
Out of the Blue,['Dennis Hopper'],['Dennis Hopper'],"['English', 'Irish', 'Scottish', 'Welsh', 'Dutch']"
Permanent Vacation,"['Richard Boes', ' Ruth Bolton']",['Richard Boes'],
The Pilot,"['Cliff Robertson', ' Diane Baker']",['Cliff Robertson'],"['English', 'German']"
Popeye,"['Robin Williams', ' Shelley Duvall', ' Paul Dooley']",['Paul Dooley'],
Pray TV,"['Rosemary Alexander', ' Dabney Coleman']",[],
Private Benjamin,"['Goldie Hawn', ' Armand Assante', ' Eileen Brennan', ' Albert Brooks']",['Armand Assante'],"['Italian50', 'Irish']"
The Private Eyes,"['Tim Conway', ' Don Knotts', ' Trisha Noble']",['Tim Conway'],['Romanian']
Prom Night,"['Jamie Lee Curtis', ' Leslie Nielsen']",[],
The Psychotronic Man,['Peter Spelson'],['Peter Spelson'],
Raging Bull,"['Robert De Niro', ' Joe Pesci', ' Cathy Moriarty']",['Robert De Niro'],"['Italian', 'Irish', 'German', 'Dutch', 'English', 'French', 'Huguenot', 'Scottish', 'ScotsIrishNorthern', 'Irish']"
Raise the Titanic,"['Jason Robards', ' Alec Guinness', ' Anne Archer']",['Jason Robards'],"['Swedish', 'English', 'Welsh', 'German', 'Irish', 'Scottish']"
Resurrection,"['Ellen Burstyn', ' Richard Farnsworth', ' Sam Shepard']",['Richard Farnsworth'],
The Return of the King,"['Orson Bean', ' John Huston', ' Roddy McDowall']",['Orson Bean'],
Return of the Secaucus Seven,"['Bruce MacDonald', ' Maggie Renzi', ' David Strathairn']",['Bruce MacDonald'],
Roadie,"['Art Carney', ' Meat Loaf']",['Art Carney'],['Irish']
Rockshow,"['Paul McCartney', ' Linda McCartney', ' Wings']",['Paul McCartney'],"['Irish', 'English', 'ManxIsle', 'Man', 'UlsterScots', 'Scottish', 'Welsh']"
Rough Cut,"['Burt Reynolds', ' David Niven', ' Lesley-Anne Down']",['Burt Reynolds'],"['English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'German', 'Dutch']"
Running Scared,"['Judge Reinhold', ' Ken Wahl']",['Judge Reinhold'],['Irish']
Saturn 3,"['Kirk Douglas', ' Farrah Fawcett', ' Harvey Keitel']",['Kirk Douglas'],"['Ashkenazi', 'Jewish']"
Schizoid,"['Marianna Hill', ' Craig Wasson']",['Craig Wasson'],
Scruples,"['Lindsay Wagner', ' Marie-France Pisier', ' Barry Bostwick', ' Kim Cattrall', ' Efrem Zimbalist', ' Jr.', ' Nick Mancuso', ' Connie Stevens', ' Gene Tierney']",['Barry Bostwick'],"['English', 'German', 'ScotsIrishNorthern', 'Irish', 'Dutch', 'French', 'Welsh']"
The Sea Wolves,"['Roger Moore', ' Gregory Peck']",['Roger Moore'],['English']
Seems Like Old Times,"['Chevy Chase', ' Goldie Hawn', ' Charles Grodin']",['Charles Grodin'],"['Ashkenazi', 'Jewish']"
Serial,"['Martin Mull', ' Tuesday Weld', ' Christopher Lee']",['Martin Mull'],
S*H*E,"['Omar Sharif', ' Anita Ekberg', ' Cornelia Sharpe']",['Omar Sharif'],['Egyptian']
The Shining,"['Jack Nicholson', ' Shelley Duvall', ' Scatman Crothers', ' Danny Lloyd', ' Anne Jackson', ' Barry Nelson']",['Jack Nicholson'],"['Irish', 'Scottish', 'English', 'Pennsylvania', 'DutchGerman', 'Welshbiological', 'Italian', 'Latvian', 'Ashkenazi', 'Jewish', 'Baltic', 'German']"
Silent Scream,"['Cameron Mitchell', ' Yvonne De Carlo']",['Cameron Mitchell'],
Simon,"['Alan Arkin', ' Madeline Kahn', ' Austin Pendleton']",['Alan Arkin'],"['Ashkenazi', 'Jewish']"
A Small Circle of Friends,"['Karen Allen', ' Brad Davis']",['Brad Davis'],
Smokey and the Bandit II,"['Burt Reynolds', ' Sally Field', ' Jackie Gleason', ' Jerry Reed', ' Dom DeLuise']",['Burt Reynolds'],"['English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'German', 'Dutch']"
Somewhere in Time,"['Christopher Reeve', ' Jane Seymour']",['Christopher Reeve'],"['English', 'Irish', 'Welsh', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'German', 'French']"
The Empire Strikes Back,"['Carrie Fisher', ' Harrison Ford', ' Mark Hamill', ' Billy Dee Williams', ' Alec Guinness']",['Harrison Ford'],"['Irish', 'German', 'Ashkenazi', 'Jewish']"
Stardust Memories,"['Woody Allen', ' Charlotte Rampling', ' Jessica Harper']",['Woody Allen'],"['Ashkenazi', 'Jewish']"
Stir Crazy,"['Richard Pryor', ' Gene Wilder']",['Richard Pryor'],"['AfricanAmerican', 'Native', 'American']"
The Stunt Man,"['Barbara Hershey', "" Peter O'Toole"", ' Steve Railsback']",['Steve Railsback'],
Sunday Lovers,"['Roger Moore', ' Lino Ventura', ' Gene Wilder', ' Lynn Redgrave']",['Roger Moore'],['English']
Super Fuzz,"['Michelle Smutny', ' Ernest Borgnine']",['Ernest Borgnine'],['Italian']
Superman II,"['Gene Hackman', ' Christopher Reeve', ' Margot Kidder', ' Terence Stamp', ' Sarah Douglas', "" Jack O'Halloran"", ' Clifton James', ' Marc McClure', ' Valerie Perrine']",['Gene Hackman'],"['English', 'German', 'Scottish', 'Dutch']"
Tell Me a Riddle,"['Melvyn Douglas', ' Lila Kedrova', ' Brooke Adams']",['Melvyn Douglas'],"['Jewish', 'English', 'Scottish']"
Terror Train,"['Hart Bochner', ' David Copperfield', ' Ben Johnson', ' Jamie Lee Curtis']",['Hart Bochner'],"['Ashkenazi', 'Jewish']"
"Those Lips, Those Eyes","['Frank Langella', "" Glynnis O'Connor"", ' Tom Hulce']",['Frank Langella'],['Italian']
Times Square,"['Tim Curry', ' Trini Alvarado']",['Tim Curry'],"['English', 'Irish', 'Scottish']"
Tom Horn,"['Steve McQueen', ' Linda Evans', ' Richard Farnsworth']",['Steve McQueen'],"['Scottish', 'English', 'ScotsIrishNorthern', 'Irish', 'German', 'Cornish', 'Dutch', 'Welsh']"
The Unseen,"['Stephen Furst', ' Barbara Bach']",['Stephen Furst'],
Up the Academy,"['Ralph Macchio', ' Barbara Bach']",['Ralph Macchio'],"['Italian25', 'Greek']"
Urban Cowboy,"['John Travolta', ' Debra Winger', ' Scott Glenn']",['John Travolta'],"['ItalianSicilian50', 'Irish']"
Used Cars,"['Kurt Russell', ' Jack Warden', ' Gerrit Graham']",['Kurt Russell'],"['English', 'German', 'Scottish', 'Irish']"
The Watcher in the Woods,"['Carroll Baker', ' Bette Davis']",[],
When Time Ran Out,"['Paul Newman', ' Jacqueline Bisset', ' William Holden', ' James Franciscus', ' Ernest Borgnine', ' Red Buttons', ' Barbara Carrera', ' Burgess Meredith']",['Paul Newman'],"['Jewish', 'Slovak']"
Where the Buffalo Roam,"['Bill Murray', ' Peter Boyle', ' Bruno Kirby']",['Bill Murray'],['Irish']
Wholly Moses!,"['Dudley Moore', ' Laraine Newman', ' Jack Gilford']",['Dudley Moore'],"['English', 'Welsh']"
Why Would I Lie?,"['Treat Williams', ' Lisa Eichhorn']",['Treat Williams'],"['English', 'Dutch', 'Irish', 'Scottish']"
Willie & Phil,"['Margot Kidder', ' Michael Ontkean', ' Ray Sharkey']",['Michael Ontkean'],
Windows,"['Joseph Cortese', ' Talia Shire']",['Joseph Cortese'],
Witches' Brew,"['Teri Garr', ' Richard Benjamin', ' Lana Turner']",['Richard Benjamin'],
Xanadu,"['Olivia Newton-John', ' Michael Beck', ' Gene Kelly']",['Michael Beck'],
