0,1,Males,Ethnicity
10 to Midnight,"['Charles Bronson', ' Lisa Eilbacher', ' Andrew Stevens']",['Charles Bronson'],"['Lithuanian', 'Polish', 'Eastern', 'European']"
All the Right Moves,"['Tom Cruise', ' Craig T. Nelson', ' Lea Thompson', ' Chris Penn']",['Tom Cruise'],"['German4375', 'Irish125', 'English', 'Welsh']"
Americana,"['David Carradine', ' Barbara Hershey']",['David Carradine'],"['English', 'German', 'Scottish', 'Irish', 'Welsh', 'Dutch']"
Amityville 3-D,"['Tony Roberts', ' Tess Harper', ' Robert Joy']",['Tony Roberts'],"['Ashkenazi', 'Jewish']"
Angelo My Love,[''],[],
Anna to the Infinite Power,"['Dina Merrill', ' Jack Gilford']",['Jack Gilford'],
Baby It's You,"['Rosanna Arquette', ' Vincent Spano', ' Joanna Merlin']",['Vincent Spano'],
Bad Boys,"['Sean Penn', ' Esai Morales', ' Reni Santoni', ' Ally Sheedy']",['Sean Penn'],"['Jewish', 'Italian', 'Irish']"
Better Late Than Never,"['David Niven', ' Maggie Smith', ' Art Carney']",['David Niven'],"['English', 'Scottish', 'French']"
The Big Chill,"['Glenn Close', ' Tom Berenger', ' Kevin Kline', ' JoBeth Williams', ' Jeff Goldblum', ' William Hurt', ' Meg Tilly', ' Mary Kay Place']",['Glenn Close'],"['English', 'Scottish', 'German', 'Dutch', 'French', 'Welsh', 'SwissGerman']"
The Big Score,"['Fred Williamson', ' Richard Roundtree', ' John Saxon']",['Fred Williamson'],['AfricanAmerican']
Bill Cosby: Himself,['Bill Cosby'],['Bill Cosby'],['AfricanAmerican']
The Black Stallion Returns,"['Kelly Reno', ' Vincent Spano', ' Teri Garr']",['Vincent Spano'],
Blue Thunder,"['Roy Scheider', ' Malcolm McDowell', ' Daniel Stern']",['Roy Scheider'],"['German', 'Irish']"
Born in Flames,['Jeanne Satterfield'],[],
Brainstorm,"['Natalie Wood', ' Christopher Walken', ' Louise Fletcher']",['Christopher Walken'],"['Scottish', 'Irish']"
Breathless,"['Richard Gere', ' Valérie Kaprisky']",['Richard Gere'],"['English', 'ScotsIrishNorthern', 'Irish', 'Welsh', 'Dutch', 'Scottish', 'German', 'French']"
Can She Bake a Cherry Pie?,"['Karen Black', ' Michael Emil']",['Michael Emil'],
Chicken Ranch,[''],[],
Christine,"['Keith Gordon', ' John Stockwell', ' Alexandra Paul', ' Robert Prosky', ' Harry Dean Stanton']",['Keith Gordon'],
A Christmas Story,"['Peter Billingsley', ' Darren McGavin', ' Melinda Dillon']",['Peter Billingsley'],
Circle of Power,['Yvette Mimieux'],[],
Class,"['Jacqueline Bisset', ' Rob Lowe', ' Andrew McCarthy', ' Cliff Robertson']",['Rob Lowe'],"['German', 'English', 'Irish', 'Welsh', 'Scottish']"
Copkiller,"['Harvey Keitel', ' John Lydon']",['Harvey Keitel'],"['Ashkenazi', 'Jewish']"
Cracking Up,"['Jerry Lewis', ' Herb Edelman', ' Zane Buzby']",['Jerry Lewis'],"['Ashkenazi', 'Jewish']"
Cross Creek,"['Mary Steenburgen', ' Peter Coyote', ' Rip Torn', ' Alfre Woodard', ' Dana Hill']",['Peter Coyote'],"['Ashkenazi', 'Jewish', 'Sephardi', 'Jewish']"
Cujo,"['Dee Wallace', ' Danny Pintauro', ' Daniel Hugh Kelly', ' Christopher Stone']",['Danny Pintauro'],"['Italian25', 'Polish25', 'German125', 'IrishEnglish125', 'Czech', 'Slovak', 'Yugoslavian']"
D.C. Cab,"['Adam Baldwin', ' Mr. T', ' Gary Busey']",['Adam Baldwin'],
Daffy Duck's Fantastic Island,"['Mel Blanc', ' June Foray']",['Mel Blanc'],
Daniel,"['Timothy Hutton', ' Mandy Patinkin', ' Lindsay Crouse']",['Timothy Hutton'],"['English', 'Irish', 'Norwegian', 'German']"
The Day After,"['Jason Robards', ' Steve Guttenberg', ' JoBeth Williams', ' John Lithgow', ' John Cullum', ' Jeff East']",['Jason Robards'],"['Swedish', 'English', 'Welsh', 'German', 'Irish', 'Scottish']"
The Dead Zone,"['Christopher Walken', ' Martin Sheen', ' Herbert Lom', ' Brooke Adams', ' Tom Skerritt', ' Anthony Zerbe']",['Christopher Walken'],"['Scottish', 'Irish']"
Deal of the Century,"['Chevy Chase', ' Gregory Hines', ' Sigourney Weaver']",['Gregory Hines'],"['AfricanAmerican', 'AfricanTrinidadian', 'AfricanKittian', 'Welsh', 'Portuguese', 'English', 'Irish']"
Doctor Detroit,"['Dan Aykroyd', ' Fran Drescher', ' Donna Dixon']",['Dan Aykroyd'],"['English', 'Irish', 'Scottish', 'Dutch', 'French', 'FrenchCanadian']"
Easy Money,"['Rodney Dangerfield', ' Joe Pesci', ' Jennifer Jason Leigh']",['Rodney Dangerfield'],"['Ashkenazi', 'Jewish']"
Eddie and the Cruisers,"['Michael Paré', ' Tom Berenger', ' Ellen Barkin']",['Michael Paré'],
Eddie Macon's Run,"['Kirk Douglas', ' John Schneider', ' Lee Purcell']",['Kirk Douglas'],"['Ashkenazi', 'Jewish']"
El Norte,"['Zaide Silvia Gutiérrez', ' David Villalpando']",['David Villalpando'],
Eureka,"['Gene Hackman', ' Theresa Russell', ' Rutger Hauer']",['Gene Hackman'],"['English', 'German', 'Scottish', 'Dutch']"
Exposed,"['Nastassja Kinski', ' Rudolf Nureyev', ' Harvey Keitel']",['Rudolf Nureyev'],
Ferestadeh,"['Parviz Sayyad', ' Mary Apick']",[],
Fire and Ice,"['Randy Norton', ' Cynthia Leake', ' Steve Sandor']",['Randy Norton'],
Flashdance,"['Jennifer Beals', ' Michael Nouri', ' Belinda Bauer']",['Michael Nouri'],['Irish']
Get Crazy,"['Malcolm McDowell', ' Allen Garfield', ' Lou Reed']",['Malcolm McDowell'],"['English', 'Scottish', 'Irish']"
Going Berserk,"['John Candy', ' Eugene Levy', ' Pat Hingle']",['John Candy'],"['Ukrainian', 'English', 'Scottish']"
Gorky Park,"['William Hurt', ' Lee Marvin', ' Brian Dennehy']",['William Hurt'],"['English', 'German', 'Scottish', 'Irish', 'ScotsIrishNorthern', 'Irish', 'Swedish']"
Heart Like a Wheel,"['Bonnie Bedelia', ' Beau Bridges']",['Beau Bridges'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish', 'SwissGerman', 'German']"
Hercules,"['Lou Ferrigno', ' Sybil Danning']",[],
High Road to China,"['Tom Selleck', ' Bess Armstrong', ' Wilford Brimley']",['Tom Selleck'],"['English', 'Scottish', 'Irish', 'German', 'English']"
The House on Sorority Row,"['Kathryn McNeil', ' Eileen Davidson']",[],
The Hunger,"['Catherine Deneuve', ' Susan Sarandon', ' David Bowie']",['David Bowie'],"['English', 'Irish']"
Independence Day,"['Kathleen Quinlan', ' David Keith', ' Dianne Wiest']",['David Keith'],
Jaws 3-D,"['Bess Armstrong', ' Dennis Quaid', ' Louis Gossett', ' Jr.']",['Dennis Quaid'],"['English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'Irish', 'German']"
The Keep,"['Scott Glenn', ' Jürgen Prochnow', ' Ian McKellen']",['Scott Glenn'],"['ScotsIrishNorthern', 'IrishIrish', 'Scottish', 'English', 'German', 'French']"
The King of Comedy,"['Robert De Niro', ' Jerry Lewis', ' Sandra Bernhard', ' Tony Randall']",['Robert De Niro'],"['Italian', 'Irish', 'German', 'Dutch', 'English', 'French', 'Huguenot', 'Scottish', 'ScotsIrishNorthern', 'Irish']"
Lianna,"['Linda Griffiths', ' Jane Hallaren', ' Jon DeVries']",['Jon DeVries'],
Liquid Sky,"['Anne Carlisle', ' Paula E. Sheppard']",[],
Lone Wolf McQuade,"['Chuck Norris', ' David Carradine', ' Barbara Carrera']",['Chuck Norris'],"['English', 'Scottish', 'Welsh', 'German', 'French', 'Swedish', 'Dutch']"
The Lonely Lady,"['Pia Zadora', ' Lloyd Bochner', ' Joseph Cali', ' Bibi Besch', ' Anthony Holland', ' Ray Liotta']",['Lloyd Bochner'],"['Ashkenazi', 'Jewish']"
The Lords of Discipline,"['David Keith', ' G. D. Spradlin']",['David Keith'],
Losin' It,"['Tom Cruise', ' Jackie Earle Haley', ' Shelley Long']",['Tom Cruise'],"['German4375', 'Irish125', 'English', 'Welsh']"
Lovesick,"['Dudley Moore', ' Alec Guinness', ' Elizabeth McGovern']",['Dudley Moore'],"['English', 'Welsh']"
The Man Who Loved Women,"['Burt Reynolds', ' Julie Andrews', ' Sela Ward', ' Marilu Henner']",['Burt Reynolds'],"['English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'German', 'Dutch']"
The Man with Two Brains,"['Steve Martin', ' Kathleen Turner']",['Steve Martin'],"['English', 'Scottish', 'Irish', 'ScotsIrishNorthern', 'Irish', 'German', 'French', 'Welsh']"
"Man, Woman and Child","['Martin Sheen', ' Blythe Danner']",['Martin Sheen'],"['Spanish', 'Irish']"
Max Dugan Returns,"['Jason Robards', ' Marsha Mason', ' Donald Sutherland', ' Matthew Broderick']",['Jason Robards'],"['Swedish', 'English', 'Welsh', 'German', 'Irish', 'Scottish']"
Metalstorm: The Destruction of Jared-Syn,"['Kelly Preston', ' Tim Thomerson']",['Tim Thomerson'],
Mickey's Christmas Carol,[''],[],
Mr. Mom,"['Michael Keaton', ' Teri Garr', ' Martin Mull']",['Michael Keaton'],"['English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'Irish']"
My Brother's Wedding,[''],[],
My Tutor,"['Caren Kaye', ' Matt Lattanzi', ' Crispin Glover']",['Matt Lattanzi'],
Nate and Hayes,"['Tommy Lee Jones', "" Michael O'Keefe""]",['Tommy Lee Jones'],"['English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'Dutch']"
National Lampoon's Vacation,"['Chevy Chase', "" Beverly D'Angelo"", ' Randy Quaid', ' John Candy', ' Anthony Michael Hall', ' Dana Barron']",['Randy Quaid'],"['English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'Irish', 'German']"
