0,1,Males,Ethnicity
1776,"['William Daniels', ' Howard Da Silva', ' Donald Madden', ' Ken Howard', ' John Cullum', ' Ron Holgate', ' Blythe Danner']",['William Daniels'],
Across 110th Street,"['Anthony Quinn', ' Yaphet Kotto', ' Tony Franciosa']",['Anthony Quinn'],"['Irish75', 'Mexican', 'Spanish', 'Indigenous']"
Another Nice Mess,"['Rich Little', ' Herb Voland']",['Rich Little'],
Avanti!,"['Jack Lemmon', ' Juliet Mills', ' Clive Revill']",['Jack Lemmon'],"['English', 'Irish', 'Scottish', 'French', 'Dutch', 'Welsh']"
Bad Company,"['Jeff Bridges', ' Barry Brown']",['Jeff Bridges'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish', 'SwissGerman', 'German']"
Ben,"['Meredith Baxter', ' Joseph Campanella']",['Joseph Campanella'],
Behind the Green Door,"['Marilyn Chambers', ' Johnnie Keyes']",[],
Beware! The Blob,"['Robert Walker Jr.', ' Dick Van Patten']",['Robert Walker Jr.'],
The Big Bird Cage,"['Pam Grier', ' Anitra Ford', ' Sid Haig']",['Sid Haig'],['Armenian']
The Biscuit Eater,"['Earl Holliman', ' Pat Crowley', ' Lew Ayres']",['Earl Holliman'],
Black Girl,"['Peggy Pettitt', ' Brock Peters', ' Ruby Dee']",['Brock Peters'],['AfricanAmerican']
Black Gunn,"['Jim Brown', ' Martin Landau', ' Brenda Sykes']",['Jim Brown'],"['AfricanAmerican', 'Nigerian']"
Black Rage,"['Ted Cassidy', ' Phyllis Robinson']",['Ted Cassidy'],
Blacula,"['William Marshall', ' Vonetta McGee']",['William Marshall'],
Bluebeard,"['Richard Burton', ' Raquel Welch', ' Joey Heatherton', ' Virna Lisi', ' Nathalie Delon']",['Richard Burton'],['Welsh']
Bone,"['Yaphet Kotto', ' Andrew Duggan', ' Joyce Van Patten']",['Yaphet Kotto'],"['Jewish', 'Cameroonian', 'African', 'Panamanian', 'AfricanPanamanian']"
Boxcar Bertha,"['Barbara Hershey', ' David Carradine', ' Barry Primus', ' John Carradine', ' Bernie Casey']",['David Carradine'],"['English', 'German', 'Scottish', 'Irish', 'Welsh', 'Dutch']"
Buck and the Preacher,"['Sidney Poitier', ' Harry Belafonte', ' Ruby Dee']",['Harry Belafonte'],"['Sephardi', 'Jewish', 'AfricanJamaican', 'AfricanJamaican', 'IrishScottish']"
Butterflies Are Free,"['Goldie Hawn', ' Edward Albert', ' Eileen Heckart', ' Paul Michael Glaser']",['Edward Albert'],
Cabaret,"['Liza Minnelli', ' Joel Grey', ' Michael York']",['Joel Grey'],"['Ashkenazi', 'Jewish']"
Cancel My Reservation,"['Bob Hope', ' Eva Marie Saint', ' Ralph Bellamy']",['Bob Hope'],"['English', 'Welsh']"
The Candidate,"['Robert Redford', ' Melvyn Douglas', ' Peter Boyle']",['Robert Redford'],"['English', 'Irish', 'Scottish', 'Northern', 'IrishScotsIrish', 'Cornish']"
The Carey Treatment,"['James Coburn', "" Jennifer O'Neill""]",['James Coburn'],"['German', 'Swedish']"
