0,1,Males,Ethnicity
Clancy Street Boys,"['East Side Kids', ' Amelita Ward', ' Noah Beery']",['Noah Beery'],
Claudia,"['Dorothy McGuire', ' Robert Young', ' Ina Claire']",['Robert Young'],
Colt Comrades,"['William Boyd', ' Andy Clyde']",['William Boyd'],
Coney Island,"['Betty Grable', ' George Montgomery', ' Cesar Romero', ' Phil Silvers']",['George Montgomery'],['Ukrainian']
The Constant Nymph,"['Charles Boyer', ' Joan Fontaine', ' Peter Lorre']",['Charles Boyer'],['French']
Corregidor,"['Otto Kruger', ' Elissa Landi', ' Donald Woods']",['Otto Kruger'],
Corvette K-225,"['Randolph Scott', ' Ella Raines']",['Randolph Scott'],
"Cosmo Jones, Crime Smasher","['Richard Cromwell', ' Gale Storm']",['Richard Cromwell'],
Cowboy Commandos,"['Ray Corrigan', ' Max Terhune', ' Evelyn Finley']",['Ray Corrigan'],
Cowboy in Manhattan,"['Frances Langford', ' Robert Paige', ' Leon Errol']",['Robert Paige'],
Cowboy in the Clouds,"['Charles Starrett', ' Dub Taylor']",['Charles Starrett'],
Crash Dive,"['Tyrone Power', ' Dana Andrews', ' Anne Baxter']",['Tyrone Power'],"['Irish', 'English', 'German', 'FrenchCanadian', 'French', 'Huguenot']"
Crazy House,"['Olsen and Johnson', ' Cass Daley']",['Olsen and Johnson'],
Crime Doctor,"['Warner Baxter', ' Ray Collins']",['Warner Baxter'],['English']
The Crime Doctor's Strangest Case,"['Warner Baxter', ' Gloria Dickson']",['Warner Baxter'],['English']
The Cross of Lorraine,"['Jean-Pierre Aumont', ' Gene Kelly', ' Cedric Hardwicke']",['Jean-Pierre Aumont'],"['Ashkenazi', 'Jewish', 'Sephardi', 'Jewish']"
"Cry ""Havoc""","['Margaret Sullavan', ' Ann Sothern', ' Joan Blondell', ' Fay Bainter']",[],
The Crystal Ball,"['Paulette Goddard', ' Ray Milland']",['Ray Milland'],['Welsh']
The Dancing Masters,"['Laurel and Hardy', ' Trudy Marshall']",[],
Danger! Women at Work,"['Patsy Kelly', ' Mary Brian', ' Isabel Jewell']",[],
Dangerous Blondes,"['Evelyn Keyes', ' Anita Louise']",[],
Days of Old Cheyenne,"['Don ""Red"" Barry', ' Lynn Merrick']","['Don ""Red"" Barry']",
Dead Man's Gulch,"['Don ""Red"" Barry', ' Lynn Merrick']","['Don ""Red"" Barry']",
Dead Men Walk,"['George Zucco', ' Mary Carlisle']",['George Zucco'],
Death Rides the Plains,"['Robert Livingston', ' Al St. John']",['Robert Livingston'],
Death Valley Manhunt,"['Wild Bill Elliott', ' Anne Jeffreys']",['Wild Bill Elliott'],
Death Valley Rangers,"['Ken Maynard', ' Hoot Gibson', ' Bob Steele']",['Ken Maynard'],
Deerslayer,"['Jean Parker', ' Larry Parks', ' Yvonne DeCarlo']",['Larry Parks'],
The Desert Song,"['Dennis Morgan', ' Irene Manning']",['Dennis Morgan'],
The Desperadoes,"['Randolph Scott', ' Claire Trevor', ' Glenn Ford']",['Randolph Scott'],
Destination Tokyo,"['Cary Grant', ' John Garfield']",['John Garfield'],"['Ashkenazi', 'Jewish']"
Destroyer,"['Glenn Ford', ' Edward G. Robinson']",['Glenn Ford'],"['English', 'Scottish', 'Irish', 'Dutch']"
Devil Riders,"['Buster Crabbe', ' Patti McCarty']",['Buster Crabbe'],
Dixie,"['Bing Crosby', ' Dorothy Lamour']",['Bing Crosby'],"['English', 'Irish']"
Dixie Dugan,"['Lois Andrews', ' James Ellison', ' Charlotte Greenwood']",['James Ellison'],['English']
Doughboys in Ireland,"['Kenny Baker', ' Jeff Donnell', ' Lynn Merrick']",['Kenny Baker'],
Dr. Gillespie's Criminal Case,"['Lionel Barrymore', ' Van Johnson', "" Margaret O'Brien""]",['Lionel Barrymore'],"['English', 'Irish']"
DuBarry Was a Lady,"['Red Skelton', ' Lucille Ball', ' Gene Kelly']",['Red Skelton'],
Edge of Darkness,"['Errol Flynn', ' Ann Sheridan', ' Walter Huston']",['Errol Flynn'],"['Irish', 'Scottish', 'English']"
The Falcon and the Co-eds,"['Tom Conway', ' Amelita Ward']",['Tom Conway'],
The Falcon in Danger,"['Tom Conway', ' Jean Brooks']",['Tom Conway'],
The Falcon Strikes Back,"['Tom Conway', ' Harriet Hilliard']",['Tom Conway'],
The Fallen Sparrow,"[""Maureen O'Hara"", ' John Garfield', ' Walter Slezak', ' Patricia Morison']",['John Garfield'],"['Ashkenazi', 'Jewish']"
False Colors,"['William Boyd', ' Andy Clyde']",['William Boyd'],
False Faces,"['Stanley Ridges', ' Veda Ann Borg']",['Stanley Ridges'],
The Fighting Buckaroo,"['Charles Starrett', ' Arthur Hunnicutt']",['Charles Starrett'],
Fighting Frontier,"['Tim Holt', ' Cliff Edwards']",['Tim Holt'],
Fighting Valley,"[""Dave O'Brien"", ' Guy Wilkerson']",['Guy Wilkerson'],
Find the Blackmailer,"['Faye Emerson', ' Gene Lockhart']",['Gene Lockhart'],
Fired Wife,"['Diana Barrymore', ' Louise Allbritton']",[],
First Comes Courage,"['Merle Oberon', ' Brian Aherne']",['Brian Aherne'],
Five Graves to Cairo,"['Franchot Tone', ' Anne Baxter']",['Franchot Tone'],
Flesh and Fantasy,"['Edward G. Robinson', ' Charles Boyer', ' Barbara Stanwyck', ' Betty Field']",['Edward G. Robinson'],"['Ashkenazi', 'Jewish']"
Flight for Freedom,"['Rosalind Russell', ' Fred MacMurray', ' Herbert Marshall']",['Fred MacMurray'],['German']
Follies Girl,"['Doris Nolan', ' Wendy Barrie']",[],
Follow the Band,"['Mary Beth Hughes', ' Eddie Quillan']",['Eddie Quillan'],
Footlight Glamour,"['Penny Singleton', ' Arthur Lake', ' Ann Savage']",['Arthur Lake'],
For Whom the Bell Tolls,"['Gary Cooper', ' Ingrid Bergman', ' Arturo de Córdova']",['Gary Cooper'],['English']
Forever and a Day,"['Brian Aherne', ' Robert Cummings', ' Charles Laughton', ' Ida Lupino']",['Brian Aherne'],
Frankenstein Meets the Wolf Man,"['Lon Chaney Jr.', ' Bela Lugosi']",['Lon Chaney Jr.'],"['English', 'French', 'German', 'Irish']"
Frontier Badmen,"['Diana Barrymore', ' Noah Beery Jr.']",['Noah Beery Jr.'],
Frontier Fury,"['Charles Starrett', ' Arthur Hunnicutt']",['Charles Starrett'],
Frontier Law,"['Russell Hayden', ' Jennifer Holt']",['Russell Hayden'],
Fugitive from Sonora,"['Don ""Red"" Barry', ' Lynn Merrick']","['Don ""Red"" Barry']",
Fugitive of the Plains,"['Buster Crabbe', ' Kermit Maynard']",['Buster Crabbe'],
"Gals, Incorporated","['Leon Errol', ' Harriet Nelson', ' Grace McDonald']",['Leon Errol'],
The Gang's All Here,"['Alice Faye', ' Carmen Miranda']",[],
Gangway for Tomorrow,"['John Carradine', ' Robert Ryan', ' Margo Albert']",['John Carradine'],
A Gentle Gangster,"['Molly Lamont', ' Barton MacLane']",['Barton MacLane'],
Get Going,"['Robert Paige', ' Grace McDonald', ' Barbara Jo Allen']",['Robert Paige'],
Government Girl,"['Olivia de Havilland', ' Sonny Tufts']",['Sonny Tufts'],
The Ghost and the Guest,"['Florence Rice', ' James Dunn']",['James Dunn'],"['English', 'Irish']"
The Ghost Rider,"['Johnny Mack Brown', ' Raymond Hatton']",['Johnny Mack Brown'],
The Ghost Ship,"['Richard Dix', ' Edith Barrett']",['Richard Dix'],
Ghosts on the Loose,"['East Side Kids', ' Bela Lugosi', ' Ava Gardner']",[],
Gildersleeve's Bad Day,"['Harold Peary', ' Nancy Gates']",['Harold Peary'],
Gildersleeve on Broadway,"['Harold Peary', ' Billie Burke']",['Harold Peary'],
Girl Crazy,"['Mickey Rooney', ' Judy Garland']",[],
The Girl from Monterrey,"['Armida Vendrell', ' Veda Ann Borg']",[],
Girls in Chains,"['Arline Judge', ' Roger Clark']",['Roger Clark'],
The Good Fellows,"['Cecil Kellaway', ' Mabel Paige']",['Cecil Kellaway'],
"Good Luck, Mr. Yates","['Claire Trevor', ' Jess Barker']",['Jess Barker'],
"Good Morning, Judge","[""Dennis O'Keefe"", ' Mary Beth Hughes']",[],
The Gorilla Man,"['Ruth Ford', ' John Loder']",['John Loder'],
Government Girl,"['Olivia de Havilland', ' Sonny Tufts', ' Anne Shirley']",['Sonny Tufts'],
Guadalcanal Diary,"['William Bendix', ' Richard Conte', ' Anthony Quinn']",['William Bendix'],
Gung Ho!,"['Randolph Scott', ' Robert Mitchum']",['Randolph Scott'],
A Guy Named Joe,"['Spencer Tracy', ' Irene Dunne', ' Van Johnson']",['Spencer Tracy'],['English']
Hail to the Rangers,"['Charles Starrett', ' Arthur Hunnicutt']",['Charles Starrett'],
Hangmen Also Die!,"['Hans Heinrich von Twardowski', ' Brian Donlevy', ' Walter Brennan']",['Hans Heinrich von Twardowski'],
Happy Go Lucky,"['Mary Martin', ' Betty Hutton']",[],
Happy Land,"['Don Ameche', ' Frances Dee']",['Don Ameche'],"['German', 'English', 'Scottish', 'Irish']"
The Hard Way,"['Ida Lupino', ' Joan Leslie']",[],
Harrigan's Kid,"['Frank Craven', ' William Gargan']",['Frank Craven'],
Harvest Melody,"['Rosemary Lane', ' Johnny Downs', ' Charlotte Wynters']",['Johnny Downs'],
Haunted Ranch,"[""John 'Dusty' King"", ' Dave Sharpe']",['Dave Sharpe'],
Headin' for God's Country,"['William Lundigan', ' Virginia Dale']",['William Lundigan'],
The Heat's On,"['Mae West', ' Victor Moore']",['Victor Moore'],
Heaven Can Wait,"['Don Ameche', ' Gene Tierney']",['Don Ameche'],"['German', 'English', 'Scottish', 'Irish']"
He Hired the Boss,"['Stuart Erwin', ' Evelyn Venable', ' Vivian Blaine']",['Stuart Erwin'],
He's My Guy,"['Dick Foran', ' Irene Hervey', ' Joan Davis']",['Dick Foran'],
"Hello, Frisco, Hello","['Alice Faye', ' John Payne', ' Jack Oakie']",['John Payne'],
Henry Aldrich Gets Glamour,"['Jimmy Lydon', ' Olive Blakeney']",['Jimmy Lydon'],
Henry Aldrich Haunts a House,"['Jimmy Lydon', ' Olive Blakeney']",['Jimmy Lydon'],
Henry Aldrich Swings It,"['Jimmy Lydon', ' John Litel', ' Olive Blakeney']",['Jimmy Lydon'],
Here Comes Elmer,"['Al Pearce', ' Dale Evans', ' Gloria Stuart']",['Al Pearce'],
Here Comes Kelly,"['Eddie Quillan', ' Joan Woodbury', ' Armida']",['Eddie Quillan'],
Hers to Hold,"['Deanna Durbin', ' Joseph Cotten']",['Joseph Cotten'],"['English', 'Northern', 'Irish', 'ScotsIrish']"
"Hi, Buddy","['Dick Foran', ' Harriet Nelson', ' Marjorie Lord']",['Dick Foran'],
Hi Diddle Diddle,"['Adolphe Menjou', ' Martha Scott', "" Dennis O'Keefe""]",['Adolphe Menjou'],
High Explosive,"['Jean Parker', ' Chester Morris']",['Chester Morris'],
His Butler's Sister,"['Deanna Durbin', ' Franchot Tone']",['Franchot Tone'],
Hit Parade of 1943,"['Susan Hayward', ' Gail Patrick', ' Eve Arden']",[],
Hit the Ice,"['Abbott and Costello', ' Ginny Simms', ' Patric Knowles']",['Abbott and Costello'],
Hitler's Children,"['Tim Holt', ' Bonita Granville', ' Kent Smith']",['Tim Holt'],
Hitler's Madman,"['Patricia Morison', ' Alan Curtis']",['Alan Curtis'],
"Hi'ya, Chum","['Ritz Brothers', ' Jane Frazee']",[],
"Hi'ya, Sailor","['Donald Woods', ' Elyse Knox']",['Donald Woods'],
Holy Matrimony,"['Monty Woolley', ' Gracie Fields']",['Monty Woolley'],
Honeymoon Lodge,"['David Bruce', ' Harriet Hilliard', ' June Vincent']",['David Bruce'],
Hoosier Holiday,"['Dale Evans', ' Isabel Randolph']",['Dale Evans'],
Hoppy Serves a Writ,"['William Boyd', ' George Reeves', ' Robert Mitchum']",['William Boyd'],
Hostages,"['Luise Rainer', ' William Bendix']",['William Bendix'],
How's About It,"['The Andrews Sisters', ' Grace McDonald']",['The Andrews Sisters'],
The Human Comedy,['Mickey Rooney'],[],
I Dood It,"['Red Skelton', ' Eleanor Powell']",['Red Skelton'],
I Escaped from the Gestapo,"['Dean Jagger', ' John Carradine', ' Mary Brian']",['Dean Jagger'],"['English', 'German', 'Scottish']"
I Walked with a Zombie,"['Frances Dee', ' Tom Conway']",['Tom Conway'],
Idaho,"['Roy Rogers', ' Virginia Grey']",['Roy Rogers'],
Immortal Sergeant,"['Henry Fonda', "" Maureen O'Hara""]",['Henry Fonda'],"['Dutch', 'English', 'Scottish', 'Norwegian', 'German', 'Italian']"
In Old Oklahoma,"['John Wayne', ' Martha Scott', ' Dale Evans']",['John Wayne'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish']"
The Iron Major,"[""Pat O'Brien"", ' Ruth Warrick']",[],
Is Everybody Happy?,"['Ted Lewis', ' Larry Parks']",['Ted Lewis'],
Isle of Forgotten Sins,"['Gale Sondergaard', ' John Carradine']",['John Carradine'],
It Ain't Hay,"['Abbott and Costello', ' Grace McDonald']",['Abbott and Costello'],
It Comes Up Love,"['Gloria Jean', "" Donald O'Connor"", ' Ian Hunter']",['Ian Hunter'],
It's a Great Life,"['Penny Singleton', ' Arthur Lake']",['Arthur Lake'],
Jack London,"[""Michael O'Shea"", ' Susan Hayward']",[],
Jane Eyre,"['Orson Welles', ' Joan Fontaine']",['Orson Welles'],"['English', 'Scottish', 'Welsh']"
Jitterbugs,"['Laurel and Hardy', ' Vivian Blaine']",[],
Jive Junction,"['Dickie Moore', ' Tina Thayer']",['Dickie Moore'],
Johnny Come Lately,"['James Cagney', ' Marjorie Lord']",['James Cagney'],"['Irish25', 'Norwegian']"
Journey into Fear,"['Joseph Cotten', ' Dolores del Río', ' Orson Welles']",['Joseph Cotten'],"['English', 'Northern', 'Irish', 'ScotsIrish']"
The Kansan,"['Richard Dix', ' Jane Wyatt', ' Albert Dekker']",['Richard Dix'],
Keep 'Em Slugging,"['Dead End Kids', ' Elyse Knox']",[],
Keeper of the Flame,"['Katharine Hepburn', ' Spencer Tracy']",['Spencer Tracy'],['English']
Kid Dynamite,"['Leo Gorcey', ' Huntz Hall', ' Pamela Blake']",['Leo Gorcey'],
The Kid Rides Again,"['Buster Crabbe', ' Iris Meredith']",['Buster Crabbe'],
King of the Cowboys,"['Roy Rogers', ' Peggy Moran']",['Roy Rogers'],
Klondike Kate,"['Ann Savage', ' Tom Neal', ' Glenda Farrell']",['Tom Neal'],
Ladies' Day,"['Lupe Vélez', ' Eddie Albert']",['Eddie Albert'],['German']
Lady Bodyguard,"['Eddie Albert', ' Anne Shirley']",['Eddie Albert'],['German']
Lady of Burlesque,"['Barbara Stanwyck', "" Michael O'Shea""]",[],
A Lady Takes a Chance,"['Jean Arthur', ' John Wayne', ' Phil Silvers']",['John Wayne'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish']"
Land of Hunted Men,"['Ray Corrigan', ' Max Terhune']",['Ray Corrigan'],
Larceny with Music,"['Kitty Carlisle', ' Allan Jones', ' Lee Patrick']",['Allan Jones'],
Lassie Come Home,"['Roddy McDowall', ' Donald Crisp', ' May Whitty']",['Roddy McDowall'],"['English', 'Irish']"
Law of the Northwest,"['Charles Starrett', ' Shirley Patterson']",['Charles Starrett'],
Law of the Saddle,"[' Robert Livingston', ' Al St. John']",['Robert Livingston'],
The Law Rides Again,"['Ken Maynard', ' Hoot Gibson']",['Ken Maynard'],
The Leather Burners,"['William Boyd', ' Andy Clyde']",['William Boyd'],
The Leopard Man,"[""Dennis O'Keefe"", ' Margo', ' Jean Brooks']",[],
Let's Face It,"['Betty Hutton', ' Bob Hope']",['Bob Hope'],"['English', 'Welsh']"
Let's Have Fun,"['Bert Gordon', ' Margaret Lindsay']",['Bert Gordon'],
London Blackout Murders,"['John Abbott', ' Anita Bolster']",['John Abbott'],['English']
The Lone Star Trail,"['Johnny Mack Brown', ' Tex Ritter']",['Johnny Mack Brown'],
Lost Angel,"[""Margaret O'Brien"", ' Marsha Hunt']",[],
The Mad Ghoul,"['George Zucco', ' Evelyn Ankers', ' Robert Armstrong']",['George Zucco'],
Madame Curie,"['Greer Garson', ' Walter Pidgeon', ' Henry Travers']",['Walter Pidgeon'],
The Man from Down Under,"['Charles Laughton', ' Donna Reed']",['Charles Laughton'],['Irish']
The Man from Music Mountain,"['Roy Rogers', ' Ann Gillis']",['Roy Rogers'],
The Man from the Rio Grande,"['Don ""Red"" Barry', ' Wally Vernon']","['Don ""Red"" Barry']",
The Man from Thunder River,"['Wild Bill Elliott', ' Anne Jeffreys']",['Wild Bill Elliott'],
Man of Courage,"['Barton MacLane', ' Charlotte Wynters', ' Lyle Talbot']",['Barton MacLane'],
The Mantrap,"['Henry Stephenson', ' Lloyd Corrigan', ' Dorothy Lovett']",['Henry Stephenson'],
Margin for Error,"['Joan Bennett', ' Milton Berle', ' Otto Preminger']",['Milton Berle'],
The Meanest Man in the World,"['Jack Benny', ' Priscilla Lane']",['Jack Benny'],"['Ashkenazi', 'Jewish']"
Melody Parade,"['Mary Beth Hughes', ' Eddie Quillan']",['Eddie Quillan'],
Mexican Spitfire's Blessed Event,"['Lupe Vélez', ' Leon Errol']",['Leon Errol'],
Minesweeper,"['Richard Arlen', ' Jean Parker']",['Richard Arlen'],
Mission to Moscow,"['Walter Huston', ' Ann Harding', ' Oskar Homolka']",['Walter Huston'],"['ScotsIrishNorthern', 'Irish', 'Scottish']"
Mister Big,"[""Donald O'Connor"", ' Gloria Jean', ' Peggy Ryan']",[],
The Moon Is Down,"['Cedric Hardwicke', ' Lee J. Cobb']",['Cedric Hardwicke'],
Moonlight in Vermont,"['Gloria Jean', ' Fay Helm']",[],
The More the Merrier,"['Jean Arthur', ' Joel McCrea', ' Charles Coburn']",['Joel McCrea'],
Mountain Rhythm,"['Sally Payne', ' Weaver Brothers']",['Weaver Brothers'],
Mr. Lucky,"['Cary Grant', ' Laraine Day']",[],
Mr. Muggs Steps Out,"['Leo Gorcey', ' Huntz Hall', ' Joan Marsh']",['Leo Gorcey'],
Murder in Times Square,"['Edmund Lowe', ' Marguerite Chapman']",['Edmund Lowe'],
Murder on the Waterfront,"['Warren Douglas', ' Ruth Ford']",['Warren Douglas'],
My Friend Flicka,"['Roddy McDowall', ' Preston Foster', ' Rita Johnson']",['Roddy McDowall'],"['English', 'Irish']"
My Kingdom for a Cook,"['Charles Coburn', ' Marguerite Chapman']",['Charles Coburn'],"['English', 'ScotsIrish', 'Northern', 'Irish', 'FrenchCanadian']"
"My Son, the Hero","['Patsy Kelly', ' Roscoe Karns']",['Roscoe Karns'],
Mystery of the 13th Guest,"['Helen Parrish', ' Dick Purcell']",['Dick Purcell'],
The Mysterious Doctor,"['Eleanor Parker', ' John Loder']",['John Loder'],
Mystery Broadcast,"['Ruth Terry', ' Frank Albertson']",['Frank Albertson'],
That Nazty Nuisance,"['Bobby Watson', ' Jean Porter']",['Bobby Watson'],
Nearly Eighteen,"['Gale Storm', ' Rick Vallin']",['Rick Vallin'],
Never a Dull Moment,"['Ritz Brothers', ' Frances Langford', ' Mary Beth Hughes']",[],
A Night for Crime,"['Glenda Farrell', ' Lyle Talbot', ' Lina Basquette']",['Lyle Talbot'],
Night Plane from Chungking,"['Robert Preston', ' Ellen Drew']",['Robert Preston'],
Nobody's Darling,"['Mary Lee', ' Louis Calhern']",['Louis Calhern'],
No Place for a Lady,"['William Gargan', ' Phyllis Brooks']",['William Gargan'],
No Time for Love,"['Claudette Colbert', ' Fred MacMurray']",['Fred MacMurray'],['German']
The North Star,"['Anne Baxter', ' Dana Andrews', ' Walter Huston', ' Walter Brennan']",['Walter Huston'],"['ScotsIrishNorthern', 'Irish', 'Scottish']"
Northern Pursuit,"['Errol Flynn', ' Julie Bishop']",['Errol Flynn'],"['Irish', 'Scottish', 'English']"
Old Acquaintance,"['Bette Davis', ' Miriam Hopkins']",[],
"O, My Darling Clementine","['Roy Acuff', ' Isabel Randolph']",['Roy Acuff'],
One Dangerous Night,"['Warren William', ' Marguerite Chapman']",['Warren William'],
The Outlaw,"['Jane Russell', ' Jack Buetel', ' Walter Huston']",['Jack Buetel'],
Outlaws of Stampede Pass,"['Johnny Mack Brown', ' Raymond Hatton']",['Johnny Mack Brown'],
Overland Mail Robbery,"['Wild Bill Elliott', ' Anne Jeffreys']",['Wild Bill Elliott'],
The Ox-Bow Incident,"['Henry Fonda', ' Dana Andrews', ' Mary Beth Hughes', ' Anthony Quinn']",['Henry Fonda'],"['Dutch', 'English', 'Scottish', 'Norwegian', 'German', 'Italian']"
Paris After Dark,"['George Sanders', ' Brenda Marshall']",['George Sanders'],"['English', 'Scottish', 'European', 'Royal', 'Russian']"
Passport to Suez,"['Warren William', ' Ann Savage']",['Warren William'],
Petticoat Larceny,"['Ruth Warrick', ' Joan Carroll']",[],
Phantom of the Opera,"['Nelson Eddy', ' Susanna Foster', ' Claude Rains']",['Nelson Eddy'],
Pilot No. 5,"['Gene Kelly', ' Franchot Tone', ' Van Johnson', ' Marsha Hunt']",['Gene Kelly'],"['Irish25', 'German']"
Pistol Packin' Mama,"['Ruth Terry', ' Robert Livingston']",['Robert Livingston'],
Power of the Press,"['Guy Kibbee', ' Gloria Dickson', ' Lee Tracy']",['Guy Kibbee'],
The Powers Girl,"['Carole Landis', ' Anne Shirley', ' George Murphy', ' Benny Goodman', ' Peggy Lee']",['George Murphy'],['Irish']
Prairie Chickens,"['Raymond Hatton', ' Rosemary LaPlanche']",['Raymond Hatton'],
Presenting Lily Mars,"['Judy Garland', ' Van Heflin']",['Van Heflin'],"['English', 'Irish', 'German', 'Dutch', 'French']"
Princess O'Rourke,"['Olivia de Havilland', ' Robert Cummings', ' Charles Coburn']",['Robert Cummings'],"['German', 'English', 'Irish']"
The Purple V,"['John Archer', ' Peter Lawford']",['John Archer'],
Raiders of Red Gap,"['Robert Livingston', ' Myrna Dell']",['Robert Livingston'],
Raiders of San Joaquin,"['Johnny Mack Brown', ' Jennifer Holt']",['Johnny Mack Brown'],
Raiders of Sunset Pass,"['Eddie Dew', ' Jennifer Holt']",['Eddie Dew'],
