0,1,Males,Ethnicity
The Green Berets,"['John Wayne', ' David Janssen', ' Jim Hutton', ' Aldo Ray']",['John Wayne'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish']"
Greetings,"['Robert De Niro', ' Gerrit Graham']",['Robert De Niro'],"['Italian', 'Irish', 'German', 'Dutch', 'English', 'French', 'Huguenot', 'Scottish', 'ScotsIrishNorthern', 'Irish']"
Hammerhead,"['Vince Edwards', ' Diana Dors']",['Vince Edwards'],
Hang 'Em High,"['Clint Eastwood', ' Inger Stevens', ' Pat Hingle']",['Clint Eastwood'],"['English', 'Scottish', 'Irish', 'German', 'Dutch', 'Welsh']"
Head,"['The Monkees', ' Annette Funicello', ' Victor Mature']",['The Monkees'],
The Heart Is a Lonely Hunter,"['Alan Arkin', ' Chuck McCann', ' Sondra Locke']",['Alan Arkin'],"['Ashkenazi', 'Jewish']"
Hell in the Pacific,"['Lee Marvin', ' Toshiro Mifune']",['Toshiro Mifune'],
Hellfighters,"['John Wayne', ' Katharine Ross', ' Jim Hutton']",['John Wayne'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish']"
The Hell with Heroes,"['Rod Taylor', ' Claudia Cardinale']",['Rod Taylor'],
The Horse in the Gray Flannel Suit,"['Dean Jones', ' Diane Baker']",['Dean Jones'],
Hot Millions,"['Peter Ustinov', ' Maggie Smith', ' Bob Newhart']",['Peter Ustinov'],"['Russian125', 'Ashkenazi', 'Jewish125', 'German125', 'Italian625', 'Ethiopian', 'SubSaharan', 'African', 'Portuguese625', 'French']"
House of Evil,"['Boris Karloff', ' Julissa']",['Boris Karloff'],"['English', 'Indian']"
How to Save a Marriage and Ruin Your Life,"['Dean Martin', ' Stella Stevens', ' Eli Wallach']",['Dean Martin'],"['Italian', 'Sicilian']"
How Sweet It Is!,"['James Garner', ' Debbie Reynolds', ' Terry-Thomas']",['James Garner'],"['English', 'Irish', 'German', 'Welsh', 'SwissGerman']"
"I Love You, Alice B. Toklas","['Peter Sellers', ' Leigh Taylor-Young']",['Peter Sellers'],"['Sephardi', 'Jewish', 'Ashkenazi', 'Jewish']"
Ice Station Zebra,"['Rock Hudson', ' Patrick McGoohan', ' Ernest Borgnine', ' Jim Brown', ' Tony Bill', ' Lloyd Nolan']",['Rock Hudson'],"['German', 'SwissGerman25', 'English25', 'Irish']"
The Impossible Years,"['David Niven', ' Lola Albright', ' Ozzie Nelson']",['David Niven'],"['English', 'Scottish', 'French']"
In Enemy Country,"['Anthony Franciosa', ' Anjanette Comer']",['Anthony Franciosa'],
In the Year of the Pig,"['Gerald Ford', ' Dwight D. Eisenhower']",['Gerald Ford'],"['English', 'Scottish', 'Dutch', 'German', 'Irish', 'French', 'Polish']"
Jigsaw,"['Harry Guardino', ' Bradford Dillman', ' Hope Lange']",['Harry Guardino'],
Killers Three,"['Dick Clark', ' Robert Walker Jr.', ' Merle Haggard']",['Dick Clark'],
The Killing of Sister George,"['Beryl Reid', ' Coral Browne', ' Susannah York']",[],
Kona Coast,"['Richard Boone', ' Vera Miles', ' Joan Blondell']",['Richard Boone'],"['Scottish', 'German', 'Welsh', 'Ashkenazi', 'Jewish']"
Lady in Cement,"['Frank Sinatra', ' Raquel Welch', ' Dan Blocker']",['Frank Sinatra'],"['Italian', 'Sicilian']"
The Legend of Lylah Clare,"['Kim Novak', ' Peter Finch', ' Ernest Borgnine']",['Peter Finch'],"['English', 'Scottish']"
"Live a Little, Love a Little","['Elvis Presley', ' Michele Carey', ' Rudy Vallée']",['Elvis Presley'],"['English', 'Scottish', 'German', 'French', 'Dutch', 'Danish']"
The Love Bug,"['Dean Jones', ' Michele Lee', ' David Tomlinson']",['Dean Jones'],
A Lovely Way to Die,"['Kirk Douglas', ' Sylva Koscina', ' Eli Wallach']",['Kirk Douglas'],"['Ashkenazi', 'Jewish']"
Madigan,"['Richard Widmark', ' Henry Fonda', ' Inger Stevens', ' James Whitmore', ' Harry Guardino', ' Susan Clark']",['Richard Widmark'],"['Swedish25', 'Norwegian25', 'English25', 'Irish']"
Madigan's Millions,['Dustin Hoffman'],['Dustin Hoffman'],"['Ashkenazi', 'Jewish']"
The Magus,"['Michael Caine', ' Candice Bergen', ' Anthony Quinn']",['Michael Caine'],"['English', 'Irish']"
A Man Called Dagger,"['Terry Moore', ' Sue Ane Langdon']",[],
The Mini-Skirt Mob,"['Diane McBain', ' Jeremy Slate', ' Sherry Jackson']",['Jeremy Slate'],
The Money Jungle,"['Lola Albright', ' John Ericson', ' Leslie Parrish']",['John Ericson'],
Monterey Pop,"['Jimi Hendrix', ' Otis Redding', ' Simon & Garfunkel', ' The Mamas & the Papas', ' Jefferson Airplane', ' The Who']",['Otis Redding'],['AfricanAmerican']
More Dead Than Alive,"['Clint Walker', ' Vincent Price', ' Anne Francis']",['Clint Walker'],
The Movie Orgy,[''],[],
Never a Dull Moment,"['Dick Van Dyke', ' Dorothy Provine', ' Edward G. Robinson']",['Dick Van Dyke'],"['English', 'Scottish', 'German', 'SwissGerman', 'Dutch']"
The Night of the Following Day,"['Marlon Brando', ' Richard Boone', ' Rita Moreno']",['Marlon Brando'],"['English', 'Irish', 'German', 'Dutch', 'French', 'Huguenot', 'Welsh', 'Scottish']"
Night of the Living Dead,"['Duane Jones', "" Judith O'Dea""]",['Duane Jones'],
The Night They Raided Minsky's,"['Jason Robards', ' Elliott Gould', ' Forrest Tucker']",['Jason Robards'],"['Swedish', 'English', 'Welsh', 'German', 'Irish', 'Scottish']"
No Way to Treat a Lady,"['Rod Steiger', ' Lee Remick', ' George Segal']",['Rod Steiger'],"['German', 'AustrianMoravian']"
Nobody Runs Forever,"['Rod Taylor', ' Christopher Plummer']",['Rod Taylor'],
Nobody's Perfect,"['Doug McClure', ' Nancy Kwan', ' James Whitmore']",['Doug McClure'],
The Odd Couple,"['Jack Lemmon', ' Walter Matthau']",['Jack Lemmon'],"['English', 'Irish', 'Scottish', 'French', 'Dutch', 'Welsh']"
"The One and Only, Genuine, Original Family Band","['Walter Brennan', ' Buddy Ebsen', ' Lesley Ann Warren', ' John Davidson', ' Kurt Russell']",['Walter Brennan'],['Irish']
P.J.,"['George Peppard', ' Raymond Burr', ' Gayle Hunnicutt']",['George Peppard'],
Panic in the City,"['Howard Duff', ' Linda Cristal', ' Anne Jeffreys']",['Howard Duff'],
Paper Lion,"['Alan Alda', ' Lauren Hutton', ' Alex Karras']",['Alan Alda'],['Irish']
The Party,"['Peter Sellers', ' Claudine Longet']",['Peter Sellers'],"['Sephardi', 'Jewish', 'Ashkenazi', 'Jewish']"
Petulia,"['George C. Scott', ' Julie Christie']",['George C. Scott'],"['English', 'German', 'Irish', 'Scottish']"
The Pink Jungle,"['James Garner', ' George Kennedy']",['James Garner'],"['English', 'Irish', 'German', 'Welsh', 'SwissGerman']"
A Place for Lovers,"['Faye Dunaway', ' Marcello Mastroianni']",['Marcello Mastroianni'],['Italian']
Planet of the Apes,"['Charlton Heston', ' Roddy McDowall', ' Maurice Evans', ' Kim Hunter']",['Charlton Heston'],"['English', 'Scottish', 'Cornish', 'German']"
The Power,"['Suzanne Pleshette', ' George Hamilton']",['George Hamilton'],
Pretty Poison,"['Tuesday Weld', ' Anthony Perkins', ' Beverly Garland']",['Anthony Perkins'],"['English', 'Irish', 'Dutch', 'German']"
The Private Navy of Sgt. O'Farrell,"['Bob Hope', ' Jeffrey Hunter', ' Phyllis Diller']",['Bob Hope'],"['English', 'Welsh']"
The Producers,"['Zero Mostel', ' Gene Wilder', ' Kenneth Mars', ' Dick Shawn', ' Lee Meredith', ' Christopher Hewett']",['Zero Mostel'],"['Ashkenazi', 'Jewish']"
Psych-Out,"['Jack Nicholson', ' Susan Strasberg']",['Jack Nicholson'],"['Irish', 'Scottish', 'English', 'Pennsylvania', 'DutchGerman', 'Welshbiological', 'Italian', 'Latvian', 'Ashkenazi', 'Jewish', 'Baltic', 'German']"
"Rachel, Rachel","['Joanne Woodward', ' James Olson']",['James Olson'],
Rogue's Gallery,"['Roger Smith', ' Dennis Morgan', ' Brian Donlevy']",['Roger Smith'],
Rosemary's Baby,"['Mia Farrow', ' John Cassavetes', ' Charles Grodin', ' Ruth Gordon', ' Ralph Bellamy']",['John Cassavetes'],
The Savage Seven,"['Robert Walker Jr.', ' Larry Bishop']",['Robert Walker Jr.'],
The Scalphunters,"['Burt Lancaster', ' Ossie Davis', ' Telly Savalas']",['Burt Lancaster'],"['Northern', 'Irish', 'ScotsIrish']"
The Sea Gull,"['Vanessa Redgrave', ' Simone Signoret', ' James Mason']",['James Mason'],['English']
The Secret Life of an American Wife,"['Walter Matthau', ' Anne Jackson', "" Patrick O'Neal""]",['Walter Matthau'],"['Ashkenazi', 'Jewish']"
The Secret War of Harry Frigg,['Paul Newman'],['Paul Newman'],"['Jewish', 'Slovak']"
The Sergeant,"['Rod Steiger', ' John Phillip Law']",['Rod Steiger'],"['German', 'AustrianMoravian']"
Sergeant Ryker,"['Lee Marvin', ' Bradford Dillman', ' Vera Miles']",['Bradford Dillman'],"['English', 'German']"
The Shakiest Gun in the West,"['Don Knotts', ' Pat Morita', ' Jackie Coogan']",['Don Knotts'],
Shalako,"['Sean Connery', ' Brigitte Bardot']",['Sean Connery'],"['Scottish', 'Irish']"
She-Devils on Wheels,['Betty Connell'],[],
The Shoes of the Fisherman,"['Anthony Quinn', ' Laurence Olivier', ' David Janssen', ' Oskar Werner', ' Leo McKern', ' John Gielgud']",['Anthony Quinn'],"['Irish75', 'Mexican', 'Spanish', 'Indigenous']"
Single Room Furnished,['Jayne Mansfield'],[],
Skidoo,"['Jackie Gleason', ' Carol Channing', ' Mickey Rooney', ' John Phillip Law', ' Groucho Marx']",['John Phillip Law'],
Sol Madrid,"['David McCallum', ' Stella Stevens', ' Telly Savalas']",['David McCallum'],
Speedway,"['Elvis Presley', ' Nancy Sinatra']",['Elvis Presley'],"['English', 'Scottish', 'German', 'French', 'Dutch', 'Danish']"
Spirits of the Dead,"['Brigitte Bardot', ' Alain Delon', ' Jane Fonda', ' Peter Fonda']",['Alain Delon'],"['Corsican', 'Italian', 'German', 'French']"
The Split,"['Jim Brown', ' Diahann Carroll', ' Gene Hackman', ' Julie Harris', ' Warren Oates', ' Donald Sutherland']",['Jim Brown'],"['AfricanAmerican', 'Nigerian']"
The Stalking Moon,"['Gregory Peck', ' Eva Marie Saint']",['Gregory Peck'],"['Irish', 'English', 'German', 'Welsh']"
Star!,"['Julie Andrews', ' Daniel Massey', ' Richard Crenna']",['Daniel Massey'],
"Stay Away, Joe","['Elvis Presley', ' Burgess Meredith', ' Katy Jurado']",['Elvis Presley'],"['English', 'Scottish', 'German', 'French', 'Dutch', 'Danish']"
The Subject Was Roses,"['Patricia Neal', ' Jack Albertson', ' Martin Sheen']",['Jack Albertson'],"['Ashkenazi', 'Jewish']"
The Sweet Ride,"['Anthony Franciosa', ' Michael Sarrazin', ' Jacqueline Bisset', ' Bob Denver']",['Anthony Franciosa'],
Sweet November,"['Sandy Dennis', ' Anthony Newley']",['Anthony Newley'],"['English', 'Jewish']"
The Swimmer,"['Burt Lancaster', ' Janice Rule', ' Marge Champion']",['Burt Lancaster'],"['Northern', 'Irish', 'ScotsIrish']"
Targets,"['Boris Karloff', "" Tim O'Kelly""]",['Boris Karloff'],"['English', 'Indian']"
They Came to Rob Las Vegas,"['Gary Lockwood', ' Elke Sommer', ' Lee J. Cobb']",['Gary Lockwood'],
The Thomas Crown Affair,"['Steve McQueen', ' Faye Dunaway']",['Steve McQueen'],"['Scottish', 'English', 'ScotsIrishNorthern', 'Irish', 'German', 'Cornish', 'Dutch', 'Welsh']"
Three in the Attic,"['Christopher Jones', ' Yvette Mimieux']",['Christopher Jones'],
Uptight,"['Ruby Dee', ' Raymond St. Jacques', ' Max Julien']",['Raymond St. Jacques'],
Villa Rides,"['Yul Brynner', ' Robert Mitchum', ' Charles Bronson']",['Yul Brynner'],"['Russian25', 'SwissGerman']"
Vixen!,['Erica Gavin'],[],
Voyage to the Planet of Prehistoric Women,['Mamie Van Doren'],[],
Walk the Angry Beach,['Rue McClanahan'],[],
What's So Bad About Feeling Good?,"['George Peppard', ' Mary Tyler Moore', ' Dom DeLuise']",['George Peppard'],
"Where Angels Go, Trouble Follows","['Rosalind Russell', ' Stella Stevens', ' Binnie Barnes']",[],
Where Eagles Dare,"['Clint Eastwood', ' Richard Burton']",['Clint Eastwood'],"['English', 'Scottish', 'Irish', 'German', 'Dutch', 'Welsh']"
Where Were You When the Lights Went Out?,"['Doris Day', ' Robert Morse', "" Patrick O'Neal""]",['Robert Morse'],
White Comanche,"['William Shatner', ' Joseph Cotten']",['William Shatner'],"['Ashkenazi', 'Jewish']"
The Wicked Dreams of Paula Schultz,"['Elke Sommer', ' Bob Crane', ' Werner Klemperer']",['Bob Crane'],
Wild 90,"['Norman Mailer', ' Buzz Farbar', ' Mickey Knox']",['Norman Mailer'],
Wild in the Streets,"['Christopher Jones', ' Hal Holbrook', ' Shelley Winters', ' Richard Pryor']",['Christopher Jones'],
The Wild Racers,"['Fabian', ' Judy Cornwell', ' Talia Shire']",[],
"The Wild, Wild World of Jayne Mansfield",['Jayne Mansfield'],[],
Will Penny,"['Charlton Heston', ' Joan Hackett', ' Bruce Dern']",['Charlton Heston'],"['English', 'Scottish', 'Cornish', 'German']"
With Six You Get Eggroll,"['Doris Day', ' Brian Keith', ' Barbara Hershey']",['Brian Keith'],
The Wrecking Crew,"['Dean Martin', ' Elke Sommer', ' Sharon Tate', ' Nancy Kwan']",['Dean Martin'],"['Italian', 'Sicilian']"
"Yours, Mine and Ours","['Lucille Ball', ' Henry Fonda']",['Henry Fonda'],"['Dutch', 'English', 'Scottish', 'Norwegian', 'German', 'Italian']"
