0,1,Males,Ethnicity
Accidents Will Happen,"['Ronald Reagan', ' Gloria Blondell', ' Dick Purcell']",['Ronald Reagan'],"['Irish25', 'Scottish25', 'English']"
Adventure in Sahara,"['Paul Kelly', ' Lorna Gray', ' C. Henry Gordon']",['Paul Kelly'],
The Adventures of Marco Polo,"['Gary Cooper', ' George Barbier', ' Basil Rathbone']",['Gary Cooper'],['English']
The Adventures of Robin Hood,"['Errol Flynn', ' Olivia de Havilland', ' Claude Rains']",['Errol Flynn'],"['Irish', 'Scottish', 'English']"
The Adventures of Tom Sawyer,"['Tommy Kelly', ' Jackie Moran', ' Victor Jory']",['Tommy Kelly'],
The Affairs of Annabel,"['Lucille Ball', ' Jack Oakie', ' Bradley Page']",['Jack Oakie'],
Air Devils,"['Dick Purcell', ' Beryl Wallace']",['Dick Purcell'],
Alexander's Ragtime Band,"['Don Ameche', ' Tyrone Power', ' Ethel Merman']",['Don Ameche'],"['German', 'English', 'Scottish', 'Irish']"
Algiers,"['Hedy Lamarr', ' Charles Boyer', ' Joseph Calleia']",['Charles Boyer'],['French']
Always Goodbye,"['Barbara Stanwyck', ' Herbert Marshall', ' Cesar Romero']",['Herbert Marshall'],
Always in Trouble,"['Jane Withers', ' Nana Bryant', ' Eddie Collins']",['Eddie Collins'],"['Irish', 'English']"
The Amazing Dr. Clitterhouse,"['Edward G. Robinson', ' Humphrey Bogart', ' Donald Crisp']",['Edward G. Robinson'],"['Ashkenazi', 'Jewish']"
Angels with Dirty Faces,"['James Cagney', "" Pat O'Brien"", ' Humphrey Bogart']",['James Cagney'],"['Irish25', 'Norwegian']"
Annabel Takes a Tour,"['Lucille Ball', ' Jack Oakie', ' Ruth Donnelly']",['Jack Oakie'],
The Arkansas Traveler,"['Bob Burns', ' Jean Parker', ' John Beal']",['Bob Burns'],
Army Girl,"['Preston Foster', ' Madge Evans', ' James Gleason']",['Preston Foster'],
Arrest Bulldog Drummond,"['John Howard', ' Heather Angel', ' Reginald Denny']",['John Howard'],"['English', 'Scottish', 'Irish', 'Northern', 'Irish']"
Arsène Lupin Returns,"['Melvyn Douglas', ' Virginia Bruce', ' Warren William']",['Melvyn Douglas'],"['Jewish', 'English', 'Scottish']"
Arson Gang Busters,"['Robert Livingston', ' Jackie Moran', ' Rosalind Keith']",['Robert Livingston'],
Artists and Models Abroad,"['Jack Benny', ' Joan Bennett', ' Mary Boland']",['Jack Benny'],"['Ashkenazi', 'Jewish']"
Bar 20 Justice,"['William Boyd', ' Gabby Hayes', ' Russell Hayden']",['William Boyd'],
Barefoot Boy,"['Jackie Moran', ' Ralph Morgan', ' Claire Windsor']",['Ralph Morgan'],
The Baroness and the Butler,"['William Powell', ' Annabella', ' Henry Stephenson']",['William Powell'],
Battle of Broadway,"['Victor McLaglen', ' Brian Donlevy', ' Gypsy Rose Lee']",['Victor McLaglen'],"['Afrikaner', 'Dutch', 'German', 'Irish', 'Scottish', 'English']"
The Beloved Brat,"['Bonita Granville', ' Donald Crisp', ' Dolores Costello']",['Donald Crisp'],['English']
The Big Broadcast of 1938,"['W. C. Fields', ' Bob Hope', ' Dorothy Lamour']",['Bob Hope'],"['English', 'Welsh']"
Billy the Kid Returns,"['Roy Rogers', ' Lynne Roberts']",['Roy Rogers'],
Black Bandit,"['Bob Baker', ' Marjorie Reynolds']",['Bob Baker'],
The Black Doll,"['C. Henry Gordon', ' Nan Grey', ' Donald Woods']",['Donald Woods'],
Blind Alibi,"['Richard Dix', ' Whitney Bourne', ' Eduardo Ciannelli']",['Richard Dix'],
Blockade,"['Madeleine Carroll', ' Henry Fonda', ' Leo Carrillo']",['Henry Fonda'],"['Dutch', 'English', 'Scottish', 'Norwegian', 'German', 'Italian']"
Block-Heads,"['Stan Laurel', ' Oliver Hardy', ' Patricia Ellis']",['Stan Laurel'],['English']
Blond Cheat,"['Joan Fontaine', ' Derrick De Marney', ' Lilian Bond']",['Derrick De Marney'],
