0,1,Males,Ethnicity
12 Monkeys,"['Bruce Willis', ' Madeleine Stowe', ' Brad Pitt', ' Christopher Plummer']",['Bruce Willis'],"['English', 'Dutch', 'French', 'Welsh', 'Irish', 'German']"
3 Ninjas Knuckle Up,"['Victor Wong', ' Charles Napier', ' Michael Treanor', ' Max Elliott Slade']",['Victor Wong'],
Above Suspicion,"['Christopher Reeve', ' Kim Cattrall', ' Joe Mantegna']",['Christopher Reeve'],"['English', 'Irish', 'Welsh', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'German', 'French']"
Ace Ventura: When Nature Calls,"['Jim Carrey', ' Ian McNeice', ' Sophie Okonedo', ' Bob Gunton']",['Jim Carrey'],"['FrenchCanadian', 'English', 'Scottish', 'Irish']"
The Addiction,"['Lili Taylor', ' Christopher Walken', ' Annabella Sciorra']",['Christopher Walken'],"['Scottish', 'Irish']"
Amanda and the Alien,"['John Diehl', ' Michael Dorn']",['John Diehl'],"['German', 'Irish', 'English', 'French']"
The Amazing Panda Adventure,"['Stephen Lang', ' Ryan Slater', ' Yi Ding']",['Stephen Lang'],"['Jewish', 'Irish', 'German']"
The American President,"['Michael Douglas', ' Annette Bening', ' Martin Sheen', ' Michael J. Fox', ' Samantha Mathis', ' Richard Dreyfuss']",['Michael Douglas'],"['Ashkenazi', 'Jewish', 'English', 'Irish', 'Welsh', 'Dutch', 'Scottish', 'Belgian', 'French']"
Angela,['Miranda Stuart Rhyne'],[],
Angels and Insects,"['Mark Rylance', ' Patsy Kensit', ' Kristin Scott Thomas']",['Mark Rylance'],"['English', 'Irish']"
Angus,"['Charlie Talbert', ' George C. Scott', ' Kathy Bates', ' Chris Owen', ' Ariana Richards', ' James Van Der Beek']",['George C. Scott'],"['English', 'German', 'Irish', 'Scottish']"
Apollo 13,"['Tom Hanks', ' Kevin Bacon', ' Bill Paxton', ' Gary Sinise', ' Ed Harris', ' Kathleen Quinlan']",['Tom Hanks'],"['English', 'Cornish', 'German', 'Scottish', 'Welsh', 'Portuguese']"
Assassins,"['Sylvester Stallone', ' Antonio Banderas', ' Julianne Moore']",['Sylvester Stallone'],"['Italian25', 'French', 'Breton25', 'German', 'Ashkenazi', 'Jewish']"
Attack of the 60 Foot Centerfold,"['J. J. North', ' Ted Monte', ' Tammy Parks']",['Ted Monte'],
Aurora: Operation Intercept,"['Bruce Payne', ' Lance Henriksen']",['Bruce Payne'],
Babe,"['James Cromwell', ' Magda Szubanski', ' Christine Cavanaugh', ' Hugo Weaving']",['James Cromwell'],"['German', 'Irish', 'English', 'Scottish']"
The Baby-Sitters Club,"['Schuyler Fisk', ' Bre Blair', ' Rachael Leigh Cook']",[],
Bad Boys,"['Martin Lawrence', ' Will Smith', ' Téa Leoni', ' Tcheky Karyo', ' Theresa Randle', ' Joe Pantoliano']",['Martin Lawrence'],['AfricanAmerican']
Bad Company,"['Ellen Barkin', ' Laurence Fishburne', ' Frank Langella']",['Laurence Fishburne'],['AfricanAmerican']
Balto,"['Voices of Kevin Bacon', ' Bob Hoskins', ' Bridget Fonda', ' Phil Collins', ' Jim Cummings']",['Bob Hoskins'],"['English', 'Romani']"
Bang,"['Darling Narita', ' Peter Greene']",['Peter Greene'],
The Basketball Diaries,"['Leonardo DiCaprio', ' Lorraine Bracco', ' Ernie Hudson', ' Mark Wahlberg']",['Leonardo DiCaprio'],"['German', 'German', 'Russian']"
Batman Forever,"['Val Kilmer', ' Tommy Lee Jones', ' Jim Carrey', ' Nicole Kidman', "" Chris O'Donnell"", ' Drew Barrymore', ' Debi Mazar']",['Tommy Lee Jones'],"['English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'Dutch']"
Baywatch the Movie: Forbidden Paradise,"['David Hasselhoff', ' Pamela Anderson', ' Parker Stevenson']",['David Hasselhoff'],"['German', 'Irish', 'English']"
Before Sunrise,"['Ethan Hawke', ' Julie Delpy']",['Ethan Hawke'],"['English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'German']"
Beyond Rangoon,"['Patricia Arquette', ' Frances McDormand', ' Johnny Cheah', ' Adelle Lutz']",['Johnny Cheah'],
The Big Green,"['Steve Guttenberg', "" Olivia d'Abo"", ' Bug Hall']",['Steve Guttenberg'],"['Ashkenazi', 'Jewish']"
Billy Madison,"['Adam Sandler', ' Bridgette Wilson', ' Bradley Whitford', ' Darren McGavin', ' Josh Mostel']",['Adam Sandler'],"['Ashkenazi', 'Jewish']"
Black Scorpion,"['Joan Severance', ' Bruce Abbott']",['Bruce Abbott'],
Bloodfist VI: Ground Zero,"['Don Wilson', ' Marcus Aurelius']",['Don Wilson'],
Bloodfist VII: Manhunt,['Don WilsonJillian McWhirter'],['Don WilsonJillian McWhirter'],
Blue in the Face,"['Harvey Keitel', ' Madonna', ' Giancarlo Esposito', ' Roseanne Barr', ' Michael J. Fox', ' Mira Sorvino', ' Lou Reed']",['Harvey Keitel'],"['Ashkenazi', 'Jewish']"
Born to Be Wild,"['Wil Horneff', ' Helen Shaver', ' John C. McGinley']",['Wil Horneff'],
Boys Life,"['Robert Lee King', "" Raoul O'Connell""]",['Robert Lee King'],
Boys on the Side,"['Whoopi Goldberg', ' Mary-Louise Parker', ' Drew Barrymore', ' Matthew McConaughey', ' James Remar']",['Drew Barrymore'],"['Irish', 'German', 'Hungarian']"
The Brady Bunch Movie,"['Shelley Long', ' Gary Cole', ' Christine Taylor']",['Gary Cole'],"['English', 'German', 'FrenchCanadian']"
Braveheart,"['Mel Gibson', ' Sophie Marceau', ' Catherine McCormack', ' Patrick McGoohan']",['Mel Gibson'],"['Irish125', 'English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'Welsh']"
The Bridges of Madison County,"['Clint Eastwood', ' Meryl Streep']",['Clint Eastwood'],"['English', 'Scottish', 'Irish', 'German', 'Dutch', 'Welsh']"
The Brothers McMullen,"['Edward Burns', ' Mike McGlone']",['Edward Burns'],"['Irish125', 'Swedish']"
A Bucket of Blood,"['Anthony Michael Hall', ' Paul Bartel']",['Anthony Michael Hall'],"['Irish', 'Italian']"
Bushwhacked,"['Daniel Stern', ' Brad Sullivan']",['Daniel Stern'],"['Ashkenazi', 'Jewish']"
Bye Bye Love,"['Matthew Modine', ' Randy Quaid', ' Paul Reiser', ' Janeane Garofalo', ' Amy Brenneman', ' Lindsay Crouse', ' Rob Reiner']",['Matthew Modine'],"['English', 'Swedish', 'Scottish', 'German', 'Dutch']"
Canadian Bacon,"['Alan Alda', ' John Candy', ' Bill Nunn', ' Rhea Perlman', ' Rip Torn']",['Alan Alda'],['Irish']
Candyman 2: Farewell to the Flesh,"['Tony Todd', ' Kelly Rowan']",['Tony Todd'],['AfricanAmerican']
Carnosaur 2,"['John Savage', ' Cliff De Young']",['John Savage'],"['English', 'Scottish', 'Dutch']"
Casino,"['Robert De Niro', ' Sharon Stone', ' Joe Pesci', ' James Woods', ' Kevin Pollak', ' Alan King', ' Don Rickles']",['Robert De Niro'],"['Italian', 'Irish', 'German', 'Dutch', 'English', 'French', 'Huguenot', 'Scottish', 'ScotsIrishNorthern', 'Irish']"
Casper,"['Christina Ricci', ' Bill Pullman', ' Cathy Moriarty', ' Eric Idle']",['Bill Pullman'],"['Scottish', 'Northern', 'Irish', 'Dutch']"
Castle Freak,"['Jeffrey Combs', ' Barbara Crampton']",['Jeffrey Combs'],
