0,1,Males,Ethnicity
The French Connection,"['Gene Hackman', ' Roy Scheider', ' Fernando Rey']",['Gene Hackman'],"['English', 'German', 'Scottish', 'Dutch']"
The Gang That Couldn't Shoot Straight,"['Jerry Orbach', ' Leigh Taylor-Young', ' Robert De Niro']",['Jerry Orbach'],"['Jewish', 'PolishLithuanian']"
The Gatling Gun,"['Guy Stockwell', ' BarBara Luna', ' Woody Strode']",['Guy Stockwell'],
Going Home,"['Robert Mitchum', ' Brenda Vaccaro', ' Sally Kirkland']",['Robert Mitchum'],"['Welsh', 'Norwegian']"
The Grissom Gang,"['Kim Darby', ' Scott Wilson', ' Tony Musante']",['Scott Wilson'],
A Gunfight,"['Kirk Douglas', ' Johnny Cash', ' Karen Black']",['Kirk Douglas'],"['Ashkenazi', 'Jewish']"
Hannie Caulder,"['Raquel Welch', ' Ernest Borgnine', ' Robert Culp', ' Strother Martin', ' Jack Elam', ' Christopher Lee']",['Ernest Borgnine'],['Italian']
"Happy Birthday, Wanda June","['Rod Steiger', ' Don Murray', ' Susannah York']",['Rod Steiger'],"['German', 'AustrianMoravian']"
The Hard Ride,"['Robert Fuller', ' Sherry Bain', ' Tony Russel']",['Robert Fuller'],
Harold and Maude,"['Bud Cort', ' Ruth Gordon', ' Vivian Pickles']",['Bud Cort'],
The Hellstrom Chronicle,['Lawrence Pressman'],['Lawrence Pressman'],
The Hired Hand,"['Peter Fonda', ' Warren Oates', ' Verna Bloom ']",['Peter Fonda'],"['Dutch', 'English', 'Scottish', 'FrenchCanadian', 'Italian', 'German', 'Belgian', 'Flemish', 'Norwegian', 'Cornish']"
The Horsemen,"['Omar Sharif', ' Leigh Taylor-Young', ' Jack Palance']",['Omar Sharif'],['Egyptian']
The Hospital,"['George C. Scott', ' Diana Rigg', ' Barnard Hughes']",['George C. Scott'],"['English', 'German', 'Irish', 'Scottish']"
How to Frame a Figg,"['Don Knotts', ' Joe Flynn', ' Yvonne Craig']",['Don Knotts'],
The Hunting Party,"['Gene Hackman', ' Oliver Reed', ' Candice Bergen']",['Gene Hackman'],"['English', 'German', 'Scottish', 'Dutch']"
The Incredible 2-Headed Transplant,"['Bruce Dern', ' Pat Priest']",['Bruce Dern'],"['German', 'English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'Dutch', 'Welsh']"
Jennifer on My Mind,"['Michael Brandon', ' Tippy Walker', ' Steve Vinovich']",['Michael Brandon'],
Johnny Got His Gun,"['Timothy Bottoms', ' Diane Varsi', ' Donald Sutherland']",['Timothy Bottoms'],
Kidnapped,"['Michael Caine', ' Trevor Howard', ' Donald Pleasence']",['Michael Caine'],"['English', 'Irish']"
Klute,"['Jane Fonda', ' Donald Sutherland', ' Roy Scheider']",['Donald Sutherland'],"['Scottish', 'English', 'German']"
Kotch,"['Walter Matthau', ' Deborah Winters', ' Felicia Farr']",['Walter Matthau'],"['Ashkenazi', 'Jewish']"
The Last Movie,"['Dennis Hopper', ' Toni Basil', ' Julie Adams']",['Dennis Hopper'],"['English', 'Irish', 'Scottish', 'Welsh', 'Dutch']"
The Last Picture Show,"['Jeff Bridges', ' Timothy Bottoms', ' Cybill Shepherd', ' Cloris Leachman', ' Ben Johnson', ' Ellen Burstyn', ' Eileen Brennan', ' Randy Quaid']",['Jeff Bridges'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish', 'SwissGerman', 'German']"
The Last Rebel,"['Joe Namath', ' Jack Elam', ' Woody Strode']",['Joe Namath'],['Hungarian']
The Last Run,"['George C. Scott', ' Tony Musante', ' Trish Van Devere']",['George C. Scott'],"['English', 'German', 'Irish', 'Scottish']"
Lawman,"['Burt Lancaster', ' Robert Ryan', ' Lee J. Cobb', ' Sheree North', ' J.D. Cannon', ' Albert Salmi', ' Robert Duvall']",['Burt Lancaster'],"['Northern', 'Irish', 'ScotsIrish']"
Le Mans,"['Steve McQueen', ' Siegfried Rauch']",['Steve McQueen'],"['Scottish', 'English', 'ScotsIrishNorthern', 'Irish', 'German', 'Cornish', 'Dutch', 'Welsh']"
Let's Scare Jessica to Death,"['Zohra Lampert', "" Kevin O'Connor"", ' Gretchen Corbett']",[],
The Light at the Edge of the World,"['Kirk Douglas', ' Yul Brynner', ' Samantha Eggar']",['Kirk Douglas'],"['Ashkenazi', 'Jewish']"
Little Murders,"['Elliott Gould', ' Marcia Rodd', ' Doris Roberts', ' Elizabeth Wilson', ' Vincent Gardenia']",['Elliott Gould'],"['Ashkenazi', 'Jewish']"
The Love Machine,"['Dyan Cannon', ' John Phillip Law', ' Robert Ryan']",['John Phillip Law'],
Made for Each Other,"['Renée Taylor', ' Joseph Bologna', ' Paul Sorvino']",['Joseph Bologna'],
Making It,"['Kristoffer Tabori', ' Carol Arthur', ' Bob Balaban']",['Kristoffer Tabori'],
Man and Boy,['Bill Cosby'],['Bill Cosby'],['AfricanAmerican']
Man in the Wilderness,"['Richard Harris', ' John Huston', ' Henry Wilcoxon']",['Richard Harris'],"['Irish', 'English']"
The Marriage of a Young Stockbroker,"['Richard Benjamin', ' Joanna Shimkus', ' Adam West']",['Richard Benjamin'],
McCabe & Mrs. Miller,"['Warren Beatty', ' Julie Christie', ' William Devane', ' René Auberjonois', ' Keith Carradine']",['Warren Beatty'],"['English', 'Scottish', 'Irish', 'French', 'Danish', 'Dutch']"
The Mephisto Waltz,"['Alan Alda', ' Jacqueline Bisset', ' Barbara Parkins']",['Alan Alda'],['Irish']
The Million Dollar Duck,"['Dean Jones', ' Sandy Duncan', ' Tony Roberts']",['Dean Jones'],
Minnie and Moskowitz,"['John Cassavetes', ' Gena Rowlands', ' Seymour Cassel']",['John Cassavetes'],
Mrs. Pollifax-Spy,"['Rosalind Russell', ' Darren McGavin', ' Nehemiah Persoff']",['Darren McGavin'],
Murders in the Rue Morgue,"['Jason Robards', ' Herbert Lom']",['Jason Robards'],"['Swedish', 'English', 'Welsh', 'German', 'Irish', 'Scottish']"
My Old Man's Place,"['Arthur Kennedy', ' Mitchell Ryan', ' William Devane']",['Arthur Kennedy'],
Necromania,"['Maria Arnold', ' Ed Wood']",['Ed Wood'],
A New Leaf,"['Walter Matthau', ' Elaine May', ' James Coco', ' Jack Weston', ' Doris Roberts']",['Walter Matthau'],"['Ashkenazi', 'Jewish']"
The Night God Screamed,"['Jeanne Crain', ' Alex Nicol', ' Daniel Spelling', ' Michael Sugich', ' Barbara Hancock', ' Dawn Cleary', ' Gary Morgan']",['Alex Nicol'],
Night of Dark Shadows,"['Kate Jackson', ' David Selby', ' Lara Parker']",['David Selby'],
Octaman,"['Pier Angeli', ' Jeff Morrow']",['Jeff Morrow'],
The Omega Man,"['Charlton Heston', ' Rosalind Cash', ' Anthony Zerbe']",['Charlton Heston'],"['English', 'Scottish', 'Cornish', 'German']"
One More Train to Rob,"['George Peppard', ' Diana Muldaur', ' John Vernon']",['George Peppard'],
The Organization,"['Sidney Poitier', ' Barbara McNair', ' Sheree North']",[],
The Panic in Needle Park,"['Al Pacino', ' Kitty Winn', ' Kiel Martin']",['Al Pacino'],"['Italian', 'Sicilian', 'Neapolitan']"
Pink Narcissus,"['Don Brooks', ' Charles Ludlam']",['Don Brooks'],
Play Misty for Me,"['Clint Eastwood', ' Jessica Walter', ' Donna Mills']",['Clint Eastwood'],"['English', 'Scottish', 'Irish', 'German', 'Dutch', 'Welsh']"
Plaza Suite,"['Walter Matthau', ' Lee Grant', ' Maureen Stapleton', ' Barbara Harris']",['Walter Matthau'],"['Ashkenazi', 'Jewish']"
Pretty Maids All in a Row,"['Rock Hudson', ' Angie Dickinson', ' Telly Savalas']",['Rock Hudson'],"['German', 'SwissGerman25', 'English25', 'Irish']"
Private Duty Nurses,"['Katherine Cannon', ' Robert F. Simon']",['Robert F. Simon'],
Punishment Park,['Scott Turner'],['Scott Turner'],
The Pursuit of Happiness,"['Michael Sarrazin', ' Barbara Hershey', ' Robert Klein']",['Michael Sarrazin'],
Raid on Rommel,"['Richard Burton', ' John Colicos', ' Wolfgang Preiss']",['Richard Burton'],['Welsh']
Red Sky at Morning,"['Desi Arnaz', ' Jr.', ' Catherine Burns', ' Richard Crenna']",['Jr.'],
The Resurrection of Zachary Wheeler,"['Angie Dickinson', ' Bradford Dillman', ' Leslie Nielsen']",['Bradford Dillman'],"['English', 'German']"
The Return of Count Yorga,"['Robert Quarry', ' Mariette Hartley']",['Robert Quarry'],
A Safe Place,"['Jack Nicholson', ' Tuesday Weld', ' Orson Welles']",['Jack Nicholson'],"['Irish', 'Scottish', 'English', 'Pennsylvania', 'DutchGerman', 'Welshbiological', 'Italian', 'Latvian', 'Ashkenazi', 'Jewish', 'Baltic', 'German']"
The Sandpit Generals,"['Tisha Sterling', ' Dorival Caymmi', ' John Rubinstein']",['John Rubinstein'],
Scandalous John,"['Brian Keith', ' Alfonso Arau', ' Michele Carey']",['Brian Keith'],
The Seven Minutes,"['Edy Williams', ' Yvonne De Carlo', ' Tom Selleck']",['Tom Selleck'],"['English', 'Scottish', 'Irish', 'German', 'English']"
Shaft,"['Richard Roundtree', ' Moses Gunn']",['Richard Roundtree'],['AfricanAmerican']
Shoot Out,"['Gregory Peck', ' Patricia Quinn', ' Susan Tyrrell']",['Gregory Peck'],"['Irish', 'English', 'German', 'Welsh']"
"Simon, King of the Witches",['Allyson Ames'],[],
The Ski Bum,"['Zalman King', ' Charlotte Rampling', ' Dimitra Arliss']",['Zalman King'],
Skin Game,"['James Garner', ' Louis Gossett', ' Jr.', ' Susan Clark']",['James Garner'],"['English', 'Irish', 'German', 'Welsh', 'SwissGerman']"
Something Big,"['Dean Martin', ' Brian Keith', ' Ben Johnson', ' Carol White', ' Honor Blackman']",['Dean Martin'],"['Italian', 'Sicilian']"
Sometimes a Great Notion,"['Paul Newman', ' Henry Fonda', ' Lee Remick', ' Michael Sarrazin', ' Richard Jaeckel']",['Paul Newman'],"['Jewish', 'Slovak']"
Soul to Soul,"['Tina Turner', ' Ike Turner', ' Carlos Santana']",['Ike Turner'],
Star Spangled Girl,"['Sandy Duncan', ' Tony Roberts']",['Tony Roberts'],"['Ashkenazi', 'Jewish']"
The Steagle,"['Richard Benjamin', ' Chill Wills', ' Cloris Leachman]']",['Richard Benjamin'],
Straw Dogs,"['Dustin Hoffman', ' Susan George', ' David Warner']",['Dustin Hoffman'],"['Ashkenazi', 'Jewish']"
Such Good Friends,"['Dyan Cannon', ' James Coco', "" Jennifer O'Neill""]",['James Coco'],
Summer of '42,"[""Jennifer O'Neill"", ' Gary Grimes', ' Jerry Houser']",['Gary Grimes'],
Summertree,"['Michael Douglas', ' Brenda Vaccaro', ' Barbara Bel Geddes']",['Michael Douglas'],"['Ashkenazi', 'Jewish', 'English', 'Irish', 'Welsh', 'Dutch', 'Scottish', 'Belgian', 'French']"
Support Your Local Gunfighter!,"['James Garner', ' Suzanne Pleshette', ' Harry Morgan']",['James Garner'],"['English', 'Irish', 'German', 'Welsh', 'SwissGerman']"
Sweet Sweetback's Baadasssss Song,"['Melvin Van Peebles', ' John Amos']",['Melvin Van Peebles'],
THX 1138,"['Robert Duvall', ' Donald Pleasence', ' Ian Wolfe', ' Don Pedro Colley']",['Robert Duvall'],"['English', 'German', 'SwissGerman', 'French', 'Welsh', 'Scottish']"
T.R. Baskin,"['Candice Bergen', ' Peter Boyle', ' James Caan']",['Peter Boyle'],"['French', 'Welsh', 'English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'German', 'Polish']"
Taking Off,"['Lynn Carlin', ' Buck Henry', ' Georgia Engel']",['Buck Henry'],
There's Always Vanilla,['Raymond Laine'],['Raymond Laine'],
They Might Be Giants,"['George C. Scott', ' Joanne Woodward']",['George C. Scott'],"['English', 'German', 'Irish', 'Scottish']"
The Todd Killings,"['Robert F. Lyons', ' Richard Thomas', ' Belinda Montgomery']",['Robert F. Lyons'],
The Touch,"['Elliott Gould', ' Bibi Andersson', ' Max von Sydow']",['Elliott Gould'],"['Ashkenazi', 'Jewish']"
The Touch of Satan,['Michael Berry'],['Michael Berry'],"['Swedish', 'English', 'Cornish', 'ScotsIrishNorthern', 'Irish', 'German', 'BohemianCzech']"
A Town Called Bastard,"['Robert Shaw', ' Stella Stevens', ' Telly Savalas']",['Robert Shaw'],
T.R. Baskin,"['Candice Bergen', ' Peter Boyle', ' James Caan']",['Peter Boyle'],"['French', 'Welsh', 'English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'German', 'Polish']"
The Trojan Women,"['Katharine Hepburn', ' Vanessa Redgrave', ' Geneviève Bujold', ' Irene Papas']",[],
Two-Lane Blacktop,"['Warren Oates', ' James Taylor', ' Dennis Wilson']",['Warren Oates'],"['English', 'German', 'ScotsIrish', 'Northern', 'Irish']"
Valdez Is Coming,"['Burt Lancaster', ' Susan Clark', ' Jon Cypher']",['Burt Lancaster'],"['Northern', 'Irish', 'ScotsIrish']"
Vanishing Point,"['Barry Newman', ' Cleavon Little', ' Dean Jagger']",['Barry Newman'],
The Velvet Vampire,"['Celeste Yarnall', ' Michael Blodgett']",['Michael Blodgett'],
Villain,"['Richard Burton', ' Ian McShane']",['Richard Burton'],['Welsh']
Von Richthofen and Brown,"['John Phillip Law', ' Don Stroud', ' Corin Redgrave']",['John Phillip Law'],
Wake in Fright,"['Donald Pleasence', ' Gary Bond', ' Chips Rafferty']",['Donald Pleasence'],['English']
Welcome to the Club,"['Jack Warden', "" Kevin O'Connor"", ' Al Mancini']",['Jack Warden'],"['German75', 'Irish']"
Werewolves on Wheels,"['Billy Gray', ' Stephen Oliver', ' Barry McGuire']",['Billy Gray'],
What's the Matter with Helen?,"['Debbie Reynolds', ' Shelley Winters', ' Dennis Weaver']",['Dennis Weaver'],
Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me?,"['Dustin Hoffman', ' Jack Warden', ' Barbara Harris']",['Dustin Hoffman'],"['Ashkenazi', 'Jewish']"
Who Killed Mary What's 'Er Name?,"['Red Buttons', ' Sam Waterston']",['Red Buttons'],"['Ashkenazi', 'Jewish']"
Wild Rovers,"['William Holden', "" Ryan O'Neal"", ' Karl Malden', ' Joe Don Baker', ' Tom Skerritt']",['William Holden'],"['English', 'Irish', 'French']"
Willard,"['Bruce Davison', ' Ernest Borgnine', ' Elsa Lanchester']",['Bruce Davison'],"['English', 'Dutch']"
Willy Wonka & the Chocolate Factory,"['Gene Wilder', ' Jack Albertson', ' Peter Ostrum']",['Gene Wilder'],"['Ashkenazi', 'Jewish']"
Women in Cages,"['Pam Grier', ' Jennifer Gan', ' Roberta Collins']",[],
You've Got to Walk It Like You Talk It or You'll Lose That Beat,"['Allen Garfield', ' Richard Pryor']",['Allen Garfield'],
The Young Graduates,"['Bruno Kirby', ' Dennis Christopher']",['Bruno Kirby'],['Italian']
Zachariah,"['John Rubinstein', ' Dick Van Patten', ' Don Johnson']",['John Rubinstein'],
The Zodiac Killer,"['Hal Reed', ' Bob Jones', ' Ray Lynch', ' Tom Pittman']",['Hal Reed'],
