0,1,Males,Ethnicity
The Brave,"['Johnny Depp', ' Marlon Brando']",['Johnny Depp'],"['English', 'Irish', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'Welsh', 'French', 'FrenchCanadian', 'Dutch', 'Flemish', 'Belgian', 'German', 'African']"
Breakdown,"['Kurt Russell', ' Kathleen Quinlan', ' J. T. Walsh']",['Kurt Russell'],"['English', 'German', 'Scottish', 'Irish']"
Breast Men,"['Chris Cooper', ' David Schwimmer']",['David Schwimmer'],"['Ashkenazi', 'Jewish']"
Broadway Damage,['Mara Hobel'],[],
A Brooklyn State of Mind,"['Vincent Spano', ' Maria Grazia Cucinotta', ' Danny Aiello']",['Vincent Spano'],
Buddy,"['Rene Russo', ' Robbie Coltrane', ' Alan Cumming']",['Alan Cumming'],['Scottish']
The Butcher Boy,['Stephen Rea'],['Stephen Rea'],
Campfire Tales,['Gunnar Hansen'],['Gunnar Hansen'],
Cannibal Rollerbabes,[''],[],
Casper: A Spirited Beginning,"['Steve Guttenberg', ' Lori Loughlin', ' Rodney Dangerfield']",['Steve Guttenberg'],"['Ashkenazi', 'Jewish']"
Cats Don't Dance,"['Scott Bakula', ' Jasmine Guy', ' Ashley Peldon']",['Scott Bakula'],"['German', 'Bohemian', 'Czech', 'Austrian', 'English', 'Scottish']"
Chasing Amy,"['Ben Affleck', ' Joey Lauren Adams', ' Jason Lee', ' Jason Mewes']",['Ben Affleck'],"['English', 'Irish', 'German', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'French', 'SwissGerman', 'Swedish', 'Welsh']"
Chicago Cab,"['Paul Dillon', ' Gillian Anderson', ' John Cusack', ' Laurie Metcalf', ' Julianne Moore']",['Paul Dillon'],
Chinese Box,"['Jeremy Irons', ' Gong Li']",['Jeremy Irons'],"['English', 'Irish', 'Scottish']"
A Christmas Carol,"['Tim Curry', ' Whoopi Goldberg voices']",['Tim Curry'],"['English', 'Irish', 'Scottish']"
City of Industry,"['Harvey Keitel', ' Stephen Dorff', ' Timothy Hutton', ' Famke Janssen', ' Lucy Liu']",['Harvey Keitel'],"['Ashkenazi', 'Jewish']"
Clockwatchers,"['Toni Collette', ' Lisa Kudrow', ' Parker Posey']",[],
Commandments,"['Aidan Quinn', ' Courteney Cox', ' Anthony LaPaglia']",['Aidan Quinn'],['Irish']
Common Bonds,[''],[],
Con Air,"['Nicolas Cage', ' John Cusack', ' John Malkovich', ' Steve Buscemi', ' Ving Rhames', ' Mykelti Williamson', ' Rachel Ticotin']",['Nicolas Cage'],"['Italian25', 'Polish1875', 'German625', 'British', 'Isles', 'English', 'Scottish']"
Conspiracy Theory,"['Mel Gibson', ' Julia Roberts', ' Patrick Stewart']",['Mel Gibson'],"['Irish125', 'English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'Welsh']"
Contact,"['Jodie Foster', ' Matthew McConaughey', ' James Woods', ' Angela Bassett', ' John Hurt', ' Tom Skerritt', ' David Morse']",['Matthew McConaughey'],"['Irish', 'English', 'Scottish', 'German', 'Swedish', 'Welsh']"
Cop Land,"['Sylvester Stallone', ' Harvey Keitel', ' Ray Liotta', ' Robert De Niro', ' Annabella Sciorra', ' Peter Berg', ' Michael Rapaport']",['Sylvester Stallone'],"['Italian25', 'French', 'Breton25', 'German', 'Ashkenazi', 'Jewish']"
Coven,[''],[],
Crayola Kids Adventures,[''],[],
The Cremaster Cycle,[''],[],
Crowned and Dangerous,"['Yasmine Bleeth', ' Jill Clayburgh']",[],
Danger Zone,"['Billy Zane', ' Robert Downey', ' Jr.', ' Cary-Hiroyuki Tagawa']",['Billy Zane'],['Greek']
Dangerous Ground,"['Ice Cube', ' Elizabeth Hurley', ' Ving Rhames']",[],
Dante's Peak,"['Pierce Brosnan', ' Linda Hamilton']",['Pierce Brosnan'],['Irish']
Deconstructing Harry,"['Kirstie Alley', ' Richard Benjamin', ' Billy Crystal', ' Judy Davis', ' Julia Louis-Dreyfus', ' Demi Moore']",['Richard Benjamin'],
Def Jam's How to Be a Player,['Bill Bellamy'],['Bill Bellamy'],
Defying Gravity,[''],[],
Demolition University,"['Corey Haim', ' Ami Dolenz', ' Laraine Newman']",['Corey Haim'],"['Ashkenazi', 'Jewish']"
Detective Conan: The Time-Bombed Skyscraper,[''],[],
The Devil's Advocate,"['Keanu Reeves', ' Al Pacino', ' Charlize Theron', ' Jeffrey Jones', ' Judith Ivey', ' Craig T. Nelson']",['Keanu Reeves'],"['Native', 'Hawaiian', 'Portuguese', 'English', 'Scottish', 'Chinese', 'Dutch', 'English']"
Different Strokes,"['Dana Plato', '  Bentley Mitchum']",['Bentley Mitchum'],
Dogtown,"['Mary Stuart Masterson', ' Jon Favreau']",['Jon Favreau'],"['FrenchCanadian', 'German', 'Ashkenazi', 'Jewish']"
Donnie Brasco,"['Al Pacino', ' Johnny Depp', ' Michael Madsen', ' Anne Heche', ' Bruno Kirby']",['Al Pacino'],"['Italian', 'Sicilian', 'Neapolitan']"
Double Team,"['Jean-Claude Van Damme', ' Dennis Rodman', ' Mickey Rourke']",['Jean-Claude Van Damme'],"['Belgian', 'Flemish', 'Jewish']"
Dream with the Fishes,['David Arquette'],['David Arquette'],"['English', 'FrenchCanadian', 'SwissGerman', 'German', 'Scottish', 'Irish', 'Welsh', 'Ashkenazi', 'Jewish']"
The Edge,"['Anthony Hopkins', ' Alec Baldwin', ' Harold Perrineau', ' Elle MacPherson']",['Anthony Hopkins'],"['Welsh', 'English']"
Eight Days a Week,['Keri Russell'],[],
Elevated,[''],[],
Elvis Meets Nixon,"['Rick Peters', ' Bob Gunton']",['Rick Peters'],
The End of Violence,"['Bill Pullman', ' Andie MacDowell', ' Gabriel Byrne']",['Bill Pullman'],"['Scottish', 'Northern', 'Irish', 'Dutch']"
Ernest Goes to Africa,['Jim Varney'],['Jim Varney'],"['English', 'Scottish', 'German', 'Dutch']"
Eve's Bayou,"['Samuel L. Jackson', ' Lynn Whitfield']",['Samuel L. Jackson'],"['AfricanAmerican', 'English']"
Event Horizon,"['Laurence Fishburne', ' Sam Neill', ' Kathleen Quinlan', ' Joely Richardson', ' Richard T. Jones', ' Jack Noseworthy', ' Jason Isaacs', ' Sean Pertwee']",['Laurence Fishburne'],['AfricanAmerican']
The Ex,"['Yancy Butler', ' Suzy Amis']",[],
Excess Baggage,"['Alicia Silverstone', ' Benicio del Toro', ' Christopher Walken', ' Harry Connick', ' Jr.']",['Benicio del Toro'],"['Puerto', 'Rican', 'SpanishCatalan', 'IndigenousTaíno', 'Basque', 'Italian']"
Face/Off,"['John Travolta', ' Nicolas Cage', ' Joan Allen', ' Alessandro Nivola', ' Gina Gershon', ' Dominique Swain']",['John Travolta'],"['ItalianSicilian50', 'Irish']"
FairyTale: A True Story,"[""Peter O'Toole"", ' Harvey Keitel']",['Harvey Keitel'],"['Ashkenazi', 'Jewish']"
Fakin' Da Funk,"['Pam Grier', ' Duane Martin']",['Duane Martin'],
"Fast, Cheap and Out of Control",['profile of 4 unusual occupations'],[],
Fathers' Day,"['Robin Williams', ' Billy Crystal', ' Julia Louis-Dreyfus', ' Nastassja Kinski', ' Charlie Hofheimer', ' Bruce Greenwood', ' Jared Harris']",['Billy Crystal'],"['Ashkenazi', 'Jewish']"
Favorite Son,[''],[],
Fierce Creatures,"['John Cleese', ' Jamie Lee Curtis', ' Kevin Kline', ' Michael Palin']",['John Cleese'],['English']
The Fifth Element,"['Bruce Willis', ' Gary Oldman', ' Milla Jovovich', ' Chris Tucker', ' Ian Holm', ' Luke Perry']",['Bruce Willis'],"['English', 'Dutch', 'French', 'Welsh', 'Irish', 'German']"
Fire Down Below,"['Steven Seagal', ' Marg Helgenberger', ' Kris Kristofferson', ' Harry Dean Stanton', ' Stephen Lang', ' Levon Helm']",['Steven Seagal'],"['Jewish', 'English', 'German', 'Irish', 'Dutch']"
Firehouse,"['Richard Dean Anderson', ' Edie Falco']",['Richard Dean Anderson'],"['FinlandSwedish', 'English', 'German', 'Scottish', 'FrenchCanadian', 'Irish']"
Firelight,['Sophie Marceau'],[],
First Time Felon,"['Omar Epps', ' Delroy Lindo']",['Omar Epps'],['AfricanAmerican']
Flash,"['Lucas Black', ' Ellen Burstyn']",['Lucas Black'],"['English', 'Welsh']"
Flubber,"['Robin Williams', ' Marcia Gay Harden', ' Christopher McDonald', ' Ted Levine', ' Raymond J. Barry', ' Clancy Brown']",['Christopher McDonald'],['Irish']
Flying Saucer Rock'n'Roll,[''],[],
Free Willy 3: The Rescue,['Jason James Richter'],['Jason James Richter'],
Fools Rush In,"['Matthew Perry', ' Salma Hayek']",['Matthew Perry'],"['FrenchCanadian', 'English', 'Irish', 'German', 'SwissGerman']"
For Richer or Poorer,"['Tim Allen', ' Kirstie Alley']",['Tim Allen'],"['German', 'English', 'Irish', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'Welsh']"
Full Tilt Boogie,[''],[],
Future War,['Daniel Bernhardt'],['Daniel Bernhardt'],
G.I. Jane,"['Demi Moore', ' Viggo Mortensen', ' Anne Bancroft']",['Viggo Mortensen'],"['English', 'Scottish']"
The Game,"['Michael Douglas', ' Sean Penn', ' James Rebhorn', ' Deborah Kara Unger', ' Carroll Baker']",['Michael Douglas'],"['Ashkenazi', 'Jewish', 'English', 'Irish', 'Welsh', 'Dutch', 'Scottish', 'Belgian', 'French']"
Gang Related,"['James Belushi', ' Tupac Shakur', ' Lela Rochon']",['James Belushi'],['Albanian']
Gattaca,"['Ethan Hawke', ' Uma Thurman', ' Jude Law']",['Ethan Hawke'],"['English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'German']"
George Wallace,"['Gary Sinise', ' Mare Winningham', ' Angelina Jolie']",['Gary Sinise'],"['Italian', 'German', 'Swedish', 'English', 'ScotsIrishNorthern', 'Irish', 'Irish', 'French']"
George of the Jungle,"['Brendan Fraser', ' Leslie Mann', ' Thomas Haden Church']",['Brendan Fraser'],"['Irish', 'Scottish', 'German', 'Czech', 'FrenchCanadian', 'English']"
Geri's Game,[''],[],
Get a Clue,"['Ray Walston', ' Diane Ladd', ' Sally Kirkland']",['Ray Walston'],
Ghosts,['Michael Jackson'],['Michael Jackson'],['AfricanAmerican']
Going All the Way,"['Jeremy Davies', ' Ben Affleck', ' Amy Locane', ' Rose McGowan', ' Rachel Weisz']",['Jeremy Davies'],"['Scottish', 'Welsh', 'English']"
Gone Fishin',"['Joe Pesci', ' Danny Glover', ' Rosanna Arquette', ' Lynn Whitfield']",['Joe Pesci'],['Italian']
Good Burger,"['Kenan Thompson', ' Kel Mitchell']",['Kenan Thompson'],['AfricanAmerican']
Good Will Hunting,"['Matt Damon', ' Robin Williams', ' Ben Affleck', ' Minnie Driver', ' Stellan Skarsgård']",['Matt Damon'],"['Scottish', 'Welsh', 'Finnish', 'Swedish', 'Norwegian']"
Goodbye America,"['Wolfgang Bodison', ' Corin Nemec']",['Wolfgang Bodison'],
Grateful Dead: Downhill from Here,['The Grateful Dead'],['The Grateful Dead'],
Gridlock'd,"['Tim Roth', ' Tupac Shakur']",['Tim Roth'],"['Irish', 'English']"
Grosse Pointe Blank,"['John Cusack', ' Minnie Driver', ' Dan Aykroyd', ' Alan Arkin']",['John Cusack'],['Irish']
Hacks,"['Stephen Rea', ' Illeana Douglas', ' John Ritter']",['Stephen Rea'],
Hands on a Hard Body: The Documentary,[''],[],
Hard Eight,"['Philip Baker Hall', ' John C. Reilly', ' Gwyneth Paltrow', ' Samuel L. Jackson']",['Philip Baker Hall'],"['English', 'German', 'ScotsIrishNorthern', 'Irish', 'AfricanAmerican']"
Hav Plenty,[''],[],
Henry Fool,"['Thomas Jay Ryan', ' Parker Posey']",['Thomas Jay Ryan'],
Hercules,[''],[],
Highball,"['Justine Bateman', ' Peter Bogdanovich']",['Peter Bogdanovich'],"['Ashkenazi', 'Jewish']"
Hitler,[''],[],
Home Alone 3,['Alex D. Linz'],['Alex D. Linz'],"['Irish', 'English', 'Ashkenazi', 'Jewish']"
"Honey, We Shrunk Ourselves",['Rick Moranis'],['Rick Moranis'],"['Ashkenazi', 'Jewish']"
Hoodlum,"['Laurence Fishburne', ' Tim Roth', ' Vanessa Williams', ' Andy García']",['Laurence Fishburne'],['AfricanAmerican']
The House of Yes,"['Parker Posey', ' Josh Hamilton', ' Tori Spelling', ' Freddie Prinze', ' Jr.', ' Genevieve Bujold']",['Josh Hamilton'],"['English', 'Irish', 'Scottish', 'Italian', 'Norwegian', 'Portuguese', 'French']"
Hugo Pool,"['Alyssa Milano', ' Patrick Dempsey']",['Patrick Dempsey'],"['German', 'English', 'Scottish', 'Swedish', 'Native', 'American']"
Hurricane Streets,['Heather Matarazzo'],[],
I Know What You Did Last Summer,"['Jennifer Love Hewitt', ' Sarah Michelle Gellar', ' Ryan Phillippe', ' Freddie Prinze', ' Jr.', ' Johnny Galecki', ' Bridgette Wilson', ' Anne Heche']",['Ryan Phillippe'],"['English', 'German', 'Alsatian', 'German', 'Scottish', 'SwissGerman']"
I Married a Strange Person!,[''],[],
I'm Bout It,['Master P'],['Master P'],
The Ice Storm,"['Kevin Kline', ' Joan Allen', ' Sigourney Weaver', ' Tobey Maguire', ' Christina Ricci', ' Elijah Wood']",['Kevin Kline'],"['Jewish', 'Irish']"
In & Out,"['Kevin Kline', ' Joan Cusack', ' Tom Selleck', ' Matt Dillon', ' Bob Newhart', ' Debbie Reynolds', ' Wilford Brimley']",['Kevin Kline'],"['Jewish', 'Irish']"
In the Company of Men,"['Aaron Eckhart', ' Matt Molloy']",['Aaron Eckhart'],"['German', 'German', 'English', 'Scottish', 'Northern', 'Irish']"
In the Gloaming,"['Glenn Close', ' Bridget Fonda', ' Whoopi Goldberg', ' Robert Sean Leonard', ' David Strathairn']",['Glenn Close'],"['English', 'Scottish', 'German', 'Dutch', 'French', 'Welsh', 'SwissGerman']"
Inferno,['Don Wilson'],['Don Wilson'],
The Informant,"['Cary Elwes', ' Timothy Dalton']",['Timothy Dalton'],['English']
Intensity,"['Piper Laurie', ' Molly Parker']",[],
Inventing the Abbotts,"['Liv Tyler', ' Jennifer Connelly', ' Joaquin Phoenix', ' Billy Crudup', ' Joanna Going']",['Joaquin Phoenix'],"['English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'German', 'Irish', 'Welsh', 'French', 'Huguenot', 'Ashkenazi', 'Jewish']"
It's In the Water,[''],[],
L.A. Confidential,"['Kevin Spacey', ' Russell Crowe', ' Guy Pearce', ' Kim Basinger', ' Danny DeVito', ' James Cromwell', ' David Strathairn', ' Simon Baker']",['Kevin Spacey'],"['Swedish', 'English', 'Welsh']"
The Land Before Time V: The Mysterious Island,[''],[],
Last Stand at Saber River,"['Tom Selleck', ' Keith Carradine', ' Haley Joel Osment']",['Tom Selleck'],"['English', 'Scottish', 'Irish', 'German', 'English']"
The Last Time I Committed Suicide,"['Thomas Jane', ' Keanu Reeves']",['Thomas Jane'],"['Irish', 'Scottish', 'German', 'Jewish', 'Blackfoot', 'Native', 'American']"
Latter-Day Saints,[''],[],
Lawn Dogs,"['Sam Rockwell', ' Mischa Barton', ' Kathleen Quinlan']",['Sam Rockwell'],"['German', 'Irish', 'English', 'Dutch']"
Leave It to Beaver,"['Christopher McDonald', ' Janine Turner']",['Christopher McDonald'],['Irish']
Leprechaun 4: In Space,['Warwick Davis'],['Warwick Davis'],"['English', 'Welsh', 'Irish']"
Lewis and Clark and George,"['Rose McGowan', ' Dan Gunther']",['Dan Gunther'],
Liar Liar,"['Jim Carrey', ' Justin Cooper', ' Maura Tierney', ' Cary Elwes', ' Jennifer Tilly', ' Amanda Donohoe', ' Swoosie Kurtz']",['Jim Carrey'],"['FrenchCanadian', 'English', 'Scottish', 'Irish']"
Liberty!,"['Roger Rees', ' Philip Seymour Hoffman', ' Donna Murphy']",['Roger Rees'],
A Life Less Ordinary,"['Ewan McGregor', ' Cameron Diaz', ' Holly Hunter', ' Delroy Lindo', ' Ian Holm']",['Ewan McGregor'],"['Scottish', 'German']"
Little City,"['Josh Charles', ' Jon Bon Jovi', ' Penelope Ann Miller']",['Josh Charles'],"['Jewish', 'German', 'English', 'Scottish']"
Little Red Riding Hood,[''],[],
Lolita,"['Dominique Swain', ' Jeremy Irons', ' Frank Langella', ' Melanie Griffith']",['Jeremy Irons'],"['English', 'Irish', 'Scottish']"
Lost Highway,"['Bill Pullman', ' Patricia Arquette', ' Balthazar Getty', ' Robert Loggia', ' Robert Blake']",['Bill Pullman'],"['Scottish', 'Northern', 'Irish', 'Dutch']"
The Lost World: Jurassic Park,"['Jeff Goldblum', ' Julianne Moore', ' Pete Postlethwaite', ' Arliss Howard', ' Richard Attenborough']",['Jeff Goldblum'],"['Ashkenazi', 'Jewish']"
Love Jones,"['Larenz Tate', ' Nia Long']",['Larenz Tate'],
Love and Death on Long Island,"['John Hurt', ' Jason Priestley']",['John Hurt'],['English']
Love! Valour! Compassion!,"['Jason Alexander', ' John Glover']",['Jason Alexander'],"['Ashkenazi', 'Jewish']"
Lovelife,"['Carla Gugino', ' Sherilyn Fenn']",[],
Lucky Three,[''],[],
MPG: Motion Picture Genocide,[''],[],
Mad City,"['Dustin Hoffman', ' John Travolta', ' Mia Kirshner', ' Alan Alda', ' Blythe Danner']",['Dustin Hoffman'],"['Ashkenazi', 'Jewish']"
The Man Who Knew Too Little,"['Bill Murray', ' Joanne Whalley', ' Peter Gallagher']",['Bill Murray'],['Irish']
Masterminds,"['Patrick Stewart', ' Vincent Kartheiser', ' Brenda Fricker']",['Patrick Stewart'],"['English', 'Scottish']"
The MatchMaker,"['Janeane Garofalo', "" David O'Hara"", "" Milo O'Shea"", ' Denis Leary']",['Denis Leary'],['Irish']
McHale's Navy,"['Tom Arnold', ' Tim Curry', ' David Alan Grier', ' Debra Messing']",['Tom Arnold'],"['Swedish', 'German', 'English', 'Irish', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'French', 'French', 'Huguenot', 'Dutch']"
Mean Guns,"['Ice-T', ' Christopher Lambert']",['Christopher Lambert'],"['Ashkenazi', 'Jewish', 'Sephardi', 'Jewish', 'Belgian', 'Flemish', 'Dutch', 'French', 'Italian']"
Meet Wally Sparks,"['Rodney Dangerfield', ' Burt Reynolds', ' Cindy Williams']",['Rodney Dangerfield'],"['Ashkenazi', 'Jewish']"
The Member of the Wedding,"['Anna Paquin', ' Alfre Woodard']",[],
Men in Black,"['Will Smith', ' Tommy Lee Jones', "" Vincent D'Onofrio"", ' Linda Fiorentino', ' Rip Torn', ' Tony Shalhoub']",['Will Smith'],['AfricanAmerican']
Men with Guns,['Mandy Patinkin'],[],
Metro,"['Eddie Murphy', ' Michael Wincott', ' Michael Rapaport']",['Eddie Murphy'],['AfricanAmerican']
The Midas Touch,"[""Trever O'Brien""]",[],
Midnight in the Garden of Good and Evil,"['Kevin Spacey', ' John Cusack', ' Jude Law']",['Kevin Spacey'],"['Swedish', 'English', 'Welsh']"
Mighty Ducks the Movie: The First Face-Off,"['voices of Brad Garrett', ' James Belushi', ' Tim Curry']",['James Belushi'],['Albanian']
Mimic,"['Mira Sorvino', ' Jeremy Northam', ' Josh Brolin', ' Charles S. Dutton', ' Giancarlo Giannini', ' F. Murray Abraham']",['Jeremy Northam'],['English']
Miss Evers' Boys,"['Alfre Woodard', ' Laurence Fishburne']",['Laurence Fishburne'],['AfricanAmerican']
Money Talks,"['Chris Tucker', ' Charlie Sheen', ' Heather Locklear', ' Paul Sorvino']",['Paul Sorvino'],['Italian']
Monty Roberts: A Real Horse Whisperer,[''],[],
Mortal Kombat: Annihilation,"['Robin Shou', ' Talisa Soto', ' Sandra Hess', ' James Remar', ' Brian Thompson']",['James Remar'],"['Jewish', 'English']"
Most Wanted,"['Keenen Ivory Wayans', ' Jon Voight', ' Jill Hennessy', ' Robert Culp', ' Eric Roberts']",['Keenen Ivory Wayans'],
