0,1,Males,Ethnicity
A.D.,[''],[],
The Adventures of Mark Twain,['James Whitmore'],['James Whitmore'],
After Hours,"['Griffin Dunne', ' Rosanna Arquette', ' Verna Bloom', ' Linda Fiorentino', "" Catherine O'Hara"", ' Teri Garr', ' John Heard']",['Griffin Dunne'],"['Irish', 'Irish', 'English', 'German', 'Mexican', 'Swedish']"
Agnes of God,"['Jane Fonda', ' Anne Bancroft', ' Meg Tilly']",[],
Alamo Bay,"['Amy Madigan', ' Ed Harris', ' Ho Nguyen']",['Ed Harris'],"['English', 'German', 'Scottish', 'Welsh']"
Alice in Wonderland,"['Natalie Gregory', ' Red Buttons', ' Roddy McDowall', ' Jayne Meadows', ' Scott Baio', ' Robert Morley', ' Anthony Newley', ' Imogene Coca', ' Telly Savalas', ' Ringo Starr', ' Shelley Winters']",['Red Buttons'],"['Ashkenazi', 'Jewish']"
American Flyers,"['Kevin Costner', ' David Marshall Grant', ' Rae Dawn Chong', ' Alexandra Paul', ' Janice Rule', ' John Amos']",['Kevin Costner'],"['English', 'German', 'SwissGerman', 'Scottish', 'Welsh', 'Irish', 'ScotsIrishNorthern', 'Irish']"
American Ninja,"['Michael Dudikoff', ' Steve James', ' Judie Aronson']",['Michael Dudikoff'],['FrenchCanadian']
Anna Karenina,"['Jacqueline Bisset', ' Christopher Reeve', ' Paul Scofield', ' Ian Ogilvy']",['Christopher Reeve'],"['English', 'Irish', 'Welsh', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'German', 'French']"
Appointment with Fear,"['Michele Little', ' Douglas Rowe', ' Garrick Dowhen', ' Kerry Remsen']",['Douglas Rowe'],
Avenging Angel,"['Betsy Russell', ' Ossie Davis', ' Rory Calhoun']",[],
"Aviator, The","['Rosanna Arquette', ' Christopher Reeve', ' Tyne Daly']",['Christopher Reeve'],"['English', 'Irish', 'Welsh', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'German', 'French']"
Baby: Secret of the Lost Legend,"['William Katt', ' Sean Young', ' Patrick McGoohan', ' Julian Fellowes']",['William Katt'],"['English', 'ScotsIrishNorthern', 'Irish']"
Back to the Future,"['Michael J. Fox', ' Christopher Lloyd', ' Lea Thompson', ' Crispin Glover', ' Thomas F. Wilson']",['Michael J. Fox'],"['Irish', 'English', 'Scottish']"
Bad Medicine,"['Steve Guttenberg', ' Alan Arkin', ' Julie Hagerty', ' Curtis Armstrong']",['Steve Guttenberg'],"['Ashkenazi', 'Jewish']"
"Bad Seed, The","['Blair Brown', ' Lynn Redgrave', ' David Carradine']",['David Carradine'],"['English', 'German', 'Scottish', 'Irish', 'Welsh', 'Dutch']"
Barbarian Queen,['Lana Clarkson'],[],
Beer,"['Rip Torn', ' Loretta Swit', ' David Alan Grier']",['Rip Torn'],"['German375', 'Moravian125', 'Austrian125', 'Bohemian']"
Better Off Dead,"['John Cusack', ' Diane Franklin', ' David Ogden Stiers', ' Kim Darby']",['John Cusack'],['Irish']
Black Arrow,"['Oliver Reed', ' Fernando Rey', ' Donald Pleasence']",['Oliver Reed'],"['English', 'German', 'Lithuanian', 'Dutch']"
"Black Cauldron, The","['Grant Bardsley', ' Susan Sheridan', ' Freddie Jones', ' Nigel Hawthorne']",['Grant Bardsley'],
"Boys Next Door, The","['Charlie Sheen', ' Maxwell Caulfield', "" Patti D'Arbanville""]",['Maxwell Caulfield'],
Brazil,"['Jonathan Pryce', ' Kim Greist', ' Michael Palin', ' Robert De Niro', ' Katherine Helmond']",['Jonathan Pryce'],['Welsh']
The Breakfast Club,"['Emilio Estevez', ' Anthony Michael Hall', ' Judd Nelson', ' Molly Ringwald', ' Ally Sheedy', ' Paul Gleason', ' John Kapelos']",['Emilio Estevez'],"['Galician', 'Spanish', 'Irish', 'English', 'Scottish']"
Brewster's Millions,"['Richard Pryor', ' John Candy', ' Lonette McKee']",['Richard Pryor'],"['AfricanAmerican', 'Native', 'American']"
The Bride,"['Sting', ' Jennifer Beals', ' Anthony Higgins', ' Clancy Brown']",['Anthony Higgins'],
Bridge to Terabithia,"['Julian Coutts', ' Julie Beaulieu', "" Annette O'Toole"", ' Tom Heaton']",['Julian Coutts'],
Bring on the Night,"['Sting', ' Branford Marsalis']",['Branford Marsalis'],"['AfricanAmerican', 'Louisiana', 'Creole', 'African', 'French']"
Cat's Eye,"['Drew Barrymore', ' James Woods', ' Robert Hays', ' Alan King']",['Drew Barrymore'],"['Irish', 'German', 'Hungarian']"
Certain Fury,"[""Tatum O'Neal"", ' Irene Cara', ' Peter Fonda']",['Peter Fonda'],"['Dutch', 'English', 'Scottish', 'FrenchCanadian', 'Italian', 'German', 'Belgian', 'Flemish', 'Norwegian', 'Cornish']"
"Chorus Line, A","['Michael Douglas', ' Audrey Landers', ' Janet Jones']",['Michael Douglas'],"['Ashkenazi', 'Jewish', 'English', 'Irish', 'Welsh', 'Dutch', 'Scottish', 'Belgian', 'French']"
Clue,"['Tim Curry', ' Madeline Kahn', ' Lesley Ann Warren', ' Martin Mull', ' Eileen Brennan', ' Christopher Lloyd', ' Michael McKean', ' Colleen Camp']",['Tim Curry'],"['English', 'Irish', 'Scottish']"
The Coca-Cola Kid,"['Eric Roberts', ' Greta Scacchi']",['Eric Roberts'],"['English', 'German', 'Swedish', 'Irish', 'Scottish', 'Welsh', 'French']"
Cocoon,"['Don Ameche', ' Wilford Brimley', ' Hume Cronyn', ' Jessica Tandy', ' Maureen Stapleton', ' Steve Guttenberg', ' Brian Dennehy']",['Don Ameche'],"['German', 'English', 'Scottish', 'Irish']"
Code of Silence,"['Chuck Norris', ' Molly Hagan', ' Henry Silva', ' Mike Genovese']",['Chuck Norris'],"['English', 'Scottish', 'Welsh', 'German', 'French', 'Swedish', 'Dutch']"
"Color Purple, The","['Whoopi Goldberg', ' Danny Glover', ' Oprah Winfrey', ' Margaret Avery', ' Laurence Fishburne', ' Adolph Caesar', ' Rae Dawn Chong']",['Danny Glover'],['AfricanAmerican']
Commando,"['Arnold Schwarzenegger', ' Rae Dawn Chong', ' Dan Hedaya', ' Vernon Wells', ' Bill Duke', ' David Patrick Kelly']",['Arnold Schwarzenegger'],['Austrian']
Compromising Positions,"['Susan Sarandon', ' Raúl Juliá', ' Mary Beth Hurt', ' Joe Mantegna']",['Raúl Juliá'],
Creator,"[""Peter O'Toole"", ' Mariel Hemingway', ' Vincent Spano', ' Virginia Madsen']",['Vincent Spano'],
Creature,"['Stan Iver', ' Diane Salinger', ' Klaus Kinski']",['Stan Iver'],
Crimewave,"['Louise Lasser', ' Bruce Campbell']",['Bruce Campbell'],"['Scottish', 'English']"
D.A.R.Y.L.,"['Barret Oliver', ' Michael McKean', ' Mary Beth Hurt', ' Colleen Camp']",['Barret Oliver'],
Day of the Dead,"['Lori Cardille', ' Sherman Howard']",['Sherman Howard'],
Death Wish 3,"['Charles Bronson', ' Martin Balsam']",['Charles Bronson'],"['Lithuanian', 'Polish', 'Eastern', 'European']"
Def-Con 4,"['Lenore Zann', ' Maury Chaykin', ' Kate Lynch']",['Maury Chaykin'],
Desert Hearts,"['Helen Shaver', ' Audra Lindley', ' Patricia Charbonneau']",[],
Desperately Seeking Susan,"['Rosanna Arquette', ' Aidan Quinn', ' Madonna']",['Aidan Quinn'],['Irish']
Dim Sum: A Little Bit of Heart,"['Laureen Chew', ' Kim Chew', ' Victor Wong']",['Victor Wong'],
"Dungeonmaster, The","['Jeffrey Byron', ' Richard Moll']",['Jeffrey Byron'],
Eleni,"['Kate Nelligan', ' John Malkovich', ' Linda Hunt']",['John Malkovich'],"['FrenchCanadianFrench', 'English', 'German', 'Scottish']"
"Emerald Forest, The","['Powers Boothe', ' Charley Boorman', ' Meg Foster']",['Powers Boothe'],"['English', 'ScotsIrishNorthern', 'Irish', 'German', 'Dutch']"
Enemy Mine,"['Dennis Quaid', ' Louis Gossett', ' Jr.']",['Dennis Quaid'],"['English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'Irish', 'German']"
Ewoks: The Battle for Endor,"['Wilford Brimley', ' Warwick Davis', ' Aubree Miller']",['Wilford Brimley'],"['English25', 'Scottish25', 'Danish125', 'Welsh625', 'GermanSwissGerman']"
