0,1,Males,Ethnicity
13 West Street,"['Alan Ladd', ' Rod Steiger', ' Dolores Dorn']",['Alan Ladd'],"['English', 'Irish']"
The 300 Spartans,"['Richard Egan', ' Diane Baker']",['Richard Egan'],
40 Pounds of Trouble,"['Tony Curtis', ' Suzanne Pleshette', ' Phil Silvers']",['Tony Curtis'],"['Ashkenazi', 'Jewish']"
Advise & Consent,"['Henry Fonda', ' Charles Laughton', ' Don Murray', ' Walter Pidgeon', ' Gene Tierney', ' Peter Lawford', ' George Grizzard', ' Burgess Meredith', ' Lew Ayres', ' Paul Ford']",['Henry Fonda'],"['Dutch', 'English', 'Scottish', 'Norwegian', 'German', 'Italian']"
Air Patrol,"['Willard Parker', ' Merry Anders', ' Robert Dix']",['Willard Parker'],
All Fall Down,"['Eva Marie Saint', ' Warren Beatty']",['Warren Beatty'],"['English', 'Scottish', 'Irish', 'French', 'Danish', 'Dutch']"
Bachelor Flat,"['Terry-Thomas', ' Tuesday Weld', ' Celeste Holm']",[],
Beauty and the Beast,"['Joyce Taylor', ' Mark Damon', ' Merry Anders']",['Mark Damon'],"['Ashkenazi', 'Jewish']"
The Bellboy and the Playgirls,['June Wilkinson'],[],
Big Red,"['Walter Pidgeon', ' Janette Bertrand']",['Walter Pidgeon'],
Billy Rose's Jumbo,"['Doris Day', ' Jimmy Durante', ' Stephen Boyd', ' Martha Raye']",['Jimmy Durante'],['Italian']
Birdman of Alcatraz,"['Burt Lancaster', ' Karl Malden', ' Telly Savalas']",['Burt Lancaster'],"['Northern', 'Irish', 'ScotsIrish']"
Black Gold,"['Diane McBain', ' Fay Spain', ' Philip Carey']",['Philip Carey'],
Bon Voyage!,"['Fred MacMurray', ' Jane Wyman']",['Fred MacMurray'],['German']
Boys' Night Out,"['James Garner', ' Kim Novak', ' Tony Randall']",['James Garner'],"['English', 'Irish', 'German', 'Welsh', 'SwissGerman']"
The Brain That Wouldn't Die,"['Jason Evers', ' Virginia Leith']",['Jason Evers'],
The Broken Land,"['Kent Taylor', ' Diana Darrin', ' Jody McCrea']",['Kent Taylor'],
Brushfire,"['John Ireland', ' Jo Morrow']",['John Ireland'],
Buddies Thicker Than Water,['Tom and Jerry'],['Tom and Jerry'],
The Cabinet of Caligari,"['Glynis Johns', "" Dan O'Herlihy""]",[],
Cape Fear,"['Robert Mitchum', ' Gregory Peck', ' Polly Bergen', ' Telly Savalas', ' Martin Balsam', ' Lori Martin', ' Barrie Chase']",['Robert Mitchum'],"['Welsh', 'Norwegian']"
The Captive City,"['David Niven', ' Ben Gazzara', ' Martin Balsam', ' Lea Massari']",['David Niven'],"['English', 'Scottish', 'French']"
Carmen Get It!,['Tom and Jerry'],['Tom and Jerry'],
Carnival of Souls,"['Candace Hilligoss', ' Art Ellison']",['Art Ellison'],
The Chapman Report,"['Shelley Winters', ' Jane Fonda', ' Claire Bloom']",[],
"The Commies Are Coming, the Commies Are Coming","['Jack Kelly', ' Jeanne Cooper']",['Jack Kelly'],
Confessions of an Opium Eater,"['Vincent Price', ' Philip Ahn']",['Vincent Price'],"['English', 'German', 'French', 'Dutch']"
Convicts 4,"['Ben Gazzara', ' Stuart Whitman', ' Sammy Davis Jr.']",['Ben Gazzara'],"['Italian', 'Sicilian']"
The Couch,"['Grant Williams', ' Shirley Knight']",['Grant Williams'],
The Counterfeit Traitor,"['William Holden', ' Lilli Palmer', ' Hugh Griffith']",['William Holden'],"['English', 'Irish', 'French']"
The Creation of the Humanoids,"['Don Megowan', ' Dudley Manlove']",['Don Megowan'],
David and Lisa,"['Keir Dullea', ' Janet Margolin']",['Keir Dullea'],
Days of Wine and Roses,"['Jack Lemmon', ' Lee Remick', ' Jack Klugman']",['Jack Lemmon'],"['English', 'Irish', 'Scottish', 'French', 'Dutch', 'Welsh']"
Deadly Duo,"['Marcia Henderson', ' Irene Tedrow']",[],
Don't Knock the Twist,"['Chubby Checker', ' Lang Jeffries']",['Chubby Checker'],
Escape from East Berlin,"['Don Murray', ' Christine Kaufmann', ' Werner Klemperer']",['Don Murray'],
Escape from Zahrain,"['Yul Brynner', ' Sal Mineo', ' Jack Warden']",['Yul Brynner'],"['Russian25', 'SwissGerman']"
Experiment in Terror,"['Glenn Ford', ' Lee Remick', ' Stefanie Powers', ' Ross Martin']",['Glenn Ford'],"['English', 'Scottish', 'Irish', 'Dutch']"
FBI Code 98,"['Jack Kelly', ' Ray Danton']",['Jack Kelly'],
The Firebrand,"['Kent Taylor', ' Valentin de Vargas', ' Lisa Montell']",['Kent Taylor'],
Five Finger Exercise,"['Rosalind Russell', ' Jack Hawkins']",['Jack Hawkins'],
Five Miles to Midnight,"['Sophia Loren', ' Anthony Perkins']",['Anthony Perkins'],"['English', 'Irish', 'Dutch', 'German']"
