0,1,Males,Ethnicity
Almost Summer,"['Bruno Kirby', ' Lee Purcell', ' Didi Conn']",['Bruno Kirby'],['Italian']
Alucarda,"['Tina Romero', ' Susana Kamin', ' Claudio Brook']",['Claudio Brook'],
American Boy: A Profile of Steven Prince,"['Steven Prince', ' Martin Scorsese']",['Steven Prince'],
American Hot Wax,"['Tim McIntire', ' Fran Drescher', ' Jay Leno', ' Laraine Newman', ' Chuck Berry']",['Tim McIntire'],
Attack of the Killer Tomatoes,"['David Miller', ' George Wilson', ' Costa Dillon', ' Eric Christmas']",['David Miller'],['Dutch']
Avalanche,"['Rock Hudson', ' Mia Farrow', ' Robert Forster']",['Rock Hudson'],"['German', 'SwissGerman25', 'English25', 'Irish']"
The Bad News Bears Go to Japan,"['Tony Curtis', ' Jackie Earle Haley']",['Tony Curtis'],"['Ashkenazi', 'Jewish']"
Battlestar Galactica,"['Richard Hatch', ' Dirk Benedict', ' Lorne Greene']",['Richard Hatch'],
The Betsy,"['Laurence Olivier', ' Tommy Lee Jones', ' Robert Duvall', ' Katharine Ross', ' Lesley-Anne Down', ' Kathleen Beller', ' Joseph Wiseman', ' Jane Alexander']",['Laurence Olivier'],"['English', 'French', 'Huguenot']"
The Big Fix,"['Richard Dreyfuss', ' Susan Anspach', ' Bonnie Bedelia', ' John Lithgow', ' F. Murray Abraham']",['Richard Dreyfuss'],"['Ashkenazi', 'Jewish']"
Big Wednesday,"['Jan-Michael Vincent', ' William Katt', ' Gary Busey']",['Jan-Michael Vincent'],
Bloodbrothers,"['Paul Sorvino', ' Tony Lo Bianco', ' Richard Gere']",['Paul Sorvino'],['Italian']
Blue Collar,"['Richard Pryor', ' Harvey Keitel', ' Yaphet Kotto']",['Richard Pryor'],"['AfricanAmerican', 'Native', 'American']"
 Born Again ,"['Dean Jones', ' Anne Francis', ' Dana Andrews']",['Dean Jones'],
The Boys from Brazil ,"['Gregory Peck', ' Laurence Olivier', ' James Mason', ' Lilli Palmer', ' Steve Guttenberg', ' Uta Hagen', ' Denholm Elliott', ' John Dehner', ' Anne Meara']",['Gregory Peck'],"['Irish', 'English', 'German', 'Welsh']"
The Boys in Company C,"['Stan Shaw', ' Andrew Stevens', ' R. Lee Ermey', ' James Whitmore Jr.']",['Stan Shaw'],
The Brink's Job,"['Peter Falk', ' Peter Boyle', ' Warren Oates', ' Gena Rowlands', ' Paul Sorvino']",['Peter Falk'],"['Ashkenazi', 'Jewish']"
The Buddy Holly Story,"['Gary Busey', ' Charles Martin Smith', ' Don Stroud', ' Conrad Janis']",['Gary Busey'],
California Suite,"['Jane Fonda', ' Alan Alda', ' Maggie Smith', ' Michael Caine', ' Bill Cosby', ' Richard Pryor', ' Walter Matthau']",['Alan Alda'],['Irish']
Capricorn One,"['Elliott Gould', ' Sam Waterston', ' James Brolin', ' O. J. Simpson', ' Brenda Vaccaro', ' Hal Holbrook']",['Elliott Gould'],"['Ashkenazi', 'Jewish']"
Caravans,"['Anthony Quinn', ' Michael Sarrazin', ' Behrouz Vossoughi']",['Anthony Quinn'],"['Irish75', 'Mexican', 'Spanish', 'Indigenous']"
Casey's Shadow,"['Walter Matthau', ' Alexis Smith', ' Murray Hamilton']",['Walter Matthau'],"['Ashkenazi', 'Jewish']"
The Cat from Outer Space,"['Sandy Duncan', ' Roddy McDowall', ' Ken Berry']",['Roddy McDowall'],"['English', 'Irish']"
The Cheap Detective,"['Peter Falk', ' Ann-Margret', ' Sid Caesar', ' Dom DeLuise', ' Stockard Channing', ' Louise Fletcher', ' Marsha Mason']",['Peter Falk'],"['Ashkenazi', 'Jewish']"
