0,1,Males,Ethnicity
Champagne for Breakfast,"['Mary Carlisle', ' Hardie Albright']",['Hardie Albright'],
Charlie Chan in Egypt,"['Warner Oland', ' Rita Hayworth', ' Pat Paterson']",['Warner Oland'],
Charlie Chan in Paris,"['Warner Oland', ' Mary Brian']",['Warner Oland'],
Charlie Chan in Shanghai,"['Warner Oland', ' Irene Hervey', ' Jon Hall']",['Warner Oland'],
Chasing Yesterday,"['Anne Shirley', ' O. P. Heggie', ' Helen Westley']",[],
Cheers of the Crowd,"['Russell Hopton', ' Irene Ware']",['Russell Hopton'],
China Seas,"['Clark Gable', ' Jean Harlow', ' Wallace Beery']",['Clark Gable'],"['German', 'Irish', 'SwissGerman', 'Belgian']"
Chinatown Squad,"['Lyle Talbot', ' Valerie Hobson']",['Lyle Talbot'],
Circumstantial Evidence,"['Chick Chandler', ' Shirley Grey', ' Claude King']",['Chick Chandler'],
Clive of India,"['Ronald Colman', ' Loretta Young', ' Colin Clive']",['Ronald Colman'],"['English', 'Scottish']"
College Scandal,"['Arline Judge', ' Kent Taylor', ' Wendy Barrie']",['Kent Taylor'],
Collegiate,"['Jack Oakie', ' Frances Langford', ' Betty Grable']",['Jack Oakie'],
Condemned to Live,"['Ralph Morgan', ' Maxine Doyle', ' Russell Gleason']",['Ralph Morgan'],
Confidential,"['Donald Cook', ' Evalyn Knapp']",['Donald Cook'],
Convention Girl,"['Rose Hobart', ' Weldon Heyburn']",['Weldon Heyburn'],
Coronado,"['Alice White', ' Johnny Downs', ' Eddy Duchin']",['Johnny Downs'],
The County Chairman,"['Will Rogers', ' Evelyn Venable']",['Will Rogers'],"['Cherokee', 'Native', 'American', 'English', 'Scottish', 'Welsh']"
The Cowboy Millionaire,"[""George O'Brien"", ' Edgar Kennedy']",['Edgar Kennedy'],
Crime and Punishment,"['Peter Lorre', ' Edward Arnold', ' Marian Marsh']",['Peter Lorre'],"['Ashkenazi', 'Jewish']"
The Crime of Dr. Crespi,"['Erich von Stroheim', ' Dwight Frye']",['Erich von Stroheim'],"['Ashkenazi', 'Jewish']"
The Crimson Trail,"['Buck Jones', ' Polly Ann Young', ' Ward Bond']",['Buck Jones'],
The Crusades,"['Loretta Young', ' Henry Wilcoxon', ' C. Aubrey Smith']",['Henry Wilcoxon'],
Curly Top,"['Shirley Temple', ' John Boles', ' Rochelle Hudson']",['John Boles'],
Danger Ahead,"['Lawrence Gray', ' Fuzzy Knight', ' Sheila Bromley']",['Lawrence Gray'],
Dangerous,"['Bette Davis', ' Franchot Tone', ' Alison Skipworth']",['Franchot Tone'],
Dante's Inferno,"['Spencer Tracy', ' Henry B. Walthall', ' Rita Hayworth']",['Spencer Tracy'],['English']
The Daring Young Man,"['James Dunn', ' Mae Clarke', ' Neil Hamilton']",['James Dunn'],"['English', 'Irish']"
The Dark Angel,"['Merle Oberon', ' Fredric March', ' Herbert Marshall']",['Fredric March'],"['English', 'Scottish', 'Dutch', 'German', 'Belgian', 'Flemish', 'Norwegian']"
David Copperfield,"['Frank Lawton', ' Roland Young', "" Maureen O'Sullivan""]",['Frank Lawton'],
The Dawn Rider,"['John Wayne', ' Marion Burns']",['John Wayne'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish']"
Death Flies East,"['Conrad Nagel', ' Florence Rice']",['Conrad Nagel'],
Death from a Distance,"['Russell Hopton', ' Lola Lane']",['Russell Hopton'],
The Desert Trail,"['John Wayne', ' Mary Kornman']",['John Wayne'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish']"
Devil Dogs of the Air,"['James Cagney', "" Pat O'Brien"", ' Margaret Lindsay']",['James Cagney'],"['Irish25', 'Norwegian']"
The Devil is a Woman,"['Marlene Dietrich', ' Lionel Atwill', ' Cesar Romero']",['Lionel Atwill'],
Diamond Jim,"['Edward Arnold', ' Jean Arthur', ' Binnie Barnes']",['Edward Arnold'],['German']
Dinky,"['Jackie Cooper', ' Mary Astor']",[],
Dizzy Dames,"['Marjorie Rambeau', ' Florine McKinney']",[],
A Dog of Flanders,"['Frankie Thomas', ' O. P. Heggie', ' Helen Parrish']",[],
Don't Bet on Blondes,"['Warren William', ' Claire Dodd']",['Warren William'],
Doubting Thomas,"['Will Rogers', ' Billie Burke', ' Alison Skipworth']",['Will Rogers'],"['Cherokee', 'Native', 'American', 'English', 'Scottish', 'Welsh']"
Dr. Socrates,"['Paul Muni', ' Ann Dvorak']",['Paul Muni'],"['Ashkenazi', 'Jewish']"
Dressed to Thrill,"['Tutta Rolf', ' Clive Brook']",['Clive Brook'],
The Eagle's Brood,"['William Boyd', ' James Ellison']",['William Boyd'],
East of Java,"['Charles Bickford', ' Elizabeth Young', ' Frank Albertson']",['Charles Bickford'],
Eight Bells,"['Ann Sothern', ' Ralph Bellamy', ' Catherine Doucet']",['Ralph Bellamy'],['English']
Enchanted April,"['Ann Harding', ' Frank Morgan', ' Jane Baxter']",['Frank Morgan'],
Enter Madame,"['Cary Grant', ' Elissa Landi']",[],
Escapade,"['William Powell', ' Luise Rainer', ' Reginald Owen']",['William Powell'],
Escape from Devil's Island,"['Victor Jory', ' Florence Rice']",['Victor Jory'],
Every Night at Eight,"['George Raft', ' Alice Faye', ' Frances Langford']",['George Raft'],['German']
False Pretenses,"['Irene Ware', ' Sidney Blackmer']",[],
 The Farmer Takes a Wife,"['Henry Fonda', ' Janet Gaynor', ' Charles Bickford']",['Henry Fonda'],"['Dutch', 'English', 'Scottish', 'Norwegian', 'German', 'Italian']"
A Feather in Her Hat,"['Pauline Lord', ' Basil Rathbone', ' Louis Hayward']",['Basil Rathbone'],"['English', 'Irish']"
Fighting Caballero,"['Rex Lease', ' Dorothy Gulliver']",['Rex Lease'],
Fighting Lady,"['Peggy Shannon', ' Jack Mulhall']",['Jack Mulhall'],
The Fighting Pilot,"['Richard Talmadge', ' Gertrude Messinger']",['Richard Talmadge'],
Fighting Shadows,"['Tim McCoy', ' Geneva Mitchell']",['Tim McCoy'],
Fighting Youth,"['Charles Farrell', ' June Martel']",['Charles Farrell'],
The Flame Within,"[""Maureen O'Sullivan"", ' Ann Harding', ' Louis Heyward']",['Louis Heyward'],
The Florentine Dagger,"['Donald Woods', ' Margaret Lindsay']",['Donald Woods'],
Folies Bergère de Paris,"['Maurice Chevalier', ' Merle Oberon', ' Ann Sothern']",['Maurice Chevalier'],"['Belgian', 'Walloon', 'Belgian', 'Flemish']"
Forbidden Heaven,"['Charles Farrell', ' Charlotte Henry']",['Charles Farrell'],
Forced Landing,"['Esther Ralston', ' Onslow Stevens']",['Onslow Stevens'],
Four Hours to Kill!,"['Richard Barthelmess', ' Roscoe Karns', ' Ray Milland']",['Richard Barthelmess'],
Freckles,"['Tom Brown', ' Virginia Weidler']",['Tom Brown'],
Frisco Kid,"['James Cagney', ' Ricardo Cortez', ' Margaret Lindsay']",['James Cagney'],"['Irish25', 'Norwegian']"
Frisco Waterfront,"['Ben Lyon', ' Helen Twelvetrees']",['Ben Lyon'],"['Ashkenazi', 'Jewish25', 'Austrian25', 'Slovak']"
Front Page Woman,"['Bette Davis', ' George Brent', ' Roscoe Karns']",['George Brent'],
G Men,"['James Cagney', ' Ann Dvorak', ' Edward Pawley']",['James Cagney'],"['Irish25', 'Norwegian']"
Gallant Defender,"['Charles Starrett', ' Joan Perry']",['Charles Starrett'],
The Gay Deception,"['Francis Lederer', ' Frances Dee']",['Francis Lederer'],
George White's 1935 Scandals,"['Alice Faye', ' Eleanor Powell']",[],
Gigolette,"['Adrienne Ames', ' Ralph Bellamy', ' Donald Cook', ' Robert Armstrong']",['Ralph Bellamy'],['English']
The Gilded Lily,"['Claudette Colbert', ' Fred MacMurray', ' Ray Milland']",['Fred MacMurray'],['German']
Ginger,"['Jane Withers', ' O. P. Heggie']",[],
The Girl Friend,"['Ann Sothern', ' Jack Haley']",['Jack Haley'],
The Girl from 10th Avenue,"['Bette Davis', ' Ian Hunter', ' Alison Skipworth']",['Ian Hunter'],
The Girl Who Came Back,"['Shirley Grey', ' Noel Madison']",[],
The Glass Key,"['George Raft', ' Edward Arnold', ' Claire Dodd']",['George Raft'],['German']
Go Into Your Dance,"['Al Jolson', ' Ruby Keeler', ' Glenda Farrell']",['Al Jolson'],"['Ashkenazi', 'Jewish']"
Goin' to Town,"['Mae West', ' Paul Cavanagh', ' Gilbert Emery']",['Paul Cavanagh'],
Going Highbrow,"['Edward Everett Horton', ' ZaSu Pitts', ' Guy Kibbee']",['Edward Everett Horton'],"['German', 'Scottish']"
Gold Diggers of 1935,"['Dick Powell', ' Alice Brady', ' Hugh Herbert']",['Dick Powell'],
The Good Fairy,"['Margaret Sullavan', ' Herbert Marshall', ' Frank Morgan']",['Herbert Marshall'],
The Goose and the Gander,"['Kay Francis', ' George Brent']",['George Brent'],
Grand Exit,"['Edmund Lowe', ' Ann Sothern']",['Edmund Lowe'],
Grand Old Girl,"['May Robson', ' Fred MacMurray', ' Edward Van Sloan']",['Fred MacMurray'],['German']
Great God Gold,"['Sidney Blackmer', ' Martha Sleeper']",[],
The Great Hotel Murder,"['Edmund Lowe', ' Victor McLaglen', ' Rosemary Ames']",['Edmund Lowe'],
The Great Impersonation,"['Edmund Lowe', ' Valerie Hobson']",['Edmund Lowe'],
Guard That Girl,"['Florence Rice', ' Ward Bond']",['Ward Bond'],
Hands Across the Table,"['Carole Lombard', ' Fred MacMurray', ' Ralph Bellamy']",['Fred MacMurray'],['German']
Happiness C.O.D.,"['Donald Meek', ' Irene Ware']",['Donald Meek'],
Hard Rock Harrigan,"[""George O'Brien"", ' Irene Hervey']",[],
Harmony Lane,"['Douglass Montgomery', ' Evelyn Venable', ' Adrienne Ames']",['Douglass Montgomery'],
The Headline Woman,"['Roger Pryor', ' Heather Angel', ' Franklin Pangborn']",['Roger Pryor'],
The Healer,"['Ralph Bellamy', ' Judith Allen', ' Mickey Rooney']",['Ralph Bellamy'],['English']
Heir to Trouble,"['Ken Maynard', ' Joan Perry']",['Ken Maynard'],
Here Comes Cookie,"['George Burns', ' Gracie Allen']",['George Burns'],"['Ashkenazi', 'Jewish']"
Here Comes the Band,"['Ted Lewis', ' Virginia Bruce', ' Nat Pendleton']",['Ted Lewis'],
Here's to Romance,"['Nino Martini', ' Genevieve Tobin', ' Anita Louise']",['Nino Martini'],
"Hi, Gaucho!","['John Carroll', ' Steffi Duna', ' Rod La Rocque', ' Montagu Love']",['John Carroll'],['Irish']
His Family Tree,"['James Barton', ' Margaret Callahan']",['James Barton'],
His Fighting Blood,"['Kermit Maynard', ' Polly Ann Young', ' Paul Fix']",['Kermit Maynard'],
His Night Out,"['Edward Everett Horton', ' Irene Hervey']",['Edward Everett Horton'],"['German', 'Scottish']"
Hitch Hike Lady,"['Alison Skipworth', ' Mae Clarke']",[],
Hold 'Em Yale,"['Patricia Ellis', ' Cesar Romero']",['Cesar Romero'],"['Cuban', 'Venezuelan', 'Spanish']"
Home on the Range,"['Randolph Scott', ' Jackie Coogan', ' Evelyn Brent']",['Randolph Scott'],
Honeymoon Limited,"['Neil Hamilton', ' Irene Hervey']",['Neil Hamilton'],
Hong Kong Nights,"['Tom Keene', ' Wera Engels']",['Tom Keene'],
Hooray for Love,"['Ann Sothern', ' Gene Raymond']",['Gene Raymond'],
The Hoosier Schoolmaster,"['Norman Foster', ' Charlotte Henry']",['Norman Foster'],
Hop-Along Cassidy,"['William Boyd', ' James Ellison', ' Paula Stone']",['William Boyd'],
Hot Off the Press,"['Jack La Rue', ' Monte Blue']",['Jack La Rue'],
Hot Tip,"['ZaSu Pitts', ' James Gleason', ' Margaret Callahan', ' Russell Gleason']",['James Gleason'],
I Dream Too Much,"['Henry Fonda', ' Lily Pons', ' Lucille Ball']",['Henry Fonda'],"['Dutch', 'English', 'Scottish', 'Norwegian', 'German', 'Italian']"
I Found Stella Parish,"['Kay Francis', ' Ian Hunter', ' Paul Lukas']",['Ian Hunter'],
I Live for Love,"['Dolores del Río', ' Everett Marshall', ' Don Alvarado']",['Everett Marshall'],
I Live My Life,"['Joan Crawford', ' Brian Aherne']",['Brian Aherne'],
I'll Love You Always,"['Nancy Carroll', ' George Murphy']",['George Murphy'],['Irish']
I've Been Around,"['Chester Morris', ' Rochelle Hudson']",['Chester Morris'],
If You Could Only Cook,"['Herbert Marshall', ' Jean Arthur']",['Herbert Marshall'],
The Imperfect Lady,"['Frank Morgan', ' Cicely Courtneidge']",['Frank Morgan'],
In Caliente,"['Dolores del Río', "" Pat O'Brien"", ' Edward Everett Horton']",['Edward Everett Horton'],"['German', 'Scottish']"
In Old Kentucky,"['Will Rogers', ' Dorothy Wilson', ' Charles Sellon']",['Will Rogers'],"['Cherokee', 'Native', 'American', 'English', 'Scottish', 'Welsh']"
In Person,"['Ginger Rogers', ' George Brent', ' Alan Mowbray']",['George Brent'],
In Spite of Danger,"['Wallace Ford', ' Marian Marsh']",['Wallace Ford'],
The Informer,"['Victor McLaglen', ' Preston Foster', ' Donald Meek']",['Victor McLaglen'],"['Afrikaner', 'Dutch', 'German', 'Irish', 'Scottish', 'English']"
The Irish in Us,"['James Cagney', "" Pat O'Brien"", ' Olivia de Havilland']",['James Cagney'],"['Irish25', 'Norwegian']"
It Happened in New York,"['Gertrude Michael', ' Heather Angel', ' Lyle Talbot']",['Lyle Talbot'],
It's a Great Life,"['Joe Morrison', ' Paul Kelly']",['Joe Morrison'],
It's a Small World,"['Spencer Tracy', ' Wendy Barrie', ' Raymond Walburn']",['Spencer Tracy'],['English']
It's in the Air,"['Jack Benny', ' Una Merkel', ' Mary Carlisle']",['Jack Benny'],"['Ashkenazi', 'Jewish']"
The Ivory-Handled Gun,"['Buck Jones', ' Walter Miller']",['Buck Jones'],
Jalna,"['Kay Johnson', ' Ian Hunter', ' C. Aubrey Smith']",['Ian Hunter'],
The Judgement Book,"['Conway Tearle', ' Bernadene Hayes']",['Conway Tearle'],
Justice of the Range,"['Ward Bond', ' Gabby Hayes', ' Tim McCoy']",['Ward Bond'],
The Keeper of the Bees,"['Neil Hamilton', ' Betty Furness']",['Neil Hamilton'],
Kind Lady,"['Aline MacMahon', ' Basil Rathbone']",['Basil Rathbone'],"['English', 'Irish']"
King Solomon of Broadway,"['Edmund Lowe', ' Dorothy Page']",['Edmund Lowe'],
Laddie,"['John Beal', ' Gloria Stuart', ' Virginia Weidler']",['John Beal'],
Ladies Crave Excitement,"['Norman Foster', ' Esther Ralston']",['Norman Foster'],
Ladies Love Danger,"['Mona Barrie', ' Gilbert Roland']",['Gilbert Roland'],
The Lady in Scarlet,"['Reginald Denny', ' Patricia Farr', ' Jamison Thomas']",['Reginald Denny'],
Lady Tubbs,"['Alice Brady', ' Douglass Montgomery', ' Anita Louise']",['Douglass Montgomery'],
The Laramie Kid,"['Tom Tyler', ' Alberta Vaughn']",['Tom Tyler'],
The Last Days of Pompeii,"['Preston Foster', ' Basil Rathbone', ' Alan Hale']",['Preston Foster'],
Last of the Pagans,"['Ray Mala', ' Lotus Long']",['Ray Mala'],
The Last Outpost,"['Cary Grant', ' Claude Rains', ' Kathleen Burke']",['Claude Rains'],['English']
Law Beyond the Range,"['Tim McCoy', ' Billie Seward']",['Tim McCoy'],
Lawless Range,"['John Wayne', ' Sheila Bromley']",['John Wayne'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish']"
Lawless Riders,"['Ken Maynard', ' Geneva Mitchell']",['Ken Maynard'],
Let 'Em Have It,"['Richard Arlen', ' Virginia Bruce']",['Richard Arlen'],
Let's Live Tonight,"['Lilian Harvey', ' Tullio Carminati', ' Hugh Williams']",['Tullio Carminati'],
Life Begins at 40,"['Will Rogers', ' Rochelle Hudson', ' George Barbier']",['Will Rogers'],"['Cherokee', 'Native', 'American', 'English', 'Scottish', 'Welsh']"
Life Returns,"['Onslow Stevens', ' Lois Wilson']",['Onslow Stevens'],
Little Big Shot,"['Robert Armstrong', ' Sybil Jason', ' Ward Bond']",['Robert Armstrong'],
The Little Colonel,"['Shirley Temple', ' Lionel Barrymore', ' Hattie McDaniel']",['Lionel Barrymore'],"['English', 'Irish']"
The Littlest Rebel,"['Shirley Temple', ' John Boles', ' Jack Holt']",['John Boles'],
The Lives of a Bengal Lancer,"['Gary Cooper', ' Franchot Tone', ' Richard Cromwell']",['Gary Cooper'],['English']
The Live Wire,"['Richard Talmadge', ' Alberta Vaughn']",['Richard Talmadge'],
Living on Velvet,"['George Brent', ' Kay Francis', "" Henry O'Neill""]",['George Brent'],
The Lone Wolf Returns,"['Melvyn Douglas', ' Gail Patrick']",['Melvyn Douglas'],"['Jewish', 'English', 'Scottish']"
Lottery Lover,"['Lew Ayres', ' Pat Paterson']",['Lew Ayres'],
Love in Bloom,"['George Burns', ' Gracie Allen', ' Dixie Lee']",['George Burns'],"['Ashkenazi', 'Jewish']"
Love Me Forever,"['Grace Moore', ' Leo Carrillo', ' Spring Byington']",['Leo Carrillo'],
Mad Love,"['Peter Lorre', ' Frances Drake', ' Colin Clive']",['Peter Lorre'],"['Ashkenazi', 'Jewish']"
Magnificent Obsession,"['Robert Taylor', ' Irene Dunne', ' Ralph Morgan']",['Robert Taylor'],
Make a Million,"['Charles Starrett', ' Pauline Brooks', ' James Burke']",['Charles Starrett'],
Man of Iron,"['Barton MacLane', ' Mary Astor']",['Barton MacLane'],
Man on the Flying Trapeze,"['W. C. Fields', ' Kathleen Howard', ' Mary Brian']",[],
The Man Who Broke the Bank at Monte Carlo,"['Ronald Colman', ' Joan Bennett', ' Colin Clive']",['Ronald Colman'],"['English', 'Scottish']"
Manhattan Moon,"['Ricardo Cortez', ' Dorothy Page', "" Hugh O'Connell""]",['Ricardo Cortez'],"['Ashkenazi', 'Jewish']"
Mark of the Vampire,"['Bela Lugosi', ' Lionel Barrymore', ' Elizabeth Allan']",['Lionel Barrymore'],"['English', 'Irish']"
"Mary Burns, Fugitive","['Sylvia Sidney', ' Melvyn Douglas']",['Melvyn Douglas'],"['Jewish', 'English', 'Scottish']"
Mary Jane's Pa,"['Aline MacMahon', ' Guy Kibbee']",['Guy Kibbee'],
Maybe It's Love,"['Gloria Stuart', ' Ross Alexander', ' Ruth Donnelly']",['Ross Alexander'],
McFadden's Flats,"['Walter C. Kelly', ' Andy Clyde']",['Walter C. Kelly'],
The Melody Lingers On,"['Josephine Hutchinson', ' Mona Barrie']",[],
Melody Trail,"['Gene Autry', ' Ann Rutherford']",['Gene Autry'],
Men of Action,"['Frankie Darro', ' Edwin Maxwell', ' Fred Kohler']",['Edwin Maxwell'],
Men of the Hour,"['Richard Cromwell', ' Billie Seward', ' Wallace Ford']",['Richard Cromwell'],
Men Without Names,"['Fred MacMurray', ' Madge Evans', ' J. C. Nugent']",['Fred MacMurray'],['German']
Metropolitan,"['Lawrence Tibbett', ' Alice Brady', ' Virginia Bruce']",['Lawrence Tibbett'],
Midnight Phantom,"['Reginald Denny', ' Claudia Dell', ' Lloyd Hughes']",['Reginald Denny'],
A Midsummer Night's Dream,"['Olivia de Havilland', ' James Cagney', ' Mickey Rooney']",['James Cagney'],"['Irish25', 'Norwegian']"
Millions in the Air,"['John Howard', ' Wendy Barrie']",['John Howard'],"['English', 'Scottish', 'Irish', 'Northern', 'Irish']"
Les Misérables,"['Charles Laughton', ' Fredric March', ' Rochelle Hudson']",['Charles Laughton'],['Irish']
Miss Pacific Fleet,"['Joan Blondell', ' Glenda Farrell', ' Hugh Herbert']",['Hugh Herbert'],
Mississippi,"['Bing Crosby', ' Joan Bennett', ' W. C. Fields']",['Bing Crosby'],"['English', 'Irish']"
Mister Dynamite,"['Edmund Lowe', ' Matt McHugh', ' Esther Ralston']",['Edmund Lowe'],
Moonlight on the Prairie,"['Dick Foran', ' Sheila Bromley', ' George E. Stone']",['Dick Foran'],
Motive for Revenge,"['Donald Cook', ' Irene Hervey', ' Doris Lloyd']",['Donald Cook'],
Murder by Television,"['Bela Lugosi', ' June Collyer']",[],
Murder in Harlem,"['Clarence Brooks', ' Dorothy Van Engle', ' Alice B. Russell']",['Clarence Brooks'],
Murder in the Fleet,"['Robert Taylor', ' Arthur Byron', ' Una Merkel']",['Robert Taylor'],
The Murder Man,"['Spencer Tracy', ' Virginia Bruce', ' William Demarest']",['Spencer Tracy'],['English']
Murder on a Honeymoon,"['Edna May Oliver', ' Leo G. Carroll', ' Lola Lane']",['Leo G. Carroll'],['Irish']
Music Is Magic,"['Alice Faye', ' Bebe Daniels']",[],
Mutiny Ahead,"['Neil Hamilton', ' Kathleen Burke', ' Leon Ames']",['Neil Hamilton'],
Mutiny on the Bounty,"['Charles Laughton', ' Clark Gable', ' Franchot Tone']",['Charles Laughton'],['Irish']
The Mystery of Edwin Drood,"['Claude Rains', ' Douglass Montgomery', ' E. E. Clive']",['Claude Rains'],['English']
The Mystery Man,"['Robert Armstrong', ' Maxine Doyle']",['Robert Armstrong'],
Mystery Woman,"['Mona Barrie', ' Gilbert Roland']",['Gilbert Roland'],
Naughty Marietta,"['Jeanette MacDonald', ' Nelson Eddy', ' Elsa Lanchester']",['Nelson Eddy'],
Navy Wife,"['Claire Trevor', ' Ralph Bellamy', ' Jane Darwell']",['Ralph Bellamy'],['English']
Nevada,"['Buster Crabbe', ' Kathleen Burke']",['Buster Crabbe'],
Never Too Late,"['Richard Talmadge', ' Thelma White']",['Richard Talmadge'],
