0,1,Males,Ethnicity
Ambush at Cimarron Pass,"['Scott Brady', ' Margia Dean', ' Clint Eastwood']",['Scott Brady'],
Andy Hardy Comes Home,"['Mickey Rooney', ' Patricia Breslin', ' Fay Holden']",[],
Anna Lucasta,"['Eartha Kitt', ' Sammy Davis Jr.']",['Sammy Davis Jr.'],"['AfricanAmerican375', 'CubanAfricanCuban']"
"Another Time, Another Place","['Lana Turner', ' Barry Sullivan', ' Sean Connery', ' Glynis Johns']",['Barry Sullivan'],
Apache Territory,"['Rory Calhoun', ' Barbara Bates', ' John Dehner']",['John Dehner'],
Arrivederci Roma,"['Mario Lanza', ' Marisa Allasio']",['Mario Lanza'],['Italian']
As Young as We Are,"['Robert Harland', ' Pippa Scott']",['Robert Harland'],
Attack of the 50 Foot Woman,"['Allison Hayes', ' Yvette Vickers']",[],
Attack of the Puppet People,"['John Agar', ' June Kenney']",['John Agar'],
Auntie Mame,"['Rosalind Russell', ' Coral Browne', ' Forrest Tucker', ' Peggy Cass', ' Roger Smith']",['Forrest Tucker'],
The Badlanders,"['Alan Ladd', ' Ernest Borgnine', ' Katy Jurado']",['Alan Ladd'],"['English', 'Irish']"
Badman's Country,"['George Montgomery', ' Buster Crabbe']",['George Montgomery'],['Ukrainian']
The Barbarian and the Geisha,"['John Wayne', ' Eiko Ando', ' Sam Jaffe']",['John Wayne'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish']"
"Bell, Book and Candle","['James Stewart', ' Kim Novak', ' Jack Lemmon', ' Ernie Kovacs']",['James Stewart'],"['ScotsIrishNorthern', 'Irish', 'Scottish', 'Irish', 'English']"
The Big Beat,"['William Reynolds', ' Andra Martin']",['William Reynolds'],
The Big Country,"['Gregory Peck', ' Charlton Heston', ' Jean Simmons', ' Carroll Baker', ' Burl Ives', ' Charles Bickford', ' Chuck Connors']",['Gregory Peck'],"['Irish', 'English', 'German', 'Welsh']"
The Black Orchid,"['Sophia Loren', ' Anthony Quinn']",['Anthony Quinn'],"['Irish75', 'Mexican', 'Spanish', 'Indigenous']"
The Blob,"['Steve McQueen', ' Aneta Corsaut']",['Steve McQueen'],"['Scottish', 'English', 'ScotsIrishNorthern', 'Irish', 'German', 'Cornish', 'Dutch', 'Welsh']"
Blood Arrow,"['Phyllis Coates', ' Scott Brady']",['Scott Brady'],
Bonjour Tristesse,"['Deborah Kerr', ' David Niven', ' Jean Seberg']",['David Niven'],"['English', 'Scottish', 'French']"
Born Reckless,"['Mamie van Doren', ' Carol Ohmart']",[],
The Brain Eaters,['Ed Nelson'],['Ed Nelson'],"['Scottish', 'FrenchCajun', 'Spanish', 'Portuguese', 'German']"
The Bravados,"['Gregory Peck', ' Stephen Boyd', ' Albert Salmi', ' Joan Collins']",['Gregory Peck'],"['Irish', 'English', 'German', 'Welsh']"
The Brothers Karamazov,"['Yul Brynner', ' Maria Schell', ' Claire Bloom', ' Lee J. Cobb']",['Yul Brynner'],"['Russian25', 'SwissGerman']"
The Buccaneer,"['Yul Brynner', ' Claire Bloom', ' Charles Boyer', ' Inger Stevens', ' Charlton Heston']",['Yul Brynner'],"['Russian25', 'SwissGerman']"
Buchanan Rides Alone,"['Randolph Scott', ' Craig Stevens', ' Jennifer Holden']",['Randolph Scott'],
Bullwhip,"['Guy Madison', ' Rhonda Fleming', ' James Griffith']",['Guy Madison'],
The Case Against Brooklyn,"['Darren McGavin', ' Margaret Hayes']",['Darren McGavin'],
Cat on a Hot Tin Roof,"['Elizabeth Taylor', ' Paul Newman', ' Burl Ives', ' Judith Anderson', ' Madeleine Sherwood', ' Jack Carson']",['Paul Newman'],"['Jewish', 'Slovak']"
Cattle Empire,"['Joel McCrea', ' Phyllis Coates']",['Joel McCrea'],
A Certain Smile,"['Rossano Brazzi', ' Joan Fontaine', ' Bradford Dillman']",['Rossano Brazzi'],
China Doll,"['Victor Mature', ' Li Hua Li', ' Ward Bond']",['Victor Mature'],"['SwissGerman', 'German']"
"Cole Younger, Gunfighter","['Frank Lovejoy', ' James Best', ' Abby Dalton']",['Frank Lovejoy'],
The Colossus of New York,"['Ross Martin', ' Hardy Krüger', ' Mala Powers']",['Ross Martin'],
The Cool and the Crazy,"['Scott Marlowe', ' Gigi Perreau']",['Scott Marlowe'],
Cop Hater,"['Robert Loggia', "" Gerald O'Loughlin""]",['Robert Loggia'],['SicilianItalian']
Corridors of Blood,"['Boris Karloff', ' Betta St. John']",['Boris Karloff'],"['English', 'Indian']"
Country Music Holiday,"['Ferlin Husky', ' Zsa Zsa Gabor']",['Ferlin Husky'],
Cowboy,"['Glenn Ford', ' Jack Lemmon', ' Anna Kashfi', ' Brian Donlevy', ' Richard Jaeckel', ' Dick York']",['Glenn Ford'],"['English', 'Scottish', 'Irish', 'Dutch']"
Crash Landing,"['Gary Merrill', ' Nancy Davis']",['Gary Merrill'],
The Cry Baby Killer,"['Harry Lauter', ' Jack Nicholson', ' Carolyn Mitchell']",['Harry Lauter'],
Cry Terror!,"['James Mason', ' Inger Stevens', ' Rod Steiger', ' Neville Brand', ' Angie Dickinson']",['James Mason'],['English']
