0,1,Males,Ethnicity
Abbott and Costello Meet Frankenstein,"['Bud Abbott', ' Lou Costello', ' Lon Chaney Jr.', ' Bela Lugosi', ' Glenn Strange']",['Bud Abbott'],"['Welsh', 'German', 'German', 'Jewish']"
An Act of Murder,"['Fredric March', "" Edmond O'Brien"", ' Florence Eldridge']",['Fredric March'],"['English', 'Scottish', 'Dutch', 'German', 'Belgian', 'Flemish', 'Norwegian']"
Act of Violence,"['Van Heflin', ' Robert Ryan', ' Janet Leigh', ' Mary Astor']",['Van Heflin'],"['English', 'Irish', 'German', 'Dutch', 'French']"
Adventures in Silverado,"['William Bishop', ' Gloria Henry', ' Edgar Buchanan']",['William Bishop'],
Adventures of Don Juan,"['Errol Flynn', ' Viveca Lindfors']",['Errol Flynn'],"['Irish', 'Scottish', 'English']"
Adventures of Gallant Bess,"['Cameron Mitchell', ' Audrey Long']",['Cameron Mitchell'],
Albuquerque,"['Randolph Scott', ' Barbara Britton', ' George ""Gabby"" Hayes']",['Randolph Scott'],
Alias a Gentleman,"['Wallace Beery', ' Dorothy Patrick']",['Wallace Beery'],"['GermanEnglish', 'Irish', 'Scottish', 'SwissGerman']"
All My Sons,"['Edward G. Robinson', ' Burt Lancaster']",['Edward G. Robinson'],"['Ashkenazi', 'Jewish']"
The Amazing Mr. X,"['Turhan Bey', ' Lynn Bari', "" Cathy O'Donnell""]",['Turhan Bey'],
Angel in Exile,"['John Carroll', ' Adele Mara']",['John Carroll'],['Irish']
Angel on the Amazon,"['George Brent', ' Vera Ralston', ' Brian Aherne', ' Constance Bennett']",['George Brent'],
Angels' Alley,"['Leo Gorcey', ' Huntz Hall', ' Rosemary LaPlanche']",['Leo Gorcey'],
Another Part of the Forest,"['Fredric March', ' Florence Eldridge']",['Fredric March'],"['English', 'Scottish', 'Dutch', 'German', 'Belgian', 'Flemish', 'Norwegian']"
Apartment for Peggy,"['Jeanne Crain', ' William Holden']",['William Holden'],"['English', 'Irish', 'French']"
Appointment with Murder,"['John Calvert', ' Catherine Craig']",['John Calvert'],
April Showers,"['Ann Sothern', ' Jack Carson']",['Jack Carson'],
Arch of Triumph,"['Ingrid Bergman', ' Charles Boyer', ' Charles Laughton']",['Charles Boyer'],['French']
Are You with It?,"[""Donald O'Connor"", ' Olga San Juan']",[],
The Argyle Secrets,"['William Gargan', ' Marjorie Lord']",['William Gargan'],
The Arizona Ranger,"['Tim Holt', ' Jack Holt', ' Nan Leslie']",['Tim Holt'],
The Arkansas Swing,"['Gloria Henry', ' June Vincent']",[],
