0,1,Males,Ethnicity
Deep in the Heart of Texas,"['Johnny Mack Brown', ' Tex Ritter', ' Jennifer Holt']",['Johnny Mack Brown'],
A Desperate Chance for Ellery Queen,"['William Gargan', ' Margaret Lindsay', ' John Litel']",['William Gargan'],
Desperate Journey,"['Errol Flynn', ' Ronald Reagan', ' Raymond Massey']",['Errol Flynn'],"['Irish', 'Scottish', 'English']"
Destination Unknown,"['William Gargan', ' Irene Hervey', ' Turhan Bey']",['William Gargan'],
The Devil's Trail,"['Wild Bill Elliott', ' Tex Ritter', ' Noah Beery']",['Wild Bill Elliott'],
Don't Get Personal,"['Jane Frazee', ' Anne Gwynne']",[],
Down Rio Grande Way,"['Charles Starrett', ' Russell Hayden']",['Charles Starrett'],
Down Texas Way,"['Buck Jones', ' Tim McCoy', ' Luana Walters']",['Buck Jones'],
Dr. Broadway,"['Macdonald Carey', ' Jean Phillips']",['Macdonald Carey'],
Dr. Gillespie's New Assistant,"['Lionel Barrymore', ' Van Johnson', ' Susan Peters']",['Lionel Barrymore'],"['English', 'Irish']"
Dr. Kildare's Victory,"['Lew Ayres', ' Ann Ayars', ' Lionel Barrymore']",['Lew Ayres'],
Dr. Renault's Secret,"['J. Carrol Naish', ' George Zucco', ' Lynne Roberts']",['George Zucco'],
Drums of the Congo,"['Ona Munson', ' Stuart Erwin', ' Peggy Moran']",['Stuart Erwin'],
Duke of the Navy,"['Ralph Byrd', ' Stubby Kruger', ' Veda Ann Borg']",['Ralph Byrd'],
Eagle Squadron,"['Robert Stack', ' Diana Barrymore']",['Robert Stack'],
Enemy Agents Meet Ellery Queen,"['William Gargan', ' Gale Sondergaard', ' Margaret Lindsay']",['William Gargan'],
Escape from Crime,"['Richard Travis', ' Jackie Gleason', ' Julie Bishop']",['Richard Travis'],
Escape from Hong Kong,"['Marjorie Lord', ' Leo Carrillo']",['Leo Carrillo'],
Eyes in the Night,"['Edward Arnold', ' Ann Harding', ' Donna Reed']",['Edward Arnold'],['German']
Eyes of the Underworld,"['Richard Dix', ' Wendy Barrie', ' Don Porter']",['Richard Dix'],
The Falcon's Brother,"['George Sanders', ' Tom Conway', ' Jane Randolph']",['George Sanders'],"['English', 'Scottish', 'European', 'Royal', 'Russian']"
The Falcon Takes Over,"['George Sanders', ' Lynn Bari', ' Allen Jenkins']",['George Sanders'],"['English', 'Scottish', 'European', 'Royal', 'Russian']"
Fall In,"['William Tracy', ' Jean Porter']",['William Tracy'],
Fingers at the Window,"['Lew Ayres', ' Laraine Day', ' Basil Rathbone']",['Lew Ayres'],
The Fleet's In,"['Dorothy Lamour', ' William Holden', ' Betty Hutton']",['William Holden'],"['English', 'Irish', 'French']"
Flight Lieutenant,"[""Pat O'Brien"", ' Glenn Ford', ' Evelyn Keyes']",['Glenn Ford'],"['English', 'Scottish', 'Irish', 'Dutch']"
Fly-by-Night,"['Richard Carlson', ' Nancy Kelly', ' Albert Bassermann']",['Richard Carlson'],
Flying Tigers,"['John Wayne', ' John Carroll', ' Anna Lee']",['John Wayne'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish']"
Flying with Music,"['Marjorie Woodworth', ' George Givot']",['George Givot'],
Footlight Serenade,"['Betty Grable', ' John Payne', ' Victor Mature']",['John Payne'],
Foreign Agent,"['John Shelton', ' Gale Storm', ' Ivan Lebedeff']",['John Shelton'],
The Forest Rangers,"['Fred MacMurray', ' Susan Hayward', ' Paulette Goddard']",['Fred MacMurray'],['German']
For Me and My Gal,"['Judy Garland', ' Gene Kelly']",['Gene Kelly'],"['Irish25', 'German']"
Four Jacks and a Jill,"['Ray Bolger', ' Desi Arnaz', ' June Havoc', ' Anne Shirley']",['Ray Bolger'],['Irish']
Freckles Comes Home,"['Gale Storm', ' Johnny Downs', ' Mantan Moreland']",['Johnny Downs'],
Friendly Enemies,"['Charles Winninger', ' Charles Ruggles', ' Nancy Kelly']",['Charles Winninger'],
Frisco Lil ,"['Irene Hervey', ' Kent Taylor', ' Jerome Cowan']",['Kent Taylor'],
Gallant Lady,"['Rose Hobart', ' Jane Novak Sidney Blackmer']",[],
The Gay Sisters,"['Barbara Stanwyck', ' George Brent', ' Geraldine Fitzgerald']",['George Brent'],
A Gentleman After Dark,"['Miriam Hopkins', ' Brian Donlevy', ' Preston Foster']",['Brian Donlevy'],"['Northern', 'Irish']"
A Gentleman at Heart,"['Cesar Romero', ' Carole Landis', ' Milton Berle']",['Cesar Romero'],"['Cuban', 'Venezuelan', 'Spanish']"
Gentleman Jim,"['Errol Flynn', ' Alexis Smith', ' Alan Hale']",['Errol Flynn'],"['Irish', 'Scottish', 'English']"
George Washington Slept Here,"['Jack Benny', ' Ann Sheridan', ' Charles Coburn']",['Jack Benny'],"['Ashkenazi', 'Jewish']"
Get Hep to Love,"['Gloria Jean', "" Donald O'Connor"", ' Jane Frazee', ' Peggy Ryan']",[],
The Ghost of Frankenstein,"['Lon Chaney Jr.', ' Cedric Hardwicke', ' Ralph Bellamy']",['Lon Chaney Jr.'],"['English', 'French', 'German', 'Irish']"
Ghost Town Law,"['Buck Jones', ' Tim McCoy', ' Raymond Hatton']",['Buck Jones'],
The Girl from Alaska,"['Jean Parker', ' Ray Middleton', ' Jerome Cowan']",['Ray Middleton'],
Girl Trouble,"['Don Ameche', ' Joan Bennett']",['Don Ameche'],"['German', 'English', 'Scottish', 'Irish']"
Girls' Town,"['Edith Fellows', ' June Storey', ' Alice White', ' Anna Q. Nilsson']",[],
"Give Out, Sisters","['The Andrews Sisters', ' Dan Dailey', "" Donald O'Connor""]",['The Andrews Sisters'],
The Glass Key,"['Alan Ladd', ' Veronica Lake', ' Brian Donlevy', ' William Bendix']",['Alan Ladd'],"['English', 'Irish']"
Grand Central Murder,"['Van Heflin', ' Cecilia Parker', ' Virginia Grey']",['Van Heflin'],"['English', 'Irish', 'German', 'Dutch', 'French']"
The Great Gildersleeve,"['Harold Peary', ' Jane Darwell']",['Harold Peary'],
The Great Man's Lady,"['Barbara Stanwyck', ' Joel McCrea', ' Brian Donlevy']",['Joel McCrea'],
The Great Impersonation,"['Ralph Bellamy', ' Evelyn Ankers', ' Kaaren Verne ']",['Ralph Bellamy'],['English']
Halfway to Shanghai,"['Kent Taylor', ' Irene Hervey', ' Henry Stephenson']",['Kent Taylor'],
Hay Foot,"['William Tracy', ' Joe Sawyer', ' Elyse Knox']",['William Tracy'],
Heart of the Golden West,"['Roy Rogers', ' Ruth Terry', ' Smiley Burnette']",['Roy Rogers'],
Heart of the Rio Grande,"['Gene Autry', ' Fay McKenzie', ' Edith Fellows ']",['Gene Autry'],
"Hello, Annapolis","['Tom Brown', ' Jean Parker', ' Larry Parks']",['Tom Brown'],
"Henry Aldrich, Editor ","['Jimmy Lydon', ' Olive Blakeney', ' Rita Quigley']",['Jimmy Lydon'],
Henry and Dizzy,"['Jimmy Lydon', ' Mary Anderson', ' John Litel']",['Jimmy Lydon'],
Her Cardboard Lover,"['Norma Shearer', ' Robert Taylor', ' George Sanders']",['Robert Taylor'],
Here We Go Again,"['Jim Jordan', ' Marian Jordan', ' Edgar Bergen']",['Jim Jordan'],
The Hidden Hand,"['Craig Stevens', ' Elisabeth Fraser', ' Julie Bishop']",['Craig Stevens'],
Highways by Night,"['Richard Carlson', ' Jane Randolph', ' Barton MacLane']",['Richard Carlson'],
"Hi, Neighbor","['Jean Parker John Archer', ' Janet Beecher']",[],
Hillbilly Blitzkrieg,"['Bud Duncan', ' Edgar Kennedy', ' Cliff Nazarro']",['Bud Duncan'],
Hitler – Dead or Alive,"['Ward Bond', ' Dorothy Tree', ' Warren Hymer']",['Ward Bond'],
Holiday Inn,"['Bing Crosby', ' Fred Astaire', ' Marjorie Reynolds', ' Virginia Dale']",['Bing Crosby'],"['English', 'Irish']"
Home in Wyomin',"['Gene Autry', ' Fay McKenzie']",['Gene Autry'],
House of Errors,"['Harry Langdon', ' Marian Marsh', ' Betty Blythe']",['Harry Langdon'],
I Live on Danger,"['Chester Morris', ' Jean Parker']",['Chester Morris'],
I Married a Witch,"['Veronica Lake', ' Fredric March', ' Susan Hayward']",['Fredric March'],"['English', 'Scottish', 'Dutch', 'German', 'Belgian', 'Flemish', 'Norwegian']"
I Married an Angel,"['Jeanette MacDonald', ' Nelson Eddy']",['Nelson Eddy'],
I Was Framed,"['Julie Bishop', ' Tod Andrews']",['Tod Andrews'],
Ice-Capades Revue,"['Ellen Drew', ' Richard Denning', ' Jerry Colonna']",['Richard Denning'],
Iceland,"['Sonja Henie', ' John Payne', ' Jack Oakie']",['John Payne'],
In Old California,"['John Wayne', ' Binnie Barnes', ' Albert Dekker']",['John Wayne'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish']"
In This Our Life,"['Bette Davis', ' Olivia de Havilland', ' George Brent']",['George Brent'],
Invisible Agent,"['Ilona Massey', ' Jon Hall', ' Peter Lorre']",['Jon Hall'],
Inside the Law,"['Wallace Ford', ' Luana Walters']",['Wallace Ford'],
Isle of Missing Men,"['John Howard', ' Helen Gilbert', ' Gilbert Roland']",['John Howard'],"['English', 'Scottish', 'Irish', 'Northern', 'Irish']"
It Happened in Flatbush,"['Lloyd Nolan', ' Carole Landis', ' Sara Allgood']",['Lloyd Nolan'],
It's All True,[''],[],
Jackass Mail,"['Wallace Beery', ' Marjorie Main', ' J. Carrol Naish']",['Wallace Beery'],"['GermanEnglish', 'Irish', 'Scottish', 'SwissGerman']"
Jail House Blues,"['Nat Pendleton', ' Anne Gwynne', ' Robert Paige']",['Nat Pendleton'],
"Jesse James, Jr.","['Don ""Red"" Barry', ' Lynn Merrick']","['Don ""Red"" Barry']",
Joan of Ozark,"['Judy Canova', ' Joe E. Brown', ' Jerome Cowan']",['Joe E. Brown'],"['Welsh', 'English']"
Joan of Paris,"['Michèle Morgan', ' Paul Henreid', ' Laird Cregar']",['Paul Henreid'],"['Jewish', 'Austrian']"
"Joe Smith, American","['Robert Young', ' Marsha Hunt']",['Robert Young'],
Johnny Doughboy,"['Jane Withers', ' Ruth Donnelly', ' Henry Wilcoxon']",['Henry Wilcoxon'],
Johnny Eager,"['Robert Taylor', ' Lana Turner']",['Robert Taylor'],
Journey for Margaret,"['Robert Young', ' Laraine Day', ' Fay Bainter', ' Nigel Bruce']",['Robert Young'],
Juke Box Jenny,"['Ken Murray', ' Harriet Hilliard', ' Iris Adrian']",['Ken Murray'],
Juke Girl,"['Ann Sheridan', ' Ronald Reagan', ' Gene Lockhart']",['Ronald Reagan'],"['Irish25', 'Scottish25', 'English']"
Jungle Book,"['Sabu', ' Joseph Calleia']",['Joseph Calleia'],
Jungle Siren,"['Ann Corio', ' Buster Crabbe', ' Arno Frey']",['Buster Crabbe'],
Junior Army,"['Freddie Bartholomew', ' Billy Halop', ' Huntz Hall']",['Billy Halop'],
Just Off Broadway,"['Lloyd Nolan', ' Marjorie Weaver', ' Phil Silvers']",['Lloyd Nolan'],
Kid Glove Killer,"['Van Heflin', ' Marsha Hunt']",['Van Heflin'],"['English', 'Irish', 'German', 'Dutch', 'French']"
King of the Mounties,"['Allan Lane', ' Peggy Drake']",['Allan Lane'],
King of the Stallions,"[""Dave O'Brien"", ' Rick Vallin', ' Chief Thundercloud']",['Rick Vallin'],
Kings Row,"['Ann Sheridan', ' Ronald Reagan', ' Robert Cummings']",['Ronald Reagan'],"['Irish25', 'Scottish25', 'English']"
Klondike Fury,"['Edmund Lowe', ' Lucile Fairbanks', ' Ralph Morgan']",['Edmund Lowe'],
Lady for a Night,"['John Wayne', ' Joan Blondell', ' Ray Middleton']",['John Wayne'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish']"
Lady from Chungking,"['Anna May Wong', ' Harold Huber', ' Mae Clarke']",['Harold Huber'],
Lady Gangster,"['Faye Emerson', ' Julie Bishop']",[],
The Lady Has Plans,"['Paulette Goddard', ' Ray Milland', ' Roland Young']",['Ray Milland'],['Welsh']
Lady in a Jam,"['Irene Dunne', ' Ralph Bellamy', ' Patric Knowles']",['Ralph Bellamy'],['English']
The Lady Is Willing,"['Marlene Dietrich', ' Fred MacMurray']",['Fred MacMurray'],['German']
Land of the Open Range ,"['Tim Holt', ' Janet Waldo']",['Tim Holt'],
"Larceny, Inc.","['Edward G. Robinson', ' Jane Wyman', ' Broderick Crawford']",['Edward G. Robinson'],"['Ashkenazi', 'Jewish']"
Laugh Your Blues Away,"['Jinx Falkenburg', ' Bert Gordon', ' Isobel Elsom']",['Bert Gordon'],
Law and Order,"['Buster Crabbe', ' Al St. John', ' Wanda McKay']",['Buster Crabbe'],
Law of the Jungle,"['Arline Judge', ' John King', '']",['John King'],
Lawless Plainsmen,"['Charles Starrett', ' Russell Hayden', ' Luana Walters']",['Charles Starrett'],
Let's Get Tough!,"['East Side Kids', ' Florence Rice']",[],
Life Begins at Eight-Thirty,"['Ida Lupino', ' Monty Woolley', ' Cornel Wilde']",['Monty Woolley'],
"Little Joe, the Wrangler","['Johnny Mack Brown', ' Tex Ritter', ' Jennifer Holt']",['Johnny Mack Brown'],
"Little Tokyo, U.S.A.","['Preston Foster', ' Brenda Joyce', ' June Duprez']",['Preston Foster'],
The Living Ghost,"['James Dunn', ' Joan Woodbury']",['James Dunn'],"['English', 'Irish']"
The Lone Prairie,"['Russell Hayden', ' Dub Taylor']",['Russell Hayden'],
The Lone Rider in Cheyenne,"['George Houston', ' Al St. John', ' Dennis Moore']",['George Houston'],
Lone Star Ranger,"['John Kimbrough', ' Sheila Ryan']",['John Kimbrough'],
The Lone Star Vigilantes,"['Wild Bill Elliott', ' Tex Ritter', ' Luana Walters']",['Wild Bill Elliott'],
Lost Canyon,"['William Boyd', ' Lola Lane']",['William Boyd'],
"
",['Harry Lachman'],['Harry Lachman'],
"20th Century Fox
",['William Beaudine'],['William Beaudine'],
"Independent
",['Frank Tuttle'],['Frank Tuttle'],
"Paramount
",['Charles Barton'],['Charles Barton'],
"Columbia
",['Jean Yarbrough'],[],
The Mad Doctor of Market Street,"['Lionel Atwill', ' Anne Nagel', ' Claire Dodd', ' Una Merkel']",['Lionel Atwill'],
The Mad Martindales,"['Jane Withers', ' Marjorie Weaver', ' Alan Mowbray']",['Alan Mowbray'],
The Mad Monster,"['George Zucco', ' Anne Nagel', ' Glenn Strange']",['George Zucco'],
Madame Spy,"['Constance Bennett', ' Don Porter', ' John Litel']",['Don Porter'],
The Magnificent Ambersons,"['Joseph Cotten', ' Anne Baxter', ' Dolores Costello', ' Agnes Moorehead', ' Tim Holt']",['Joseph Cotten'],"['English', 'Northern', 'Irish', 'ScotsIrish']"
The Magnificent Dope,"['Henry Fonda', ' Lynn Bari', ' Don Ameche']",['Henry Fonda'],"['Dutch', 'English', 'Scottish', 'Norwegian', 'German', 'Italian']"
The Major and the Minor,"['Ginger Rogers', ' Ray Milland', ' Rita Johnson']",['Ray Milland'],['Welsh']
The Male Animal,"['Henry Fonda', ' Olivia de Havilland', ' Joan Leslie']",['Henry Fonda'],"['Dutch', 'English', 'Scottish', 'Norwegian', 'German', 'Italian']"
Man from Cheyenne,"['Roy Rogers', ' Sally Payne']",['Roy Rogers'],
Man from Headquarters ,"['Frank Albertson', ' Joan Woodbury', ' Byron Foulger']",['Frank Albertson'],
The Man in the Trunk,"['Lynne Roberts', ' Raymond Walburn', ' J. Carrol Naish ']",['Raymond Walburn'],
The Man Who Came to Dinner,"['Monty Woolley', ' Bette Davis', ' Ann Sheridan', ' Billie Burke']",['Monty Woolley'],
The Man Who Returned to Life,"['Lucile Fairbanks', ' John Howard']",['John Howard'],"['English', 'Scottish', 'Irish', 'Northern', 'Irish']"
The Man Who Wouldn't Die,"['Lloyd Nolan', ' Marjorie Weaver', ' Henry Wilcoxon']",['Lloyd Nolan'],
Man with Two Lives,"['Edward Norris', ' Marlo Dwyer']",['Edward Norris'],
A Man's World,"['William Wright', ' Marguerite Chapman', ' Larry Parks', ' Wynne Gibson']",['William Wright'],
Manila Calling,"['Lloyd Nolan', ' Carole Landis', ' Cornel Wilde']",['Lloyd Nolan'],
Maisie Gets Her Man,"['Ann Sothern', ' Red Skelton', ' Allen Jenkins']",['Red Skelton'],
The Mayor of 44th Street,"['George Murphy', ' Anne Shirley', ' Richard Barthelmess']",['George Murphy'],['Irish']
The McGuerins from Brooklyn,"['William Bendix', ' Grace Bradley']",['William Bendix'],
Meet the Stewarts,"['William Holden', ' Frances Dee']",['William Holden'],"['English', 'Irish', 'French']"
Men of San Quentin,"['Eleanor Stewart', ' Dick Curtis']",['Dick Curtis'],
Men of Texas,"['Robert Stack', ' Jackie Cooper', ' Broderick Crawford']",['Robert Stack'],
Mexican Spitfire at Sea,"['Lupe Vélez', ' Leon Errol', ' Zasu Pitts']",['Leon Errol'],
Mexican Spitfire Sees a Ghost,"['Lupe Vélez', ' Buddy Rogers', ' Elisabeth Risdon']",['Buddy Rogers'],
Mexican Spitfire's Elephant,"['Lupe Vélez', ' Walter Reed', ' Elisabeth Risdon ']",['Walter Reed'],
Miss Annie Rooney,"['Shirley Temple', ' Dickie Moore', ' Guy Kibbee']",['Dickie Moore'],
Miss V from Moscow,"['Lola Lane', ' Noel Madison', ' Paul Weigel']",['Paul Weigel'],
Mississippi Gambler,"['Kent Taylor', ' Frances Langford', ' John Litel']",['Kent Taylor'],
Mokey,"['Donna Reed', ' Dan Dailey']",['Dan Dailey'],
Moonlight in Havana,"['Allan Jones', ' Jane Frazee', ' Marjorie Lord']",['Allan Jones'],
Moonlight Masquerade,"[""Dennis O'Keefe"", ' Jane Frazee']",[],
The Moon and Sixpence,"['George Sanders', ' Herbert Marshall', ' Elena Verdugo']",['George Sanders'],"['English', 'Scottish', 'European', 'Royal', 'Russian']"
Moontide,"['Jean Gabin', ' Ida Lupino', ' Claude Rains']",['Claude Rains'],['English']
Mr. and Mrs. North,"['Gracie Allen', ' Paul Kelly', ' Rose Hobart']",['Paul Kelly'],
Mr. Wise Guy,"['East Side Kids', ' Billy Gilbert', ' Joan Barclay']",['Billy Gilbert'],
Mrs. Miniver,"['Greer Garson', ' Walter Pidgeon', ' Teresa Wright']",['Walter Pidgeon'],
