0,1,Males,Ethnicity
11-11-11,"['Timothy Gibbs', ' Michael Landes', ' Wendy Glenn', ' Benjamin Cook', ' Lolo Herrero', ' Salome Jimenez', ' Brendan Price', ' Denis Rafter', ' Angela Rosal', ' Lluis Soler']",['Timothy Gibbs'],
30 Minutes or Less,"['Jesse Eisenberg', ' Danny McBride', ' Aziz Ansari', ' Nick Swardson', ' Michael Peña', ' Fred Ward']",['Jesse Eisenberg'],"['Ashkenazi', 'Jewish']"
35 and Ticking,"['Tamala Jones', ' Nicole Ari Parker', ' Keith Robinson', ' Darius McCrary', ' Dondre Whitfield', ' Jill Marie Jones', ' Wendy Raquel Robinson', ' Kevin Hart', ' Meagan Good']",['Keith Robinson'],
50/50,"['Joseph Gordon-Levitt', ' Seth Rogen', ' Anna Kendrick', ' Bryce Dallas Howard', ' Anjelica Huston']",['Joseph Gordon-Levitt'],"['Ashkenazi', 'Jewish']"
Abduction,"['Taylor Lautner', ' Lily Collins', ' Alfred Molina', ' Jason Isaacs', ' Maria Bello', ' Sigourney Weaver']",['Alfred Molina'],['Italian']
The Adjustment Bureau,"['Matt Damon', ' Emily Blunt', ' Anthony Mackie', ' Shoreh Aghdashloo', ' John Slattery', ' Michael Kelly', ' Anthony Ruivivar', ' Terence Stamp']",['Matt Damon'],"['Scottish', 'Welsh', 'Finnish', 'Swedish', 'Norwegian']"
The Adventures of Tintin: The Secret of the Unicorn,"['Jamie Bell', ' Andy Serkis', ' Daniel Craig', ' Simon Pegg', ' Nick Frost', ' Tony Curran', ' Toby Jones', ' Gad Elmaleh', ' Mackenzie Crook', ' Daniel Mays', ' Kim Stengel', ' Sebastian Roché', ' Cary Elwes', ' Phillip Rhys', ' Ron Bottitta']",['Andy Serkis'],"['Armenian', 'English', 'Arab']"
African Cats,['Centers around two families of lions and cheetahs who teach their cubs the ways of the wild in surviving the African savannah. Narrated by Samuel L. Jackson'],[],
Alvin and the Chipmunks: Chipwrecked,"['Jason Lee', ' David Cross', ' Jenny Slate', ' Justin Long (voice)', ' Matthew Gray Gubler (voice)', ' Jesse McCartney (voice)', ' Christina Applegate (voice)', ' Anna Faris (voice)', ' Amy Poehler (voice)', ' Alan Tudyk (voice)']",['Jason Lee'],"['English', 'German', 'SwissGerman', 'Scottish', 'ScotsIrishNorthern', 'Irish']"
Another Earth,"['William Mapother', ' Brit Marling']",['William Mapother'],"['German', 'English', 'Irish', 'Welsh']"
Apollo 18,"['Lloyd Owen', ' Warren Christie']",['Lloyd Owen'],
The Art of Getting By,"['Freddie Highmore', ' Emma Roberts', ' Michael Angarano', ' Elizabeth Reaser', ' Sam Robards', ' Alicia Silverstone', ' Rita Wilson', ' Blair Underwood']",['Michael Angarano'],"['Italian', 'Sephardi', 'Jewish']"
Arthur,"['Russell Brand', ' Helen Mirren', ' Greta Gerwig', ' Jennifer Garner', ' Nick Nolte', ' Luis Guzmán']",['Russell Brand'],"['English', 'German']"
Arthur Christmas,"['James McAvoy', ' Hugh Laurie', ' Bill Nighy', ' Jim Broadbent', ' Imelda Staunton', ' Ashley Jensen', ' Will Sasso', ' Ramona Marquez', ' Iain McKee', ' Joan Cusack', ' Robbie Coltrane', ' Michael Palin', ' Dominic West', ' Andy Serkis']",['James McAvoy'],['Scottish']
Atlas Shrugged: Part I,"['Taylor Schilling', ' Grant Bowler', ' Matthew Marsden', ' Edi Gathegi', ' Graham Beckel', ' Jsu Garcia', ' Jon Polito', ' Michael Lerner']",['Grant Bowler'],
Bad Teacher,"['Cameron Diaz', ' Jason Segel', ' Justin Timberlake', ' Lucy Punch', ' John Michael Higgins']",['Cameron Diaz'],"['Cuban', 'Spanish', 'Asturian', 'SpanishVenezuelan', 'English', 'Scottish', 'Irish', 'German']"
Battle: Los Angeles,"['Aaron Eckhart', ' Michelle Rodriguez', ' Ramón Rodríguez', ' Bridget Moynahan', ' Ne-Yo and Michael Peña', ' Lucas Till', ' Joey King', ' Will Rothhaar', ' Nzinga Blake', ' Jim Parrack', ' Aisha Tyler', ' Tisha Campbell-Martin', ' Noel Fisher', ' Taylor Handley', ' Cory Hardrict']",['Aaron Eckhart'],"['German', 'German', 'English', 'Scottish', 'Northern', 'Irish']"
Beastly,"['Vanessa Hudgens', ' Alex Pettyfer', ' Mary-Kate Olsen', ' Peter Krause', ' Lisa Gay Hamilton', ' Neil Patrick Harris']",['Alex Pettyfer'],['English']
"Beats, Rhymes & Life: The Travels of a Tribe Called Quest","['The life and legacy of A Tribe Called Quest', ' one of the most influential and groundbreaking musical groups in hip-hop history.']",['The life and legacy of A Tribe Called Quest'],
The Beaver,"['Mel Gibson', ' Jodie Foster', ' Anton Yelchin', ' Jennifer Lawrence']",['Mel Gibson'],"['Irish125', 'English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'Welsh']"
Beginners,"['Ewan McGregor', ' Christopher Plummer', ' Mélanie Laurent', ' Goran Višnjić', ' Kai Lennox', ' Mary Page Keller', ' Keegan Boos']",['Ewan McGregor'],"['Scottish', 'German']"
A Better Life,"['Demián Bichir', ' José Julián']",['Demián Bichir'],
"Big Mommas: Like Father, Like Son","['Martin Lawrence', ' Brandon T. Jackson', ' Jessica Lucas', ' Tony Curran', ' Faizon Love', ' Sherri Shepherd', ' Portia Doubleday']",['Martin Lawrence'],['AfricanAmerican']
The Big Year,"['Steve Martin', ' Jack Black', ' Owen Wilson', ' Rashida Jones', ' Anjelica Huston', ' Jim Parsons', ' Rosamund Pike', ' JoBeth Williams', ' Brian Dennehy', ' Dianne Wiest', ' Anthony Anderson', ' Tim Blake Nelson', ' Kevin Pollak', ' Joel McHale']",['Steve Martin'],"['English', 'Scottish', 'Irish', 'ScotsIrishNorthern', 'Irish', 'German', 'French', 'Welsh']"
Born to Be Wild 3D,['A team of animal activists raise and rescue endangered orangutans and elephants to bring them back into the wild. Narrated by Morgan Freeman'],['A team of animal activists raise and rescue endangered orangutans and elephants to bring them back into the wild. Narrated by Morgan Freeman'],
The Twilight Saga: Breaking Dawn - Part 1,"['Kristen Stewart', ' Robert Pattinson', ' Taylor Lautner', ' Nikki Reed', ' Peter Facinelli', ' Elizabeth Reaser', ' Ashley Greene', ' Kellan Lutz', ' Jackson Rathbone', ' Julia Jones', ' Booboo Stewart', ' Billy Burke', ' Sarah Clarke', ' MyAnna Buring', ' Maggie Grace', ' Casey LaBow', ' Michael Sheen', ' Jamie Campbell Bower', ' Christopher Heyerdahl', ' Chaske Spencer', ' Christian Camargo', ' Mía Maestro']",['Robert Pattinson'],['English']
Bridesmaids,"['Kristen Wiig', ' Maya Rudolph', ' Rose Byrne', ' Wendi McLendon-Covey', ' Ellie Kemper', ' Melissa McCarthy', "" Chris O'Dowd"", ' Jon Hamm', ' Matt Lucas']",['Jon Hamm'],"['German375', 'English25', 'Irish']"
Buck,"['The life', ' career', ' and philosophy of the real-life ""horse whisperer"" Buck Brannaman.']",['The life'],
Bucky Larson: Born to Be a Star,"['Nick Swardson', ' Christina Ricci', ' Don Johnson', ' Stephen Dorff']",['Nick Swardson'],"['Swedish25', 'Scottish125', 'Norwegian125', 'German']"
Captain America: The First Avenger,"['Chris Evans', ' Tommy Lee Jones', ' Hugo Weaving', ' Dominic Cooper', ' Neal McDonough', ' Derek Luke', ' Stanley Tucci', ' Hayley Atwell', ' Sebastian Stan', ' Kenneth Choi', ' Toby Jones', ' Richard Armitage', ' J. J. Feild', ' Samuel L. Jackson']",['Tommy Lee Jones'],"['English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'Dutch']"
Carnage,"['Jodie Foster', ' Kate Winslet', ' Christoph Waltz', ' John C. Reilly']",['Christoph Waltz'],"['German', 'Austrian', 'Slovenian']"
Cars 2,"['Owen Wilson', ' Larry the Cable Guy', ' Michael Caine', ' Emily Mortimer', ' Eddie Izzard', ' Jason Isaacs', ' Thomas Kretschmann', ' Joe Mantegna', ' Peter Jacobson', ' Tony Shalhoub', ' Guido Quaroni', ' Paul Dooley', ' John Ratzenberger', ' John Turturro', ' Jeff Gordon', ' Lewis Hamilton', ' Darrell Waltrip', ' Brent Musburger', ' David Hobbs', ' Bruce Campbell', ' John Lasseter', ' Franco Nero', ' Vanessa Redgrave', ' Michel Michelis', ' Bonnie Hunt', ' Cheech Marin', ' Jenifer Lewis', ' Michael Wallis', ' Lloyd Sherr', ' Sig Hansen', ' Jeff Garlin', ' Katherine Helmond']",['Owen Wilson'],['Irish']
Cedar Rapids,"['Ed Helms', ' John C. Reilly', ' Anne Heche', ' Isiah Whitlock', ' Jr.', ' Kurtwood Smith', ' Stephen Root', "" Mike O'Malley and Sigourney Weaver"", ' Alia Shawkat', ' Rob Corddry', ' Thomas Lennon', ' Welker White', ' Steve Blackwood']",['Ed Helms'],"['English', 'ScotsIrishNorthern', 'Irish', 'German', 'Dutch', 'French']"
The Change-Up,"['Ryan Reynolds', ' Jason Bateman', ' Leslie Mann', ' Olivia Wilde', ' Alan Arkin']",['Ryan Reynolds'],"['Irish', 'Scottish', 'Northern', 'Irish', 'Luxembourgish', 'English', 'Dutch']"
The Chaperone,"['Paul ""Triple H"" Levesque', ' Ariel Winter', ' Kevin Corrigan', ' José Zúñiga', ' Yeardley Smith', ' Kevin Rankin', ' Enrico Colantoni']","['Paul ""Triple H"" Levesque']",
Colombiana,"['Zoe Saldana', ' Jordi Mollà', ' Lennie James', ' Michael Vartan', ' Cliff Curtis']",['Jordi Mollà'],
Conan the Barbarian,"['Jason Momoa', ' Rachel Nichols', ' Stephen Lang', ' Rose McGowan', ' Saïd Taghmaoui', ' Leo Howard', ' Bob Sapp', ' Ron Perlman', "" Steven O'Donnell"", ' Nonso Anozie']",['Jason Momoa'],"['Native', 'Hawaiian', 'English', 'German']"
The Conspirator,"['James McAvoy', ' Robin Wright', ' Kevin Kline', ' Evan Rachel Wood', ' Danny Huston', ' Justin Long', ' Colm Meaney', ' Tom Wilkinson']",['James McAvoy'],['Scottish']
Contagion,"['Marion Cotillard', ' Matt Damon', ' Laurence Fishburne', ' Jude Law', ' Gwyneth Paltrow', ' Kate Winslet', ' Bryan Cranston', ' Jennifer Ehle', ' Sanaa Lathan', ' Amr Waked', ' John Hawkes', ' Demetri Martin']",['Matt Damon'],"['Scottish', 'Welsh', 'Finnish', 'Swedish', 'Norwegian']"
Courageous,"['Alex Kendrick', ' Ken Bevel', ' Kevin Downes', ' Ben Davies', ' Renee Jewell', ' Elanor Brown', ' Robert Amaya', ' Angelita Nelson', ' David Howze', ' Tony ""T.C."" Stallings']",['Alex Kendrick'],"['English', 'French']"
Cowboys & Aliens,"['Daniel Craig', ' Harrison Ford', ' Olivia Wilde', ' Ana de la Reguera', ' Sam Rockwell', ' Adam Beach', ' Paul Dano', ' Noah Ringer']",['Daniel Craig'],"['English', 'Welsh', 'Scottish', 'Irish', 'FrenchFrench', 'Huguenot']"
"Crazy, Stupid, Love.","['Steve Carell', ' Ryan Gosling', ' Julianne Moore', ' Emma Stone', ' John Carroll Lynch', ' Marisa Tomei', ' Kevin Bacon', ' Analeigh Tipton', ' Liza Lapira', ' Joey King', ' Mekia Cox']",['Steve Carell'],"['German', 'Polish']"
The Darkest Hour,"['Emile Hirsch', ' Olivia Thirlby', ' Max Minghella', ' Rachael Taylor', ' Joel Kinnaman']",['Emile Hirsch'],"['Ashkenazi', 'Jewish', 'English', 'ScotsIrishNorthern', 'Irish', 'German', 'French']"
Dead Stop,"['Lauren Brady', ' Mike Hardy', ' Trevor Snarr']",['Mike Hardy'],
The Debt,"['Helen Mirren', ' Sam Worthington', ' Jessica Chastain', ' Jesper Christensen', ' Marton Csokas', ' Ciarán Hinds', ' Tom Wilkinson']",['Sam Worthington'],['English']
The Descendants,"['George Clooney', ' Shailene Woodley', ' Beau Bridges', ' Judy Greer', ' Matthew Lillard']",['George Clooney'],"['Irish', 'English', 'German', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'Welsh', 'French', 'Huguenot', 'Dutch']"
The Devil's Double,"['Dominic Cooper', ' Philip Quast', ' Ludivine Sagnier', ' Mimoun Oaïssa', ' Mehmet Ferda']",['Dominic Cooper'],"['English', 'Scottish']"
Diary of a Wimpy Kid: Rodrick Rules,"['Zachary Gordon', ' Devon Bostick', ' Rachael Harris', ' Robert Capron', ' Steve Zahn']",['Zachary Gordon'],"['Ashkenazi', 'Jewish']"
The Dilemma,"['Vince Vaughn', ' Kevin James', ' Jennifer Connelly', ' Winona Ryder', ' Channing Tatum', ' Queen Latifah']",['Vince Vaughn'],"['Lebanese25', 'Italian50', 'English', 'Irish', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'German', 'SwissFrench', 'Dutch']"
Dirty Girl,"['Juno Temple', ' Milla Jovovich', ' William H. Macy', ' Mary Steenburgen', ' Dwight Yoakam and introducing Jeremy Dozier']",['William H. Macy'],"['Scottish', 'English', 'FrenchCajun', 'Irish', 'Welsh', 'SwissGerman', 'Dutch', 'Spanish', 'Choctaw', 'Native', 'American']"
Dolphin Tale,"['Harry Connick', ' Jr.', ' Ashley Judd', ' Nathan Gamble', ' Kris Kristofferson', ' Cozi Zuehldorff', ' Morgan Freeman']",['Harry Connick'],"['English', 'German', 'Ashkenazi', 'Jewish']"
Don't Be Afraid of the Dark,"['Katie Holmes', ' Guy Pearce', ' Bailee Madison', ' Jack Thompson']",['Guy Pearce'],"['Scottish', 'English']"
The Double,"['Richard Gere', ' Topher Grace', ' Stephen Moyer', ' Odette Yustman', ' Stana Katic', ' Chris Marquette', ' Tamer Hassan and Michael Sheen']",['Richard Gere'],"['English', 'ScotsIrishNorthern', 'Irish', 'Welsh', 'Dutch', 'Scottish', 'German', 'French']"
Dream House,"['Daniel Craig', ' Naomi Watts', ' Rachel Weisz', ' Marton Csokas', ' Elias Koteas', ' Jane Alexander', ' Taylor Geare', ' Rachel G. Fox', ' Mark Wilson', ' Jonathan Potts', ' Lynne Griffin', ' Gregory Smith', ' Chris Owens', ' Sarah Gadon']",['Daniel Craig'],"['English', 'Welsh', 'Scottish', 'Irish', 'FrenchFrench', 'Huguenot']"
Drive,"['Ryan Gosling', ' Carey Mulligan', ' Bryan Cranston', ' Christina Hendricks', ' Ron Perlman', ' Oscar Isaac', ' Albert Brooks']",['Ryan Gosling'],"['FrenchCanadian', 'English', 'Scottish', 'Irish', 'German', 'AfricanAmerican']"
Drive Angry,"['Nicolas Cage', ' Amber Heard', ' William Fichtner', ' Billy Burke', ' Charlotte Ross', ' Christa Campbell', ' Tom Atkins', ' Katy Mixon', ' Todd Farmer David Morse']",['Nicolas Cage'],"['Italian25', 'Polish1875', 'German625', 'British', 'Isles', 'English', 'Scottish']"
Dylan Dog: Dead of Night,"['Brandon Routh', ' Sam Huntington', ' Anita Briem', ' Peter Stormare', ' Taye Diggs']",['Brandon Routh'],"['English', 'Scottish', 'German', 'Welsh', 'Irish', 'Dutch']"
The Eagle,"['Channing Tatum', ' Jamie Bell', ' Donald Sutherland', ' Mark Strong']",['Donald Sutherland'],"['Scottish', 'English', 'German']"
Everything Must Go,"['Will Ferrell', ' Rebecca Hall', ' Michael Peña', ' Christopher C. J. Wallace', ' Glenn Howerton', ' Stephen Root', ' Laura Dern']",['Will Ferrell'],"['English', 'Irish', 'German', 'Welsh']"
