0,1,Males,Ethnicity
 15 Minutes,"['Robert De Niro', ' Edward Burns', ' Kelsey Grammer']",['Robert De Niro'],"['Italian', 'Irish', 'German', 'Dutch', 'English', 'French', 'Huguenot', 'Scottish', 'ScotsIrishNorthern', 'Irish']"
3 A.M.,"['Danny Glover', ' Pam Grier', ' Sarita Choudhury']",['Danny Glover'],['AfricanAmerican']
3000 Miles to Graceland,"['Kurt Russell', ' Kevin Costner', ' Courteney Cox', ' Christian Slater', ' David Arquette', ' Kevin Pollak', ' Howie Long', ' Ice-T']",['Kurt Russell'],"['English', 'German', 'Scottish', 'Irish']"
 A.I. Artificial Intelligence,"['Jude Law', ' Haley Joel Osment', ' William Hurt', "" Frances O'Connor"", ' Sam Robards']",['Jude Law'],"['English', 'Welsh', 'Scottish']"
The Affair of the Necklace,"['Hilary Swank', ' Jonathan Pryce', ' Adrien Brody']",['Jonathan Pryce'],['Welsh']
After the Storm,"['Benjamin Bratt', ' Mili Avital', ' Armand Assante']",['Benjamin Bratt'],"['English', 'Sudeten', 'German', 'Indigenous', 'Peruvian', 'Quechua']"
Ali,"['Will Smith', ' Jamie Foxx', ' Jon Voight', ' Mario Van Peebles', ' Jeffrey Wright', ' Ron Silver']",['Will Smith'],['AfricanAmerican']
All Over the Guy,"['Sasha Alexander', ' Dan Bucatinsky', ' Adam Goldberg']",['Dan Bucatinsky'],"['Ashkenazi', 'Jewish']"
Along Came a Spider,"['Morgan Freeman', ' Monica Potter', ' Dylan Baker']",['Dylan Baker'],
The Amati Girls,"['Cloris Leachman', ' Mercedes Ruehl', ' Sean Young']",['Sean Young'],"['English', 'Irish', 'SwissGerman']"
America's Sweethearts,"['Julia Roberts', ' Catherine Zeta-Jones', ' John Cusack', ' Billy Crystal']",['John Cusack'],['Irish']
The American Astronaut,"['Cory McAbee', ' Rocco Sisto']",['Cory McAbee'],
American Outlaws,"['Colin Farrell', ' Scott Caan', ' Ali Larter']",['Colin Farrell'],['Irish']
American Pie 2,"['Jason Biggs', ' Shannon Elizabeth', ' Chris Klein', ' Alyson Hannigan', ' Seann William Scott', ' Tara Reid', ' Eugene Levy']",['Jason Biggs'],"['Italian', 'Sicilian25', 'English']"
An American Rhapsody,"['Scarlett Johansson', ' Nastassja Kinski', ' Tony Goldwyn']",['Tony Goldwyn'],"['Ashkenazi', 'Jewish', 'Irish', 'English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'German']"
Amy's Orgasm,"['Julie Davis', ' Nick Chinlund', ' Jeff Cesario']",['Nick Chinlund'],
Angel Eyes,"['Jennifer Lopez', ' James Caviezel', ' Jeremy Sisto']",['James Caviezel'],"['Slovak', 'Irish']"
The Animal,"['Rob Schneider', ' Colleen Haskell', ' John C. McGinley', ' Edward Asner']",['Rob Schneider'],"['Ashkenazi', 'Jewish25', 'British', 'Isles', 'English', 'Scottish25', 'Filipino']"
The Anniversary Party,"['Alan Cumming', ' Jennifer Jason Leigh', ' Kevin Kline']",['Alan Cumming'],['Scottish']
Antitrust,"['Ryan Phillippe', ' Rachael Leigh Cook', ' Claire Forlani', ' Tim Robbins']",['Ryan Phillippe'],"['English', 'German', 'Alsatian', 'German', 'Scottish', 'SwissGerman']"
Atlantis: The Lost Empire,"['Michael J. Fox', ' Cree Summer', ' James Garner']",['Michael J. Fox'],"['Irish', 'English', 'Scottish']"
 Baby Boy,"['Tyrese Gibson', ' Snoop Dogg', ' Ving Rhames']",['Tyrese Gibson'],['AfricanAmerican']
Bandits,"['Bruce Willis', ' Cate Blanchett', ' Billy Bob Thornton']",['Bruce Willis'],"['English', 'Dutch', 'French', 'Welsh', 'Irish', 'German']"
Bartleby,"['David Paymer', ' Crispin Glover', ' Glenne Headly']",['David Paymer'],"['Ashkenazi', 'Jewish']"
A Beautiful Mind,"['Russell Crowe', ' Jennifer Connelly', ' Ed Harris']",['Russell Crowe'],"['Welsh', 'English', 'Scottish', 'Irish', 'Māori', 'Norwegian', 'Swedish', 'German', 'Italian']"
Behind Enemy Lines,"['Gene Hackman', ' Owen Wilson', ' David Keith']",['Gene Hackman'],"['English', 'German', 'Scottish', 'Dutch']"
The Believer,"['Ryan Gosling', ' Billy Zane', ' Theresa Russell']",['Ryan Gosling'],"['FrenchCanadian', 'English', 'Scottish', 'Irish', 'German', 'AfricanAmerican']"
Big Bad Love,"['Arliss Howard', ' Debra Winger', ' Paul Le Mat']",['Paul Le Mat'],
Black Hawk Down,"['Josh Hartnett', ' Ewan McGregor', ' Tom Hardy']",['Josh Hartnett'],"['Swedish25', 'Irish25', 'German1875', 'Norwegian']"
Black Knight,['Martin Lawrence'],['Martin Lawrence'],['AfricanAmerican']
