0,1,Males,Ethnicity
The Cable Guy,"['Jim Carrey', ' Matthew Broderick', ' Leslie Mann', ' George Segal']",['Jim Carrey'],"['FrenchCanadian', 'English', 'Scottish', 'Irish']"
Camp Stories,[''],[],
Cannes Man,"['Francesco Quinn', ' Seymour Cassel']",['Francesco Quinn'],
Cannibal! The Musical,"['Trey Parker', ' Matt Stone', ' Dian Bachar', ' Jason McHugh']",['Trey Parker'],['English']
Carnosaur 3: Primal Species,"['Scott Valentine', ' Janet Gunn']",['Scott Valentine'],
Carpool,"['Tom Arnold', ' David Paymer', ' Rhea Perlman', ' Rachael Leigh Cook', ' Rod Steiger']",['Tom Arnold'],"['Swedish', 'German', 'English', 'Irish', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'French', 'French', 'Huguenot', 'Dutch']"
Carried Away,"['Dennis Hopper', ' Amy Irving', ' Amy Locane', ' Gary Busey']",['Dennis Hopper'],"['English', 'Irish', 'Scottish', 'Welsh', 'Dutch']"
Celtic Pride,"['Damon Wayans', ' Daniel Stern', ' Dan Aykroyd']",['Damon Wayans'],['AfricanAmerican']
Chain Reaction,"['Keanu Reeves', ' Morgan Freeman', ' Rachel Weisz', ' Fred Ward', ' Kevin Dunn', ' Brian Cox']",['Keanu Reeves'],"['Native', 'Hawaiian', 'Portuguese', 'English', 'Scottish', 'Chinese', 'Dutch', 'English']"
The Chamber,"[""Chris O'Donnell"", ' Gene Hackman', ' Faye Dunaway', ' Lela Rochon', ' Raymond J. Barry']",['Gene Hackman'],"['English', 'German', 'Scottish', 'Dutch']"
The Cherokee Kid,"['Sinbad', ' James Coburn', ' Burt Reynolds', ' Gregory Hines']",['James Coburn'],"['German', 'Swedish']"
Children of the Corn IV: The Gathering,"['Naomi Watts', ' Jamie Renée Smith', ' Karen Black']",[],
Christmas Every Day,"['Erik von Detten', ' Robert Hays', ' Bess Armstrong']",['Erik von Detten'],"['German', 'Ashkenazi', 'Jewish', 'English']"
Cinema Europe: The Other Hollywood,['Kenneth Branagh (narrator)'],['Kenneth Branagh (narrator)'],
Citizen Ruth,"['Laura Dern', ' Swoosie Kurtz', ' Kurtwood Smith', ' Kelly Preston', ' Burt Reynolds']",['Burt Reynolds'],"['English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'German', 'Dutch']"
City Hall,"['Al Pacino', ' John Cusack', ' Bridget Fonda', ' Danny Aiello', ' Martin Landau', ' David Paymer', ' Tony Franciosa']",['Al Pacino'],"['Italian', 'Sicilian', 'Neapolitan']"
Clancy's Kitchen,"['Mark Aiken', ' Indira Varma', ' Rocky Marshall']",['Mark Aiken'],
Close Up,"['Michael Mauro', ' Kevin Kenny']",['Michael Mauro'],
Color of a Brisk and Leaping Day,"['Peter Alexander', ' Henry Gibson', ' Michael Stipe']",['Peter Alexander'],
Cosmic Voyage,['Morgan Freeman (narrator)'],[],
Courage Under Fire,"['Denzel Washington', ' Meg Ryan', ' Lou Diamond Phillips', ' Matt Damon', ' Scott Glenn']",['Denzel Washington'],['AfricanAmerican']
The Craft,"['Robin Tunney', ' Fairuza Balk', ' Neve Campbell', ' Rachel True', ' Skeet Ulrich']",['Skeet Ulrich'],"['German', 'English', 'Scottish', 'Irish', 'French']"
Crossworlds,"['Rutger Hauer', ' Josh Charles', ' Andrea Roth', ' Stuart Wilson', ' Jack Black']",['Rutger Hauer'],['Dutch']
The Cremaster Cycle,"['Marti Domination', ' Kathleen Crepeau']",[],
The Crow: City of Angels,"['Vincent Pérez', ' Mia Kirshner', ' Richard Brooks', ' Iggy Pop', ' Thuy Trang']",['Vincent Pérez'],
The Crucible,"['Daniel Day-Lewis', ' Winona Ryder', ' Paul Scofield', ' Joan Allen']",['Daniel Day-Lewis'],"['English', 'Northern', 'Irish', 'Welsh', 'Ashkenazi', 'Jewish']"
Curdled,"['Angela Jones', ' William Baldwin']",['William Baldwin'],"['English', 'Irish', 'Scottish', 'FrenchCanadian', 'German']"
D3: The Mighty Ducks,"['Emilio Estevez', ' Joshua Jackson']",['Emilio Estevez'],"['Galician', 'Spanish', 'Irish', 'English', 'Scottish']"
Daddy's Girl,"['William Katt', ' Michele Greene']",['William Katt'],"['English', 'ScotsIrishNorthern', 'Irish']"
Dallas: J.R. Returns,"['Larry Hagman', ' Patrick Duffy', ' Linda Gray']",['Larry Hagman'],"['German', 'English']"
Daylight,"['Sylvester Stallone', ' Amy Brenneman', ' Viggo Mortensen', ' Dan Hedaya', ' Jay O. Sanders', ' Karen Young', ' Claire Bloom', ' Sage Stallone', ' Vanessa Bell Calloway', ' Danielle Harris', ' Barry Newman', ' Stan Shaw']",['Sylvester Stallone'],"['Italian25', 'French', 'Breton25', 'German', 'Ashkenazi', 'Jewish']"
The Daytrippers,"['Hope Davis', ' Stanley Tucci', ' Liev Schreiber', ' Parker Posey']",['Stanley Tucci'],['Italian']
Dead Man's Island,"['Barbara Eden', ' William Shatner']",['William Shatner'],"['Ashkenazi', 'Jewish']"
Deadly Outbreak,"['Jeff Speakman', ' Ron Silver']",['Jeff Speakman'],
Dear Diary,"['Bebe Neuwirth', ' Bruce Altman']",['Bruce Altman'],"['Ashkenazi', 'Jewish']"
Dear God,"['Greg Kinnear', ' Laurie Metcalf', ' Tim Conway', ' Maria Pitillo']",['Greg Kinnear'],"['English', 'German', 'Scottish', 'Irish', 'ScotsIrishNorthern', 'Irish']"
Death and the Compass,[''],[],
Demolition High,"['Corey Haim', ' Alan Thicke', ' Dick Van Patten']",['Corey Haim'],"['Ashkenazi', 'Jewish']"
Denise Calls Up,"['Timothy Daly', ' Liev Schreiber']",['Timothy Daly'],
The Dentist,"['Corbin Bernsen', ' Molly Hagan']",['Corbin Bernsen'],"['Jewish', 'English', 'Irish', 'Northern', 'IrishScotsIrish', 'Scottish', 'Welsh']"
Diabolique,"['Sharon Stone', ' Isabelle Adjani', ' Chazz Palminteri', ' Kathy Bates', ' Spalding Gray', ' Adam Hann-Byrd']",['Chazz Palminteri'],['ItalianSicilian']
Diary of a Camper,['(none)'],[],
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"['Marlon Wayans', ' Shawn Wayans', ' Bernie Mac', ' Keenen Ivory Wayans', ' Omar Epps']",['Marlon Wayans'],['AfricanAmerican']
Don't Look Back,"['Eric Stoltz', ' Billy Bob Thornton']",['Eric Stoltz'],"['German', 'English', 'Scottish', 'Dutch', 'French']"
Dorf on the Diamond,['Tim Conway'],['Tim Conway'],['Romanian']
Down Periscope,"['Kelsey Grammer', ' Lauren Holly', ' Rip Torn', ' Bruce Dern', ' William H. Macy', ' Rob Schneider']",['Rip Torn'],"['German375', 'Moravian125', 'Austrian125', 'Bohemian']"
Dragonheart,"['Dennis Quaid', ' David Thewlis', ' Pete Postlethwaite', ' Dina Meyer', ' Jason Isaacs', ' Julie Christie', ' (voice of) Sean Connery']",['Dennis Quaid'],"['English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'Irish', 'German']"
Drawing Flies,"['Jason Lee', ' Jason Mewes']",['Jason Lee'],"['English', 'German', 'SwissGerman', 'Scottish', 'ScotsIrishNorthern', 'Irish']"
Dream for an Insomniac,"['Ione Skye', ' Jennifer Aniston']",[],
Dunston Checks In,"['Jason Alexander', ' Faye Dunaway', ' Paul Reubens', ' Eric Lloyd', ' Rupert Everett', ' Glenn Shadix']",['Jason Alexander'],"['Ashkenazi', 'Jewish']"
"East Palace, West Palace",[''],[],
Ed,"['Matt LeBlanc', ' Jayne Brook', ' Jack Warden']",['Matt LeBlanc'],
Ed's Next Move,['Matt Ross'],['Matt Ross'],
Eddie,"['Whoopi Goldberg', ' Frank Langella', ' Dennis Farina']",['Frank Langella'],['Italian']
Emma,"['Gwyneth Paltrow', ' Ewan McGregor', ' Jeremy Northam', ' Greta Scacchi', ' Polly Walker']",['Ewan McGregor'],"['Scottish', 'German']"
The Empty Mirror,"['Norman Rodway', ' Camilla Søeberg']",['Norman Rodway'],
The English Patient,"['Ralph Fiennes', ' Kristin Scott Thomas', ' Juliette Binoche', ' Willem Dafoe', ' Jurgen Prochnow', ' Colin Firth']",['Ralph Fiennes'],"['English', 'Northern', 'Irish', 'Irish', 'Scottish']"
Entertaining Angels: The Dorothy Day Story,"['Moira Kelly', ' Heather Graham', ' Martin Sheen']",['Martin Sheen'],"['Spanish', 'Irish']"
Eraser,"['Arnold Schwarzenegger', ' Vanessa Williams', ' James Caan', ' Robert Pastorelli', ' James Coburn']",['Arnold Schwarzenegger'],['Austrian']
Escape from L.A.,"['Kurt Russell', ' Steve Buscemi', ' Peter Fonda', ' Cliff Robertson', ' Stacy Keach', ' Michelle Forbes']",['Kurt Russell'],"['English', 'German', 'Scottish', 'Irish']"
The Evening Star,"['Shirley MacLaine', ' Bill Paxton', ' Juliette Lewis', ' Miranda Richardson', ' George Newbern', ' Mackenzie Astin', ' Scott Wolf', ' Ben Johnson', ' Marion Ross']",['Bill Paxton'],"['English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'Austrian', 'German', 'French', 'SwissFrench', 'Dutch', 'Welsh', 'Norwegian']"
Everyone Says I Love You,"['Edward Norton', ' Alan Alda', ' Woody Allen', ' Goldie Hawn', ' Julia Roberts', ' Drew Barrymore', ' Natalie Portman', ' Lukas Haas', ' Tim Roth', ' Natasha Lyonne']",['Edward Norton'],"['English', 'German', 'ScotsIrishNorthern', 'Irish', 'SwissGerman']"
Evita,"['Madonna', ' Antonio Banderas', ' Jonathan Pryce']",['Antonio Banderas'],['Spanish']
Executive Decision,"['Kurt Russell', ' Halle Berry', ' John Leguizamo', ' Oliver Platt', ' Joe Morton', ' David Suchet', ' Steven Seagal']",['Kurt Russell'],"['English', 'German', 'Scottish', 'Irish']"
Extreme Measures,"['Hugh Grant', ' Gene Hackman', ' Sarah Jessica Parker']",['Hugh Grant'],"['Scottish', 'English', 'Irish', 'Welsh', 'Cornish', 'Dutch', 'AfrikanerFrenchBelgian', 'Walloon']"
Eye for an Eye,"['Sally Field', ' Kiefer Sutherland', ' Ed Harris', ' Joe Mantegna', "" Beverly D'Angelo""]",['Kiefer Sutherland'],"['Scottish', 'English', 'Irish', 'German']"
The Face,"['Yasmine Bleeth', ' Richard Beymer']",['Richard Beymer'],
Faces of Death VI,[''],[],
Faithful,"['Cher', "" Ryan O'Neal"", ' Chazz Palminteri']",['Chazz Palminteri'],['ItalianSicilian']
A Family Thing,"['Robert Duvall', ' James Earl Jones']",['Robert Duvall'],"['English', 'German', 'SwissGerman', 'French', 'Welsh', 'Scottish']"
The Fan,"['Robert De Niro', ' Wesley Snipes', ' Ellen Barkin', ' Benicio del Toro', ' John Leguizamo']",['Robert De Niro'],"['Italian', 'Irish', 'German', 'Dutch', 'English', 'French', 'Huguenot', 'Scottish', 'ScotsIrishNorthern', 'Irish']"
Fargo,"['Frances McDormand', ' William H. Macy', ' Steve Buscemi', ' Peter Stormare', ' Harve Presnell']",['William H. Macy'],"['Scottish', 'English', 'FrenchCajun', 'Irish', 'Welsh', 'SwissGerman', 'Dutch', 'Spanish', 'Choctaw', 'Native', 'American']"
Fear,"['Mark Wahlberg', ' Reese Witherspoon', ' Alyssa Milano', ' William Petersen', ' Amy Brenneman']",['Mark Wahlberg'],"['Irish25', 'Swedish625', 'English625', 'FrenchCanadian3125', 'Scottish']"
Feeling Minnesota,"['Keanu Reeves', ' Cameron Diaz', "" Vincent D'Onofrio"", ' Dan Aykroyd', ' Courtney Love', ' Tuesday Weld', ' Delroy Lindo']",['Keanu Reeves'],"['Native', 'Hawaiian', 'Portuguese', 'English', 'Scottish', 'Chinese', 'Dutch', 'English']"
Fetishes,[''],[],
Fever Lake,"['Corey Haim', ' Mario Lopez', ' Bo Hopkins']",['Corey Haim'],"['Ashkenazi', 'Jewish']"
Fire on the Mountain,[''],[],
First Kid,"['Sinbad', ' Brock Pierce']",['Brock Pierce'],
The First Wives Club,"['Diane Keaton', ' Goldie Hawn', ' Bette Midler', ' Dan Hedaya', ' Victor Garber', ' Stephen Collins', ' Sarah Jessica Parker', ' Marcia Gay Harden', ' Elizabeth Berkley', ' Maggie Smith', ' Stockard Channing']",['Dan Hedaya'],"['Syrian', 'Jewish']"
Fled,"['Laurence Fishburne', ' Stephen Baldwin', ' Robert John Burke', ' Salma Hayek']",['Laurence Fishburne'],['AfricanAmerican']
Flipper,"['Elijah Wood', ' Paul Hogan']",['Elijah Wood'],"['German25', 'Danish25', 'English', 'Irish125', 'Austrian']"
Flirting with Disaster,"['Ben Stiller', ' Téa Leoni', ' Patricia Arquette', ' Alan Alda', ' Mary Tyler Moore', ' George Segal', ' Lily Tomlin', ' Josh Brolin', ' Richard Jenkins']",['Ben Stiller'],"['Jewish', 'Irish', 'Judaism']"
Fly Away Home,"['Jeff Daniels', ' Anna Paquin', ' Dana Delany', ' Terry Kinney']",['Jeff Daniels'],"['English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'German']"
Follow Me Home,"['Alfre Woodard', ' Benjamin Bratt']",['Benjamin Bratt'],"['English', 'Sudeten', 'German', 'Indigenous', 'Peruvian', 'Quechua']"
For Hope,"['Dana Delany', ' Tracy Nelson']",[],
Foxfire,"['Angelina Jolie', ' Jenny Shimizu']",[],
Freeway,"['Kiefer Sutherland', ' Reese Witherspoon', ' Brooke Shields']",['Kiefer Sutherland'],"['Scottish', 'English', 'Irish', 'German']"
Frequent Flyer,"['Jack Wagner', ' Joan Severance']",['Jack Wagner'],
The Frighteners,"['Michael J. Fox', ' Trini Alvarado']",['Michael J. Fox'],"['Irish', 'English', 'Scottish']"
From Dusk Till Dawn,"['George Clooney', ' Quentin Tarantino', ' Harvey Keitel', ' Juliette Lewis', ' Salma Hayek', ' Fred Williamson', ' Cheech Marin']",['George Clooney'],"['Irish', 'English', 'German', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'Welsh', 'French', 'Huguenot', 'Dutch']"
Frostbiter: Wrath of the Wendigo,[''],[],
The Funeral,"['Christopher Walken', ' Chris Penn', ' Isabella Rossellini', ' Annabella Sciorra', ' Benicio del Toro']",['Christopher Walken'],"['Scottish', 'Irish']"
Gang in Blue,"['Mario van Peebles', ' Josh Brolin']",['Mario van Peebles'],['German']
Generation X,"['Matt Frewer', ' Finola Hughes']",['Matt Frewer'],
Get on the Bus,"['Charles S. Dutton', ' Ossie Davis', ' Andre Braugher']",['Charles S. Dutton'],['AfricanAmerican']
Getting Away with Murder,"['Dan Aykroyd', ' Jack Lemmon', ' Bonnie Hunt', ' Lily Tomlin']",['Dan Aykroyd'],"['English', 'Irish', 'Scottish', 'Dutch', 'French', 'FrenchCanadian']"
The Ghost and the Darkness,"['Val Kilmer', ' Michael Douglas']",['Michael Douglas'],"['Ashkenazi', 'Jewish', 'English', 'Irish', 'Welsh', 'Dutch', 'Scottish', 'Belgian', 'French']"
Ghosts of Mississippi,"['Alec Baldwin', ' Whoopi Goldberg', ' James Woods']",['Alec Baldwin'],"['English', 'Irish', 'Scottish', 'FrenchCanadian', 'German']"
Giant Mine,[''],[],
Girl 6,"['Theresa Randle', ' Isaiah Washington']",['Isaiah Washington'],"['African', 'American', 'Sierra', 'Leonean']"
Girls Town,['Lili Taylor'],[],
The Glimmer Man,"['Steven Seagal', ' Keenen Ivory Wayans']",['Steven Seagal'],"['Jewish', 'English', 'German', 'Irish', 'Dutch']"
Gone in the Night,"['Shannen Doherty', ' Kevin Dillon']",['Kevin Dillon'],"['Irish125', 'German', 'Scottish', 'Irish']"
Gotti,"['Armand Assante', ' Anthony Quinn']",['Armand Assante'],"['Italian50', 'Irish']"
Grace of My Heart,"['Illeana Douglas', ' Matt Dillon', ' Eric Stoltz', ' John Turturro', ' Patsy Kensit']",['Matt Dillon'],"['Irish125', 'German', 'Scottish', 'Irish']"
The Grave,"['Craig Sheffer', ' Gabrielle Anwar']",['Craig Sheffer'],"['German', 'SwissGerman', 'French']"
Gray's Anatomy,['Spalding Gray'],[],
The Great White Hype,"['Damon Wayans', ' Peter Berg', ' Jeff Goldblum', ' Samuel L. Jackson', ' Jamie Foxx']",['Damon Wayans'],['AfricanAmerican']
Hamlet,"['Kenneth Branagh', ' Derek Jacobi', ' Julie Christie', ' Richard Briers']",['Kenneth Branagh'],"['Northern', 'Irish']"
Happy Gilmore,"['Adam Sandler', ' Julie Bowen', ' Christopher McDonald', ' Carl Weathers', ' Bob Barker']",['Adam Sandler'],"['Ashkenazi', 'Jewish']"
Hard Eight,"['Philip Baker Hall', ' John C. Reilly', ' Gwyneth Paltrow', ' Samuel L. Jackson']",['Philip Baker Hall'],"['English', 'German', 'ScotsIrishNorthern', 'Irish', 'AfricanAmerican']"
Harriet the Spy,"['Michelle Trachtenberg', "" Rosie O'Donnell""]",[],
Heaven's Prisoners,"['Alec Baldwin', ' Teri Hatcher', ' Eric Roberts', ' Kelly Lynch', ' Mary Stuart Masterson']",['Alec Baldwin'],"['English', 'Irish', 'Scottish', 'FrenchCanadian', 'German']"
Heidi Fleiss: Hollywood Madam,[''],[],
Hellraiser: Bloodline,['Bruce Ramsay'],['Bruce Ramsay'],
High School High,"['Jon Lovitz', ' Tia Carrere', ' Louise Fletcher']",['Jon Lovitz'],"['Ashkenazi', 'Jewish']"
Hollow Point,"['Thomas Ian Griffith', ' Tia Carrere', ' John Lithgow']",['Thomas Ian Griffith'],
Homeward Bound II: Lost in San Francisco,"['voices of Sally Field', ' Michael J. Fox', ' Ralph Waite']",['Michael J. Fox'],"['Irish', 'English', 'Scottish']"
House Arrest,"['Jamie Lee Curtis', ' Kevin Pollak', ' Jennifer Tilly', ' Christopher McDonald', ' Jennifer Love Hewitt', ' Ray Walston']",['Kevin Pollak'],"['Ashkenazi', 'Jewish']"
The Hunchback of Notre Dame,"['voices of Tom Hulce', ' Demi Moore', ' Kevin Kline']",['Kevin Kline'],"['Jewish', 'Irish']"
Hustler White,[''],[],
Hype!,[''],[],
"I Love You, I Love You Not","['Jeanne Moreau', ' Jude Law', ' Claire Danes']",['Jude Law'],"['English', 'Welsh', 'Scottish']"
I Shot Andy Warhol,"['Lili Taylor', ' Jared Harris', ' Martha Plimpton', ' Stephen Dorff']",['Jared Harris'],"['Irish', 'Welsh', 'English']"
I'm Not Rappaport,"['Walter Matthau', ' Ossie Davis', ' Amy Irving', ' Martha Plimpton', ' Craig T. Nelson']",['Walter Matthau'],"['Ashkenazi', 'Jewish']"
If Lucy Fell,"['Sarah Jessica Parker', ' Elle Macpherson']",[],
If These Walls Could Talk,"['Demi Moore', ' Sissy Spacek', ' Cher']",[],
In Cold Blood,"['Anthony Edwards', ' Eric Roberts', ' Sam Neill']",['Anthony Edwards'],"['Irish', 'Scottish', 'SpanishMexican', 'German']"
In Love and War,"['Sandra Bullock', "" Chris O'Donnell""]",[],
Independence Day,"['Will Smith', ' Bill Pullman', ' Jeff Goldblum', ' Mary McDonnell', ' Margaret Colin', ' Judd Hirsch', ' Randy Quaid', ' Robert Loggia', ' James Rebhorn', ' Harvey Fierstein', ' Vivica A. Fox', ' Harry Connick Jr.']",['Will Smith'],['AfricanAmerican']
Infinity,"['Matthew Broderick', ' Patricia Arquette']",['Matthew Broderick'],"['English', 'Ashkenazi', 'Jewish']"
Irma Vep,['Maggie Cheung'],[],
The Island of Dr. Moreau,"['Marlon Brando', ' Val Kilmer', ' David Thewlis', ' Fairuza Balk']",['Marlon Brando'],"['English', 'Irish', 'German', 'Dutch', 'French', 'Huguenot', 'Welsh', 'Scottish']"
It's My Party,"['Eric Roberts', ' Olivia Newton-John', ' Margaret Cho', ' Marlee Matlin', ' George Segal', ' Lee Grant', ' Gregory Harrison', ' Bronson Pinchot']",['Eric Roberts'],"['English', 'German', 'Swedish', 'Irish', 'Scottish', 'Welsh', 'French']"
Jack,"['Robin Williams', ' Diane Lane', ' Brian Kerwin', ' Jennifer Lopez', ' Fran Drescher', ' Bill Cosby']",['Brian Kerwin'],
Jake's Women,['Alan Alda'],['Alan Alda'],['Irish']
James and the Giant Peach,"['Paul Terry', ' Miriam Margolyes', ' Joanna Lumley', ' Pete Postlethwaite; voices of Richard Dreyfuss', ' Susan Sarandon', ' Simon Callow', ' Jane Leeves', ' David Thewlis']",['Paul Terry'],
Jane Eyre,"['Charlotte Gainsbourg', ' William Hurt', ' Anna Paquin']",['William Hurt'],"['English', 'German', 'Scottish', 'Irish', 'ScotsIrishNorthern', 'Irish', 'Swedish']"
Jerry Maguire,"['Tom Cruise', ' Renée Zellweger', ' Cuba Gooding Jr.', ' Bonnie Hunt', ' Jay Mohr', ' Kelly Preston', "" Jerry O'Connell""]",['Tom Cruise'],"['German4375', 'Irish125', 'English', 'Welsh']"
Jimmy Zip,['Alyssa Milano'],[],
