0,1,Males,Ethnicity
Adam at Six A.M.,"['Michael Douglas', ' Lee Purcell', ' Joe Don Baker', ' Louise Latham']",['Michael Douglas'],"['Ashkenazi', 'Jewish', 'English', 'Irish', 'Welsh', 'Dutch', 'Scottish', 'Belgian', 'French']"
Adam's Woman,"['Beau Bridges', ' Jane Merrow', ' John Mills', ' James Booth']",['Beau Bridges'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish', 'SwissGerman', 'German']"
The Adventurers,"['Bekim Fehmiu', ' Candice Bergen', ' Charles Aznavour', ' Olivia de Havilland']",['Bekim Fehmiu'],
Airport,"['Burt Lancaster', ' Dean Martin', ' Jean Seberg', ' Jacqueline Bisset', ' Maureen Stapleton', ' Van Heflin', ' George Kennedy', ' Helen Hayes', ' Lloyd Nolan', ' Dana Wynter', ' Barbara Hale']",['Burt Lancaster'],"['Northern', 'Irish', 'ScotsIrish']"
Alex in Wonderland,"['Donald Sutherland', ' Ellen Burstyn', ' Federico Fellini']",['Donald Sutherland'],"['Scottish', 'English', 'German']"
The Angel Levine,"['Zero Mostel', ' Harry Belafonte', ' Ida Kamińska']",['Zero Mostel'],"['Ashkenazi', 'Jewish']"
Angel Unchained,"['Larry Bishop', ' Tyne Daly', ' Aldo Ray']",['Larry Bishop'],
The Aristocats,"['Phil Harris', ' Eva Gabor', ' Gary Dubin']",['Phil Harris'],
The Baby Maker,"['Barbara Hershey', ' Collin Wilcox Paxton', ' Scott Glenn']",['Collin Wilcox Paxton'],
The Ballad of Cable Hogue,"['Jason Robards', ' Stella Stevens', ' David Warner']",['Jason Robards'],"['Swedish', 'English', 'Welsh', 'German', 'Irish', 'Scottish']"
Barquero,"['Lee Van Cleef', ' Warren Oates']",['Warren Oates'],"['English', 'German', 'ScotsIrish', 'Northern', 'Irish']"
Beneath the Planet of the Apes,"['James Franciscus', ' Kim Hunter', ' Maurice Evans', ' Linda Harrison\n']",['James Franciscus'],
Beyond the Valley of the Dolls,"['Cynthia Myers', ' Dolly Read', ' Edy Williams']",[],
Bigfoot,"['John Carradine', ' Joi Lansing', ' John Mitchum']",['John Carradine'],
Bloody Mama,"['Shelley Winters', ' Bruce Dern', ' Don Stroud']",['Bruce Dern'],"['German', 'English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'Dutch', 'Welsh']"
The Boatniks,"['Robert Morse', ' Stefanie Powers', ' Phil Silvers', ' Norman Fell', ' Don Ameche']",['Robert Morse'],
The Boys in the Band,"['Kenneth Nelson', ' Cliff Gorman', ' Leonard Frey']",['Kenneth Nelson'],
Brewster McCloud,"['Bud Cort', ' Sally Kellerman', ' Shelley Duvall']",['Bud Cort'],
A Bullet for Pretty Boy,"['Fabian Forte', ' Jocelyn Lane', ' Adam Roarke']",['Fabian Forte'],
Cannon for Cordoba,"['George Peppard', ' Raf Vallone']",['George Peppard'],
Catch-22,"['Alan Arkin', ' Jon Voight', ' Bob Newhart', ' Orson Welles', ' Buck Henry', ' Martin Sheen', ' Bob Balaban', ' Richard Benjamin', ' Charles Grodin', ' Art Garfunkel', ' Paula Prentiss']",['Alan Arkin'],"['Ashkenazi', 'Jewish']"
C.C. and Company,"['Joe Namath', ' Ann-Margret', ' Jennifer Billingsley']",['Joe Namath'],['Hungarian']
"Cherry, Harry & Raquel!","['Charles Napier', ' Uschi Digard']",['Charles Napier'],
The Cheyenne Social Club,"['James Stewart', ' Henry Fonda', ' Shirley Jones']",['James Stewart'],"['ScotsIrishNorthern', 'Irish', 'Scottish', 'Irish', 'English']"
