0,1,Males,Ethnicity
84 Charing Cross Road,"['Anne Bancroft', ' Anthony Hopkins', ' Judi Dench']",['Anthony Hopkins'],"['Welsh', 'English']"
Adventures in Babysitting,"['Elisabeth Shue', ' Maia Brewton', ' Keith Coogan', ' Anthony Rapp', "" Vincent D'Onofrio"", ' Penelope Ann Miller']",['Keith Coogan'],"['Irish', 'English', 'German', 'Channel', 'Islander', 'French']"
The Alamo: 13 Days to Glory,"['Brian Keith', ' James Arness', ' Alec Baldwin', ' Raúl Juliá']",['Brian Keith'],
Allan Quatermain and the Lost City of Gold,"['Richard Chamberlain', ' Sharon Stone', ' James Earl Jones']",['Richard Chamberlain'],"['English', 'German', 'Welsh']"
The Allnighter,"['Susanna Hoffs', ' Joan Cusack']",[],
Amazing Grace and Chuck,"['Jamie Lee Curtis', ' Gregory Peck', ' William L. Petersen', ' Joshua Zuehlke', ' Alex English']",['Gregory Peck'],"['Irish', 'English', 'German', 'Welsh']"
The Amazing Mr. Bickford,[''],[],
Amazon Women on the Moon,"['Arsenio Hall', ' Carrie Fisher', ' Sybil Danning', ' Griffin Dunne', ' Kelly Preston', ' David Alan Grier', ' Steve Forrest', ' Steve Allen', ' Steve Guttenberg', ' Rosanna Arquette', ' Michelle Pfeiffer']",['Arsenio Hall'],
American Ninja 2: The Confrontation,"['Michael Dudikoff', ' Steve James']",['Michael Dudikoff'],['FrenchCanadian']
Angel Heart,"['Mickey Rourke', ' Lisa Bonet', ' Robert De Niro', ' Charlotte Rampling']",['Robert De Niro'],"['Italian', 'Irish', 'German', 'Dutch', 'English', 'French', 'Huguenot', 'Scottish', 'ScotsIrishNorthern', 'Irish']"
Anguish,"['Zelda Rubinstein', ' Michael Lerner']",['Michael Lerner'],
Anna,"['Sally Kirkland', ' Paulina Porizkova', ' Robert Fields']",['Robert Fields'],
Anne of Avonlea,"['Megan Follows', ' Colleen Dewhurst', ' Wendy Hiller']",[],
Assassination,"['Charles Bronson', ' Jill Ireland', ' Stephen Elliott', ' Michael Ansara']",['Charles Bronson'],"['Lithuanian', 'Polish', 'Eastern', 'European']"
"Athens, Georgia: Inside Out","['R.E.M.', "" The B-52's""]",[],
Baby Boom,"['Diane Keaton', ' Sam Shepard', ' Harold Ramis', ' Sam Wanamaker', ' James Spader']",['Sam Shepard'],"['English', 'Scottish', 'Irish']"
Back to the Beach,"['Annette Funicello', ' Frankie Avalon', ' Bob Denver', ' Connie Stevens', ' Don Adams', ' Paul Reubens']",['Bob Denver'],"['Irish', 'English']"
Bagdad Café,"['Marianne Sägebrecht', ' C. C. H. Pounder']",[],
Barfly,"['Mickey Rourke', ' Faye Dunaway']",[],
Bates Motel,"['Kurt Paul', ' Bud Cort', ' Lori Petty', ' Moses Gunn']",['Kurt Paul'],
Batteries Not Included,"['Jessica Tandy', ' Hume Cronyn']",['Hume Cronyn'],
The Bedroom Window,"['Elizabeth McGovern', ' Steve Guttenberg', ' Isabelle Huppert']",['Steve Guttenberg'],"['Ashkenazi', 'Jewish']"
The Believers,"['Martin Sheen', ' Helen Shaver', ' Robert Loggia', ' Jimmy Smits', ' Elizabeth Wilson', ' Harris Yulin']",['Martin Sheen'],"['Spanish', 'Irish']"
Benji the Hunted,[''],[],
Berserker,[''],[],
Best Seller,"['James Woods', ' Brian Dennehy', ' Victoria Tennant']",['James Woods'],"['Irish', 'English', 'German']"
