0,1,Males,Ethnicity
The Chairman,"['Gregory Peck', ' Anne Heywood', ' Arthur Hill']",['Gregory Peck'],"['Irish', 'English', 'German', 'Welsh']"
Change of Habit,"['Elvis Presley', ' Mary Tyler Moore', ' Barbara McNair']",['Elvis Presley'],"['English', 'Scottish', 'German', 'French', 'Dutch', 'Danish']"
Change of Mind,"['Raymond St. Jacques', ' Susan Oliver', ' Janet MacLachlan']",['Raymond St. Jacques'],
Changes,"['Michele Carey', ' Jack Albertson', ' Marcia Strassman']",['Jack Albertson'],"['Ashkenazi', 'Jewish']"
Charro!,"['Elvis Presley', ' Ina Balin', ' Victor French']",['Elvis Presley'],"['English', 'Scottish', 'German', 'French', 'Dutch', 'Danish']"
Chastity,"['Cher', ' Stephen Whittaker', ' Tom Nolan']",['Stephen Whittaker'],
Che!,"['Omar Sharif', ' Jack Palance', ' Cesare Danova']",['Omar Sharif'],['Egyptian']
Childish Things,"['Don Murray', ' Linda Evans', ' Angelique Pettyjohn']",['Don Murray'],
The Comic,"['Dick Van Dyke', ' Mickey Rooney', ' Michele Lee']",['Dick Van Dyke'],"['English', 'Scottish', 'German', 'SwissGerman', 'Dutch']"
The Computer Wore Tennis Shoes,"['Kurt Russell', ' Cesar Romero', ' Joe Flynn']",['Kurt Russell'],"['English', 'German', 'Scottish', 'Irish']"
The Cycle Savages,"['Bruce Dern', ' Melody Patterson', ' Maray Ayres']",['Bruce Dern'],"['German', 'English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'Dutch', 'Welsh']"
Daddy's Gone A-Hunting,"['Carol White', ' Paul Burke', ' Scott Hylands']",['Paul Burke'],
Death of a Gunfighter,"['Richard Widmark', ' Lena Horne', "" Carroll O'Connor""]",['Richard Widmark'],"['Swedish25', 'Norwegian25', 'English25', 'Irish']"
De Sade,"['Keir Dullea', ' Senta Berger', ' Lilli Palmer ']",['Keir Dullea'],
The Desperados,"['Vince Edwards', ' Sylvia Syms', ' Jack Palance']",['Vince Edwards'],
The Devil's 8,"['Christopher George', ' Fabian', ' Leslie Parrish']",['Christopher George'],
Don't Drink the Water,"['Jackie Gleason', ' Estelle Parsons', ' Ted Bessell']",['Ted Bessell'],
Downhill Racer,"['Robert Redford', ' Gene Hackman', ' Camilla Sparv']",['Robert Redford'],"['English', 'Irish', 'Scottish', 'Northern', 'IrishScotsIrish', 'Cornish']"
A Dream of Kings,"['Anthony Quinn', ' Irene Papas', ' Inger Stevens']",['Anthony Quinn'],"['Irish75', 'Mexican', 'Spanish', 'Indigenous']"
Easy Rider,"['Peter Fonda', ' Dennis Hopper', ' Jack Nicholson']",['Peter Fonda'],"['Dutch', 'English', 'Scottish', 'FrenchCanadian', 'Italian', 'German', 'Belgian', 'Flemish', 'Norwegian', 'Cornish']"
The Extraordinary Seaman,"['David Niven', ' Faye Dunaway', ' Mickey Rooney', ' Alan Alda', ' Jack Carter']",['David Niven'],"['English', 'Scottish', 'French']"
Eye of the Cat,"['Michael Sarrazin', ' Gayle Hunnicutt', ' Eleanor Parker']",['Michael Sarrazin'],
The Female Bunch,"['Russ Tamblyn', ' Lon Chaney Jr.', ' Regina Carrol']",['Russ Tamblyn'],
The First Time,"['Jacqueline Bisset', ' Ricky Kelman', ' Gerard Parkes']",['Ricky Kelman'],
Flareup,"['Raquel Welch', ' James Stacy', ' Luke Askew']",['James Stacy'],
"Gaily, Gaily","['Beau Bridges', ' Brian Keith', ' Margot Kidder']",['Beau Bridges'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish', 'SwissGerman', 'German']"
Generation,"['David Janssen', ' Kim Darby', ' Pete Duel']",['David Janssen'],"['German', 'SwissGerman', 'Irish', 'English']"
Gidget Grows Up,"['Karen Valentine', ' Robert Cummings', ' Nina Foch']",['Robert Cummings'],"['German', 'English', 'Irish']"
The Girl Who Knew Too Much,"['Adam West', ' Nancy Kwan', ' Robert Alda']",['Adam West'],"['Swedish', 'English', 'Welsh', 'German', 'Irish', 'Scottish']"
The Good Guys and the Bad Guys,"['Robert Mitchum', ' George Kennedy', ' Tina Louise']",['Robert Mitchum'],"['Welsh', 'Norwegian']"
"Goodbye, Columbus","['Richard Benjamin', ' Ali MacGraw', ' Jack Klugman']",['Richard Benjamin'],
"Goodbye, Mr. Chips","[""Peter O'Toole"", ' Petula Clark', ' Michael Redgrave']",['Michael Redgrave'],
The Grasshopper,"['Jacqueline Bisset', ' Jim Brown', ' Joseph Cotten']",['Jim Brown'],"['AfricanAmerican', 'Nigerian']"
The Great Bank Robbery,"['Zero Mostel', ' Kim Novak', ' Clint Walker']",['Zero Mostel'],"['Ashkenazi', 'Jewish']"
Guns in the Heather,"['Kurt Russell', ' Glenn Corbett', ' Alfred Burke']",['Kurt Russell'],"['English', 'German', 'Scottish', 'Irish']"
Guns of the Magnificent Seven,"['George Kennedy', ' James Whitmore', ' Reni Santoni', ' Monte Markham', ' Bernie Casey']",['George Kennedy'],"['English', 'German', 'Irish']"
The Guru,"['Rita Tushingham', ' Michael York', ' Utpal Dutt']",['Michael York'],
The Gypsy Moths,"['Burt Lancaster', ' Deborah Kerr', ' Gene Hackman']",['Burt Lancaster'],"['Northern', 'Irish', 'ScotsIrish']"
"Hail, Hero!","['Michael Douglas', ' Teresa Wright', ' Arthur Kennedy']",['Michael Douglas'],"['Ashkenazi', 'Jewish', 'English', 'Irish', 'Welsh', 'Dutch', 'Scottish', 'Belgian', 'French']"
Hannibal Brooks,"['Oliver Reed', ' Wolfgang Preiss', ' Karin Baal']",['Oliver Reed'],"['English', 'German', 'Lithuanian', 'Dutch']"
The Happy Ending,"['Jean Simmons', ' Shirley Jones', ' John Forsythe', ' Bobby Darin', ' Teresa Wright', ' Nanette Fabray']",['John Forsythe'],"['Ashkenazi', 'Jewish']"
Hard Contract,"['James Coburn', ' Lee Remick', ' Lilli Palmer']",['James Coburn'],"['German', 'Swedish']"
Heaven with a Gun,"['Glenn Ford', ' Carolyn Jones', ' Barbara Hershey']",['Glenn Ford'],"['English', 'Scottish', 'Irish', 'Dutch']"
"Hello, Dolly!","['Barbra Streisand', ' Walter Matthau', ' Michael Crawford', ' Marianne McAndrew', ' Danny Lockin', ' Tommy Tune', ' Louis Armstrong']",['Walter Matthau'],"['Ashkenazi', 'Jewish']"
Hello Down There,"['Tony Randall', ' Janet Leigh', ' Jim Backus']",['Tony Randall'],
Hell's Angels '69,"['Conny Van Dyke', ' Jeremy Slate', ' Steve Sandor']",['Jeremy Slate'],
Hell's Belles,"['Jeremy Slate', ' Jocelyn Lane', ' Angelique Pettyjohn']",['Jeremy Slate'],
"Hook, Line & Sinker","['Jerry Lewis', ' Peter Lawford', ' Anne Francis']",['Jerry Lewis'],"['Ashkenazi', 'Jewish']"
House of Cards,"['George Peppard', ' Orson Welles', ' Inger Stevens']",['George Peppard'],
How to Commit Marriage,"['Bob Hope', ' Jackie Gleason', ' Jane Wyman']",['Bob Hope'],"['English', 'Welsh']"
"If It's Tuesday, This Must Be Belgium","['Suzanne Pleshette', ' Ian McShane', ' Mildred Natwick']",['Ian McShane'],"['Scottish', 'Irish', 'English']"
The Illustrated Man,"['Rod Steiger', ' Claire Bloom', ' Robert Drivas']",['Rod Steiger'],"['German', 'AustrianMoravian']"
Impasse,"['Burt Reynolds', ' Anne Francis', ' Lyle Bettger']",['Burt Reynolds'],"['English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'German', 'Dutch']"
In Search of Gregory,"['Julie Christie', ' Michael Sarrazin', ' John Hurt']",['Michael Sarrazin'],
It Takes All Kinds,"['Vera Miles', ' Robert Lansing', ' Barry Sullivan']",['Robert Lansing'],
John and Mary,"['Mia Farrow', ' Dustin Hoffman', ' Olympia Dukakis']",['Dustin Hoffman'],"['Ashkenazi', 'Jewish']"
Justine,"['Robert Forster', ' Anouk Aimée', ' Dirk Bogarde', ' Michael York']",['Robert Forster'],"['Irish', 'Italian']"
Kenner,"['Jim Brown', ' Madlyn Rhue', ' Robert Coote']",['Jim Brown'],"['AfricanAmerican', 'Nigerian']"
"Krakatoa, East of Java","['Brian Keith', ' Maximilian Schell', ' Sal Mineo']",['Brian Keith'],
Last Summer,"['Barbara Hershey', ' Catherine Burns', ' Bruce Davison']",['Bruce Davison'],"['English', 'Dutch']"
The Learning Tree,"['Kyle Johnson', ' Malcolm Atterbury', ' Dana Elcar']",['Kyle Johnson'],
Lost Flight,"['Lloyd Bridges', ' Bobby Van', ' Anne Francis']",['Lloyd Bridges'],
The Lost Man,"['Sidney Poitier', ' Joanna Shimkus', ' Richard Dysart']",['Richard Dysart'],
The Love God?,"['Don Knotts', ' Anne Francis', "" Edmond O'Brien""]",['Don Knotts'],
Mackenna's Gold,"['Gregory Peck', ' Omar Sharif', ' Telly Savalas', ' Camilla Sparv', ' Julie Newmar']",['Gregory Peck'],"['Irish', 'English', 'German', 'Welsh']"
The Mad Room,"['Stella Stevens', ' Shelley Winters', ' Carole Cole']",[],
The Madwoman of Chaillot,"['Katharine Hepburn', ' Yul Brynner', ' Paul Henreid']",['Yul Brynner'],"['Russian25', 'SwissGerman']"
The Maltese Bippy,"['Dan Rowan', ' Dick Martin', ' Carol Lynley']",['Dan Rowan'],
Marlowe,"['James Garner', ' Rita Moreno', ' Gayle Hunnicutt', "" Carroll O'Connor"", ' Bruce Lee']",['James Garner'],"['English', 'Irish', 'German', 'Welsh', 'SwissGerman']"
Marooned,"['Gregory Peck', ' Gene Hackman', ' David Janssen', ' Richard Crenna', ' James Franciscus', ' Lee Grant', ' Mariette Hartley', ' Nancy Kovack']",['Gregory Peck'],"['Irish', 'English', 'German', 'Welsh']"
"Me, Natalie","['Patty Duke', ' James Farentino', ' Elsa Lanchester']",['James Farentino'],
Medium Cool,"['Robert Forster', ' Verna Bloom', ' Marianna Hill']",['Robert Forster'],"['Irish', 'Italian']"
Midas Run,"['Richard Crenna', ' Anne Heywood', ' Fred Astaire']",['Richard Crenna'],['Italian']
Midnight Cowboy,"['Jon Voight', ' Dustin Hoffman', ' Brenda Vaccaro', ' Sylvia Miles']",['Jon Voight'],['German']
Model Shop,"['Anouk Aimée', ' Gary Lockwood', ' Alexandra Hay ']",['Gary Lockwood'],
The Monitors,"['Guy Stockwell', ' Susan Oliver', ' Avery Schreiber', ' Sherry Jackson']",['Guy Stockwell'],
More Dead Than Alive,"['Clint Walker', ' Vincent Price', ' Anne Francis', ' Paul Hampton']",['Clint Walker'],
My Side of the Mountain,"['Theodore Bikel', ' Teddy Eccles', ' Tudi Wiggins']",['Theodore Bikel'],
Naked Angels,"['Richard Rust', ' Michael Greene', ' Jennifer Gan']",['Richard Rust'],
The Night of the Following Day,"['Marlon Brando', ' Richard Boone', ' Rita Moreno']",['Marlon Brando'],"['English', 'Irish', 'German', 'Dutch', 'French', 'Huguenot', 'Welsh', 'Scottish']"
Nightmare in Wax,"['Cameron Mitchell', ' Anne Helm', ' Scott Brady']",['Cameron Mitchell'],
Number One,"['Charlton Heston', ' Jessica Walter', ' Bruce Dern']",['Charlton Heston'],"['English', 'Scottish', 'Cornish', 'German']"
Once You Kiss a Stranger,"['Paul Burke', ' Carol Lynley', ' Martha Hyer', ' Peter Lind Hayes']",['Paul Burke'],
On Her Majesty's Secret Service,"['George Lazenby', ' Diana Rigg', ' Telly Savalas']",['George Lazenby'],"['English', 'Irish']"
Out of It,"['Barry Gordon', ' Jon Voight', ' Gretchen Corbett']",['Barry Gordon'],
Paint Your Wagon,"['Clint Eastwood', ' Lee Marvin', ' Jean Seberg']",['Clint Eastwood'],"['English', 'Scottish', 'Irish', 'German', 'Dutch', 'Welsh']"
Pendulum,"['George Peppard', ' Jean Seberg', ' Richard Kiley']",['George Peppard'],
Popi,"['Alan Arkin', ' Rita Moreno', ' Louis Zorich']",['Alan Arkin'],"['Ashkenazi', 'Jewish']"
Putney Swope,"['Arnold Johnson', ' Antonio Fargas', ' Allen Garfield']",['Arnold Johnson'],
The Rain People,"['Shirley Knight', ' James Caan', ' Robert Duvall']",['James Caan'],"['Ashkenazi', 'Jewish']"
Rascal,"['Bill Mumy', ' Steve Forrest', ' Elsa Lanchester']",['Bill Mumy'],
The Reivers,"['Steve McQueen', ' Sharon Farrell', ' Mitch Vogel']",['Steve McQueen'],"['Scottish', 'English', 'ScotsIrishNorthern', 'Irish', 'German', 'Cornish', 'Dutch', 'Welsh']"
Riot,"['Gene Hackman', ' Jim Brown', ' Mike Kellin']",['Gene Hackman'],"['English', 'German', 'Scottish', 'Dutch']"
The Royal Hunt of the Sun,"['Robert Shaw', ' Christopher Plummer', ' Nigel Davenport']",['Robert Shaw'],
Sam Whiskey,"['Burt Reynolds', ' Angie Dickinson', ' Clint Walker']",['Burt Reynolds'],"['English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'German', 'Dutch']"
The Secret of Santa Vittoria,"['Anna Magnani', ' Anthony Quinn', ' Virna Lisi']",['Anthony Quinn'],"['Irish75', 'Mexican', 'Spanish', 'Indigenous']"
Shark!,"['Burt Reynolds', ' Arthur Kennedy', ' Silvia Pinal']",['Burt Reynolds'],"['English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'German', 'Dutch']"
The Sidehackers,"['Ross Hagen', ' Diane McBain', ' Michael Pataki']",['Ross Hagen'],
Slaves,"['Stephen Boyd', ' Dionne Warwick', ' Ossie Davis']",['Stephen Boyd'],
Some Kind of a Nut,"['Dick Van Dyke', ' Angie Dickinson', ' Rosemary Forsyth']",['Dick Van Dyke'],"['English', 'Scottish', 'German', 'SwissGerman', 'Dutch']"
The Sterile Cuckoo,"['Liza Minnelli', ' Wendell Burton', ' Tim McIntire']",['Wendell Burton'],
Stiletto,"['Alex Cord', ' Britt Ekland', "" Patrick O'Neal""]",['Alex Cord'],
Support Your Local Sheriff,"['James Garner', ' Walter Brennan', ' Joan Hackett']",['James Garner'],"['English', 'Irish', 'German', 'Welsh', 'SwissGerman']"
Sweet Charity,"['Shirley MacLaine', ' Chita Rivera', ' Ricardo Montalbán', ' John McMartin', ' Paula Kelly', ' Sammy Davis Jr.']",['Ricardo Montalbán'],
Take the Money and Run,"['Woody Allen', ' Janet Margolin', ' Louise Lasser']",['Woody Allen'],"['Ashkenazi', 'Jewish']"
A Talent for Loving,"['Richard Widmark', ' Cesar Romero', ' Caroline Munro']",['Richard Widmark'],"['Swedish25', 'Norwegian25', 'English25', 'Irish']"
Tell Them Willie Boy Is Here,"['Robert Redford', ' Katharine Ross', ' Robert Blake']",['Robert Redford'],"['English', 'Irish', 'Scottish', 'Northern', 'IrishScotsIrish', 'Cornish']"
That Cold Day in the Park,"['Sandy Dennis', ' Michael Burns', ' Susanne Benton']",['Michael Burns'],
"They Shoot Horses, Don't They?","['Jane Fonda', ' Michael Sarrazin', ' Gig Young', ' Susannah York', ' Red Buttons']",['Michael Sarrazin'],
The Thousand Plane Raid,"['Christopher George', ' Laraine Stephens', ' Michael Evans']",['Christopher George'],
A Time for Dying,"['Audie Murphy', ' Beatrice Kay', ' Anne Randall']",[],
Topaz,"['John Forsythe', ' Roscoe Lee Browne', ' John Vernon']",['John Forsythe'],"['Ashkenazi', 'Jewish']"
Trilogy,"['Geraldine Page', ' Maureen Stapleton', ' Mildred Natwick']",[],
The Trouble with Girls,"['Elvis Presley', ' Sheree North', ' Dabney Coleman', ' Vincent Price']",['Elvis Presley'],"['English', 'Scottish', 'German', 'French', 'Dutch', 'Danish']"
True Grit,"['John Wayne', ' Kim Darby', ' Glen Campbell', ' Dennis Hopper', ' Robert Duvall']",['John Wayne'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish']"
The Undefeated,"['John Wayne', ' Rock Hudson', ' Marian McCargo']",['John Wayne'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish']"
The Valley of Gwangi,"['James Franciscus', ' Gila Golan', ' Richard Carlson']",['James Franciscus'],
Viva Max!,"['Peter Ustinov', ' Jonathan Winters', ' Pamela Tiffin']",['Peter Ustinov'],"['Russian125', 'Ashkenazi', 'Jewish125', 'German125', 'Italian625', 'Ethiopian', 'SubSaharan', 'African', 'Portuguese625', 'French']"
A Walk with Love and Death,"['Anjelica Huston', ' Assi Dayan', ' Anthony Higgins']",['Anthony Higgins'],
The Wedding Party,"['Jill Clayburgh', ' Robert De Niro', ' Jennifer Salt']",['Robert De Niro'],"['Italian', 'Irish', 'German', 'Dutch', 'English', 'French', 'Huguenot', 'Scottish', 'ScotsIrishNorthern', 'Irish']"
What Ever Happened to Aunt Alice?,"['Geraldine Page', ' Ruth Gordon', ' Rosemary Forsyth']",[],
Where It's At,"['David Janssen', ' Don Rickles', ' Rosemary Forsyth']",['David Janssen'],"['German', 'SwissGerman', 'Irish', 'English']"
The Wild Bunch,"['William Holden', ' Ernest Borgnine', ' Warren Oates', ' Robert Ryan', "" Edmond O'Brien"", ' Ben Johnson', ' Jaime Sánchez', ' Emilio Fernández']",['William Holden'],"['English', 'Irish', 'French']"
Winning,"['Paul Newman', ' Joanne Woodward', ' Robert Wagner']",['Paul Newman'],"['Jewish', 'Slovak']"
The Wrecking Crew,"['Dean Martin', ' Elke Sommer', ' Nancy Kwan', ' Sharon Tate']",['Dean Martin'],"['Italian', 'Sicilian']"
Young Billy Young,"['Robert Mitchum', ' Angie Dickinson', ' Robert Walker']",['Robert Mitchum'],"['Welsh', 'Norwegian']"
