0,1,Males,Ethnicity
 11:14,"['Henry Thomas', ' Blake Heron', ' Barbara Hershey', ' Clark Gregg']",['Henry Thomas'],['Welsh']
101 Dalmatians II: Patch's London Adventure,"['Barry Bostwick', ' Jason Alexander', ' Martin Short']",['Barry Bostwick'],"['English', 'German', 'ScotsIrishNorthern', 'Irish', 'Dutch', 'French', 'Welsh']"
2 Fast 2 Furious,"['Paul Walker', ' Tyrese Gibson', ' Eva Mendes', ' Ludacris', ' Cole Hauser', ' James Remar', ' Devon Aoki']",['Paul Walker'],"['English', 'German', 'SwissGerman']"
21 Grams,"['Sean Penn', ' Naomi Watts', ' Benicio del Toro']",['Sean Penn'],"['Jewish', 'Italian', 'Irish']"
44 Minutes: The North Hollywood Shoot-Out,"['Michael Madsen', ' Ron Livingston']",['Michael Madsen'],"['Irish', 'English', 'Scottish', 'German']"
 Abby Singer,"['Clint J. Palmer', ' Ryan Williams', ' Wendy Buss']",['Clint J. Palmer'],
Afro-Punk,['race identity within punk subculture'],['race identity within punk subculture'],
Agent Cody Banks,"['Frankie Muniz', ' Hilary Duff']",[],
Aileen: Life and Death of a Serial Killer,['the life of Aileen Wuornos'],['the life of Aileen Wuornos'],
Alex & Emma,"['Kate Hudson', ' Luke Wilson', ' Sophie Marceau']",['Luke Wilson'],['Irish']
Alien Hunter,['James Spader'],['James Spader'],"['English', 'Scottish', 'French', 'Dutch', 'German', 'SwissGerman', 'Norwegian']"
All the Real Girls,"['Paul Schneider', ' Zooey Deschanel', ' Shea Whigham']",['Paul Schneider'],
Amandla!: A Revolution in Four-Part Harmony,['the use of music against South Africa under apartheid'],['the use of music against South Africa under apartheid'],
American Splendor,"['Paul Giamatti', ' Hope Davis']",['Paul Giamatti'],"['Italian', 'German', 'English', 'Dutch', 'Irish', 'Scottish', 'French']"
American Wedding,"['Jason Biggs', ' Seann William Scott', ' Alyson Hannigan', ' Eugene Levy', ' Fred Willard', ' January Jones']",['Jason Biggs'],"['Italian', 'Sicilian25', 'English']"
Anger Management,"['Adam Sandler', ' Jack Nicholson', ' Marisa Tomei', ' Luis Guzmán', ' Woody Harrelson', ' John Turturro']",['Adam Sandler'],"['Ashkenazi', 'Jewish']"
Anne B. Real,"['David Zayas', ' Carlos Leon']",['David Zayas'],
Anything Else,"['Jason Biggs', ' Christina Ricci', ' Stockard Channing', ' Danny DeVito', ' Jimmy Fallon', ' Woody Allen']",['Jason Biggs'],"['Italian', 'Sicilian25', 'English']"
 BAADASSSSS!,"['Mario Van Peebles', ' Adam West']",['Mario Van Peebles'],['German']
Bad Boys II,"['Martin Lawrence', ' Will Smith']",['Martin Lawrence'],['AfricanAmerican']
Bad Santa,"['Billy Bob Thornton', ' Bernie Mac', ' Lauren Graham']",['Billy Bob Thornton'],"['English', 'Scottish', 'Irish']"
Basic,"['John Travolta', ' Connie Nielsen', ' Samuel L. Jackson']",['John Travolta'],"['ItalianSicilian50', 'Irish']"
The Battle of Shaker Heights,"['Shia La Beouf', ' Elden Henson', ' Amy Smart']",['Elden Henson'],
Bells of Innocence,"['Mike Norris', ' Marshall R. Teague', ' Chuck Norris']",['Mike Norris'],
The Best Two Years,"['K.C. Clyde', ' Kirby Heyborne', ' David Nibley']",['David Nibley'],
Beyond Borders,"['Angelina Jolie', ' Clive Owen']",['Clive Owen'],"['English', 'Welsh']"
Big Fish,"['Ewan McGregor', ' Albert Finney', ' Billy Crudup', ' Danny DeVito', ' Alison Lohman', ' Jessica Lange']",['Ewan McGregor'],"['Scottish', 'German']"
Biker Boyz,"['Laurence Fishburne', ' Djimon Hounsou', ' Derek Luke']",['Laurence Fishburne'],['AfricanAmerican']
Black Cadillac,"['Randy Quaid', ' Shane Johnson', ' Josh Hammond']",['Randy Quaid'],"['English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'Irish', 'German']"
Blind Horizon,"['Val Kilmer', ' Neve Campbell', ' Sam Shepard']",['Sam Shepard'],"['English', 'Scottish', 'Irish']"
Blizzard,"['Brenda Blethyn', ' Christopher Plummer', ' Kevin Pollak']",['Christopher Plummer'],"['Scottish', 'English', 'Northern', 'Irish', 'SwissFrench', 'FrenchCanadian']"
Boat Trip,"['Cuba Gooding', ' Jr.', ' Horatio Sanz', ' Vivica A. Fox', ' Roselyn Sánchez', ' Victoria Silvstedt', ' Roger Moore']",['Jr.'],
Bringing Down the House,"['Steve Martin', ' Queen Latifah', ' Eugene Levy']",['Steve Martin'],"['English', 'Scottish', 'Irish', 'ScotsIrishNorthern', 'Irish', 'German', 'French', 'Welsh']"
Bringing Rain,"['Adrian Grenier', ' Niesha Butler']",['Adrian Grenier'],"['English', 'Irish', 'Scottish', 'German', 'French', 'Mexican', 'Spanish', 'Indigenous', 'French']"
Brother Bear,"['Joaquin Phoenix', ' Jeremy Suarez', ' Rick Moranis']",['Joaquin Phoenix'],"['English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'German', 'Irish', 'Welsh', 'French', 'Huguenot', 'Ashkenazi', 'Jewish']"
The Brown Bunny,"['Vincent Gallo', ' Chloë Sevigny']",['Vincent Gallo'],['Sicilian']
Bruce Almighty,"['Jim Carrey', ' Morgan Freeman', ' Jennifer Aniston', ' Steve Carell']",['Jim Carrey'],"['FrenchCanadian', 'English', 'Scottish', 'Irish']"
Bulletproof Monk,"['Chow Yun-fat', ' Seann William Scott', ' Jaime King']",['Chow Yun-fat'],['Chinese']
 Camp,"['Daniel Letterle', ' Joanna Chilcoat', ' Robin de Jesus']",['Daniel Letterle'],
Carolina,"['Julia Stiles', ' Shirley MacLaine', ' Alessandro Nivola']",['Alessandro Nivola'],"['ItalianSardinian25', 'Ashkenazi', 'Jewish50', 'EnglishScottish']"
Casa de los Babys,"['Marcia Gay Harden', ' Maggie Gyllenhaal', ' Daryl Hannah']",['Daryl Hannah'],"['Scottish', 'Norwegian', 'Danish', 'Irish', 'English', 'German']"
The Cat in the Hat,"['Mike Myers', ' Alec Baldwin', ' Dakota Fanning', ' Spencer Breslin', ' Kelly Preston', ' Sean Hayes']",['Mike Myers'],"['English', 'Welsh']"
