0,1,Males,Ethnicity
The 3rd Voice,"[""Edmond O'Brien"", ' Laraine Day', ' Julie London']",[],
5 Branded Women,"['Silvana Mangano', ' Jeanne Moreau', ' Vera Miles', ' Barbara Bel Geddes', ' Carla Gravina']",[],
12 to the Moon,"['Ken Clark', ' Tom Conway']",['Ken Clark'],
13 Fighting Men,"['Grant Williams', ' Carole Matthews']",['Grant Williams'],
13 Ghosts,"['Charles Herbert', ' Jo Morrow']",['Charles Herbert'],
The Adventures of Huckleberry Finn,"['Tony Randall', ' Patty McCormack', ' Eddie Hodges', ' Archie Moore']",['Tony Randall'],
The Alamo,"['John Wayne', ' Richard Widmark', ' Laurence Harvey', ' Chill Wills', ' Frankie Avalon', ' Richard Boone']",['John Wayne'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish']"
All the Fine Young Cannibals,"['Natalie Wood', ' Robert Wagner', ' George Hamilton']",['Robert Wagner'],['Norwegian']
All the Young Men,"['Alan Ladd', ' Sidney Poitier', ' James Darren']",['Alan Ladd'],"['English', 'Irish']"
The Amazing Transparent Man,"['Marguerite Chapman', ' Douglas Kennedy']",['Douglas Kennedy'],
The Angel Wore Red,"['Ava Gardner', ' Dirk Bogarde', ' Joseph Cotten']",['Dirk Bogarde'],
The Apartment,"['Jack Lemmon', ' Shirley MacLaine', ' Fred MacMurray', ' Ray Walston', ' Jack Kruschen', ' Edie Adams']",['Jack Lemmon'],"['English', 'Irish', 'Scottish', 'French', 'Dutch', 'Welsh']"
Butterfield 8,"['Elizabeth Taylor', ' Laurence Harvey', ' Eddie Fisher', ' Dina Merrill']",['Laurence Harvey'],"['Ashkenazi', 'Jewish']"
Because They're Young,"['Dick Clark', ' Tuesday Weld']",['Dick Clark'],
The Bellboy,"['Jerry Lewis', ' Bob Clayton', ' Milton Berle']",['Jerry Lewis'],"['Ashkenazi', 'Jewish']"
Bells Are Ringing,"['Judy Holliday', ' Dean Martin']",['Dean Martin'],"['Italian', 'Sicilian']"
Beyond the Time Barrier,"['Darlene Tompkins', ' Robert Clarke']",['Robert Clarke'],
The Big Night,"['Venetia Stevenson', ' Randy Sparks', ' Dick Contino']",['Randy Sparks'],
The Boy and the Pirates,"['Charles Herbert', ' Susan Gordon', ' Murvyn Vye']",['Charles Herbert'],
The Bramble Bush,"['Richard Burton', ' Angie Dickinson', ' Barbara Rush']",['Richard Burton'],['Welsh']
A Breath of Scandal,"['Sophia Loren', ' Maurice Chevalier', ' John Gavin']",['Maurice Chevalier'],"['Belgian', 'Walloon', 'Belgian', 'Flemish']"
Cage of Evil,"['Ron Foster', ' Pat Blair']",['Ron Foster'],
Can-Can,"['Frank Sinatra', ' Shirley MacLaine', ' Maurice Chevalier', ' Louis Jourdan', ' Juliet Prowse']",['Frank Sinatra'],"['Italian', 'Sicilian']"
The Cape Canaveral Monsters,"['Scott Peters', ' Jason Johnson']",['Scott Peters'],
Cash McCall,"['James Garner', ' Natalie Wood', ' Nina Foch', ' E. G. Marshall']",['James Garner'],"['English', 'Irish', 'German', 'Welsh', 'SwissGerman']"
Chartroose Caboose,"['Molly Bee', ' Ben Cooper']",['Ben Cooper'],
Cimarron,"['Glenn Ford', ' Maria Schell', ' Anne Baxter']",['Glenn Ford'],"['English', 'Scottish', 'Irish', 'Dutch']"
Cinderfella,"['Jerry Lewis', ' Ed Wynn', ' Anna Maria Alberghetti']",['Jerry Lewis'],"['Ashkenazi', 'Jewish']"
A Circle of Deception,"['Bradford Dillman', ' Suzy Parker']",['Bradford Dillman'],"['English', 'German']"
College Confidential,"['Steve Allen', ' Mamie Van Doren', ' Herbert Marshall', ' Jayne Meadows']",['Steve Allen'],
Comanche Station,"['Randolph Scott', ' Nancy Gates', ' Claude Akins']",['Randolph Scott'],
