0,1,Males,Ethnicity
40 Guns to Apache Pass,"['Audie Murphy', ' Kenneth Tobey', ' Laraine Stephens']",['Kenneth Tobey'],
The Ambushers,"['Dean Martin', ' Janice Rule']",['Dean Martin'],"['Italian', 'Sicilian']"
The Ballad of Josie,"['Doris Day', ' Peter Graves', ' George Kennedy']",['Peter Graves'],
Banning,"['Robert Wagner', ' Anjanette Comer', ' Jill St. John']",['Robert Wagner'],['Norwegian']
Barefoot in the Park,"['Robert Redford', ' Jane Fonda', ' Mildred Natwick', ' Charles Boyer']",['Robert Redford'],"['English', 'Irish', 'Scottish', 'Northern', 'IrishScotsIrish', 'Cornish']"
Beach Red,"['Cornel Wilde', ' Rip Torn', ' Jaime Sánchez']",['Cornel Wilde'],"['Ashkenazi', 'Jewish']"
The Big Mouth,"['Jerry Lewis', ' Harold J. Stone', ' Buddy Lester']",['Jerry Lewis'],"['Ashkenazi', 'Jewish']"
Blast-Off Girls,['Ray Sager'],['Ray Sager'],
Bonnie and Clyde,"['Warren Beatty', ' Faye Dunaway', ' Gene Hackman', ' Estelle Parsons', ' Michael J. Pollard']",['Warren Beatty'],"['English', 'Scottish', 'Irish', 'French', 'Danish', 'Dutch']"
The Born Losers,"['Tom Laughlin', ' Jane Russell', ' Anne Bellamy']",['Tom Laughlin'],"['Irish', 'Scottish', 'English', 'German']"
The Busy Body,"['Sid Caesar', ' Robert Ryan', ' Arlene Golonka', ' Richard Pryor']",['Sid Caesar'],"['Ashkenazi', 'Jewish']"
Camelot,"['Richard Harris', ' Vanessa Redgrave', ' Franco Nero', ' David Hemmings']",['Richard Harris'],"['Irish', 'English']"
The Cape Town Affair,"['Jacqueline Bisset', ' James Brolin']",['James Brolin'],"['English', 'SwissGerman', 'German', 'Scottish', 'Irish']"
The Caper of the Golden Bulls,"['Yvette Mimieux', ' Stephen Boyd']",['Stephen Boyd'],
Caprice,"['Doris Day', ' Richard Harris', ' Irene Tsu']",['Richard Harris'],"['Irish', 'English']"
Casino Royale,"['David Niven', ' Peter Sellers', ' Woody Allen', ' Ursula Andress', ' Deborah Kerr', ' Daliah Lavi', ' Orson Welles']",['David Niven'],"['English', 'Scottish', 'French']"
Catalina Caper,"['Tommy Kirk', ' Robert Donner', ' Lyle Waggoner']",['Tommy Kirk'],
The Christmas Kid,['Jeffrey Hunter'],['Jeffrey Hunter'],
Chuka,"['Rod Taylor', ' Ernest Borgnine', ' John Mills']",['Rod Taylor'],
Clambake,"['Elvis Presley', ' Shelley Fabares']",['Elvis Presley'],"['English', 'Scottish', 'German', 'French', 'Dutch', 'Danish']"
"C'mon, Let's Live a Little","['Bobby Vee', ' Jackie DeShannon']",['Bobby Vee'],
Come Spy with Me,"['Troy Donahue', ' Andrea Dromm', ' Albert Dekker']",['Troy Donahue'],
The Comedians,"['Elizabeth Taylor', ' Richard Burton', ' Peter Ustinov']",['Richard Burton'],['Welsh']
Common Law Cabin,"['Alaina Capri', ' Adele Rein']",[],
Cool Hand Luke,"['Paul Newman', ' George Kennedy', ' Strother Martin']",['Paul Newman'],"['Jewish', 'Slovak']"
A Covenant with Death,"['George Maharis', ' Laura Devon', ' Earl Holliman']",['George Maharis'],
Custer of the West,"['Robert Shaw', ' Jeffrey Hunter', ' Mary Ure', ' Ty Hardin']",['Robert Shaw'],
Devil's Angels,"['John Cassavetes', ' Beverly Adams']",['John Cassavetes'],
The Dirty Dozen,"['Lee Marvin', ' Charles Bronson', ' Telly Savalas', ' John Cassavetes', ' Jim Brown', ' Ernest Borgnine', ' Robert Ryan', ' Donald Sutherland', ' Clint Walker', ' Trini Lopez']",['Charles Bronson'],"['Lithuanian', 'Polish', 'Eastern', 'European']"
Divorce American Style,"['Dick Van Dyke', ' Debbie Reynolds', ' Jason Robards', ' Jean Simmons']",['Dick Van Dyke'],"['English', 'Scottish', 'German', 'SwissGerman', 'Dutch']"
Doctor Dolittle,"['Rex Harrison', ' Samantha Eggar', ' Anthony Newley']",['Rex Harrison'],"['English', 'Scottish']"
"Doctor, You've Got to Be Kidding!","['Sandra Dee', ' George Hamilton', ' Celeste Holm', ' Bill Bixby']",['George Hamilton'],
Dont Look Back,"['Bob Dylan', ' Joan Baez', ' Donovan']",['Bob Dylan'],"['Ashkenazi', 'Jewish']"
Don't Make Waves,"['Tony Curtis', ' Claudia Cardinale', ' Sharon Tate']",['Tony Curtis'],"['Ashkenazi', 'Jewish']"
Double Trouble,"['Elvis Presley', ' John Williams', ' Yvonne Romain']",['Elvis Presley'],"['English', 'Scottish', 'German', 'French', 'Dutch', 'Danish']"
"Easy Come, Easy Go","['Elvis Presley', ' Pat Priest']",['Elvis Presley'],"['English', 'Scottish', 'German', 'French', 'Dutch', 'Danish']"
Eight on the Lam,"['Bob Hope', ' Phyllis Diller', ' Jonathan Winters', ' Shirley Eaton']",['Bob Hope'],"['English', 'Welsh']"
Enter Laughing,"['José Ferrer', ' Shelley Winters', ' Reni Santoni', ' Don Rickles']",['José Ferrer'],
The Fastest Guitar Alive,"['Roy Orbison', ' Joan Freeman', ' Patricia Donahue']",['Roy Orbison'],"['English', 'German', 'SwissGerman', 'ScotsIrishNorthern', 'Irish', 'Irish', 'French', 'Huguenot', 'Dutch']"
The Fearless Vampire Killers,"['Sharon Tate', ' Roman Polanski']",['Roman Polanski'],"['Ashkenazi', 'Jewish', 'Russian', 'Polish']"
Festival,"['Bob Dylan', ' Johnny Cash', ' Joan Baez']",['Bob Dylan'],"['Ashkenazi', 'Jewish']"
First to Fight,"['Chad Everett', ' Dean Jagger']",['Chad Everett'],
Fitzwilly,"['Dick Van Dyke', ' Barbara Feldon', ' Edith Evans']",['Dick Van Dyke'],"['English', 'Scottish', 'German', 'SwissGerman', 'Dutch']"
The Flim-Flam Man,"['George C. Scott', ' Sue Lyon']",['George C. Scott'],"['English', 'German', 'Irish', 'Scottish']"
Fort Utah,"['John Ireland', ' Virginia Mayo', ' Scott Brady']",['John Ireland'],
The Fox,"['Sandy Dennis', ' Keir Dullea', ' Anne Heywood']",['Keir Dullea'],
Games,"['Simone Signoret', ' James Caan', ' Katharine Ross']",['James Caan'],"['Ashkenazi', 'Jewish']"
Gentle Giant,"['Vera Miles', ' Dennis Weaver', ' Clint Howard']",['Dennis Weaver'],
The Girl with the Hungry Eyes,['Adele Rein'],[],
The Gnome-Mobile,"['Walter Brennan', ' Karen Dotrice', ' Ed Wynn']",['Walter Brennan'],['Irish']
Good Morning and... Goodbye!,"['Alaina Capri', ' Haji']",[],
Good Times,"['Sonny Bono', ' Cher']",['Sonny Bono'],['ItalianSicilian']
The Graduate,"['Dustin Hoffman', ' Anne Bancroft', ' Katharine Ross']",['Dustin Hoffman'],"['Ashkenazi', 'Jewish']"
Grand Slam,"['Edward G. Robinson', ' Janet Leigh']",['Edward G. Robinson'],"['Ashkenazi', 'Jewish']"
Guess Who's Coming to Dinner,"['Spencer Tracy', ' Katharine Hepburn', ' Sidney Poitier']",['Spencer Tracy'],['English']
A Guide for the Married Man,"['Walter Matthau', ' Robert Morse', ' Inger Stevens']",['Walter Matthau'],"['Ashkenazi', 'Jewish']"
Gunfight in Abilene,"['Bobby Darin', ' Michael Sarrazin', ' Leslie Nielsen']",['Bobby Darin'],['Danish']
Gunn,"['Craig Stevens', ' Edward Asner']",['Craig Stevens'],
The Happening,"['Anthony Quinn', ' Faye Dunaway', ' Michael Parks']",['Anthony Quinn'],"['Irish75', 'Mexican', 'Spanish', 'Indigenous']"
The Happiest Millionaire,"['Fred MacMurray', ' Lesley Ann Warren']",['Fred MacMurray'],['German']
Hell on Wheels,"['Marty Robbins', ' John Ashley', ' Gigi Perreau']",['John Ashley'],
The Hellcats,['Ross Hagen'],['Ross Hagen'],
Hells Angels on Wheels,"['Jack Nicholson', ' Adam Roarke']",['Jack Nicholson'],"['Irish', 'Scottish', 'English', 'Pennsylvania', 'DutchGerman', 'Welshbiological', 'Italian', 'Latvian', 'Ashkenazi', 'Jewish', 'Baltic', 'German']"
Hillbillys in a Haunted House,"['Lon Chaney', ' Jr.', ' John Carradine', ' Basil Rathbone']",['Lon Chaney'],"['English', 'French', 'German', 'Irish']"
