0,1,Males,Ethnicity
29th Street,"['Danny Aiello', ' Anthony LaPaglia']",['Danny Aiello'],['Italian']
Across the Tracks,"['Rick Schroder', ' Brad Pitt', ' Carrie Snodgress']",['Rick Schroder'],"['German', 'English', 'Norwegian']"
The Addams Family,"['Anjelica Huston', ' Raúl Juliá', ' Christopher Lloyd', ' Christina Ricci', ' Dan Hedaya']",['Raúl Juliá'],
All I Want for Christmas,"['Harley Jane Kozak', ' Thora Birch', ' Ethan Embry', ' Jamey Sheridan', ' Leslie Nielsen']",['Ethan Embry'],"['English', 'German', 'Irish']"
An American Tail: Fievel Goes West,"['James Stewart', ' John Cleese', ' Amy Irving (voices)']",['James Stewart'],"['ScotsIrishNorthern', 'Irish', 'Scottish', 'Irish', 'English']"
And the Sea Will Tell,"['Rachel Ward', ' James Brolin', ' Richard Crenna', ' Deidre Hall']",['James Brolin'],"['English', 'SwissGerman', 'German', 'Scottish', 'Irish']"
Another You,"['Richard Pryor', ' Gene Wilder', ' Mercedes Ruehl', ' Vanessa L. Williams']",['Richard Pryor'],"['AfricanAmerican', 'Native', 'American']"
At Play in the Fields of the Lord,"['Tom Berenger', ' Aidan Quinn', ' Daryl Hannah', ' John Lithgow', ' Kathy Bates', ' Tom Waits']",['Tom Berenger'],['Irish']
Backdraft,"['Kurt Russell', ' William Baldwin', ' Robert De Niro', ' Scott Glenn', ' Donald Sutherland', ' Jennifer Jason Leigh', ' Rebecca De Mornay']",['Kurt Russell'],"['English', 'German', 'Scottish', 'Irish']"
Barton Fink,"['John Turturro', ' John Goodman', ' John Mahoney', ' Judy Davis', ' Michael Lerner', ' Steve Buscemi']",['John Turturro'],['Italian']
Beauty and the Beast,"['Robby Benson', "" Paige O'Hara"", ' Jerry Orbach', ' Angela Lansbury (voices)']",['Robby Benson'],"['Ashkenazi', 'Jewish']"
Bill & Ted's Bogus Journey,"['Keanu Reeves', ' Alex Winter', ' Joss Ackland', ' Pam Grier', ' George Carlin']",['Keanu Reeves'],"['Native', 'Hawaiian', 'Portuguese', 'English', 'Scottish', 'Chinese', 'Dutch', 'English']"
Billy Bathgate,"['Dustin Hoffman', ' Bruce Willis', ' Nicole Kidman', ' Steven Hill', ' Loren Dean']",['Dustin Hoffman'],"['Ashkenazi', 'Jewish']"
Bingo,"['Cindy Williams', ' David Rasche']",['David Rasche'],
Blue Desert,"['Courteney Cox', ' D. B. Sweeney']",[],
Body Parts,"['Jeff Fahey', ' Kim Delaney']",['Jeff Fahey'],['Irish']
The Boneyard,"['Ed Nelson', ' Norman Fell']",['Ed Nelson'],"['Scottish', 'FrenchCajun', 'Spanish', 'Portuguese', 'German']"
The Borrower,['Rae Dawn Chong'],[],
Boyz n the Hood,"['Ice Cube', ' Cuba Gooding', ' Jr.', ' Morris Chestnut', ' Laurence Fishburne', ' Angela Bassett', ' Nia Long']",['Jr.'],
Breathing Fire,['Jonathan Quan'],['Jonathan Quan'],
Bride of Re-Animator,['Bruce Abbott'],['Bruce Abbott'],
A Brief History of Time,[''],[],
Brother Future,"['Phill Lewis', ' Moses Gunn']",['Phill Lewis'],
Bugsy,"['Warren Beatty', ' Annette Bening', ' Ben Kingsley', ' Harvey Keitel', ' Joe Mantegna', ' Elliott Gould', ' Wendy Phillips', ' Bebe Neuwirth', ' Bill Graham']",['Warren Beatty'],"['English', 'Scottish', 'Irish', 'French', 'Danish', 'Dutch']"
The Butcher's Wife,"['Demi Moore', ' Jeff Daniels']",['Jeff Daniels'],"['English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'German']"
By the Sword,"['F. Murray Abraham', ' Eric Roberts', ' Mia Sara']",['Eric Roberts'],"['English', 'German', 'Swedish', 'Irish', 'Scottish', 'Welsh', 'French']"
Cape Fear,"['Robert De Niro', ' Nick Nolte', ' Jessica Lange', ' Juliette Lewis', ' Robert Mitchum', ' Gregory Peck', ' Joe Don Baker', ' Fred Dalton Thompson', ' Illeana Douglas']",['Robert De Niro'],"['Italian', 'Irish', 'German', 'Dutch', 'English', 'French', 'Huguenot', 'Scottish', 'ScotsIrishNorthern', 'Irish']"
Captain America,"['Matt Salinger', ' Ronny Cox', ' Ned Beatty']",['Matt Salinger'],
Career Opportunities,"['Jennifer Connelly', ' Frank Whaley']",['Frank Whaley'],['ItalianSicilian']
The Chase,"['Casey Siemaszko', ' Ben Johnson']",['Ben Johnson'],"['English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'Irish']"
Children of the Night,"['Ami Dolenz', ' Karen Black']",[],
Child's Play 3,"['Brad Dourif', ' Justin Whalin', ' Perrey Reeves']",['Brad Dourif'],"['French', 'English', 'Irish']"
Chopper Chicks in Zombietown,"['Vicki Frederick', ' Billy Bob Thornton']",['Billy Bob Thornton'],"['English', 'Scottish', 'Irish']"
Chuck Amuck: The Movie,['Chuck Jones'],['Chuck Jones'],
City of Hope,"['Vincent Spano', ' Chris Cooper', ' Joe Morton', ' Angela Bassett']",['Vincent Spano'],
City Slickers,"['Billy Crystal', ' Daniel Stern', ' Bruno Kirby', ' Patricia Wettig', ' Helen Slater', ' Jack Palance']",['Billy Crystal'],"['Ashkenazi', 'Jewish']"
Class Action,"['Gene Hackman', ' Mary Elizabeth Mastrantonio']",['Gene Hackman'],"['English', 'German', 'Scottish', 'Dutch']"
Class of Nuke 'Em High II: Subhumanoid Meltdown,['Lisa Gaye'],[],
Closet Land,"['Madeleine Stowe', ' Alan Rickman']",['Alan Rickman'],"['English', 'Irish', 'Welsh']"
Cold Heaven,"['Theresa Russell', ' Mark Harmon', ' James Russo']",['Mark Harmon'],"['Austrian375', 'Irish125', 'Alsatian', 'German', 'French']"
The Commitments,"['Colm Meaney', ' Robert Arkins']",['Colm Meaney'],['Irish']
Company Business,"['Gene Hackman', ' Mikhail Baryshnikov']",['Gene Hackman'],"['English', 'German', 'Scottish', 'Dutch']"
Cool as Ice,"['Vanilla Ice', ' Kristin Minter', ' Michael Gross', ' Candy Clark', ' John Haymes Newton', ' Naomi Campbell']",['Michael Gross'],"['English', 'German', 'Irish']"
Curly Sue,"['Alisan Porter', ' James Belushi', ' Kelly Lynch', ' John Getz', ' Fred Dalton Thompson']",['James Belushi'],['Albanian']
The Dark Backward,"['Judd Nelson', ' Bill Paxton', ' Wayne Newton', ' Lara Flynn Boyle']",['Judd Nelson'],"['Ashkenazi', 'Jewish']"
The Dark Wind,"['Lou Diamond Phillips', ' Fred Ward']",['Fred Ward'],"['English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'German', 'Welsh']"
Daughters of the Dust,[''],[],
