0,1,Males,Ethnicity
4 for Texas,"['Frank Sinatra', ' Dean Martin', ' Anita Ekberg', ' Ursula Andress', ' Charles Bronson']",['Frank Sinatra'],"['Italian', 'Sicilian']"
55 Days at Peking,"['Charlton Heston', ' Ava Gardner', ' David Niven']",['Charlton Heston'],"['English', 'Scottish', 'Cornish', 'German']"
Act One,"['George Hamilton', ' Jason Robards', ' Jack Klugman', ' George Segal']",['George Hamilton'],
All the Way Home,"['Jean Simmons', ' Robert Preston', ' Pat Hingle']",['Robert Preston'],
"America, America","['Frank Wolff', ' Stathis Giallelis', ' Lou Antonio', ' Joanna Frank']",['Frank Wolff'],
Atom Age Vampire,"['Alberto Lupo', ' Susanne Loret', ' Sergio Fantoni']",['Alberto Lupo'],
The Balcony,"['Shelley Winters', ' Peter Falk', ' Leonard Nimoy', ' Ruby Dee']",['Peter Falk'],"['Ashkenazi', 'Jewish']"
Beach Party,"['Robert Cummings', ' Dorothy Malone', ' Annette Funicello', ' Frankie Avalon']",['Robert Cummings'],"['German', 'English', 'Irish']"
The Birds,"['Tippi Hedren', ' Rod Taylor', ' Jessica Tandy', ' Suzanne Pleshette', ' Veronica Cartwright']",['Rod Taylor'],
Black Zoo,"['Michael Gough', ' Jeanne Cooper', ' Rod Lauren']",['Michael Gough'],
Blonde Cobra,['Jack Smith'],['Jack Smith'],
Blood Feast,"['William Kerwin', ' Mal Arnold', ' Connie Mason', ' Scott H. Hall']",['William Kerwin'],
Bye Bye Birdie,"['Dick Van Dyke', ' Ann-Margret', ' Janet Leigh', ' Bobby Rydell', ' Maureen Stapleton', ' Paul Lynde', ' Jesse Pearson', ' Ed Sullivan']",['Dick Van Dyke'],"['English', 'Scottish', 'German', 'SwissGerman', 'Dutch']"
Cairo,"['George Sanders', ' Richard Johnson']",['George Sanders'],"['English', 'Scottish', 'European', 'Royal', 'Russian']"
California,"['Jock Mahoney', ' Faith Domergue']",['Jock Mahoney'],
Call Me Bwana,"['Bob Hope', ' Anita Ekberg', ' Edie Adams']",['Bob Hope'],"['English', 'Welsh']"
"Captain Newman, M.D.","['Gregory Peck', ' Angie Dickinson', ' Tony Curtis', ' Eddie Albert', ' Robert Duvall', ' Larry Storch', ' Bobby Darin']",['Gregory Peck'],"['Irish', 'English', 'German', 'Welsh']"
Captain Sindbad,"['Guy Williams', ' Heidi Brühl', ' Pedro Armendáriz']",['Guy Williams'],
The Cardinal,"['Tom Tryon', ' John Huston', ' Carol Lynley', ' Romy Schneider', ' Ossie Davis']",['Tom Tryon'],
The Caretakers,"['Joan Crawford', ' Robert Stack', ' Polly Bergen']",['Robert Stack'],
Cattle King,"['Robert Taylor', ' Joan Caulfield']",['Robert Taylor'],
The Ceremony,"['Laurence Harvey', ' Sarah Miles']",['Laurence Harvey'],"['Ashkenazi', 'Jewish']"
