0,1,Males,Ethnicity
The 13th Letter,"['Linda Darnell', ' Charles Boyer', ' Constance Smith']",['Charles Boyer'],['French']
Abbott and Costello Meet the Invisible Man,"['Bud Abbott', ' Lou Costello']",['Bud Abbott'],"['Welsh', 'German', 'German', 'Jewish']"
Abilene Trail,"['Whip Wilson', ' Noel Neill']",['Whip Wilson'],
According to Mrs. Hoyle,"['Spring Byington', ' Anthony Caruso']",['Anthony Caruso'],
Ace in the Hole,"['Kirk Douglas', ' Jan Sterling']",['Kirk Douglas'],"['Ashkenazi', 'Jewish']"
Across the Wide Missouri,"['Clark Gable', ' Ricardo Montalban', ' Adolphe Menjou']",['Clark Gable'],"['German', 'Irish', 'SwissGerman', 'Belgian']"
Adventures of Captain Fabian,"['Errol Flynn', ' Micheline Presle']",['Errol Flynn'],"['Irish', 'Scottish', 'English']"
The African Queen,"['Humphrey Bogart', ' Katharine Hepburn']",['Humphrey Bogart'],"['English', 'Dutch', 'German', 'French', 'Belgian', 'Walloon', 'Welsh']"
Air Cadet,"['Gail Russell', ' Stephen McNally']",['Stephen McNally'],
Al Jennings of Oklahoma,"['Dan Duryea', ' Gale Storm']",['Dan Duryea'],
Alice in Wonderland,"['Kathryn Beaumont', ' Ed Wynn']",['Ed Wynn'],
Along the Great Divide,"['Kirk Douglas', ' Virginia Mayo', ' Walter Brennan']",['Kirk Douglas'],"['Ashkenazi', 'Jewish']"
An American in Paris,"['Leslie Caron', ' Gene Kelly']",['Gene Kelly'],"['Irish25', 'German']"
Angels in the Outfield,"['Paul Douglas', ' Janet Leigh']",['Paul Douglas'],
Anne of the Indies,"['Louis Jourdan', ' Jean Peters']",['Louis Jourdan'],['French']
Another Man's Poison,"['Bette Davis', ' Gary Merrill']",['Gary Merrill'],
Apache Drums,"['Stephen McNally', ' Coleen Gray']",['Stephen McNally'],
Appointment with Danger,"['Alan Ladd', ' Phyllis Calvert']",['Alan Ladd'],"['English', 'Irish']"
Arizona Manhunt,"['Michael Chapin', ' Eilene Janssen']",['Michael Chapin'],
As Young as You Feel,"['Constance Bennett', ' Monty Woolley']",['Monty Woolley'],
As You Were,"['Joe Sawyer', ' Sondra Rodgers']",['Joe Sawyer'],
Badman's Gold,"['Johnny Carpenter', ' Kenne Duncan']",['Johnny Carpenter'],
Bannerline,"['Sally Forrest', ' Lionel Barrymore']",['Lionel Barrymore'],"['English', 'Irish']"
The Barefoot Mailman,"['Robert Cummings', ' Terry Moore']",['Robert Cummings'],"['German', 'English', 'Irish']"
The Basketball Fix,"['John Ireland', ' Marshall Thompson']",['John Ireland'],
Bedtime for Bonzo,"['Ronald Reagan', ' Diana Lynn', ' Walter Slezak']",['Ronald Reagan'],"['Irish25', 'Scottish25', 'English']"
