0,1,Males,Ethnicity
3 Ring Circus,"['Dean Martin', ' Jerry Lewis', ' Zsa Zsa Gabor', ' Joanne Dru']",['Dean Martin'],"['Italian', 'Sicilian']"
"20,000 Leagues Under the Sea","['Kirk Douglas', ' James Mason', ' Paul Lukas', ' Peter Lorre']",['Kirk Douglas'],"['Ashkenazi', 'Jewish']"
About Mrs. Leslie,"['Shirley Booth', ' Robert Ryan']",['Robert Ryan'],
The Adventures of Hajji Baba,"['John Derek', ' Elaine Stewart']",['John Derek'],
Alaska Seas,"['Robert Ryan', ' Brian Keith', ' Jan Sterling']",['Robert Ryan'],
Apache,"['Burt Lancaster', ' Jean Peters', ' John McIntire', ' Charles Bronson', ' John Dehner']",['Burt Lancaster'],"['Northern', 'Irish', 'ScotsIrish']"
Arrow in the Dust,"['Sterling Hayden', ' Coleen Gray']",['Sterling Hayden'],
Athena,"['Jane Powell', ' Debbie Reynolds', ' Virginia Gibson']",[],
The Atomic Kid,"['Mickey Rooney', ' Robert Strauss', ' Elaine Devry']",['Robert Strauss'],
Baby Buggy Bunny,['Mel Blanc'],['Mel Blanc'],
Bait,"['Cleo Moore', ' John Agar']",['John Agar'],
The Bamboo Prison,"['Robert Francis', ' Dianne Foster', ' Brian Keith']",['Robert Francis'],
The Barefoot Contessa,"['Humphrey Bogart', ' Ava Gardner', ' Rossano Brazzi', "" Edmond O'Brien""]",['Humphrey Bogart'],"['English', 'Dutch', 'German', 'French', 'Belgian', 'Walloon', 'Welsh']"
The Battle of Rogue River,"['George Montgomery', ' Martha Hyer']",['George Montgomery'],['Ukrainian']
Beachhead,"['Tony Curtis', ' Frank Lovejoy', ' Mary Murphy']",['Tony Curtis'],"['Ashkenazi', 'Jewish']"
Beau Brummell,"['Stewart Granger', ' Elizabeth Taylor', ' Peter Ustinov']",['Stewart Granger'],
Beautiful Stranger,"['Ginger Rogers', ' Herbert Lom', ' Stanley Baker']",['Herbert Lom'],
Bengal Brigade,"['Rock Hudson', ' Arlene Dahl']",['Rock Hudson'],"['German', 'SwissGerman25', 'English25', 'Irish']"
Betrayed,"['Clark Gable', ' Lana Turner', ' Victor Mature']",['Clark Gable'],"['German', 'Irish', 'SwissGerman', 'Belgian']"
The Big Chase,"['Glenn Langan', ' Adele Jergens', ' Lon Chaney Jr.']",['Glenn Langan'],
Bitter Creek,"['Bill Elliott', ' Beverly Garland']",['Bill Elliott'],
The Black Dakotas,"['Wanda Hendrix', ' Gary Merrill']",['Gary Merrill'],
Black Horse Canyon,"['Joel McCrea', ' Mari Blanchard']",['Joel McCrea'],
The Black Knight,"['Alan Ladd', ' Patricia Medina', ' Peter Cushing']",['Alan Ladd'],"['English', 'Irish']"
The Black Pirates,"['Anthony Dexter', ' Martha Roth']",['Anthony Dexter'],
The Black Shield of Falworth,"['Tony Curtis', ' Janet Leigh']",['Tony Curtis'],"['Ashkenazi', 'Jewish']"
Black Tuesday,"['Edward G. Robinson', ' Peter Graves']",['Edward G. Robinson'],"['Ashkenazi', 'Jewish']"
Black Widow,"['Ginger Rogers', ' Van Heflin', ' Gene Tierney', ' George Raft']",['Van Heflin'],"['English', 'Irish', 'German', 'Dutch', 'French']"
The Bob Mathias Story,"['Bob Mathias', ' Ward Bond', ' Diane Jergens']",['Bob Mathias'],
Border River,"['Joel McCrea', ' Yvonne De Carlo']",['Joel McCrea'],
The Bounty Hunter,"['Randolph Scott', ' Marie Windsor']",['Randolph Scott'],
The Bowery Boys Meet the Monsters,"['Leo Gorcey', ' Huntz Hall']",['Leo Gorcey'],
The Boy from Oklahoma,"['Will Rogers Jr.', ' Nancy Olson']",['Will Rogers Jr.'],
The Bridges at Toko-Ri,"['William Holden', ' Grace Kelly', ' Fredric March', ' Mickey Rooney', ' Earl Holliman']",['William Holden'],"['English', 'Irish', 'French']"
Brigadoon,"['Gene Kelly', ' Van Johnson', ' Cyd Charisse']",['Gene Kelly'],"['Irish25', 'German']"
Bright Road,"['Dorothy Dandridge', ' Harry Belafonte']",['Harry Belafonte'],"['Sephardi', 'Jewish', 'AfricanJamaican', 'AfricanJamaican', 'IrishScottish']"
Broken Lance,"['Spencer Tracy', ' Robert Wagner', ' Richard Widmark', ' Katy Jurado']",['Spencer Tracy'],['English']
Bugs and Thugs,['Mel Blanc'],['Mel Blanc'],
A Bullet Is Waiting,"['Jean Simmons', ' Rory Calhoun']",[],
The Caine Mutiny,"['Humphrey Bogart', ' José Ferrer', ' Van Johnson', ' Fred MacMurray', ' Robert Francis', ' E. G. Marshall', ' Tom Tully', ' Jerry Paris', ' May Wynn', ' Lee Marvin']",['Humphrey Bogart'],"['English', 'Dutch', 'German', 'French', 'Belgian', 'Walloon', 'Welsh']"
Cannibal Attack,"['Johnny Weissmuller', ' Judy Walsh']",['Johnny Weissmuller'],['German']
Captain Kidd and the Slave Girl,"['Anthony Dexter', ' Eva Gabor']",['Anthony Dexter'],
Carmen Jones,"['Harry Belafonte', ' Dorothy Dandridge']",['Harry Belafonte'],"['Sephardi', 'Jewish', 'AfricanJamaican', 'AfricanJamaican', 'IrishScottish']"
Carnival Story,"['Anne Baxter', ' Steve Cochran']",['Steve Cochran'],
Casanova's Big Night,"['Bob Hope', ' Joan Fontaine', ' Basil Rathbone']",['Bob Hope'],"['English', 'Welsh']"
Cattle Queen of Montana,"['Barbara Stanwyck', ' Ronald Reagan']",['Ronald Reagan'],"['Irish25', 'Scottish25', 'English']"
Charge of the Lancers,"['Paulette Goddard', ' Jean-Pierre Aumont']",['Jean-Pierre Aumont'],"['Ashkenazi', 'Jewish', 'Sephardi', 'Jewish']"
The Command,"['Guy Madison', ' James Whitmore', ' Joan Weldon']",['Guy Madison'],
The Country Girl,"['Bing Crosby', ' Grace Kelly', ' William Holden']",['Bing Crosby'],"['English', 'Irish']"
Creature from the Black Lagoon,"['Richard Carlson', ' Julie Adams', ' Richard Denning']",['Richard Carlson'],
Crime Wave,"['Sterling Hayden', ' Gene Nelson', ' Ted de Corsia', ' Phyllis Kirk']",['Sterling Hayden'],
Crossed Swords,"['Errol Flynn', ' Gina Lollobrigida']",['Errol Flynn'],"['Irish', 'Scottish', 'English']"
Cry Vengeance,"['Mark Stevens', ' Skip Homeier', ' Martha Hyer']",['Mark Stevens'],
Dangerous Mission,"['Victor Mature', ' Piper Laurie']",['Victor Mature'],"['SwissGerman', 'German']"
Dawn at Socorro,"['Rory Calhoun', ' Piper Laurie', ' David Brian', ' Kathleen Hughes', ' Alex Nicol']",['David Brian'],
Deep in My Heart,"['José Ferrer', ' Merle Oberon', ' Walter Pidgeon']",['José Ferrer'],
Demetrius and the Gladiators,"['Victor Mature', ' Susan Hayward', ' Michael Rennie', ' Debra Paget', ' Anne Bancroft']",['Victor Mature'],"['SwissGerman', 'German']"
Désirée,"['Marlon Brando', ' Jean Simmons', ' Merle Oberon']",['Marlon Brando'],"['English', 'Irish', 'German', 'Dutch', 'French', 'Huguenot', 'Welsh', 'Scottish']"
The Desperado,"['Wayne Morris', ' Beverly Garland']",['Wayne Morris'],
Destry,"['Audie Murphy', ' Mari Blanchard']",[],
Devil May Hare,['Bugs Bunny'],[],
Dial M for Murder,"['Grace Kelly', ' Ray Milland', ' Robert Cummings', ' Anthony Dawson', ' John Williams']",['Ray Milland'],['Welsh']
Dixieland Droopy,[''],[],
Dog Pounded,[''],[],
Down Three Dark Streets,"['Broderick Crawford', ' Ruth Roman']",['Broderick Crawford'],['German']
Downhearted Duckling,[''],[],
Dragnet,['Jack Webb'],['Jack Webb'],
Dragon's Gold,"['John Archer', ' Hillary Brooke']",['John Archer'],
Dragonfly Squadron,"['John Hodiak', ' Barbara Britton']",['John Hodiak'],['Polish']
Drive a Crooked Road,"['Mickey Rooney', ' Dianne Foster', ' Kevin McCarthy']",['Kevin McCarthy'],
Drum Beat,"['Alan Ladd', ' Audrey Dalton', ' Marisa Pavan']",['Alan Ladd'],"['English', 'Irish']"
Drums Across the River,"['Audie Murphy', ' Lisa Gaye']",[],
Drums of Tahiti,"['Patricia Medina', "" Dennis O'Keefe""]",[],
Duffy of San Quentin,"['Joanne Dru', ' Louis Hayward']",['Louis Hayward'],
The Egyptian,"['Jean Simmons', ' Victor Mature', ' Gene Tierney', ' Michael Wilding', ' Peter Ustinov']",['Victor Mature'],"['SwissGerman', 'German']"
Elephant Walk,"['Elizabeth Taylor', ' Dana Andrews', ' Peter Finch']",['Peter Finch'],"['English', 'Scottish']"
Executive Suite,"['William Holden', ' Barbara Stanwyck', ' Fredric March', ' June Allyson', ' Walter Pidgeon', ' Paul Douglas', ' Shelley Winters', ' Louis Calhern', ' Nina Foch']",['William Holden'],"['English', 'Irish', 'French']"
Fangs of the Wild,"['Charles Chaplin Jr.', ' Onslow Stevens', ' Margia Dean']",['Charles Chaplin Jr.'],
Fireman Save My Child,"[""Hugh O'Brian"", ' Buddy Hackett', ' Adele Jergens']",['Buddy Hackett'],
Flame and the Flesh,"['Lana Turner', ' Pier Angeli']",[],
The Forty-Niners,"['Bill Elliott', ' Virginia Grey']",['Bill Elliott'],
Four Guns to the Border,"['Rory Calhoun', ' Colleen Miller', ' Nina Foch']",[],
Francis Joins the WACS,"[""Donald O'Connor"", ' Julie Adams', ' Mamie Van Doren']",[],
The French Line,"['Jane Russell', ' Gilbert Roland']",['Gilbert Roland'],
The Gambler from Natchez,"['Dale Robertson', ' Debra Paget']",['Dale Robertson'],
Garden of Evil,"['Gary Cooper', ' Susan Hayward', ' Richard Widmark']",['Gary Cooper'],['English']
The Glenn Miller Story,"['James Stewart', ' June Allyson', ' Charles Drake', ' George Tobias', ' Harry Morgan']",['James Stewart'],"['ScotsIrishNorthern', 'Irish', 'Scottish', 'Irish', 'English']"
