0,1,Males,Ethnicity
711 Ocean Drive,"[""Edmond O'Brien"", ' Joanne Dru', ' Dorothy Patrick']",[],
Abbott and Costello in the Foreign Legion,"['Abbott and Costello', ' Patricia Medina']",['Abbott and Costello'],
Across the Badlands,"['Charles Starrett', ' Smiley Burnette']",['Charles Starrett'],
The Admiral Was a Lady,"[""Edmond O'Brien"", ' Wanda Hendrix', ' Steve Brodie']",['Steve Brodie'],
All About Eve,"['Bette Davis', ' Anne Baxter', ' Gary Merrill', ' Celeste Holm', ' George Sanders', ' Hugh Marlowe', ' Marilyn Monroe']",['Gary Merrill'],
Ambush,"['Robert Taylor', ' John Hodiak', ' Arlene Dahl']",['Robert Taylor'],
American Guerrilla in the Philippines,"['Tyrone Power', ' Micheline Presle']",['Tyrone Power'],"['Irish', 'English', 'German', 'FrenchCanadian', 'French', 'Huguenot']"
Annie Get Your Gun,"['Betty Hutton', ' Howard Keel']",['Howard Keel'],
The Arizona Cowboy,"['Rex Allen', ' Teala Loring']",['Rex Allen'],
Arizona Territory,"['Whip Wilson', ' Andy Clyde', ' Nancy Saunders']",['Whip Wilson'],
Armored Car Robbery,"['Charles McGraw', ' Adele Jergens', ' William Talman']",['Charles McGraw'],
The Asphalt Jungle,"['Sterling Hayden', ' Louis Calhern', ' Sam Jaffe', ' James Whitmore', ' Marilyn Monroe']",['Sterling Hayden'],
At War with the Army,"['Dean Martin', ' Jerry Lewis', ' Polly Bergen']",['Dean Martin'],"['Italian', 'Sicilian']"
The Avengers,"['Adele Mara', ' John Carroll']",['John Carroll'],['Irish']
Backfire,"[""Edmond O'Brien"", ' Virginia Mayo', ' Gordon MacRae']",['Gordon MacRae'],
The Bandit Queen,"['Barbara Britton', ' Willard Parker', ' Phillip Reed']",['Willard Parker'],
The Baron of Arizona,"['Vincent Price', ' Ellen Drew']",['Vincent Price'],"['English', 'German', 'French', 'Dutch']"
Barricade,"['Ruth Roman', ' Raymond Massey']",['Raymond Massey'],
Beauty on Parade,"['Robert Hutton', ' Ruth Warrick', ' Lola Albright']",['Robert Hutton'],
Belle of Old Mexico,"['Estelita Rodriguez', ' Robert Rockwell']",['Robert Rockwell'],
Bells of Coronado,"['Roy Rogers', ' Dale Evans']",['Roy Rogers'],
Between Midnight and Dawn,"[""Edmond O'Brien"", ' Gale Storm', ' Mark Stevens', ' Gale Robbins']",['Mark Stevens'],
Beware of Blondie,"['Penny Singleton', ' Arthur Lake']",['Arthur Lake'],
Beyond the Purple Hills,"['Gene Autry', ' Jo-Carroll Dennison']",['Gene Autry'],
The Big Hangover,"['Elizabeth Taylor', ' Van Johnson']",['Van Johnson'],"['German', 'Irish']"
The Big Lift,"['Montgomery Clift', ' Paul Douglas', ' Cornell Borchers']",['Montgomery Clift'],"['English', 'Scottish', 'Dutch', 'German', 'French']"
Black Hand,"['Gene Kelly', ' Teresa Celli']",['Gene Kelly'],"['Irish25', 'German']"
Black Jack,"['George Sanders', ' Herbert Marshall', ' Patricia Roc']",['George Sanders'],"['English', 'Scottish', 'European', 'Royal', 'Russian']"
The Black Rose,"['Tyrone Power', ' Orson Welles']",['Tyrone Power'],"['Irish', 'English', 'German', 'FrenchCanadian', 'French', 'Huguenot']"
The Blazing Sun,"['Gene Autry', ' Lynne Roberts', ' Anne Gwynne']",['Gene Autry'],
The Blonde Bandit,"['Dorothy Patrick', ' Gerald Mohr']",['Gerald Mohr'],
Blonde Dynamite,"['Leo Gorcey', ' Huntz Hall', ' Adele Jergens']",['Leo Gorcey'],
Blondie's Hero,"['Penny Singleton', ' Arthur Lake']",['Arthur Lake'],
Blue Grass of Kentucky,"['Bill Williams', ' Jane Nigh', ' Ralph Morgan']",['Bill Williams'],
Blues Busters,"['Bowery Boys', ' Adele Jergens']",[],
Border Outlaws,"['Spade Cooley', ' Maria Hart']",['Spade Cooley'],
Borderline,"['Fred MacMurray', ' Claire Trevor']",['Fred MacMurray'],['German']
Border Rangers,"['Don ""Red"" Barry', ' Robert Lowery', ' Pamela Blake']","['Don ""Red"" Barry']",
Border Treasure,"['Tim Holt', ' Jane Nigh']",['Tim Holt'],
Born to Be Bad,"['Joan Fontaine', ' Robert Ryan']",['Robert Ryan'],
Born Yesterday ,"['William Holden', ' Judy Holliday', ' Broderick Crawford']",['William Holden'],"['English', 'Irish', 'French']"
The Boy from Indiana,"['Lon McCallister', ' Lois Butler', ' Billie Burke']",['Lon McCallister'],
Branded,"['Alan Ladd', ' Mona Freeman', ' Charles Bickford']",['Alan Ladd'],"['English', 'Irish']"
The Breaking Point,"['John Garfield', ' Patricia Neal']",['John Garfield'],"['Ashkenazi', 'Jewish']"
Breakthrough,"['David Brian', ' John Agar', ' Frank Lovejoy']",['David Brian'],
Bright Leaf,"['Gary Cooper', ' Lauren Bacall', ' Patricia Neal']",['Gary Cooper'],['English']
Broken Arrow,"['James Stewart', ' Jeff Chandler', ' Debra Paget', ' Will Geer']",['James Stewart'],"['ScotsIrishNorthern', 'Irish', 'Scottish', 'Irish', 'English']"
Buccaneer's Girl,['Yvonne De Carlo'],[],
Bunco Squad,"['Robert Sterling', ' Joan Dixon']",['Robert Sterling'],
Caged,"['Eleanor Parker', ' Agnes Moorehead', ' Lee Patrick', ' Betty Garde', ' Hope Emerson', ' Sheila MacRae']",[],
California Passage,"['Forrest Tucker', ' Adele Mara']",['Forrest Tucker'],
Call of the Klondike,"['Kirby Grant', ' Anne Gwynne', ' Lynne Roberts']",[],
"Captain Carey, U.S.A.","['Alan Ladd', ' Wanda Hendrix']",['Alan Ladd'],"['English', 'Irish']"
Captain China,"['John Payne', ' Gail Russell']",['John Payne'],
Captive Girl,"['Johnny Weissmuller', ' Buster Crabbe']",['Johnny Weissmuller'],['German']
The Capture,"['Lew Ayres', ' Teresa Wright']",['Lew Ayres'],
Cargo to Capetown,"['Broderick Crawford', ' John Ireland', ' Ellen Drew']",['Broderick Crawford'],['German']
The Cariboo Trail,"['Randolph Scott', ' Karin Booth', ' George ""Gabby"" Hayes']",['Randolph Scott'],
Chain Gang,"['Douglas Kennedy', ' Marjorie Lord']",['Douglas Kennedy'],
Chain Lightning,"['Humphrey Bogart', ' Eleanor Parker', ' Raymond Massey']",['Humphrey Bogart'],"['English', 'Dutch', 'German', 'French', 'Belgian', 'Walloon', 'Welsh']"
Champagne for Caesar,"['Ronald Colman', ' Celeste Holm', ' Art Linkletter', ' Vincent Price', ' Barbara Britton']",['Ronald Colman'],"['English', 'Scottish']"
Cheaper by the Dozen ,"['Clifton Webb', ' Myrna Loy']",['Clifton Webb'],
Cherokee Uprising,"['Whip Wilson', ' Andy Clyde', ' Lois Hall']",['Whip Wilson'],
Cinderella,['Ilene Woods'],[],
Code of the Silver Sage,"['Allan Lane', ' Kay Christopher']",['Allan Lane'],
Colorado Ranger,"['James Ellison', ' Russell Hayden', ' Julie Adams']",['James Ellison'],['English']
Colt .45,"['Randolph Scott', ' Ruth Roman']",['Randolph Scott'],
Comanche Territory,"[""Maureen O'Hara"", ' Macdonald Carey']",['Macdonald Carey'],
Convicted,"['Glenn Ford', ' Broderick Crawford']",['Glenn Ford'],"['English', 'Scottish', 'Irish', 'Dutch']"
Copper Canyon,"['Ray Milland', ' Hedy Lamarr', ' Mona Freeman']",['Ray Milland'],['Welsh']
Counterspy Meets Scotland Yard,"['Howard St. John', ' Ron Randell', ' Amanda Blake']",['Howard St. John'],
County Fair,"['Rory Calhoun', ' Jane Nigh']",[],
Covered Wagon Raid,"['Allan Lane', ' Lyn Thomas']",['Allan Lane'],
Cow Town,"['Gene Autry', ' Gail Davis']",['Gene Autry'],
Crisis,"['Cary Grant', ' José Ferrer', ' Paula Raymond']",['José Ferrer'],
Crooked River,"['James Ellison', ' Russell Hayden', ' Julie Adams']",['James Ellison'],['English']
Cry Murder,"['Carole Mathews', ' Jack Lord']",['Jack Lord'],
Curtain Call at Cactus Creek,"[""Donald O'Connor"", ' Walter Brennan', ' Gale Storm']",['Walter Brennan'],['Irish']
Customs Agent,"['William Eythe', ' Marjorie Reynolds']",['William Eythe'],
Cyrano de Bergerac,"['José Ferrer', ' Mala Powers']",['José Ferrer'],
D.O.A.,"[""Edmond O'Brien"", ' Pamela Britton', ' Luther Adler', ' Beverly Garland']",['Luther Adler'],
Dakota Lil,"['George Montgomery', ' Marie Windsor']",['George Montgomery'],['Ukrainian']
Dallas,"['Gary Cooper', ' Ruth Roman', ' Raymond Massey', ' Steve Cochran', ' Reed Hadley']",['Gary Cooper'],['English']
The Daltons' Women,"['Lash LaRue', ' Jack Holt', ' Pamela Blake']",['Lash LaRue'],
The Damned Don't Cry!,"['Joan Crawford', ' David Brian']",['David Brian'],
Dark City,"['Charlton Heston', ' Lizabeth Scott']",['Charlton Heston'],"['English', 'Scottish', 'Cornish', 'German']"
The Daughter of Rosie O'Grady,"['June Haver', ' Gordon MacRae', ' Debbie Reynolds', ' James Barton', ' Gene Nelson']",['Gordon MacRae'],
"David Harding, Counterspy","['Willard Parker', ' Audrey Long']",['Willard Parker'],
"Davy Crockett, Indian Scout","['George Montgomery', ' Ellen Drew']",['George Montgomery'],['Ukrainian']
Deported,"['Märta Torén', ' Jeff Chandler']",['Jeff Chandler'],
The Desert Hawk,"['Yvonne De Carlo', ' Jackie Gleason']",[],
Destination Big House,"['Dorothy Patrick', ' Robert Rockwell']",['Robert Rockwell'],
Destination Moon,"['Dick Wesson', ' Warner Anderson']",['Dick Wesson'],
Destination Murder,"['Joyce MacKenzie', ' Hurd Hatfield']",[],
Devil's Doorway,"['Robert Taylor', ' Louis Calhern']",['Robert Taylor'],
Dial 1119,"['Marshall Thompson', ' Virginia Field', ' Sam Levene']",['Marshall Thompson'],
Duchess of Idaho,"['Van Johnson', ' Esther Williams']",['Van Johnson'],"['German', 'Irish']"
Double Deal,"['Marie Windsor', ' Fay Baker']",[],
The Du Pont Story,"['Eduard Franz', ' Sigrid Gurie', ' Tom Neal']",['Eduard Franz'],
Dynamite Pass,"['Tim Holt', ' Lynne Roberts']",['Tim Holt'],
The Eagle and the Hawk,"['John Payne', ' Rhonda Fleming', "" Dennis O'Keefe""]",['John Payne'],
Edge of Doom,"['Dana Andrews', ' Farley Granger', ' Joan Evans']",['Farley Granger'],"['English', 'Dutch']"
Emergency Wedding,"['Barbara Hale', ' Larry Parks']",['Larry Parks'],
Everybody's Dancin',"['Spade Cooley', ' Barbara Woodell']",['Spade Cooley'],
Experiment Alcatraz,"['Joan Dixon', ' John Howard']",['John Howard'],"['English', 'Scottish', 'Irish', 'Northern', 'Irish']"
