0,1,Males,Ethnicity
5 Against the House,"['Kim Novak', ' Brian Keith']",['Brian Keith'],
Abbott and Costello Meet the Keystone Kops,"['Abbott and Costello', ' Mack Sennett']",['Abbott and Costello'],
Abbott and Costello Meet the Mummy,['Abbott and Costello'],['Abbott and Costello'],
The Adventures of Captain Africa,"['John Hart', ' Rick Vallin']",['John Hart'],
The Adventures of Quentin Durward,"['Robert Taylor', ' Kay Kendall']",['Robert Taylor'],
African Manhunt,"['Myron Healey', ' John Kellogg']",['Myron Healey'],
Age 13,[''],[],
Ain't Misbehavin',"['Rory Calhoun', ' Piper Laurie']",[],
Air Strike,"['Richard Denning', ' Gloria Jean']",['Richard Denning'],
All That Heaven Allows,"['Jane Wyman', ' Rock Hudson']",['Rock Hudson'],"['German', 'SwissGerman25', 'English25', 'Irish']"
The Americano,"['Glenn Ford', ' Cesar Romero']",['Glenn Ford'],"['English', 'Scottish', 'Irish', 'Dutch']"
An Annapolis Story,"['John Derek', ' Diana Lynn']",['John Derek'],
Angela,"['Mara Lane', ' Rossano Brazzi']",['Rossano Brazzi'],
Apache Ambush,"['Bill Williams', ' Richard Jaeckel']",['Bill Williams'],
Apache Woman,"['Joan Taylor', ' Lloyd Bridges']",['Lloyd Bridges'],
Artists and Models,"['Dean Martin', ' Jerry Lewis', ' Shirley MacLaine', ' Dorothy Malone']",['Dean Martin'],"['Italian', 'Sicilian']"
At Gunpoint,"['Fred MacMurray', ' Dorothy Malone']",['Fred MacMurray'],['German']
Bad Day at Black Rock,"['Spencer Tracy', ' Robert Ryan', ' Walter Brennan', ' Lee Marvin', ' Ernest Borgnine', ' Anne Francis']",['Spencer Tracy'],['English']
Battle Cry,"['Van Heflin', ' Aldo Ray', ' James Whitmore', ' Tab Hunter', ' Mona Freeman', ' Anne Francis']",['Van Heflin'],"['English', 'Irish', 'German', 'Dutch', 'French']"
The Battle of Gettysburg,[''],[],
Battle Taxi,"['Sterling Hayden', ' Arthur Franz']",['Sterling Hayden'],
Beanstalk Bunny,['Looney Tunes'],['Looney Tunes'],
Bedevilled,"['Anne Baxter', ' Steve Forrest']",['Steve Forrest'],
Bengazi,"['Richard Conte', ' Victor McLaglen', ' Mala Powers']",['Richard Conte'],['Italian']
The Big Bluff,"['Martha Vickers', ' John Bromfield']",['John Bromfield'],
