0,1,Males,Ethnicity
1492: Conquest of Paradise,"['Gérard Depardieu', ' Armand Assante', ' Sigourney Weaver']",['Gérard Depardieu'],
1991: The Year Punk Broke,[''],[],
3 Ninjas,['Max Elliott Slade'],['Max Elliott Slade'],
Aladdin,"['voices of Robin Williams', ' Gilbert Gottfried']",['Gilbert Gottfried'],"['Ashkenazi', 'Jewish']"
Alien 3,"['Sigourney Weaver', ' Charles S. Dutton', ' Charles Dance']",['Charles S. Dutton'],['AfricanAmerican']
American Me,"['Edward James Olmos', ' William Forsythe']",['Edward James Olmos'],['Mexican']
Article 99,"['Ray Liotta', ' Kiefer Sutherland', ' Forest Whitaker']",['Ray Liotta'],['Scottish']
The Babe,"['John Goodman', ' Kelly McGillis', ' Trini Alvarado']",['John Goodman'],"['English', 'Welsh', 'German']"
Bad Lieutenant,"['Harvey Keitel', ' Victor Argo']",['Harvey Keitel'],"['Ashkenazi', 'Jewish']"
Basic Instinct,"['Michael Douglas', ' Sharon Stone', ' George Dzundza', ' Jeanne Tripplehorn']",['Michael Douglas'],"['Ashkenazi', 'Jewish', 'English', 'Irish', 'Welsh', 'Dutch', 'Scottish', 'Belgian', 'French']"
Batman Returns,"['Michael Keaton', ' Danny DeVito', ' Michelle Pfeiffer']",['Michael Keaton'],"['English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'Irish']"
Beauty and the Beast,[''],[],
Bébé's Kids,"['Faizon Love', ' Vanessa Bell Calloway']",['Faizon Love'],['AfricanAmericanAfricanCuban']
Beethoven,"['Charles Grodin', ' Bonnie Hunt']",['Charles Grodin'],"['Ashkenazi', 'Jewish']"
Blame It on the Bellboy,"['Dudley Moore', ' Bryan Brown', ' Patsy Kensit']",['Dudley Moore'],"['English', 'Welsh']"
Blown Away,"['Corey Haim', ' Nicole Eggert', ' Corey Feldman']",['Corey Haim'],"['Ashkenazi', 'Jewish']"
Bob Roberts,"['Tim Robbins', ' Giancarlo Esposito', ' Fred Ward']",['Tim Robbins'],"['English', 'Norwegian', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'German', 'FrenchFrenchCanadian', 'Dutch']"
The Bodyguard,"['Kevin Costner', ' Whitney Houston']",['Kevin Costner'],"['English', 'German', 'SwissGerman', 'Scottish', 'Welsh', 'Irish', 'ScotsIrishNorthern', 'Irish']"
Boomerang,"['Eddie Murphy', ' Robin Givens', ' Halle Berry']",['Eddie Murphy'],['AfricanAmerican']
Brain Donors,"['John Turturro', ' Mel Smith', ' Nancy Marchand']",['John Turturro'],['Italian']
Bram Stoker's Dracula,"['Gary Oldman', ' Winona Ryder', ' Keanu Reeves', ' Anthony Hopkins']",['Gary Oldman'],"['English', 'Irish']"
Buffy the Vampire Slayer,"['Kristy Swanson', ' Donald Sutherland', ' Luke Perry', ' Rutger Hauer', ' Paul Reubens']",['Donald Sutherland'],"['Scottish', 'English', 'German']"
Candyman,"['Virginia Madsen', ' Tony Todd']",['Tony Todd'],['AfricanAmerican']
Captain Ron,"['Kurt Russell', ' Martin Short', ' Mary Kay Place']",['Kurt Russell'],"['English', 'German', 'Scottish', 'Irish']"
Chain of Desire,"['Malcolm McDowell', ' Linda Fiorentino', ' Elias Koteas']",['Malcolm McDowell'],"['English', 'Scottish', 'Irish']"
Chaplin,"['Robert Downey', ' Jr.', ' Dan Aykroyd', ' Kevin Kline', ' Anthony Hopkins']",['Robert Downey'],"['Ashkenazi', 'Jewish', 'English', 'Scottish', 'German', 'SwissGerman', 'Irish']"
Child of Rage,"['Mel Harris', ' Mariette Hartley']",['Mel Harris'],
Children of the Corn II: The Final Sacrifice,['Terence Knox'],['Terence Knox'],
Christopher Columbus: The Discovery,"['Georges Corraface', ' Rachel Ward', ' Tom Selleck', ' Marlon Brando']",['Georges Corraface'],
Claire of the Moon,[''],[],
Class Act,"[""Kid 'n Play""]",[],
Consenting Adults,"['Kevin Kline', ' Mary Elizabeth Mastrantonio', ' Kevin Spacey', ' Rebecca Miller', ' Forest Whitaker']",['Kevin Kline'],"['Jewish', 'Irish']"
Cool World,"['Kim Basinger', ' Gabriel Byrne', ' Brad Pitt']",['Gabriel Byrne'],['Irish']
CrissCross,"['Goldie Hawn', ' Arliss Howard']",[],
Crossing the Bridge,"['Josh Charles', ' Jason Gedrick', ' Stephen Baldwin']",['Josh Charles'],"['Jewish', 'German', 'English', 'Scottish']"
Cruel Doubt,"['Blythe Danner', ' Ed Asner', ' Gwyneth Paltrow']",['Ed Asner'],"['Ashkenazi', 'Jewish']"
The Cutting Edge,"['D. B. Sweeney', ' Moira Kelly']",[],
Death Becomes Her,"['Meryl Streep', ' Bruce Willis', ' Goldie Hawn', ' Isabella Rossellini']",['Bruce Willis'],"['English', 'Dutch', 'French', 'Welsh', 'Irish', 'German']"
Deep Cover,"['Laurence Fishburne', ' Jeff Goldblum']",['Laurence Fishburne'],['AfricanAmerican']
Diggstown,"['James Woods', ' Louis Gossett', ' Jr.', ' Oliver Platt', ' Heather Graham', ' Bruce Dern']",['James Woods'],"['Irish', 'English', 'German']"
The Distinguished Gentleman,"['Eddie Murphy', ' Lane Smith']",['Eddie Murphy'],['AfricanAmerican']
Dr. Giggles,"['Larry Drake', ' Holly Marie Combs', ' Cliff DeYoung']",['Larry Drake'],
Encino Man,"['Brendan Fraser', ' Sean Astin', ' Pauly Shore']",['Brendan Fraser'],"['Irish', 'Scottish', 'German', 'Czech', 'FrenchCanadian', 'English']"
Equinox,"['Matthew Modine', ' Lara Flynn Boyle', ' Marisa Tomei']",['Matthew Modine'],"['English', 'Swedish', 'Scottish', 'German', 'Dutch']"
Falling from Grace,"['John Mellencamp', ' Mariel Hemingway', ' Kay Lenz']",['John Mellencamp'],"['German', 'Scottish', 'EnglishScotsIrishNorthern', 'Irish', 'Irish', 'Welsh', 'French', 'BelgianFlemish']"
Far and Away,"['Tom Cruise', ' Nicole Kidman']",['Tom Cruise'],"['German4375', 'Irish125', 'English', 'Welsh']"
FernGully: The Last Rainforest,"['Jonathan Ward', ' Samantha Mathis', ' Tim Curry', ' Robin Williams', ' Christian Slater']",['Jonathan Ward'],
A Few Good Men,"['Tom Cruise', ' Demi Moore', ' Jack Nicholson', ' Kiefer Sutherland', ' Kevin Bacon']",['Tom Cruise'],"['German4375', 'Irish125', 'English', 'Welsh']"
Fifty/Fifty,"['Peter Weller', ' Robert Hays']",['Peter Weller'],"['English', 'German', 'Irish', 'French']"
Final Analysis,"['Richard Gere', ' Kim Basinger', ' Uma Thurman', ' Eric Roberts', ' Keith David']",['Richard Gere'],"['English', 'ScotsIrishNorthern', 'Irish', 'Welsh', 'Dutch', 'Scottish', 'German', 'French']"
Folks!,"['Tom Selleck', ' Don Ameche', ' Anne Jackson']",['Tom Selleck'],"['English', 'Scottish', 'Irish', 'German', 'English']"
Forever Young,"['Mel Gibson', ' Jamie Lee Curtis', ' Elijah Wood']",['Mel Gibson'],"['Irish125', 'English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'Welsh']"
Four Eyes and Six Guns,"['Judge Reinhold', ' Patricia Clarkson', ' Fred Ward']",['Judge Reinhold'],['Irish']
Freejack,"['Emilio Estevez', ' Anthony Hopkins', ' Mick Jagger', ' Rene Russo']",['Emilio Estevez'],"['Galician', 'Spanish', 'Irish', 'English', 'Scottish']"
Frozen Assets,"['Shelley Long', ' Corbin Bernsen']",['Corbin Bernsen'],"['Jewish', 'English', 'Irish', 'Northern', 'IrishScotsIrish', 'Scottish', 'Welsh']"
