0,1,Males,Ethnicity
Counter-Attack,"['Paul Muni', ' Marguerite Chapman', ' Larry Parks']",['Paul Muni'],"['Ashkenazi', 'Jewish']"
The Crime Doctor's Courage,"['Warner Baxter', ' Hillary Brooke']",['Warner Baxter'],['English']
Crime Doctor's Warning,"['Warner Baxter', ' Dusty Anderson']",['Warner Baxter'],['English']
"Crime, Inc.","['Leo Carrillo', ' Tom Neal', ' Martha Tilton', ' Lionel Atwill']",['Leo Carrillo'],
The Crimson Canary,"['Noah Beery Jr.', ' Lois Collier', ' Steven Geray ']",['Noah Beery Jr.'],
Dakota,"['John Wayne', ' Vera Ralston']",['John Wayne'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish']"
The Daltons Ride Again,"['Lon Chaney Jr.', ' Alan Curtis', "" Martha O'Driscoll""]",['Lon Chaney Jr.'],"['English', 'French', 'German', 'Irish']"
Dangerous Intruder,"['Veda Ann Borg', ' Charles Arnt']",['Charles Arnt'],
Dangerous Partners,"['Signe Hasso', ' James Craig']",['James Craig'],
Danger Signal,"['Faye Emerson', ' Zachary Scott']",['Zachary Scott'],
Delightfully Dangerous,"['Jane Powell', ' Ralph Bellamy', ' Constance Moore']",['Ralph Bellamy'],['English']
Detour,"['Tom Neal', ' Ann Savage']",['Tom Neal'],
Diamond Horseshoe,"['Betty Grable', ' Dick Haymes', ' Phil Silvers']",['Dick Haymes'],
Dick Tracy,"['Morgan Conway', ' Anne Jeffreys', ' Mike Mazurki']",['Mike Mazurki'],
Dillinger,"['Lawrence Tierney', ' Anne Jeffreys']",['Lawrence Tierney'],
Divorce,"['Kay Francis', ' Bruce Cabot', ' Helen Mack']",['Bruce Cabot'],
Docks of New York,"['Leo Gorcey', ' Huntz Hall']",['Leo Gorcey'],
Doll Face,"['Vivian Blaine', ' Carmen Miranda', "" Dennis O'Keefe""]",[],
The Dolly Sisters,"['Betty Grable', ' June Haver', ' John Payne']",['John Payne'],
Don Juan Quilligan,"['William Bendix', ' Phil Silvers']",['William Bendix'],
Don't Fence Me In,"['Roy Rogers', ' Dale Evans']",['Roy Rogers'],
Duffy's Tavern,"['Bing Crosby', ' Betty Hutton', ' Paulette Goddard', ' Alan Ladd', ' Dorothy Lamour']",['Bing Crosby'],"['English', 'Irish']"
The Falcon in San Francisco,"['Tom Conway', ' Rita Corday']",['Tom Conway'],
Fallen Angel,"['Alice Faye', ' Dana Andrews', ' Linda Darnell']",[],
Fashion Model,"['Robert Lowery', ' Marjorie Weaver', ' Tim Ryan']",['Robert Lowery'],
The Fatal Witness,"['Evelyn Ankers', ' Richard Fraser', ' Barbara Everest']",['Richard Fraser'],
Fighting Bill Carson,"['Buster Crabbe', ' Kay Hughes']",['Buster Crabbe'],
First Yank into Tokyo,"['Tom Neal', ' Barbara Hale']",['Tom Neal'],
Flame of Barbary Coast,"['John Wayne', ' Ann Dvorak', ' Joseph Schildkraut']",['John Wayne'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish']"
Flame of the West,"['Johnny Mack Brown', ' Raymond Hatton', ' Joan Woodbury']",['Johnny Mack Brown'],
Flaming Bullets,"['Tex Ritter', "" Dave O'Brien""]",['Tex Ritter'],
Fog Island,"['George Zucco', ' Lionel Atwill']",['George Zucco'],
Follow That Woman,"['William Gargan', ' Nancy Kelly']",['William Gargan'],
Forever Yours,"['Gale Storm', ' C. Aubrey Smith', ' Conrad Nagel']",['Conrad Nagel'],
Frisco Sal,"['Susanna Foster', ' Turhan Bey']",['Turhan Bey'],
Frontier Feud,"['Johnny Mack Brown', ' Raymond Hatton']",['Johnny Mack Brown'],
Frontier Fugitives,"['Tex Ritter', ' Lorraine Miller']",['Tex Ritter'],
Frontier Gal,"['Yvonne de Carlo', ' Rod Cameron']",['Rod Cameron'],
The Frozen Ghost,"['Lon Chaney Jr.', ' Elena Verdugo', ' Evelyn Ankers', ' Douglas Dumbrille']",['Lon Chaney Jr.'],"['English', 'French', 'German', 'Irish']"
A Game of Death,"['Audrey Long', ' John Loder']",['John Loder'],
Gangs of the Waterfront,"['Stephanie Bachelor', ' Robert Armstrong']",['Robert Armstrong'],
Gangster's Den,"['Buster Crabbe', ' Al St. John']",['Buster Crabbe'],
The Gay Senorita,"['Jinx Falkenburg', ' Jim Bannon']",['Jim Bannon'],
G. I. Honeymoon,"['Gale Storm', ' Arline Judge']",[],
George White's Scandals,"['Joan Davis', ' Jack Haley']",['Jack Haley'],
Getting Gertie's Garter,"[""Dennis O'Keefe"", ' Marie McDonald', ' Barry Sullivan']",['Barry Sullivan'],
"A Girl, A Gal and a Pal","['Ross Hunter', ' Lynn Merrick', ' Ted Donaldson']",['Ross Hunter'],
The Girl of the Limberlost,"['Ruth Nelson', ' Gloria Holden']",[],
Girls of the Big House,"['Lynne Roberts', ' Virginia Christine']",[],
God Is My Co-Pilot,"['Dennis Morgan', ' Dane Clark', ' Raymond Massey']",['Dennis Morgan'],
The Great Flamarion,"['Eric von Stroheim', ' Mary Beth Hughes']",['Eric von Stroheim'],
The Great John L.,"['Linda Darnell', ' Barbara Britton', ' Greg McClure']",['Greg McClure'],
Great Stagecoach Robbery,"['Wild Bill Elliott', ' Alice Fleming']",['Wild Bill Elliott'],
Grissly's Millions,['Virginia Grey'],[],
Guest Wife,"['Claudette Colbert', ' Don Ameche']",['Don Ameche'],"['German', 'English', 'Scottish', 'Irish']"
Gun Smoke,"['Johnny Mack Brown', ' Jennifer Holt']",['Johnny Mack Brown'],
"A Guy, a Gal and a Pal","['Ross Hunter', ' Lynn Merrick']",['Ross Hunter'],
Hangover Square,"['Laird Cregar', ' Linda Darnell', ' George Sanders']",['Laird Cregar'],
Having Wonderful Crime,"[""Pat O'Brien"", ' George Murphy']",['George Murphy'],['Irish']
Here Come the Co-Eds,"['Abbott and Costello', ' Peggy Ryan']",['Abbott and Costello'],
Her Highness and the Bellboy,"['Hedy Lamarr', ' Robert Walker']",['Robert Walker'],"['English375', 'Scottish']"
Her Lucky Night,"[""Martha O'Driscoll"", ' Andrews Sisters']",['Andrews Sisters'],
The Hidden Eye,"['Edward Arnold', ' Frances Rafferty']",['Edward Arnold'],['German']
High Powered,"['Phyllis Brooks', ' Robert Lowery']",['Robert Lowery'],
His Brother's Ghost,"['Buster Crabbe', ' Al St. John']",['Buster Crabbe'],
Hit the Hay,"['Judy Canova', ' Ross Hunter', ' Gloria Holden']",['Ross Hunter'],
Hitchhike to Happiness,"['Al Pearce', ' Dale Evans']",['Al Pearce'],
Hold That Blonde,"['Eddie Bracken', ' Veronica Lake', ' Albert Dekker']",['Eddie Bracken'],
Hollywood and Vine,"['Wanda McKay', ' James Ellison']",['James Ellison'],['English']
Honeymoon Ahead,"['Allan Jones', ' Grace McDonald']",['Allan Jones'],
The Horn Blows at Midnight,"['Jack Benny', ' Alexis Smith']",['Jack Benny'],"['Ashkenazi', 'Jewish']"
Hotel Berlin,"['Faye Emerson', ' Raymond Massey', ' Andrea King', ' Peter Lorre']",['Raymond Massey'],
House of Dracula,"['Lon Chaney', ' John Carradine', "" Onslow Stevens Martha O'Driscoll"", ' Skelton Knaggs']",['Lon Chaney'],"['English', 'French', 'German', 'Irish']"
The House on 92nd Street,"['Lloyd Nolan', ' Signe Hasso', ' William Eythe']",['Lloyd Nolan'],
How Do You Dooo?,"[' Bert Gordon', ' Harry von Zell', ' Cheryl Walker']",['Bert Gordon'],
I Love a Bandleader,"['Phil Harris', ' Eddie ""Rochester"" Anderson', ' Leslie Brooks']",['Phil Harris'],
I Love a Mystery,"['George Macready', ' Nina Foch']",['George Macready'],
Identity Unknown,"['Richard Arlen', ' Cheryl Walker']",['Richard Arlen'],
I'll Remember April,"['Gloria Jean', ' Kirby Grant']",[],
I'll Tell the World,"['Lee Tracy', ' Brenda Joyce', ' June Preisser']",[],
In Old New Mexico,"['Duncan Renaldo', ' Martin Garralaga']",['Duncan Renaldo'],
Incendiary Blonde,"['Betty Hutton', ' Barry Fitzgerald']",['Barry Fitzgerald'],['German']
Isle of the Dead,"['Boris Karloff', ' Ellen Drew']",['Boris Karloff'],"['English', 'Indian']"
It Happened in Harlem,['Chris Columbus'],[],
It's a Pleasure,"['Sonja Henie', "" Michael O'Shea""]",[],
It's in the Bag!,"['Fred Allen', ' Jack Benny', ' Don Ameche']",['Fred Allen'],['Irish']
The Lady Confesses,"['Mary Beth Hughes', ' Hugh Beaumont']",['Hugh Beaumont'],
Lady on a Train,"['Deanna Durbin', ' Ralph Bellamy']",['Ralph Bellamy'],['English']
Lawless Empire,"['Charles Starrett', ' Dub Taylor']",['Charles Starrett'],
Leave Her to Heaven,"['Gene Tierney', ' Jeanne Crain', ' Cornel Wilde', ' Vincent Price']",['Gene Tierney'],"['Irish', 'English', 'Dutch', 'Sephardi', 'Jewish']"
Leave It to Blondie,"['Penny Singleton', ' Arthur Lake']",['Arthur Lake'],
Let's Go Steady,"['Jackie Moran', ' June Preisser']",[],
Life with Blondie,"['Penny Singleton', ' Arthur Lake']",['Arthur Lake'],
Lightning Raiders,"['Buster Crabbe', ' Al St. John']",['Buster Crabbe'],
Lone Texas Ranger,"['Wild Bill Elliott', ' Helen Talbot']",['Wild Bill Elliott'],
Lonesome Trail,"['Jimmy Wakely', ' Lorraine Miller']",['Jimmy Wakely'],
The Lost Trail,"['Johnny Mack Brown', ' Raymond Hatton', ' Jennifer Holt']",['Johnny Mack Brown'],
The Lost Weekend,"['Ray Milland', ' Jane Wyman']",['Ray Milland'],['Welsh']
"Love, Honor and Goodbye","['Virginia Bruce', ' Nils Asther']",['Nils Asther'],
Love Letters,"['Jennifer Jones', ' Joseph Cotten']",['Joseph Cotten'],"['English', 'Northern', 'Irish', 'ScotsIrish']"
Main Street After Dark,"['Edward Arnold', ' Dorothy Morris']",['Edward Arnold'],['German']
Mama Loves Papa,['Leon Errol'],['Leon Errol'],
Man Alive,"[""Pat O'Brien"", ' Ellen Drew']",[],
The Man in Half Moon Street,"['Helen Walker', ' Nils Asther']",['Nils Asther'],
The Man from Oklahoma,"['Roy Rogers', ' Dale Evans']",['Roy Rogers'],
The Man Who Walked Alone,"['Kay Aldridge', "" Dave O'Brien""]",[],
Marked for Murder,"['Tex Ritter', "" Dave O'Brien""]",['Tex Ritter'],
Marshal of Laredo,"['Wild Bill Elliott', ' Peggy Stewart']",['Wild Bill Elliott'],
Masquerade in Mexico,"['Dorothy Lamour', ' Patric Knowles', ' Ann Dvorak']",['Patric Knowles'],
A Medal for Benny,"['Dorothy Lamour', ' Arturo de Córdova']",['Arturo de Córdova'],
Men in Her Diary,"['Peggy Ryan', ' Jon Hall']",['Jon Hall'],
Mexicana,"['Tito Guízar', ' Constance Moore']",['Tito Guízar'],
Midnight Manhunt,"['William Gargan', ' Ann Savage']",['William Gargan'],
Mildred Pierce,"['Joan Crawford', ' Jack Carson', ' Ann Blyth', ' Zachary Scott', ' Eve Arden']",['Jack Carson'],
The Missing Corpse,"['J. Edward Bromberg', ' Isabel Randolph']",[],
Molly and Me,"['Gracie Fields', ' Monty Woolley', ' Roddy McDowall']",['Monty Woolley'],
Mr. Muggs Rides Again,"['Leo Gorcey', ' Huntz Hall']",['Leo Gorcey'],
"Murder, He Says","['Fred MacMurray', ' Helen Walker']",['Fred MacMurray'],['German']
My Name Is Julia Ross,"['Nina Foch', ' Dame May Whitty']",[],
Pan-Americana,"['Phillip Terry', ' Eve Arden']",['Phillip Terry'],
Pardon My Past,"['Fred MacMurray', ' Marguerite Chapman']",['Fred MacMurray'],['German']
Paris Underground,"['Constance Bennett', ' Gracie Fields', ' George Rigaud']",['George Rigaud'],
Patrick the Great,"[""Donald O'Connor"", ' Peggy Ryan', ' Eve Arden']",[],
Penthouse Rhythm,"['Kirby Grant', ' Lois Collier', ' Eric Blore']",['Eric Blore'],
The Phantom of 42nd Street,"["" Dave O'Brien"", ' Kay Aldridge', ' Alan Mowbray']",['Alan Mowbray'],
Phantom of the Plains,"['Wild Bill Elliott', ' Alice Fleming']",['Wild Bill Elliott'],
The Phantom Speaks,"['Richard Arlen', ' Lynne Roberts']",['Richard Arlen'],
The Picture of Dorian Gray,"['George Sanders', ' Hurd Hatfield', ' Donna Reed', ' Peter Lawford']",['George Sanders'],"['English', 'Scottish', 'European', 'Royal', 'Russian']"
Pillow of Death,"['Lon Chaney Jr.', ' Brenda Joyce']",['Lon Chaney Jr.'],"['English', 'French', 'German', 'Irish']"
Pillow to Post,"['Ida Lupino', ' Sydney Greenstreet']",[],
The Power of the Whistler,"['Richard Dix', ' Janis Carter']",['Richard Dix'],
Prairie Rustlers,"['Buster Crabbe', ' Evelyn Finley']",['Buster Crabbe'],
Pride of the Marines,"['John Garfield', ' Eleanor Parker', ' Dane Clark']",['John Garfield'],"['Ashkenazi', 'Jewish']"
Prison Ship,"['Nina Foch', ' Robert Lowery']",['Robert Lowery'],
Pursuit to Algiers,"['Basil Rathbone', ' Nigel Bruce']",['Basil Rathbone'],"['English', 'Irish']"
Radio Stars on Parade,"['Brown and Carney', ' Frances Langford']",['Brown and Carney'],
Renegades of the Rio Grand,"['Rod Cameron', ' Jennifer Holt']",['Rod Cameron'],
The Return of the Durango Kid,"['Charles Starrett', ' Jean Stevens']",['Charles Starrett'],
Rhapsody in Blue,"['Robert Alda', ' Alexis Smith']",['Robert Alda'],
Rhythm Round-Up,"['Ken Curtis', ' Cheryl Walker']",['Ken Curtis'],
Riders of the Dawn,"['Jimmy Wakely', ' Sarah Padden']",['Jimmy Wakely'],
River Gang,"['Gloria Jean', ' John Qualen']",['John Qualen'],
Road to Alcatraz,"['Robert Lowery', ' June Storey']",['Robert Lowery'],
Rockin' in the Rockies,"['The Three Stooges', ' Mary Beth Hughes']",['The Three Stooges'],
Rough Riders of Cheyenne,"['Sunset Carson', ' Peggy Stewart']",[],
Rough Ridin' Justice,"['Charles Starrett', ' Dub Taylor']",['Charles Starrett'],
Roughly Speaking,"['Rosalind Russell', ' Jack Carson']",['Jack Carson'],
"Rough, Tough and Ready","['Chester Morris', ' Victor McLaglen', ' Jean Rogers', ' Veda Ann Borg']",['Chester Morris'],
A Royal Scandal,"['Tallulah Bankhead', ' Charles Coburn', ' Anne Baxter', ' Vincent Price']",['Charles Coburn'],"['English', 'ScotsIrish', 'Northern', 'Irish', 'FrenchCanadian']"
Rustlers' Hideout,"['Buster Crabbe', ' Al St. John', ' Patti McCarty']",['Buster Crabbe'],
Rustlers of the Badlands,"['Charles Starrett', ' Carla Balenda']",['Charles Starrett'],
Saddle Serenade,"['Jimmy Wakely', ' Jack Ingram']",['Jimmy Wakely'],
Sagebrush Heroes,"['Charles Starrett', ' Constance Worth']",['Charles Starrett'],
"Salome, Where She Danced","['Yvonne De Carlo', ' Rod Cameron', ' Walter Slezak']",['Rod Cameron'],
The Sailor Takes a Wife,"['Robert Walker', ' June Allyson']",['Robert Walker'],"['English375', 'Scottish']"
Salty O'Rourke,"['Alan Ladd', ' Gail Russell']",['Alan Ladd'],"['English', 'Irish']"
San Antonio,"['Errol Flynn', ' Alexis Smith', ' S.Z. Sakall']",['Errol Flynn'],"['Irish', 'Scottish', 'English']"
Santa Fe Saddlemates,"['Sunset Carson', ' Linda Stirling']",[],
Saratoga Trunk,"['Gary Cooper', ' Ingrid Bergman', ' Flora Robson']",['Gary Cooper'],['English']
Scared Stiff,"['Jack Haley', ' Ann Savage']",['Jack Haley'],
Scarlet Street,"['Edward G. Robinson', ' Joan Bennett']",['Edward G. Robinson'],"['Ashkenazi', 'Jewish']"
The Scarlet Clue,"['Sidney Toler', ' Mantan Moreland']",[],
Scotland Yard Investigator,"['C. Aubrey Smith', ' Erich von Stroheim']",['Erich von Stroheim'],"['Ashkenazi', 'Jewish']"
Secrets of a Sorority Girl,"['Rick Vallin', ' Ray Walker']",['Rick Vallin'],
See My Lawyer,"[' Ole Olsen', ' Chic Johnson', ' Grace McDonald']",['Ole Olsen'],
Senorita from the West,"['Allan Jones', ' Bonita Granville']",['Allan Jones'],
Sensation Hunters,"['Doris Merrick', ' Robert Lowery']",['Robert Lowery'],
Shadows of Death,"['Buster Crabbe', ' Al St. John']",['Buster Crabbe'],
Shadow of Terror,"['Richard Fraser', ' Cy Kendall']",['Richard Fraser'],
Shady Lady,"['Charles Coburn', ' Ginny Simms']",['Charles Coburn'],"['English', 'ScotsIrish', 'Northern', 'Irish', 'FrenchCanadian']"
The Shanghai Cobra,"['Sidney Toler', ' Mantan Moreland', ' Joan Barclay']",[],
Sheriff of Cimarron,"['Sunset Carson', ' Linda Stirling']",[],
Sherlock Holmes and the House of Fear,"['Basil Rathbone', ' Nigel Bruce', ' Paul Cavanagh']",['Basil Rathbone'],"['English', 'Irish']"
She Gets Her Man,"['Joan Davis', ' William Gargan', ' Vivian Austin']",['William Gargan'],
She Went to the Races,"['James Craig', ' Frances Gifford', ' Ava Gardner', ' Edmund Gwenn']",['James Craig'],
She Wouldn't Say Yes,"['Rosalind Russell', ' Lee Bowman', ' Adele Jergens']",[],
Sing Me a Song of Texas,"['Rosemary Lane', ' Tom Tyler']",['Tom Tyler'],
Sing Your Way Home,"['Jack Haley', ' Marcy McGuire']",['Jack Haley'],
Snafu,"['Robert Benchley', ' Barbara Jo Allen']",['Robert Benchley'],
Son of Lassie,"['June Lockhart', ' Peter Lawford']",['Peter Lawford'],"['English', 'Scottish']"
A Song for Miss Julie,['Shirley Ross'],[],
Song of Mexico,"['Adele Mara', ' Edgar Barrier']",['Edgar Barrier'],
Song of Old Wyoming,"[' Eddie Dean', ' Sarah Padden']",['Eddie Dean'],
Song of the Prairie,"['Ken Curtis', ' June Storey', ' Jeff Donnell']",['Ken Curtis'],
Song of the Sarong,"['William Gargan', ' Nancy Kelly']",['William Gargan'],
A Song to Remember,"['Cornel Wilde', ' Merle Oberon', ' Paul Muni']",['Cornel Wilde'],"['Ashkenazi', 'Jewish']"
South of the Rio Grande,"['Duncan Renaldo', ' Martin Garralaga', ' Lillian Molieri']",['Duncan Renaldo'],
The Southerner,"['Zachary Scott', ' Betty Field']",['Zachary Scott'],
The Spanish Main,"[""Maureen O'Hara"", ' Paul Henreid']",['Paul Henreid'],"['Jewish', 'Austrian']"
Spellbound,"['Gregory Peck', ' Ingrid Bergman', ' Leo G. Carroll']",['Gregory Peck'],"['Irish', 'English', 'German', 'Welsh']"
The Spider,"['Richard Conte', ' Faye Marlowe', ' Cara Williams']",['Richard Conte'],['Italian']
A Sporting Chance,"['Jane Randolph', ' Edward Gargan']",['Edward Gargan'],
Springtime in Texas,"['Jimmy Wakely', ' Dennis Moore']",['Jimmy Wakely'],
Stagecoach Outlaws,"['Buster Crabbe', ' Al St. John']",['Buster Crabbe'],
State Fair,"['Jeanne Crain', ' Dana Andrews', ' Dick Haymes', ' Vivian Blaine', ' Fay Bainter']",['Dick Haymes'],
Steppin' in Society,"['Edward Everett Horton', ' Gladys George', ' Ruth Terry']",['Edward Everett Horton'],"['German', 'Scottish']"
The Stork Club,"['Betty Hutton', ' Barry Fitzgerald']",['Barry Fitzgerald'],['German']
The Story of G.I. Joe,"['Burgess Meredith', ' Robert Mitchum']",['Burgess Meredith'],"['English', 'Welsh', 'German']"
The Strange Affair of Uncle Harry,"['George Sanders', ' Geraldine Fitzgerald', ' Ella Raines']",['George Sanders'],"['English', 'Scottish', 'European', 'Royal', 'Russian']"
Strange Holiday,"['Claude Rains', ' Barbara Bates']",['Claude Rains'],['English']
Strange Illusion,"['Jimmy Lydon', ' Warren William', ' Sally Eilers']",['Jimmy Lydon'],
The Strange Mr. Gregory,"['Edmund Lowe', ' Jean Rogers']",['Edmund Lowe'],
Stranger from Santa Fe,"['Johnny Mack Brown', ' Raymond Hatton']",['Johnny Mack Brown'],
Sudan,"['Maria Montez', ' Jon Hall']",['Jon Hall'],
Sunbonnet Sue,"['Gale Storm', ' Phil Regan', ' Alan Mowbray']",['Phil Regan'],
Sunset in El Dorado,"['Roy Rogers', ' Dale Evans']",['Roy Rogers'],
Swingin' on a Rainbow,"['Jane Frazee', ' Harry Langdon']",['Harry Langdon'],
"Swing Out, Sister","['Rod Cameron', ' Billie Burke']",['Rod Cameron'],
Tarzan and the Amazons,"['Johnny Weissmuller', ' Brenda Joyce']",['Johnny Weissmuller'],['German']
Tell It to a Star,['Ruth Terry'],[],
Ten Cents a Dance,['Jane Frazee'],[],
Texas Panhandle,"['Charles Starrett', ' Carolina Cotton']",['Charles Starrett'],
That Night with You,"['Franchot Tone', ' Susanna Foster']",['Franchot Tone'],
That's the Spirit,"['Peggy Ryan', ' Jack Oakie']",['Jack Oakie'],
There Goes Kelly,"['Jackie Moran', ' Wanda McKay']",[],
They Were Expendable,"['John Wayne', ' Robert Montgomery', ' Donna Reed']",['John Wayne'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish']"
The Thin Man Goes Home,"['William Powell', ' Myrna Loy', ' Gloria DeHaven']",['William Powell'],
This Love of Ours,"['Merle Oberon ', ' Claude Rains']",['Claude Rains'],['English']
This Man's Navy,"['Wallace Beery', ' Tom Drake', ' Jan Clayton']",['Wallace Beery'],"['GermanEnglish', 'Irish', 'Scottish', 'SwissGerman']"
Those Endearing Young Charms,"['Robert Young', ' Laraine Day']",['Robert Young'],
A Thousand and One Nights,"['Cornel Wilde', ' Phil Silvers']",['Cornel Wilde'],"['Ashkenazi', 'Jewish']"
The Three Caballeros,[''],[],
Three in the Saddle,"['Tex Ritter', ' Lorraine Miller']",['Tex Ritter'],
Three's a Crowd,"['Pamela Blake', ' Gertrude Michael']",[],
Thrill of a Romance,"['Van Johnson', ' Esther Williams', ' Frances Gifford']",['Van Johnson'],"['German', 'Irish']"
