0,1,Males,Ethnicity
10:30 P.M. Summer,"['Melina Mercouri', ' Romy Schneider', ' Peter Finch']",['Peter Finch'],"['English', 'Scottish']"
7 Women,"['Anne Bancroft', ' Sue Lyon', ' Margaret Leighton', ' Betty Field', ' Flora Robson', ' Mildred Dunnock', ' Eddie Albert']",['Eddie Albert'],['German']
Agent for H.A.R.M.,"['Peter Mark Richman', ' Barbara Bouchet', ' Wendell Corey']",['Peter Mark Richman'],
Alvarez Kelly,"['William Holden', ' Richard Widmark', ' Janice Rule']",['William Holden'],"['English', 'Irish', 'French']"
Ambush Bay,"[""Hugh O'Brian"", ' Mickey Rooney']",[],
Any Wednesday,"['Jane Fonda', ' Jason Robards']",['Jason Robards'],"['Swedish', 'English', 'Welsh', 'German', 'Irish', 'Scottish']"
The Appaloosa,"['Marlon Brando', ' John Saxon', ' Anjanette Comer']",['Marlon Brando'],"['English', 'Irish', 'German', 'Dutch', 'French', 'Huguenot', 'Welsh', 'Scottish']"
Arabesque,"['Gregory Peck', ' Sophia Loren']",['Gregory Peck'],"['Irish', 'English', 'German', 'Welsh']"
Around the World Under the Sea,"['Lloyd Bridges', ' Keenan Wynn', ' Gary Merrill', ' Shirley Eaton', ' David McCallum']",['Lloyd Bridges'],
Assault on a Queen,"['Frank Sinatra', ' Virna Lisi', ' Tony Franciosa', ' Richard Conte']",['Frank Sinatra'],"['Italian', 'Sicilian']"
Batman,"['Adam West', ' Burt Ward', ' Lee Meriwether', ' Cesar Romero', ' Burgess Meredith', ' Frank Gorshin']",['Adam West'],"['Swedish', 'English', 'Welsh', 'German', 'Irish', 'Scottish']"
The Bible: In the Beginning,"['George C. Scott', ' Ava Gardner', "" Peter O'Toole"", ' John Huston', ' Richard Harris', ' Stephen Boyd', ' Franco Nero']",['George C. Scott'],"['English', 'German', 'Irish', 'Scottish']"
A Big Hand for the Little Lady,"['Henry Fonda', ' Joanne Woodward', ' Jason Robards', ' Kevin McCarthy', ' Burgess Meredith', ' Paul Ford']",['Henry Fonda'],"['Dutch', 'English', 'Scottish', 'Norwegian', 'German', 'Italian']"
Billy the Kid vs. Dracula,"['John Carradine', ' Chuck Courtney']",['John Carradine'],
Birds Do It,"['Soupy Sales', ' Tab Hunter', ' Doris Dowling']",['Tab Hunter'],['German']
Blindfold,"['Rock Hudson', ' Claudia Cardinale', ' Jack Warden']",['Rock Hudson'],"['German', 'SwissGerman25', 'English25', 'Irish']"
Blood Bath,"['Lori Saunders', ' Karl Schanzer', ' Sid Haig']",['Karl Schanzer'],
"Boy, Did I Get a Wrong Number!","['Bob Hope', ' Elke Sommer', ' Phyllis Diller']",['Bob Hope'],"['English', 'Welsh']"
Cast a Giant Shadow,"['Kirk Douglas', ' Senta Berger', ' Yul Brynner', ' Frank Sinatra', ' Angie Dickinson', ' John Wayne']",['Kirk Douglas'],"['Ashkenazi', 'Jewish']"
Castle of Evil,"['Virginia Mayo', ' Scott Brady', ' Lisa Gaye']",['Scott Brady'],
Chamber of Horrors,"[""Patrick O'Neal"", ' Wilfrid Hyde-White']",['Wilfrid Hyde-White'],
Chappaqua,"['Jean-Louis Barrault', ' William S. Burroughs']",['Jean-Louis Barrault'],
The Chase,"['Marlon Brando', ' Jane Fonda', ' Robert Redford', ' Angie Dickinson', ' E.G. Marshall', ' Janice Rule', ' James Fox', ' Robert Duvall']",['Marlon Brando'],"['English', 'Irish', 'German', 'Dutch', 'French', 'Huguenot', 'Welsh', 'Scottish']"
Chelsea Girls,"['Nico', ' Gerard Melanga', ' Ondine']",['Nico'],['Colombian']
