0,1,Males,Ethnicity
11 Harrowhouse,"['Charles Grodin', ' Candice Bergen', ' James Mason', ' Trevor Howard']",['Charles Grodin'],"['Ashkenazi', 'Jewish']"
99 and 44/100% Dead,"['Richard Harris', "" Edmond O'Brien"", ' Bradford Dillman', ' Chuck Connors']",['Richard Harris'],"['Irish', 'English']"
Abby,"['Carol Speed', ' Juanita Moore', ' Terry Carter']",[],
Act of Vengeance,"['Jo Ann Harris', ' Peter Brown', ' Lada St. Edmund']",['Peter Brown'],
Airport 1975,"['Charlton Heston', ' Karen Black', ' Gloria Swanson', ' George Kennedy', ' Susan Clark', ' Efrem Zimbalist Jr.', ' Linda Blair', ' Sid Caesar', ' Myrna Loy']",['Charlton Heston'],"['English', 'Scottish', 'Cornish', 'German']"
Alice Doesn't Live Here Anymore,"['Ellen Burstyn', ' Kris Kristofferson', ' Diane Ladd', ' Harvey Keitel', ' Valerie Curtin', ' Vic Tayback', ' Alfred Lutter', ' Jodie Foster']",['Harvey Keitel'],"['Ashkenazi', 'Jewish']"
Amazing Grace,"['Moms Mabley', ' Slappy White', ' Rosalind Cash']",[],
The Arena,"['Pam Grier', ' Margaret Markov', ' Paul Muller (actor)']",['Paul Muller (actor)'],
Bank Shot,"['George C. Scott', ' Joanna Cassidy', ' Sorrell Booke']",['George C. Scott'],"['English', 'German', 'Irish', 'Scottish']"
The Bat People,"['Stewart Moss ', ' Marianne McAndrew', ' Michael Pataki']",['Stewart Moss '],
The Bears and I,"['Patrick Wayne', ' Chief Dan George', ' Andrew Duggan']",['Patrick Wayne'],
Benji,"['Patsy Garrett', ' Christopher Connelly', ' Patsy Garrett', ' Peter Breck']",['Christopher Connelly'],
Beyond the Door,"['Juliet Mills', ' Richard Johnson', ' Gabriele Lavia']",['Richard Johnson'],
Big Bad Mama,"['Angie Dickinson', ' William Shatner', ' Tom Skerritt']",['William Shatner'],"['Ashkenazi', 'Jewish']"
Billy Two Hats,"['Gregory Peck', ' Desi Arnaz Jr.', ' Jack Warden']",['Gregory Peck'],"['Irish', 'English', 'German', 'Welsh']"
Black Belt Jones,"['Jim Kelly', ' Gloria Hendry', ' Eric Laneuville']",['Jim Kelly'],['AfricanAmerican']
Black Eye,"['Fred Williamson', ' Rosemary Forsyth', ' Teresa Graves']",['Fred Williamson'],['AfricanAmerican']
The Black Godfather,"['Rod Perry', ' Don Chastain', ' Jimmy Witherspoon']",['Rod Perry'],
Black Samson,"['Rockne Tarkington', ' William Smith', ' Carol Speed']",['Rockne Tarkington'],
Blazing Saddles,"['Cleavon Little', ' Gene Wilder', ' Mel Brooks', ' Madeline Kahn', ' Harvey Korman', ' Slim Pickens', ' Alex Karras']",['Cleavon Little'],
Bootleggers,"['Paul Koslo', ' Jaclyn Smith', ' Slim Pickens']",['Paul Koslo'],
Bring Me the Head of Alfredo Garcia,"['Warren Oates', ' Isela Vega', ' Helmut Dantine', ' Robert Webber', ' Gig Young']",['Warren Oates'],"['English', 'German', 'ScotsIrish', 'Northern', 'Irish']"
Buster and Billie,"['Jan-Michael Vincent', ' Pamela Sue Martin', ' Clifton James', ' Robert Englund', ' Joan Goodfellow']",['Jan-Michael Vincent'],
Busting,"['Elliott Gould', ' Robert Blake', ' Allen Garfield']",['Elliott Gould'],"['Ashkenazi', 'Jewish']"
Caged Heat,"['Erica Gavin', ' Roberta Collins', ' Barbara Steele']",[],
The California Kid,['Martin Sheen'],['Martin Sheen'],"['Spanish', 'Irish']"
California Split,"['Elliott Gould', ' George Segal', ' Ann Prentiss']",['Elliott Gould'],"['Ashkenazi', 'Jewish']"
The Castaway Cowboy,"['James Garner', ' Vera Miles', ' Robert Culp']",['James Garner'],"['English', 'Irish', 'German', 'Welsh', 'SwissGerman']"
Catch My Soul,"['Richie Havens', ' Lance LeGault', ' Season Hubley']",['Richie Havens'],
Chinatown,"['Jack Nicholson', ' Faye Dunaway', ' John Huston', ' Perry Lopez', ' Diane Ladd', ' Burt Young']",['Jack Nicholson'],"['Irish', 'Scottish', 'English', 'Pennsylvania', 'DutchGerman', 'Welshbiological', 'Italian', 'Latvian', 'Ashkenazi', 'Jewish', 'Baltic', 'German']"
Chosen Survivors,"['Diana Muldaur', ' Bradford Dillman', ' Jackie Cooper']",['Bradford Dillman'],"['English', 'German']"
Claudine,"['Diahann Carroll', ' James Earl Jones', ' Lawrence Hilton-Jacobs']",['James Earl Jones'],['AfricanAmerican']
Cockfighter,"['Warren Oates', ' Harry Dean Stanton', ' Ed Begley Jr.']",['Warren Oates'],"['English', 'German', 'ScotsIrish', 'Northern', 'Irish']"
Conrack,"['Jon Voight', ' Paul Winfield', ' Madge Sinclair']",['Jon Voight'],['German']
The Conversation,"['Gene Hackman', ' John Cazale', ' Cindy Williams', ' Frederic Forrest', ' Harrison Ford', ' Robert Duvall']",['Gene Hackman'],"['English', 'German', 'Scottish', 'Dutch']"
Crazy Joe,"['Peter Boyle', ' Paula Prentiss', ' Fred Williamson', ' Eli Wallach', ' Rip Torn']",['Peter Boyle'],"['French', 'Welsh', 'English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'German', 'Polish']"
The Crazy World of Julius Vrooder,"['Timothy Bottoms', ' Barbara Hershey', ' Albert Salmi', ' George Marshall']",['Timothy Bottoms'],
Cry Panic,"['John Forsythe', ' Earl Holliman', ' Ralph Meeker', ' Norman Alden', ' Claudia McNeil', ' Anne Francis']",['John Forsythe'],"['Ashkenazi', 'Jewish']"
Daisy Miller,"['Cybill Shepherd', ' Cloris Leachman', ' Mildred Natwick']",[],
Dark Star,"[""Dan O'Bannon"", ' Nick Castle']",['Nick Castle'],['Italian']
Death Cruise,"['Richard Long', ' Polly Bergen', ' Edward Albert', ' Kate Jackson', ' Celeste Holm', ' Tom Bosley', ' Michael Constantine', ' Cesare Danova']",['Richard Long'],
The Death Squad,"['Robert Forster', ' Michelle Philips', ' Claude Akins', ' Mark Goddard', ' Melvyn Douglas']",['Robert Forster'],"['Irish', 'Italian']"
Death Wish,"['Charles Bronson', ' Vincent Gardenia', ' Hope Lange', ' Stuart Margolin']",['Charles Bronson'],"['Lithuanian', 'Polish', 'Eastern', 'European']"
"Dirty Mary, Crazy Larry","['Susan George', ' Peter Fonda', ' Vic Morrow']",['Peter Fonda'],"['Dutch', 'English', 'Scottish', 'FrenchCanadian', 'Italian', 'German', 'Belgian', 'Flemish', 'Norwegian', 'Cornish']"
Dirty O'Neil,"['Morgan Paull', ' Art Metrano', ' Pat Anderson']",['Art Metrano'],
The Dove,"['Joseph Bottoms', ' Dabney Coleman', ' Deborah Raffin ']",['Joseph Bottoms'],
Dynamite Brothers,"['Timothy Brown', ' Alan Tang', ' Aldo Ray']",['Timothy Brown'],
Earthquake,"['Charlton Heston', ' Ava Gardner', ' Richard Roundtree', ' George Kennedy', ' Geneviève Bujold', ' Lorne Greene', ' Marjoe Gortner', ' Victoria Principal']",['Charlton Heston'],"['English', 'Scottish', 'Cornish', 'German']"
The Education of Sonny Carson,"['Don Gordon', ' Joyce Walker', ' Paul Benjamin']",['Don Gordon'],
Flesh Gordon,"['William Dennis Hunt', ' John Hoyt', ' Candy Samples']",['William Dennis Hunt'],
For Pete's Sake,"['Barbra Streisand', ' Michael Sarrazin', ' Estelle Parsons']",['Michael Sarrazin'],
Foxy Brown,"['Pam Grier', ' Antonio Fargas', ' Terry Carter']",['Antonio Fargas'],"['Puerto', 'Rican', 'AfricanTrinidadian']"
Freebie and the Bean,"['Alan Arkin', ' James Caan', ' Loretta Swit ']",['Alan Arkin'],"['Ashkenazi', 'Jewish']"
The Front Page,"['Jack Lemmon', ' Walter Matthau', ' Susan Sarandon', ' Carol Burnett']",['Jack Lemmon'],"['English', 'Irish', 'Scottish', 'French', 'Dutch', 'Welsh']"
The Gambler,"['James Caan', ' Lauren Hutton', ' Paul Sorvino']",['James Caan'],"['Ashkenazi', 'Jewish']"
'Gator Bait,"['Claudia Jennings', ' Bill Thurman']",['Bill Thurman'],
Ginger in the Morning,"['Fred Ward', ' Sissy Spacek', ' Monte Markham']",['Fred Ward'],"['English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'German', 'Welsh']"
The Girl from Petrovka,"['Goldie Hawn', ' Hal Holbrook', ' Anthony Hopkins']",['Hal Holbrook'],['English']
The Godfather Part II,"['Al Pacino', ' Robert De Niro', ' Lee Strasberg', ' Diane Keaton', ' Robert Duvall', ' John Cazale', ' Talia Shire', ' G. D. Spradlin', '  Bruno Kirby', ' Michael V. Gazzo', ' James Caan']",['Al Pacino'],"['Italian', 'Sicilian', 'Neapolitan']"
Golden Needles,"['Joe Don Baker', ' Elizabeth Ashley', ' Ann Sothern']",['Joe Don Baker'],
Gone in 60 Seconds,"['H. B. Halicki', ' Gary Bettenhausen', ' Parnelli Jones']",['Gary Bettenhausen'],
The Gravy Train,"['Stacy Keach', ' Margot Kidder', ' Frederic Forrest']",['Frederic Forrest'],
The Great Gatsby ,"['Robert Redford', ' Mia Farrow', ' Sam Waterston', ' Bruce Dern', ' Karen Black', ' Lois Chiles']",['Robert Redford'],"['English', 'Irish', 'Scottish', 'Northern', 'IrishScotsIrish', 'Cornish']"
The Groove Tube,"['Chevy Chase', ' Richard Belzer', ' Jennifer Welles']",['Richard Belzer'],"['Ashkenazi', 'Jewish']"
Hangup,"['William Elliott', ' Cliff Potts', ' Marki Bey']",['William Elliott'],
Harry and Tonto,"['Art Carney', ' Ellen Burstyn', ' Larry Hagman']",['Art Carney'],['Irish']
Herbie Rides Again,"['Helen Hayes', ' Ken Berry', ' Stefanie Powers']",['Ken Berry'],
Homebodies,"['Peter Brocco', ' Frances Fuller', ' William Hansen']",['Peter Brocco'],
The House on Skull Mountain,"['Victor French', ' Janee Michelle', ' Mike Evans']",['Victor French'],
How to Seduce a Woman,"['Angel Tompkins', ' Alexandra Hay', ' Judith McConnell']",[],
Huckleberry Finn,"['Jeff East', ' Paul Winfield', ' David Wayne', "" Arthur O'Connell"", ' Harvey Korman']",['Jeff East'],
The Island at the Top of the World,"['David Hartman', ' Mako']",['David Hartman'],
It's Alive,"['John P. Ryan', ' Sharon Farrell', ' Guy Stockwell']",['John P. Ryan'],
The Klansman,"['Lee Marvin', ' Richard Burton', ' Cameron Mitchell', ' Linda Evans', ' O.J. Simpson']",['Richard Burton'],['Welsh']
Knife for the Ladies,"['Jack Elam', ' Ruth Roman ', ' Gene Evans']",['Jack Elam'],
Law and Disorder,"[""Carroll O'Connor"", ' Ernest Borgnine', ' Ann Wedgeworth', ' Karen Black']",['Ernest Borgnine'],['Italian']
The Legend of Earl Durand ,"['Peter Haskell', ' Slim Pickens', ' Keenan Wynn ']",['Peter Haskell'],
Lenny,"['Dustin Hoffman', ' Valerie Perrine', ' Jan Miner']",['Dustin Hoffman'],"['Ashkenazi', 'Jewish']"
The Life and Times of Grizzly Adams,"['Dan Haggerty', ' Denver Pyle']",['Dan Haggerty'],
The Little Prince,"['Richard Kiley', ' Bob Fosse', ' Gene Wilder']",['Richard Kiley'],
The Longest Yard,"['Burt Reynolds', ' Eddie Albert', ' Ed Lauter']",['Burt Reynolds'],"['English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'German', 'Dutch']"
The Lords of Flatbush,"['Henry Winkler', ' Sylvester Stallone', ' Susan Blakely']",['Henry Winkler'],"['Ashkenazi', 'Jewish']"
Lost in the Stars,"['Brock Peters', ' Melba Moore', ' Clifton Davis']",['Brock Peters'],['AfricanAmerican']
Lovin' Molly,"['Blythe Danner', ' Anthony Perkins', ' Beau Bridges']",['Anthony Perkins'],"['English', 'Irish', 'Dutch', 'German']"
Macon County Line,"['Max Baer ', ' Alan Vint', ' Cheryl Waters']",['Max Baer '],
Mama's Dirty Girls,"['Gloria Grahame', ' Paul Lambert', ' Candice Rialson', ' Sondra Currie']",['Paul Lambert'],
Mame,"['Lucille Ball', ' Beatrice Arthur', ' Robert Preston', ' Bruce Davison', ' Jane Connell', ' Don Porter']",['Robert Preston'],
Man on a Swing,"['Cliff Robertson', ' Joel Grey', ' Elizabeth Wilson']",['Cliff Robertson'],"['English', 'German']"
The Man with the Golden Gun,"['Roger Moore', ' Christopher Lee', ' Britt Ekland']",['Roger Moore'],['English']
McQ,"['John Wayne', ' Eddie Albert', ' Al Lettieri']",['John Wayne'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish']"
The Midnight Man,"['Burt Lancaster', ' Susan Clark', ' Cameron Mitchell']",['Burt Lancaster'],"['Northern', 'Irish', 'ScotsIrish']"
Mixed Company,"['Barbara Harris', ' Joseph Bologna', ' Lisa Gerritsen']",['Joseph Bologna'],
Mr. Majestyk,"['Charles Bronson', ' Al Lettieri', ' Linda Cristal']",['Charles Bronson'],"['Lithuanian', 'Polish', 'Eastern', 'European']"
Newman's Law,"['George Peppard', ' Roger Robinson', ' Eugene Roche ']",['George Peppard'],
The Nickel Ride,"['Jason Miller', ' Linda Haynes', ' Victor French']",['Jason Miller'],
Nightmare Honeymoon,"['Dack Rambo', ' John Beck', ' Roy Jenson']",['Dack Rambo'],
Northeast of Seoul ,"['Anita Ekberg', ' John Ireland', ' Victor Buono']",['John Ireland'],
Oliver Twist,"['Josh Albee', ' Jane Webb', ' Les Tremayne']",['Josh Albee'],
George Schaefer,['Comedy'],[],
Peter Collinson,['Thriller'],[],
Peter Hyams,['Drama'],[],
Alan J. Pakula,['Thriller'],[],
Brian De Palma,['Musical'],[],
Saul Bass,['Sci-fi'],[],
William Byron Hillman,['Thriller'],[],
Lee Frost,['Action'],[],
Radley Metzger,['Adult film'],[],
Milton Katselas,['Crime drama'],[],
Tom O'Horgan,['Comedy'],[],
Irvin Kershner,['Comedy'],[],
George C. Scott,['Drama'],[],
Eddie Romero,['Action'],[],
Radley Metzger,['Adult film'],[],
Oliver Stone,['Horror'],[],
Beverly Sebastian,['Comedy'],[],
Mohy Quandour,['Horror'],[],
Richard Fleischer,['Western'],['Western'],
Paul Maslansky,['Horror'],[],
Steven Spielberg,['Crime drama'],[],
Barbara Peeters,['Thriller'],[],
Gordon Parks,['Crime drama'],[],
Jack Hill,['Comedy'],[],
Joseph Sargent,['Crime drama'],[],
Blake Edwards,['Drama'],[],
Hickmet Avedis,['Thriller'],[],
Mike Hodges,['Sci-fi'],[],
Tobe Hooper,['Horror'],[],
Jack Haley Jr.,"['Documentary', ' Musical']",[],
Robert Altman,['Drama'],[],
Gordon Parks Jr.,['Western'],['Western'],
Gordon Parks Jr.,['Action'],[],
Chris Robinson,['Crime'],[],
Michael Cimino,['Crime drama'],[],
Cirio H. Santiago,['Action'],[],
"John Guillermin, Irwin Allen",['Disaster film'],[],
Virginia L. Stone,['Action'],[],
Tom Laughlin,['Drama'],[],
Mark L. Lester,['Action'],[],
Jonathan Kaplan,['Action'],[],
Robert Butler,['Thriller'],[],
Sidney Poitier,['Comedy'],[],
Richard Quine,['Mystery'],['Mystery'],
Laurence Harvey,['Horror'],[],
William A. Graham,['Family'],[],
Norman Tokar,['Family'],[],
Philip Kaufman,['Adventure'],[],
Gilbert Moses,['Crime'],[],
John Cassavetes,['Drama'],[],
Stephanie Rothman,['Comedy'],[],
Sydney Pollack,['Crime drama'],[],
Mel Brooks,['Comedy'],[],
Jan Troell,['Western'],['Western'],
John Boorman,['Sci-fi'],[],
