0,1,Males,Ethnicity
Cattle Annie and Little Britches,"['Burt Lancaster', ' Amanda Plummer', ' Diane Lane']",['Burt Lancaster'],"['Northern', 'Irish', 'ScotsIrish']"
Caveman,"['Ringo Starr', ' Dennis Quaid', ' Shelley Long', ' Barbara Bach', ' John Matuszak', ' Jack Gilford']",['Ringo Starr'],"['English', 'Scottish', 'Irish']"
Charlie Chan and the Curse of the Dragon Queen,"['Peter Ustinov', ' Angie Dickinson']",['Peter Ustinov'],"['Russian125', 'Ashkenazi', 'Jewish125', 'German125', 'Italian625', 'Ethiopian', 'SubSaharan', 'African', 'Portuguese625', 'French']"
The Chosen,"['Maximilian Schell', ' Rod Steiger', ' Robby Benson']",['Maximilian Schell'],"['SwissGerman', 'Austrian']"
Circle of Power,"['Yvette Mimieux', ' Christopher Allport']",['Christopher Allport'],
Circle of Two,"['Richard Burton', "" Tatum O'Neal""]",['Richard Burton'],['Welsh']
Chu Chu and the Philly Flash,"['Alan Arkin', ' Carol Burnett', ' Jack Warden']",['Alan Arkin'],"['Ashkenazi', 'Jewish']"
Clash of the Titans,"['Laurence Olivier', ' Harry Hamlin', ' Maggie Smith', ' Burgess Meredith', ' Ursula Andress', ' Judi Bowker', ' Claire Bloom']",['Laurence Olivier'],"['English', 'French', 'Huguenot']"
Condorman,"['Michael Crawford', ' Oliver Reed', ' Barbara Carrera']",['Michael Crawford'],
Continental Divide,"['John Belushi', ' Blair Brown']",['John Belushi'],['Albanian']
Cutter's Way,"['Jeff Bridges', ' John Heard', ' Lisa Eichhorn']",['Jeff Bridges'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish', 'SwissGerman', 'German']"
Dead & Buried,"['Melody Anderson', ' Jack Albertson']",['Jack Albertson'],"['Ashkenazi', 'Jewish']"
Deadly Blessing,"['Maren Jensen', ' Sharon Stone', ' Susan Buckner']",[],
Death of a Centerfold: The Dorothy Stratten Story,"['Jamie Lee Curtis', ' Bruce Weitz', ' Robert Reed']",['Bruce Weitz'],
Death Hunt,"['Charles Bronson', ' Lee Marvin', ' Angie Dickinson', ' Andrew Stevens', ' Carl Weathers', ' Ed Lauter']",['Charles Bronson'],"['Lithuanian', 'Polish', 'Eastern', 'European']"
The Decline of Western Civilization,"['Black Flag', ' Circle Jerks', ' X']",['Black Flag'],
The Devil and Max Devlin,"['Elliott Gould', ' Bill Cosby', ' Susan Anspach']",['Elliott Gould'],"['Ashkenazi', 'Jewish']"
"Don't Cry, It's Only Thunder","['Dennis Christopher', ' Susan Saint James']",['Dennis Christopher'],
Dragonslayer,"['Peter MacNicol', ' Ralph Richardson']",['Peter MacNicol'],"['Norwegian', 'FrenchCanadian', 'Irish', 'Austrian', 'German', 'English', 'Dutch', 'ScotsIrish', 'Northern', 'Irish']"
Endless Love,"['Brooke Shields', ' Martin Hewitt', ' Don Murray', ' Shirley Knight', ' Richard Kiley', ' Beatrice Straight', ' Penelope Milford', ' James Spader', ' Tom Cruise']",['Martin Hewitt'],
Enter the Ninja,"['Franco Nero', ' Susan George', ' Sho Kosugi', ' Christopher George']",['Franco Nero'],['Italian']
Escape from New York,"['Kurt Russell', ' Lee Van Cleef', ' Donald Pleasence', ' Adrienne Barbeau', ' Isaac Hayes', ' Ernest Borgnine']",['Kurt Russell'],"['English', 'German', 'Scottish', 'Irish']"
Escape to Victory,"['Sylvester Stallone', ' Michael Caine', ' Max von Sydow']",['Sylvester Stallone'],"['Italian25', 'French', 'Breton25', 'German', 'Ashkenazi', 'Jewish']"
The Evil Dead,"['Bruce Campbell', ' Ellen Sandweiss']",['Bruce Campbell'],"['Scottish', 'English']"
An Eye for an Eye,"['Chuck Norris', ' Christopher Lee', ' Richard Roundtree']",['Chuck Norris'],"['English', 'Scottish', 'Welsh', 'German', 'French', 'Swedish', 'Dutch']"
Eye of the Needle,"['Donald Sutherland', ' Kate Nelligan', ' Christopher Cazenove']",['Donald Sutherland'],"['Scottish', 'English', 'German']"
Eyewitness,"['William Hurt', ' Sigourney Weaver', ' James Woods', ' Christopher Plummer']",['William Hurt'],"['English', 'German', 'Scottish', 'Irish', 'ScotsIrishNorthern', 'Irish', 'Swedish']"
Excalibur,"['Nigel Terry', ' Helen Mirren']",['Nigel Terry'],
The Fan,"['Lauren Bacall', ' James Garner', ' Maureen Stapleton', ' Michael Biehn', ' Hector Elizondo']",['James Garner'],"['English', 'Irish', 'German', 'Welsh', 'SwissGerman']"
Fantasies,['Bo Derek'],[],
The Final Conflict,"['Sam Neill', ' Rossano Brazzi', ' Don Gordon']",['Sam Neill'],"['English', 'AngloIrishNorthern', 'Irish', 'Irish']"
First Monday in October,"['Walter Matthau', ' Jill Clayburgh', ' Barnard Hughes']",['Walter Matthau'],"['Ashkenazi', 'Jewish']"
"Fort Apache, the Bronx","['Paul Newman', ' Edward Asner', ' Ken Wahl', ' Pam Grier']",['Paul Newman'],"['Jewish', 'Slovak']"
Four Friends,"['Craig Wasson', ' Jodi Thelen']",['Craig Wasson'],
The Four Seasons,"['Alan Alda', ' Carol Burnett', ' Rita Moreno', ' Len Cariou', ' Jack Weston', ' Sandy Dennis', ' Bess Armstrong']",['Alan Alda'],['Irish']
The Fox and the Hound,"['voices of Pearl Bailey', ' Mickey Rooney']",[],
Friday the 13th Part 2,"['Adrienne King', ' Amy Steel']",[],
Full Moon High,"['Adam Arkin', ' Ed McMahon']",['Adam Arkin'],
The Funhouse,"['Elizabeth Berridge', ' Jack McDermott']",['Jack McDermott'],
Galaxy of Terror,"['Edward Albert', ' Erin Moran', ' Ray Walston']",['Edward Albert'],
Gangster Wars,"['Michael Nouri', ' Joe Penny', ' Madeleine Stowe']",['Michael Nouri'],['Irish']
Ghost Story,"['Fred Astaire', ' John Houseman', ' Melvyn Douglas']",['Fred Astaire'],"['Ashkenazi', 'Jewish', 'Catholic', 'German', 'Alsatian']"
Going Ape!,"['Tony Danza', ' Jessica Walter', ' Danny DeVito']",['Tony Danza'],"['Italian', 'Sicilian']"
Graduation Day,"['Christopher George', ' Michael Pataki']",['Christopher George'],
The Great Muppet Caper,"['Diana Rigg', ' Charles Grodin']",['Charles Grodin'],"['Ashkenazi', 'Jewish']"
Halloween II,"['Jamie Lee Curtis', ' Donald Pleasence']",['Donald Pleasence'],['English']
The Hand,"['Michael Caine', ' Andrea Marcovicci']",['Michael Caine'],"['English', 'Irish']"
Hard Country,"['Jan-Michael Vincent', ' Kim Basinger', ' Michael Parks']",['Jan-Michael Vincent'],
Hardly Working,"['Jerry Lewis', ' Susan Oliver', ' Deanna Lund']",['Jerry Lewis'],"['Ashkenazi', 'Jewish']"
Harry's War,"['Edward Herrmann', ' Geraldine Page', ' Karen Grassle']",['Edward Herrmann'],"['Irish', 'English']"
Heartbeeps,"['Andy Kaufman', ' Bernadette Peters', ' Randy Quaid']",['Andy Kaufman'],
Heavy Metal,"['Voices of John Candy', ' Eugene Levy', ' Harold Ramis']",['Eugene Levy'],"['Sephardi', 'Jewish', 'Ashkenazi', 'Jewish']"
Hell Night,"['Linda Blair', ' Vincent Van Patten', ' Peter Barton']",['Vincent Van Patten'],
History of the World: Part I,"['Mel Brooks', ' Gregory Hines', ' Madeline Kahn', ' Harvey Korman', ' Cloris Leachman', ' Pamela Stephenson', ' Mary-Margaret Humes', ' Sid Caesar', ' Dom DeLuise', ' Ron Carey', ' Shecky Greene', ' Orson Welles']",['Mel Brooks'],"['Ashkenazi', 'Jewish']"
Honky Tonk Freeway,"[""Beverly D'Angelo"", ' Beau Bridges', ' William Devane']",['Beau Bridges'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish', 'SwissGerman', 'German']"
The Howling,"['Dee Wallace', ' Patrick Macnee', ' Christopher Stone', ' Belinda Balaski', ' Elisabeth Brooks']",['Patrick Macnee'],
The Incredible Shrinking Woman,"['Lily Tomlin', ' Charles Grodin', ' Ned Beatty', ' Henry Gibson']",['Charles Grodin'],"['Ashkenazi', 'Jewish']"
Just Before Dawn,"['George Kennedy', ' Mike Kellin', ' Chris Lemmon']",['George Kennedy'],"['English', 'German', 'Irish']"
Knightriders,"['Ed Harris', ' Tom Savini']",['Ed Harris'],"['English', 'German', 'Scottish', 'Welsh']"
"Ladies and Gentlemen, the Fabulous Stains","['Diane Lane', ' Laura Dern', ' Ray Winstone']",['Ray Winstone'],['English']
The Last Chase,"['Lee Majors', ' Burgess Meredith']",['Burgess Meredith'],"['English', 'Welsh', 'German']"
The Legend of the Lone Ranger,"['Klinton Spilsbury', ' Michael Horse', ' Christopher Lloyd', ' Jason Robards']",['Klinton Spilsbury'],
Lion of the Desert,"['Anthony Quinn', ' Rod Steiger', ' John Gielgud']",['Anthony Quinn'],"['Irish75', 'Mexican', 'Spanish', 'Indigenous']"
Looker,"['Albert Finney', ' James Coburn', ' Susan Dey']",['Albert Finney'],
The Looney Looney Looney Bugs Bunny Movie,"['Mel Blanc', ' June Foray']",['Mel Blanc'],
The Man Who Saw Tomorrow,['Orson Welles'],['Orson Welles'],"['English', 'Scottish', 'Welsh']"
Modern Problems,"['Chevy Chase', ' Dabney Coleman', ' Nell Carter']",[],
Modern Romance,"['Albert Brooks', ' Kathryn Harrold', ' Bruno Kirby']",['Albert Brooks'],"['Ashkenazi', 'Jewish']"
Mommie Dearest,"['Faye Dunaway', ' Diana Scarwid', ' Mara Hobel', ' Steve Forrest', ' Rutanya Alda', ' Howard Da Silva']",['Steve Forrest'],
Ms. 45,"['Zoe Tamerlis Lund', ' Abel Ferrara']",['Abel Ferrara'],['Irish']
My Dinner with Andre,"['Andre Gregory', ' Wallace Shawn']",['Andre Gregory'],
Neighbors,"['John Belushi', ' Dan Aykroyd', ' Cathy Moriarty']",['John Belushi'],['Albanian']
The Nesting,"['Robin Groves', ' Christopher Loomis', ' John Carradine']",['Christopher Loomis'],
Nice Dreams,"['Cheech Marin', ' Tommy Chong']",['Tommy Chong'],"['Scottish', 'English']"
The Night the Lights Went Out in Georgia,"['Kristy McNichol', ' Dennis Quaid', ' Mark Hamill']",['Dennis Quaid'],"['English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'Irish', 'German']"
Nighthawks,"['Sylvester Stallone', ' Rutger Hauer', ' Billy Dee Williams']",['Sylvester Stallone'],"['Italian25', 'French', 'Breton25', 'German', 'Ashkenazi', 'Jewish']"
Nobody's Perfekt,"['Gabe Kaplan', ' Alex Karras', ' Susan Clark']",['Gabe Kaplan'],
On Golden Pond,"['Henry Fonda', ' Katharine Hepburn', ' Jane Fonda', ' Dabney Coleman', ' Doug McKeon']",['Henry Fonda'],"['Dutch', 'English', 'Scottish', 'Norwegian', 'German', 'Italian']"
On the Right Track,"['Gary Coleman', ' Michael Lembeck', ' Lisa Eilbacher']",['Gary Coleman'],['AfricanAmerican']
Only When I Laugh,"['Marsha Mason', ' Joan Hackett', ' James Coco', ' David Dukes', ' Kristy McNichol']",['James Coco'],
Paternity,"['Burt Reynolds', "" Beverly D'Angelo"", ' Elizabeth Ashley']",['Burt Reynolds'],"['English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'German', 'Dutch']"
Pennies from Heaven,"['Steve Martin', ' Bernadette Peters', ' Jessica Harper']",['Steve Martin'],"['English', 'Scottish', 'Irish', 'ScotsIrishNorthern', 'Irish', 'German', 'French', 'Welsh']"
Polyester,"['Divine', ' Tab Hunter']",['Divine'],
The Postman Always Rings Twice,"['Jack Nicholson', ' Jessica Lange', ' John Colicos', ' Michael Lerner', ' John P. Ryan', ' Anjelica Huston']",['Jack Nicholson'],"['Irish', 'Scottish', 'English', 'Pennsylvania', 'DutchGerman', 'Welshbiological', 'Italian', 'Latvian', 'Ashkenazi', 'Jewish', 'Baltic', 'German']"
Prince of the City,"['Treat Williams', ' Jerry Orbach', ' Lindsay Crouse', ' Bob Balaban', ' James Tolkan', ' Lane Smith', ' Lee Richardson']",['Treat Williams'],"['English', 'Dutch', 'Irish', 'Scottish']"
Private Lessons,"['Sylvia Kristel', ' Howard Hesseman', ' Ed Begley Jr.']",['Howard Hesseman'],
The Prowler,"['Vicky Dawson', ' Christopher Goutman']",['Christopher Goutman'],
The Pursuit of D. B. Cooper,"['Treat Williams', ' Robert Duvall', ' Kathryn Harrold']",['Treat Williams'],"['English', 'Dutch', 'Irish', 'Scottish']"
Raggedy Man,"['Sissy Spacek', ' Eric Roberts', ' Sam Shepard']",['Eric Roberts'],"['English', 'German', 'Swedish', 'Irish', 'Scottish', 'Welsh', 'French']"
Ragtime,"['Elizabeth McGovern', ' Howard Rollins', ' James Cagney', "" Pat O'Brien"", ' Kenneth McMillan', ' Mary Steenburgen', ' James Olson', ' Mandy Patinkin', ' Brad Dourif', ' Moses Gunn', ' Robert Joy', "" Donald O'Connor"", ' Norman Mailer']",['Howard Rollins'],
Raiders of the Lost Ark,"['Harrison Ford', ' Karen Allen', ' Denholm Elliott', ' Paul Freeman', ' John Rhys-Davies', ' Ronald Lacey', ' Alfred Molina']",['Harrison Ford'],"['Irish', 'German', 'Ashkenazi', 'Jewish']"
Reds,"['Warren Beatty', ' Diane Keaton', ' Gene Hackman', ' Maureen Stapleton', ' Jerzy Kosinski', '  Paul Sorvino', ' Jack Nicholson']",['Warren Beatty'],"['English', 'Scottish', 'Irish', 'French', 'Danish', 'Dutch']"
Rich and Famous,"['Jacqueline Bisset', ' Candice Bergen', ' Hart Bochner']",['Hart Bochner'],"['Ashkenazi', 'Jewish']"
Rollover,"['Jane Fonda', ' Kris Kristofferson', ' Hume Cronyn']",['Hume Cronyn'],
Ruckus,"['Dirk Benedict', ' Linda Blair', ' Richard Farnsworth']",['Dirk Benedict'],
S.O.B.,"['Julie Andrews', ' William Holden', ' Richard Mulligan', ' Robert Preston', ' Robert Webber', ' Robert Vaughn', '  Larry Hagman']",['William Holden'],"['English', 'Irish', 'French']"
The Salamander,"['Franco Nero', ' Anthony Quinn', ' Sybil Danning']",['Franco Nero'],['Italian']
Saturday the 14th,"['Richard Benjamin', ' Paula Prentiss', ' Severn Darden']",['Richard Benjamin'],
Second-Hand Hearts,"['Robert Blake', ' Barbara Harris']",['Robert Blake'],['Italian']
Sharky's Machine,"['Burt Reynolds', ' Rachel Ward', ' Vittorio Gassman', ' Henry Silva', ' Charles Durning', ' Earl Holliman']",['Burt Reynolds'],"['English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'German', 'Dutch']"
Shock Treatment,"['Cliff DeYoung', ' Jessica Harper']",['Cliff DeYoung'],
Southern Comfort,"['Powers Boothe', ' Keith Carradine', ' Fred Ward', ' Peter Coyote']",['Powers Boothe'],"['English', 'ScotsIrishNorthern', 'Irish', 'German', 'Dutch']"
Sphinx,"['Frank Langella', ' Lesley-Anne Down', ' John Gielgud']",['Frank Langella'],['Italian']
Stripes,"['Bill Murray', ' Harold Ramis', ' Warren Oates', ' John Candy', ' Sean Young', ' P.J. Soles', ' John Larroquette']",['Bill Murray'],['Irish']
Student Bodies,"['Kristen Riter', ' Matt Goldsby']",['Matt Goldsby'],
Take This Job and Shove It,"['Robert Hays', ' Art Carney', ' Barbara Hershey']",['Robert Hays'],
Taps,"['George C. Scott', ' Timothy Hutton', ' Ronny Cox', ' Sean Penn', ' Tom Cruise']",['George C. Scott'],"['English', 'German', 'Irish', 'Scottish']"
"Tarzan, the Ape Man","['Bo Derek', ' Richard Harris', ' John Phillip Law', "" Miles O'Keeffe""]",['Richard Harris'],"['Irish', 'English']"
Tattoo,"['Bruce Dern', ' Maud Adams', ' Leonard Frey']",['Bruce Dern'],"['German', 'English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'Dutch', 'Welsh']"
They All Laughed,"['Audrey Hepburn', ' Ben Gazzara', ' Patti Hansen', ' Dorothy Stratten', ' John Ritter']",['Ben Gazzara'],"['Italian', 'Sicilian']"
Thief,"['James Caan', ' Tuesday Weld', ' James Belushi', ' Robert Prosky', ' Willie Nelson']",['James Caan'],"['Ashkenazi', 'Jewish']"
This Is Elvis,['Elvis Presley'],['Elvis Presley'],"['English', 'Scottish', 'German', 'French', 'Dutch', 'Danish']"
True Confessions,"['Robert De Niro', ' Robert Duvall', ' Charles Durning', ' Kenneth McMillan', ' Cyril Cusack', ' Ed Flanders', ' Burgess Meredith']",['Robert De Niro'],"['Italian', 'Irish', 'German', 'Dutch', 'English', 'French', 'Huguenot', 'Scottish', 'ScotsIrishNorthern', 'Irish']"
Tuck Everlasting,"['Margaret Chamberlain', ' Paul Fleesa']",['Paul Fleesa'],
Under the Rainbow,"['Chevy Chase', ' Carrie Fisher', ' Eve Arden']",[],
"Vernon, Florida",['Snake Reynolds'],[],
Waitress!,"['Jim Harris', ' Carol Drake']",['Jim Harris'],
Whose Life Is It Anyway?,"['Richard Dreyfuss', ' John Cassavetes', ' Christine Lahti', ' Thomas Carter', '  Kenneth McMillan']",['Richard Dreyfuss'],"['Ashkenazi', 'Jewish']"
Wolfen,"['Albert Finney', ' Gregory Hines']",['Albert Finney'],
The Woman Inside,"['Dane Clark', ' Joan Blondell']",['Dane Clark'],
Zoot Suit,"['Edward James Olmos', ' Daniel Valdez', ' Tyne Daly']",['Edward James Olmos'],['Mexican']
"Zorro, the Gay Blade","['George Hamilton', ' Lauren Hutton']",['George Hamilton'],
