0,1,Males,Ethnicity
Cannonball Run II,"['Burt Reynolds', ' Dom DeLuise', ' Dean Martin', ' Shirley MacLaine', ' Sammy Davis', ' Jr.', ' Marilu Henner', ' Jackie Chan', ' Telly Savalas', '  Frank Sinatra']",['Burt Reynolds'],"['English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'German', 'Dutch']"
Children of the Corn,"['Peter Horton', ' Linda Hamilton']",['Peter Horton'],
Choose Me,"['Keith Carradine', ' Lesley Ann Warren', ' Geneviève Bujold', ' Rae Dawn Chong']",['Keith Carradine'],
City Heat,"['Clint Eastwood', ' Burt Reynolds', ' Madeline Kahn', ' Richard Roundtree', ' Jane Alexander', ' Rip Torn']",['Clint Eastwood'],"['English', 'Scottish', 'Irish', 'German', 'Dutch', 'Welsh']"
Cloak & Dagger,"['Henry Thomas', ' Dabney Coleman']",['Henry Thomas'],['Welsh']
The Company of Wolves,"['Angela Lansbury', ' Stephen Rea']",['Stephen Rea'],
Conan the Destroyer,"['Arnold Schwarzenegger', ' Grace Jones', ' Wilt Chamberlain', "" Olivia d'Abo"", ' Mako']",['Arnold Schwarzenegger'],['Austrian']
The Cotton Club,"['Richard Gere', ' Gregory Hines', ' Diane Lane', ' Lonette McKee', ' Bob Hoskins', ' James Remar', ' Nicolas Cage', ' Maurice Hines', ' Fred Gwynne', ' Gwen Verdon']",['Richard Gere'],"['English', 'ScotsIrishNorthern', 'Irish', 'Welsh', 'Dutch', 'Scottish', 'German', 'French']"
Country,"['Jessica Lange', ' Sam Shepard', ' Wilford Brimley']",['Sam Shepard'],"['English', 'Scottish', 'Irish']"
Crackers,"['Donald Sutherland', ' Jack Warden', ' Sean Penn']",['Donald Sutherland'],"['Scottish', 'English', 'German']"
Crimes of Passion,"['Kathleen Turner', ' Anthony Perkins']",['Anthony Perkins'],"['English', 'Irish', 'Dutch', 'German']"
Dreamscape,"['Dennis Quaid', ' Christopher Plummer', ' Kate Capshaw', ' Max von Sydow', ' David Patrick Kelly']",['Dennis Quaid'],"['English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'Irish', 'German']"
Dune,"['Kyle MacLachlan', ' Sting', ' Sean Young', ' Kenneth McMillan', ' Francesca Annis', ' José Ferrer', ' Patrick Stewart', ' Alicia Witt', ' Virginia Madsen']",['Kyle MacLachlan'],"['Scottish', 'English', 'Cornish', 'German']"
Electric Dreams,"['Lenny Von Dohlen', ' Virginia Madsen']",['Lenny Von Dohlen'],"['Ashkenazi', 'Jewish', 'English', 'Irish', 'French']"
The Evil That Men Do,"['Charles Bronson', ' José Ferrer']",['Charles Bronson'],"['Lithuanian', 'Polish', 'Eastern', 'European']"
Falling in Love,"['Robert De Niro', ' Meryl Streep', ' Harvey Keitel']",['Robert De Niro'],"['Italian', 'Irish', 'German', 'Dutch', 'English', 'French', 'Huguenot', 'Scottish', 'ScotsIrishNorthern', 'Irish']"
Fear City,"['Tom Berenger', ' Billy Dee Williams', ' Melanie Griffith']",['Tom Berenger'],['Irish']
Finders Keepers,"[""Michael O'Keefe"", ' Louis Gossett', ' Jr.', "" Beverly D'Angelo""]",['Louis Gossett'],['AfricanAmerican']
Firestarter,"['Drew Barrymore', ' David Keith', ' George C. Scott', ' Martin Sheen', ' Heather Locklear', ' Louise Fletcher']",['Drew Barrymore'],"['Irish', 'German', 'Hungarian']"
Firstborn,"['Teri Garr', ' Peter Weller', ' Corey Haim']",['Peter Weller'],"['English', 'German', 'Irish', 'French']"
The Flamingo Kid,"['Matt Dillon', ' Richard Crenna', ' Héctor Elizondo']",['Matt Dillon'],"['Irish125', 'German', 'Scottish', 'Irish']"
A Flash of Green,"['Ed Harris', ' Blair Brown']",['Ed Harris'],"['English', 'German', 'Scottish', 'Welsh']"
Flashpoint,"['Kris Kristofferson', ' Treat Williams']",['Treat Williams'],"['English', 'Dutch', 'Irish', 'Scottish']"
Footloose,"['Kevin Bacon', ' John Lithgow', ' Lori Singer', ' Dianne Wiest', ' Chris Penn']",['Kevin Bacon'],"['English', 'German', 'Irish']"
Friday the 13th: The Final Chapter,"['Corey Feldman', ' Crispin Glover', ' Kimberly Beck']",['Corey Feldman'],"['Ashkenazi', 'Jewish']"
Gallavants,"['Robert Lydiard', ' Vic Perrin', ' Peter Cullen']",['Robert Lydiard'],
Garbo Talks,"['Anne Bancroft', ' Ron Silver', ' Carrie Fisher']",['Ron Silver'],
Ghostbusters,"['Bill Murray', ' Dan Aykroyd', ' Sigourney Weaver', ' Harold Ramis', ' Rick Moranis', ' Ernie Hudson', ' Annie Potts']",['Bill Murray'],['Irish']
Gimme an 'F',"['Stephen Shellen', ' Jennifer Cooke', ' Beth Miller']",['Stephen Shellen'],
Girls Nite Out,"['Julia Montgomery', ' Rutanya Alda']",[],
"Grandview, U.S.A.","['Jamie Lee Curtis', ' Patrick Swayze', ' C. Thomas Howell', ' Jennifer Jason Leigh', ' Troy Donahue', ' Carole Cook']",['Patrick Swayze'],"['English', 'Irish', 'Scottish', 'Dutch']"
Gremlins,"['Zach Galligan', ' Phoebe Cates', ' Hoyt Axton']",['Zach Galligan'],"['Irish', 'Ashkenazi', 'Jewish', 'English', 'Dutch', 'French']"
Hard to Hold,"['Rick Springfield', ' Patti Hansen', ' Albert Salmi']",['Rick Springfield'],"['English', 'Scottish']"
Harry & Son,"['Paul Newman', ' Robby Benson', ' Ellen Barkin', ' Judith Ivey', ' Ossie Davis', ' Joanne Woodward']",['Paul Newman'],"['Jewish', 'Slovak']"
Heartbreakers,"['Peter Coyote', ' Nick Mancuso', ' Kathryn Harrold', ' Max Gail', ' Carol Wayne']",['Peter Coyote'],"['Ashkenazi', 'Jewish', 'Sephardi', 'Jewish']"
Hot Dog... The Movie,"['David Naughton', ' Shannon Tweed']",['David Naughton'],
The Hotel New Hampshire,"['Jodie Foster', ' Beau Bridges', ' Rob Lowe', ' Nastassja Kinski', ' Anita Morris', ' Matthew Modine']",['Beau Bridges'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish', 'SwissGerman', 'German']"
The Ice Pirates,"['Robert Urich', ' Mary Crosby', ' Anjelica Huston']",['Robert Urich'],
Iceman,"['Timothy Hutton', ' John Lone', ' Lindsay Crouse']",['Timothy Hutton'],"['English', 'Irish', 'Norwegian', 'German']"
Indiana Jones and the Temple of Doom,"['Harrison Ford', ' Jonathan Ke Quan', ' Kate Capshaw']",['Harrison Ford'],"['Irish', 'German', 'Ashkenazi', 'Jewish']"
Irreconcilable Differences,"[""Ryan O'Neal"", ' Drew Barrymore', ' Shelley Long']",['Drew Barrymore'],"['Irish', 'German', 'Hungarian']"
The Jesse Owens Story,"['Dorian Harewood', ' Dan Ammerman']",['Dan Ammerman'],
Johnny Dangerously,"['Michael Keaton', ' Marilu Henner', ' Griffin Dunne', ' Joe Piscopo', ' Maureen Stapleton', ' Peter Boyle']",['Michael Keaton'],"['English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'Irish']"
Just the Way You Are,"['Kristy McNichol', ' Michael Ontkean']",['Michael Ontkean'],
The Karate Kid,"['Ralph Macchio', ' Pat Morita', ' Elisabeth Shue', ' William Zabka', ' Martin Kove']",['Ralph Macchio'],"['Italian25', 'Greek']"
Killpoint,"['Richard Roundtree', ' Leo Fong', ' Cameron Mitchell']",['Richard Roundtree'],['AfricanAmerican']
Lace,"['Phoebe Cates', ' Angela Lansbury', ' Brooke Adams', ' Bess Armstrong', ' Anthony Quayle', ' Herbert Lom']",['Anthony Quayle'],
Lassiter,"['Tom Selleck', ' Jane Seymour', ' Lauren Hutton']",['Tom Selleck'],"['English', 'Scottish', 'Irish', 'German', 'English']"
The Last Starfighter,"['Lance Guest', ' Robert Preston', "" Dan O'Herlihy"", ' Catherine Mary Stewart']",['Lance Guest'],
The Little Drummer Girl,"['Diane Keaton', ' Klaus Kinski', ' Sami Frey']",['Klaus Kinski'],
The Lonely Guy,"['Steve Martin', ' Judith Ivey', ' Charles Grodin']",['Steve Martin'],"['English', 'Scottish', 'Irish', 'ScotsIrishNorthern', 'Irish', 'German', 'French', 'Welsh']"
Love Letters,"['Jamie Lee Curtis', ' James Keach', ' Bonnie Bartlett']",['James Keach'],
Love Streams,"['Gena Rowlands', ' John Cassavetes']",['John Cassavetes'],
Making the Grade,"['Judd Nelson', ' Gordon Jump']",['Judd Nelson'],"['Ashkenazi', 'Jewish']"
Maria's Lovers,"['Nastassja Kinski', ' John Savage', ' Robert Mitchum']",['John Savage'],"['English', 'Scottish', 'Dutch']"
Mass Appeal,"['Jack Lemmon', ' Željko Ivanek', ' Charles Durning']",['Jack Lemmon'],"['English', 'Irish', 'Scottish', 'French', 'Dutch', 'Welsh']"
Meatballs Part II,"['Richard Mulligan', ' Kim Richards']",['Richard Mulligan'],
Micki and Maude,"['Dudley Moore', ' Ann Reinking', ' Amy Irving']",['Dudley Moore'],"['English', 'Welsh']"
Mike's Murder,"['Debra Winger', ' Mark Keyloun']",['Mark Keyloun'],
Missing in Action,"['Chuck Norris', ' James Hong', ' M. Emmet Walsh']",['Chuck Norris'],"['English', 'Scottish', 'Welsh', 'German', 'French', 'Swedish', 'Dutch']"
Moscow on the Hudson,"['Robin Williams', ' María Conchita Alonso']",[],
Mrs. Soffel,"['Diane Keaton', ' Mel Gibson', ' Edward Herrmann', ' Matthew Modine']",['Mel Gibson'],"['Irish125', 'English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'Welsh']"
The Muppets Take Manhattan,"['Jim Henson', ' Frank Oz', ' Dave Goelz']",['Jim Henson'],
The Naked Face,"['Roger Moore', ' Rod Steiger', ' Elliott Gould', ' Anne Archer', ' David Hedison', ' Art Carney']",['Roger Moore'],['English']
National Lampoon's Joy of Sex,"['Cameron Dye', ' Colleen Camp', ' Ernie Hudson']",['Cameron Dye'],
The Natural,"['Robert Redford', ' Robert Duvall', ' Glenn Close', ' Kim Basinger', ' Wilford Brimley', ' Richard Farnsworth', ' Robert Prosky', ' Barbara Hershey', ' Darren McGavin']",['Robert Redford'],"['English', 'Irish', 'Scottish', 'Northern', 'IrishScotsIrish', 'Cornish']"
The NeverEnding Story,"['Barret Oliver', ' Noah Hathaway', ' Gerald McRaney']",['Barret Oliver'],
Night Patrol,"['Linda Blair', ' Murray Langston', ' Pat Paulsen']",['Murray Langston'],
Night of the Comet,"['Catherine Mary Stewart', ' Geoffrey Lewis']",['Geoffrey Lewis'],
A Nightmare on Elm Street,"['Robert Englund', ' Heather Langenkamp', ' John Saxon', ' Ronee Blakley', ' Amanda Wyss', ' Johnny Depp']",['Robert Englund'],"['Swedish', 'Danish', 'Scottish', 'English', 'German']"
Ninja III: The Domination,"['Sho Kosugi', ' Lucinda Dickey']",['Sho Kosugi'],
No Small Affair,"['Jon Cryer', ' Demi Moore', ' George Wendt']",['Jon Cryer'],"['English', 'German', 'SwissGerman', 'Dutch', 'Scottish', 'Swedish']"
Not for Publication,"['Nancy Allen', ' David Naughton']",['David Naughton'],
Nothing Lasts Forever,"['Zach Galligan', ' Lauren Tom', ' Bill Murray']",['Zach Galligan'],"['Irish', 'Ashkenazi', 'Jewish', 'English', 'Dutch', 'French']"
Old Enough,"['Sarah Boyd', ' Rainbow Harvest', ' Danny Aiello']",['Danny Aiello'],['Italian']
Once Upon a Time in America,"['Robert De Niro', ' James Woods', ' Tuesday Weld', ' Elizabeth McGovern', ' Joe Pesci', ' Jennifer Connelly', ' Treat Williams', ' William Forsythe', ' Danny Aiello']",['Robert De Niro'],"['Italian', 'Irish', 'German', 'Dutch', 'English', 'French', 'Huguenot', 'Scottish', 'ScotsIrishNorthern', 'Irish']"
Over the Brooklyn Bridge,"['Elliott Gould', ' Shelley Winters', ' Margaux Hemingway', ' Burt Young', ' Carol Kane', ' Sid Caesar']",['Elliott Gould'],"['Ashkenazi', 'Jewish']"
Oxford Blues,"['Rob Lowe', ' Ally Sheedy', ' Julian Sands']",['Rob Lowe'],"['German', 'English', 'Irish', 'Welsh', 'Scottish']"
"Paris, Texas","['Harry Dean Stanton', ' Nastassja Kinski', ' Dean Stockwell']",['Harry Dean Stanton'],"['English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'Irish', 'Welsh', 'French', 'Swedish']"
A Passage to India,"['Judy Davis', ' Peggy Ashcroft', ' Alec Guinness']",['Alec Guinness'],
The Perils of Gwendoline in the Land of the Yik-Yak,"['Tawny Kitaen', ' Brent Huff']",['Brent Huff'],
The Philadelphia Experiment,"['Michael Paré', ' Nancy Allen']",['Michael Paré'],
Places in the Heart,"['Sally Field', ' John Malkovich', ' Danny Glover', ' Lindsay Crouse', ' Ed Harris', ' Amy Madigan']",['John Malkovich'],"['FrenchCanadianFrench', 'English', 'German', 'Scottish']"
Police Academy,"['Steve Guttenberg', ' Kim Cattrall', ' G. W. Bailey', ' Bubba Smith', ' George Gaynes', ' Leslie Easterbrook', ' David Graf', ' Michael Winslow', ' Donovan Scott']",['Steve Guttenberg'],"['Ashkenazi', 'Jewish']"
The Pope of Greenwich Village,"['Mickey Rourke', ' Eric Roberts', ' Daryl Hannah', ' Kenneth McMillan', ' Geraldine Page', ' M. Emmet Walsh', ' Burt Young']",['Eric Roberts'],"['English', 'German', 'Swedish', 'Irish', 'Scottish', 'Welsh', 'French']"
Protocol,"['Goldie Hawn', ' Andre Gregory', ' Chris Sarandon']",['Andre Gregory'],
Purple Hearts,"['Ken Wahl', ' Cheryl Ladd']",['Ken Wahl'],
Purple Rain,"['Prince', ' Morris Day', ' Apollonia Kotero']",['Morris Day'],
Racing with the Moon,"['Sean Penn', ' Nicolas Cage', ' Elizabeth McGovern']",['Sean Penn'],"['Jewish', 'Italian', 'Irish']"
The Razor's Edge,"['Bill Murray', ' Theresa Russell', ' Catherine Hicks', ' Denholm Elliott', ' Brian Doyle-Murray', ' James Keach']",['Bill Murray'],['Irish']
Reckless,"['Aidan Quinn', ' Daryl Hannah', ' Cliff De Young']",['Aidan Quinn'],['Irish']
Red Dawn,"['Patrick Swayze', ' Lea Thompson', ' Charlie Sheen', ' C. Thomas Howell', ' Jennifer Grey', ' Harry Dean Stanton', ' Powers Boothe', ' Ben Johnson']",['Patrick Swayze'],"['English', 'Irish', 'Scottish', 'Dutch']"
Repo Man,"['Emilio Estevez', ' Harry Dean Stanton', ' Tracey Walter']",['Emilio Estevez'],"['Galician', 'Spanish', 'Irish', 'English', 'Scottish']"
Revenge of the Nerds,"['Anthony Edwards', ' Robert Carradine', ' Timothy Busfield', ' Curtis Armstrong']",['Anthony Edwards'],"['Irish', 'Scottish', 'SpanishMexican', 'German']"
Rhinestone,"['Sylvester Stallone', ' Dolly Parton', ' Ron Leibman', ' Tim Thomerson', ' Richard Farnsworth']",['Sylvester Stallone'],"['Italian25', 'French', 'Breton25', 'German', 'Ashkenazi', 'Jewish']"
The River,"['Mel Gibson', ' Sissy Spacek', ' Scott Glenn']",['Mel Gibson'],"['Irish125', 'English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'Welsh']"
Roadhouse 66,"['Willem Dafoe', ' Judge Reinhold']",['Willem Dafoe'],"['German', 'English', 'Irish', 'Northern', 'Irish', 'Scottish', 'SwissFrench', 'French']"
Romancing the Stone,"['Michael Douglas', ' Kathleen Turner', ' Danny DeVito']",['Michael Douglas'],"['Ashkenazi', 'Jewish', 'English', 'Irish', 'Welsh', 'Dutch', 'Scottish', 'Belgian', 'French']"
The Rosebud Beach Hotel,"['Colleen Camp', ' Peter Scolari', ' Christopher Lee']",['Peter Scolari'],
Runaway,"['Tom Selleck', ' Gene Simmons', ' Cynthia Rhodes']",['Tom Selleck'],"['English', 'Scottish', 'Irish', 'German', 'English']"
Savage Streets,"['Linda Blair', ' John Vernon']",['John Vernon'],
Secret Honor,['Philip Baker Hall'],['Philip Baker Hall'],"['English', 'German', 'ScotsIrishNorthern', 'Irish', 'AfricanAmerican']"
Sheena,"['Tanya Roberts', ' Ted Wass', ' Donovan Scott']",['Ted Wass'],
Silent Madness,"['Belinda Montgomery', ' Viveca Lindfors']",[],
"Silent Night, Deadly Night","['Lilyan Chauvin', ' Robert Brian Wilson', ' Linnea Quigley']",['Robert Brian Wilson'],
Sixteen Candles,"['Molly Ringwald', ' Anthony Michael Hall']",['Anthony Michael Hall'],"['Irish', 'Italian']"
Slapstick of Another Kind,"['Jerry Lewis', ' Madeline Kahn']",['Jerry Lewis'],"['Ashkenazi', 'Jewish']"
A Soldier's Story,"['Howard Rollins', ' Adolph Caesar', ' Denzel Washington']",['Howard Rollins'],
Songwriter,"['Willie Nelson', ' Kris Kristofferson', ' Melinda Dillon']",[],
Splash,"['Daryl Hannah', ' Tom Hanks', ' John Candy', ' Eugene Levy']",['Daryl Hannah'],"['Scottish', 'Norwegian', 'Danish', 'Irish', 'English', 'German']"
Star Trek III: The Search for Spock,"['William Shatner', ' Leonard Nimoy', ' George Takei']",['William Shatner'],"['Ashkenazi', 'Jewish']"
Starman,"['Jeff Bridges', ' Karen Allen', ' Charles Martin Smith']",['Jeff Bridges'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish', 'SwissGerman', 'German']"
Stop Making Sense,['Talking Heads'],[],
Stranger Than Paradise,"['John Lurie', ' Eszter Balint', ' Richard Edson']",['John Lurie'],
Streets of Fire,"['Michael Paré', ' Diane Lane', ' Rick Moranis', ' Amy Madigan', ' Willem Dafoe']",['Michael Paré'],
Suburbia,"['Jennifer Clay', ' Flea', ' Christina Beck']",[],
Supergirl,"['Helen Slater', "" Peter O'Toole"", ' Faye Dunaway']",[],
Surf II,"['Eddie Deezen', ' Cleavon Little', ' Eric Stoltz']",['Eddie Deezen'],
Swing Shift,"['Goldie Hawn', ' Kurt Russell', ' Christine Lahti', ' Ed Harris']",['Kurt Russell'],"['English', 'German', 'Scottish', 'Irish']"
Tank,"['James Garner', ' C. Thomas Howell', ' Shirley Jones']",['James Garner'],"['English', 'Irish', 'German', 'Welsh', 'SwissGerman']"
Teachers,"['Nick Nolte', ' JoBeth Williams', ' Judd Hirsch', ' Ralph Macchio', ' Lee Grant']",['Nick Nolte'],"['German', 'English', 'Scottish', 'Northern', 'Irish', 'ScotsIrish', 'SwissGerman']"
The Terminator,"['Arnold Schwarzenegger', ' Linda Hamilton', ' Michael Biehn', ' Lance Henriksen', ' Paul Winfield']",['Arnold Schwarzenegger'],['Austrian']
Terror in the Aisles,"['Donald Pleasence', ' Nancy Allen']",['Donald Pleasence'],['English']
Thief of Hearts,"['Steven Bauer', ' Barbara Williams']",['Steven Bauer'],"['Cuban', 'Spanish', 'Ashkenazi', 'Jewish', 'Italian']"
This Is Spinal Tap,"['Michael McKean', ' Christopher Guest', ' Harry Shearer']",['Michael McKean'],"['English', 'Scottish', 'Irish', 'German', 'Dutch']"
Tightrope,"['Clint Eastwood', ' Geneviève Bujold', ' Dan Hedaya']",['Clint Eastwood'],"['English', 'Scottish', 'Irish', 'German', 'Dutch', 'Welsh']"
Top Secret!,"['Val Kilmer', ' Lucy Gutteridge', ' Omar Sharif']",['Omar Sharif'],['Egyptian']
The Toxic Avenger,['Mitch Cohen'],['Mitch Cohen'],
Under the Volcano,"['Albert Finney', ' Jacqueline Bisset']",['Albert Finney'],
Unfaithfully Yours,"['Dudley Moore', ' Nastassja Kinski', ' Armand Assante', ' Albert Brooks']",['Dudley Moore'],"['English', 'Welsh']"
Until September,"['Karen Allen', ' Thierry Lhermitte']",['Thierry Lhermitte'],
Up the Creek,"['Tim Matheson', ' Jennifer Runyon']",['Tim Matheson'],"['Swedish', 'Danish', 'German', 'Irish', 'English']"
The Warrior and the Sorceress,"['David Carradine', ' Maria Socas']",['David Carradine'],"['English', 'German', 'Scottish', 'Irish', 'Welsh', 'Dutch']"
Where the Boys Are '84,"['Lisa Hartman', ' Lorna Luft', ' Wendy Schaal', ' Lynn-Holly Johnson', ' Russell Todd', ' Alana Stewart']",['Russell Todd'],
Where the Toys Come From,[''],[],
The Wild Life,"['Chris Penn', ' Eric Stoltz', ' Lea Thompson', ' Rick Moranis', ' Ilan Mitchell-Smith']",['Eric Stoltz'],"['German', 'English', 'Scottish', 'Dutch', 'French']"
The Woman in Red,"['Gene Wilder', ' Gilda Radner', ' Joseph Bologna', ' Charles Grodin', ' Kelly Le Brock']",['Gene Wilder'],"['Ashkenazi', 'Jewish']"
