0,1,Males,Ethnicity
20 Dates,"['Myles Berkowitz', ' Elisabeth Wagner', ' Tia Carrere']",['Myles Berkowitz'],
54,"['Ryan Phillippe', ' Salma Hayek', ' Mike Myers', ' Neve Campbell']",['Ryan Phillippe'],"['English', 'German', 'Alsatian', 'German', 'Scottish', 'SwissGerman']"
Addams Family Reunion,"['Tim Curry', ' Daryl Hannah']",['Tim Curry'],"['English', 'Irish', 'Scottish']"
The Adventures of Sebastian Cole,"['Adrian Grenier', ' Margaret Colin', ' Clark Gregg', ' John Shea']",['Adrian Grenier'],"['English', 'Irish', 'Scottish', 'German', 'French', 'Mexican', 'Spanish', 'Indigenous', 'French']"
Almost Heroes,"['Chris Farley', ' Matthew Perry', ' Bokeem Woodbine', ' Eugene Levy']",['Matthew Perry'],"['FrenchCanadian', 'English', 'Irish', 'German', 'SwissGerman']"
Ambushed,"['Courtney B. Vance', ' Jeremy Lelliott', ' Virginia Madsen']",['Jeremy Lelliott'],
American History X,"['Edward Norton', ' Edward Furlong', "" Beverly D'Angelo"", ' Elliott Gould', ' Stacy Keach', ' Fairuza Balk', ' Jennifer Lien', ' Avery Brooks']",['Edward Norton'],"['English', 'German', 'ScotsIrishNorthern', 'Irish', 'SwissGerman']"
An Alan Smithee Film: Burn Hollywood Burn,"[""Ryan O'Neal"", ' Coolio', ' Eric Idle']",['Eric Idle'],
Another Day in Paradise,"['James Woods', ' Melanie Griffith', ' Peter Sarsgaard']",['James Woods'],"['Irish', 'English', 'German']"
Antz,"['Voices of Woody Allen', ' Gene Hackman', ' Jennifer Lopez', ' Danny Glover', ' Dan Aykroyd', ' Jane Curtin', ' Sylvester Stallone', ' Sharon Stone']",['Gene Hackman'],"['English', 'German', 'Scottish', 'Dutch']"
Apt Pupil,"['Ian McKellen', ' Brad Renfro', ' Joshua Jackson']",['Ian McKellen'],"['Scottish', 'Northern', 'Irish', 'English']"
Armageddon,"['Bruce Willis', ' Ben Affleck', ' Liv Tyler', ' Billy Bob Thornton', ' Will Patton', ' Steve Buscemi', ' Michael Clarke Duncan']",['Bruce Willis'],"['English', 'Dutch', 'French', 'Welsh', 'Irish', 'German']"
Arrival II,"['Patrick Muldoon', ' Jane Sibbett', ' Michael Sarrazin']",['Patrick Muldoon'],"['English', 'Croatian']"
The Avengers,"['Ralph Fiennes', ' Uma Thurman', ' Sean Connery', ' Jim Broadbent', ' Fiona Shaw', ' Eddie Izzard']",['Ralph Fiennes'],"['English', 'Northern', 'Irish', 'Irish', 'Scottish']"
B. Monkey,"['Jared Harris', ' Asia Argento', ' Rupert Everett']",['Jared Harris'],"['Irish', 'Welsh', 'English']"
Babe: Pig in the City,"['James Cromwell', ' Magda Szubanski', ' Mickey Rooney']",['James Cromwell'],"['German', 'Irish', 'English', 'Scottish']"
BASEketball,"['Trey Parker', ' Matt Stone', ' Yasmine Bleeth', ' Jenny McCarthy', ' Robert Vaughn', ' Ernest Borgnine', ' Bob Costas', ' Al Michaels']",['Trey Parker'],['English']
Belly,"['Nas', ' Tionne ""T-Boz"" Watkins', ' Method Man']",['Method Man'],['AfricanAmerican']
Beloved,"['Oprah Winfrey', ' Danny Glover', ' Thandie Newton']",['Danny Glover'],['AfricanAmerican']
The Big Hit,"['Mark Wahlberg', ' Lou Diamond Phillips', ' Bokeem Woodbine', ' Antonio Sabàto', ' Jr.']",['Mark Wahlberg'],"['Irish25', 'Swedish625', 'English625', 'FrenchCanadian3125', 'Scottish']"
The Big Lebowski,"['Jeff Bridges', ' John Goodman', ' Julianne Moore', ' Steve Buscemi', ' John Turturro', ' Tara Reid', ' Ben Gazzara']",['Jeff Bridges'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish', 'SwissGerman', 'German']"
Billy's Hollywood Screen Kiss,"['Sean Hayes', ' Brad Rowe', ' Paul Bartel']",['Sean Hayes'],"['Irish', 'German', 'Austrian']"
Black Dog,"['Patrick Swayze', ' Charles S. Dutton', ' Randy Travis', ' Gabriel Casseus', ' Meat Loaf']",['Patrick Swayze'],"['English', 'Irish', 'Scottish', 'Dutch']"
Blade,"['Wesley Snipes', ' Stephen Dorff', ' Kris Kristofferson']",['Wesley Snipes'],['AfricanAmerican']
Blues Brothers 2000,"['Dan Aykroyd', ' John Goodman', ' Joe Morton', ' J. Evan Bonifant', ' Nia Peeples']",['Dan Aykroyd'],"['English', 'Irish', 'Scottish', 'Dutch', 'French', 'FrenchCanadian']"
Break Up,"['Bridget Fonda', ' Hart Bochner', ' Kiefer Sutherland']",['Hart Bochner'],"['Ashkenazi', 'Jewish']"
Bride of Chucky,"['Jennifer Tilly', ' Katherine Heigl', ' Nick Stabile', ' John Ritter']",['Nick Stabile'],"['Italian', 'English']"
Broken Vessels,"['Todd Field', ' Jason London', ' Roxana Zal']",['Todd Field'],"['English', 'German']"
Brown's Requiem,"['Michael Rooker', ' Selma Blair', ' Will Sasso']",['Michael Rooker'],"['English', 'Irish', 'Scottish', 'ScotsIrishNorthern', 'Irish']"
Buffalo '66,"['Vincent Gallo', ' Christina Ricci', ' Ben Gazzara']",['Vincent Gallo'],['Sicilian']
A Bug's Life,"['Voices of Dave Foley', ' Kevin Spacey', ' Julia Louis-Dreyfus']",['Kevin Spacey'],"['Swedish', 'English', 'Welsh']"
Bulworth,"['Warren Beatty', ' Halle Berry', ' Oliver Platt', ' Don Cheadle', ' Paul Sorvino', ' Isaiah Washington']",['Warren Beatty'],"['English', 'Scottish', 'Irish', 'French', 'Danish', 'Dutch']"
Can't Hardly Wait,"['Jennifer Love Hewitt', ' Ethan Embry', ' Charlie Korsmo', ' Lauren Ambrose', ' Peter Facinelli', ' Seth Green']",['Ethan Embry'],"['English', 'German', 'Irish']"
Casper Meets Wendy,"['Hilary Duff', ' Cathy Moriarty-Gentile', ' Shelley Duvall', ' Teri Garr']",[],
Caught Up,"['Bokeem Woodbine', ' Cynda Williams', ' Snoop Dogg']",[],
Celebrity,"['Kenneth Branagh', ' Judy Davis', ' Bebe Neuwirth', ' Charlize Theron', ' Leonardo DiCaprio']",['Kenneth Branagh'],"['Northern', 'Irish']"
Chairman of the Board,"['Carrot Top', ' Courtney Thorne-Smith']",[],
City of Angels,"['Nicolas Cage', ' Meg Ryan', ' Andre Braugher', ' Dennis Franz']",['Nicolas Cage'],"['Italian25', 'Polish1875', 'German625', 'British', 'Isles', 'English', 'Scottish']"
