0,1,Males,Ethnicity
3 Chains o' Gold,[''],[],
3 Ninjas Kick Back,"['Victor Wong', ' Max Elliott Slade', ' Sean Fox', ' J. Evan Bonifant']",['Victor Wong'],
8 Seconds,"['Luke Perry', ' Stephen Baldwin', ' Cynthia Gibb']",['Luke Perry'],"['English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'Irish', 'German', 'Welsh', 'Dutch']"
Above the Rim,"['Duane Martin', ' Leon', ' Tupac Shakur']",['Duane Martin'],
Abraham,"['Richard Harris', ' Barbara Hershey']",['Richard Harris'],"['Irish', 'English']"
Ace Ventura: Pet Detective,"['Jim Carrey', ' Courteney Cox', ' Sean Young', ' Tone Loc', ' Dan Marino']",['Jim Carrey'],"['FrenchCanadian', 'English', 'Scottish', 'Irish']"
Africa: The Serengeti,[''],[],
The Air Up There,['Kevin Bacon'],['Kevin Bacon'],"['English', 'German', 'Irish']"
Airheads,"['Brendan Fraser', ' Adam Sandler', ' Steve Buscemi']",['Brendan Fraser'],"['Irish', 'Scottish', 'German', 'Czech', 'FrenchCanadian', 'English']"
Aladdin: The Return of Jafar,[''],[],
Alien Nation: Dark Horizon,"['Gary Graham', ' Eric Pierpoint']",['Gary Graham'],
Amateur,"['Isabelle Huppert', ' Martin Donovan']",['Martin Donovan'],"['Irish', 'German']"
Andre,"['Keith Carradine', ' Tina Majorino']",['Keith Carradine'],
Angels in the Outfield,"['Danny Glover', ' Tony Danza', ' Christopher Lloyd', ' Joseph Gordon-Levitt', ' Brenda Fricker', ' Jay O. Sanders']",['Danny Glover'],['AfricanAmerican']
Angie,"['Geena Davis', ' Stephen Rea', ' James Gandolfini', ' Aida Turturro']",['Stephen Rea'],
Another Midnight Run,"['Christopher McDonald', ' Cathy Moriarty']",['Christopher McDonald'],['Irish']
Baby's Day Out,"['Joe Mantegna', ' Lara Flynn Boyle', ' Joe Pantoliano', ' Brian Haley']",['Joe Mantegna'],"['Italian', 'Sicilian']"
Bad Girls,"['Madeleine Stowe', ' Mary Stuart Masterson', ' Andie MacDowell', ' Drew Barrymore', ' Dermot Mulroney']",['Drew Barrymore'],"['Irish', 'German', 'Hungarian']"
Bar Girls,[''],[],
Barcelona,"['Taylor Nichols', ' Mira Sorvino']",[],
Beretta's Island,['Franco Columbu'],['Franco Columbu'],
Beverly Hills Cop III,"['Eddie Murphy', ' Judge Reinhold', ' Héctor Elizondo', ' Theresa Randle']",['Eddie Murphy'],['AfricanAmerican']
The Birds II: Land's End,"['Brad Johnson', ' Chelsea Field']",['Brad Johnson'],
Black Beauty,"['Alan Cumming', ' Sean Bean']",['Alan Cumming'],['Scottish']
Blank Check,"['Brian Bonsall', ' Karen Duffy', ' Miguel Ferrer', ' James Rebhorn', ' Tone Loc', ' Jayne Atkinson', ' Michael Lerner']",['Brian Bonsall'],
Blankman,"['Damon Wayans', ' David Alan Grier', ' Robin Givens']",['Damon Wayans'],['AfricanAmerican']
Blind Justice,"['Armand Assante', ' Elisabeth Shue']",['Armand Assante'],"['Italian50', 'Irish']"
Blink,"['Madeleine Stowe', ' Aidan Quinn', ' James Remar', ' Laurie Metcalf']",['Aidan Quinn'],['Irish']
Bloodfist V: Human Target,['Don Wilson'],['Don Wilson'],
Bloodlust: Subspecies III,[''],[],
Blown Away,"['Jeff Bridges', ' Tommy Lee Jones', ' Suzy Amis', ' Lloyd Bridges', ' Forest Whitaker']",['Jeff Bridges'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish', 'SwissGerman', 'German']"
Blue Chips,"['Nick Nolte', ' Mary McDonnell', "" Shaquille O'Neal"", ' Alfre Woodard', "" Ed O'Neill"", ' J. T. Walsh']",['Nick Nolte'],"['German', 'English', 'Scottish', 'Northern', 'Irish', 'ScotsIrish', 'SwissGerman']"
Blue Sky,"['Jessica Lange', ' Tommy Lee Jones']",['Tommy Lee Jones'],"['English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'Dutch']"
Brainscan,"['Edward Furlong', ' Frank Langella']",['Edward Furlong'],['Russian']
Breach of Conduct,['Peter Coyote'],['Peter Coyote'],"['Ashkenazi', 'Jewish', 'Sephardi', 'Jewish']"
Breathing Lessons,"['James Garner', ' Joanne Woodward']",['James Garner'],"['English', 'Irish', 'German', 'Welsh', 'SwissGerman']"
Bullets over Broadway,"['John Cusack', ' Jennifer Tilly', ' Dianne Wiest', ' Chazz Palminteri', ' Jim Broadbent', ' Rob Reiner', ' Mary-Louise Parker', ' Tracey Ullman', ' Joe Viterelli']",['John Cusack'],['Irish']
Cabin Boy,"['Chris Elliott', ' Andy Richter']",['Andy Richter'],"['French', 'Swedish', 'German', 'English', 'Welsh']"
Camp Nowhere,"['Jonathan Jackson', ' Christopher Lloyd', ' Melody Kay', ' Andrew Keegan', ' Marnette Patterson', ' Jessica Alba']",['Jonathan Jackson'],"['English', 'German', 'Swedish', 'Norwegian', 'Finnish', 'Danish', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'Dutch', 'French']"
Campground Massacre,"['Walter Cherry', '  Wesley Shane Winter', ' Jeremy Winter', ' Dustin J. Boes', ' Mathew Vaughan', ' Janie Dull']",['Walter Cherry'],
Cancer Wars,[''],[],
"Car 54, Where Are You?","['John C. McGinley', ' David Johansen', ' Fran Drescher', "" Rosie O'Donnell"", ' Nipsey Russell']",['John C. McGinley'],['Irish']
Chariots of Fur,[''],[],
The Chase,"['Charlie Sheen', ' Kristy Swanson']",[],
Chasers,"['Tom Berenger', ' William McNamara', ' Erika Eleniak', ' Gary Busey']",['Tom Berenger'],['Irish']
China Moon,"['Ed Harris', ' Madeleine Stowe', ' Benicio del Toro', ' Charles Dance']",['Ed Harris'],"['English', 'German', 'Scottish', 'Welsh']"
Cinderella,[''],[],
