0,1,Males,Ethnicity
Abe Lincoln in Illinois,"['Raymond Massey', ' Gene Lockhart', ' Ruth Gordon']",['Raymond Massey'],
Adventure in Diamonds,"['George Brent', ' Isa Miranda', ' John Loder']",['George Brent'],
Adventures of Red Ryder,"['Don ""Red"" Barry', ' Noah Beery', ' Tommy Cook']","['Don ""Red"" Barry']",
Alias the Deacon,"['Bob Burns', ' Mischa Auer', ' Peggy Moran']",['Bob Burns'],
"All This, and Heaven Too","['Bette Davis', ' Charles Boyer', ' Jeffrey Lynn']",['Charles Boyer'],['French']
Always a Bride,"['Rosemary Lane', ' George Reeves', ' John Eldredge']",['George Reeves'],
Am I Guilty?,"['Ralph Cooper', ' Sam McDaniel']",['Ralph Cooper'],
Americaner Shadchen,"['Leo Fuchs', ' Judith Abarbanel', ' Judel Dubinsky']",['Leo Fuchs'],
And One Was Beautiful,"['Robert Cummings', ' Laraine Day', ' Jean Muir']",['Robert Cummings'],"['German', 'English', 'Irish']"
Andy Hardy Meets Debutante,"['Lewis Stone', ' Mickey Rooney', ' Cecilia Parker']",['Lewis Stone'],
An Angel from Texas,"['Eddie Albert', ' Rosemary Lane', ' Wayne Morris', ' Jane Wyman', ' Ronald Reagan']",['Eddie Albert'],['German']
Angels Over Broadway,"['Douglas Fairbanks Jr.', ' Rita Hayworth', ' Thomas Mitchell']",['Douglas Fairbanks Jr.'],"['Ashkenazi', 'Jewish', 'English', 'Scottish']"
Anne of Windy Poplars,"['Anne Shirley', ' James Ellison', ' Henry Travers']",['James Ellison'],['English']
The Ape,"['Boris Karloff', ' Maris Wrixon']",['Boris Karloff'],"['English', 'Indian']"
Argentine Nights,"['Ritz Brothers', ' The Andrews Sisters', ' Constance Moore', ' George Reeves']",['The Andrews Sisters'],
"Arise, My Love","['Claudette Colbert', ' Ray Milland', "" Dennis O'Keefe""]",['Ray Milland'],['Welsh']
Arizona,"['Jean Arthur', ' William Holden', ' Warren William']",['William Holden'],"['English', 'Irish', 'French']"
Arizona Frontier,['Tex Ritter'],['Tex Ritter'],
Arizona Gang Busters,"['Tim McCoy', ' Pauline Haddon']",['Tim McCoy'],
Babies for Sale,"['Rochelle Hudson', ' Glenn Ford', ' Miles Mander']",['Glenn Ford'],"['English', 'Scottish', 'Irish', 'Dutch']"
Bad Man from Red Butte,"['Johnny Mack Brown', ' Bob Baker', ' Fuzzy Knight']",['Johnny Mack Brown'],
The Bank Dick,"['W. C. Fields', ' Cora Witherspoon', ' Una Merkel']",[],
Barnyard Follies,"['Mary Lee', ' Harry Cheshire', ' Rufe Davis', ' June Storey', ' Isabel Randolph']",['Harry Cheshire'],
Before I Hang,['Boris Karloff'],['Boris Karloff'],"['English', 'Indian']"
Behind the News,"['Lloyd Nolan', ' Doris Davenport', ' Frank Albertson']",['Lloyd Nolan'],
Beyond the Sacramento,"['Wild Bill Elliott', ' Evelyn Keyes', ' Dub Taylor']",['Wild Bill Elliott'],
Beyond Tomorrow,"['Jean Parker', ' Harry Carey', ' C. Aubrey Smith', ' Charles Winninger', ' Richard Carlson']",['Harry Carey'],
A Bill of Divorcement,"[""Maureen O'Hara"", ' Adolphe Menjou', ' Fay Bainter']",['Adolphe Menjou'],
Billy the Kid in Texas,"['Bob Steele', ' Terry Walker', ' Al St. John', ' Carleton Young']",['Bob Steele'],
Billy the Kid Outlawed,"['Bob Steele', ' Louise Currie', ' Al St. John', ' Carleton Young']",['Bob Steele'],
Billy the Kid's Gun Justice,"['Bob Steele', ' Al St. John', ' Louise Currie', ' Carleton Young']",['Bob Steele'],
The Biscuit Eater,"['Billy Lee', ' Cordell Hickman', ' Richard Lane']",['Billy Lee'],
Bitter Sweet,"['Jeanette MacDonald', ' Nelson Eddy', ' George Sanders']",['Nelson Eddy'],
Black Diamonds,"['Richard Arlen', ' Andy Devine', ' Kathryn Adams Doty']",['Richard Arlen'],
Black Friday,"['Boris Karloff', ' Bela Lugosi', ' Stanley Ridges']",['Boris Karloff'],"['English', 'Indian']"
Blazing Six Shooters,"['Charles Starrett', ' Iris Meredith', ' Dick Curtis']",['Charles Starrett'],
Blondie Has Servant Trouble,"['Penny Singleton', ' Arthur Lake']",['Arthur Lake'],
Blondie on a Budget,"['Penny Singleton', ' Arthur Lake']",['Arthur Lake'],
Blondie Plays Cupid,"['Penny Singleton', ' Arthur Lake']",['Arthur Lake'],
The Blue Bird,"['Shirley Temple', ' Spring Byington', ' Nigel Bruce']",['Nigel Bruce'],
Boom Town,"['Clark Gable', ' Spencer Tracy', ' Claudette Colbert']",['Clark Gable'],"['German', 'Irish', 'SwissGerman', 'Belgian']"
The Border Legion,"['Roy Rogers', ' George ""Gabby"" Hayes']",['Roy Rogers'],
Boss of Bullion City,"['Johnny Mack Brown', ' Maria Montez', "" Nell O'Day""]",['Johnny Mack Brown'],
Bowery Boy,"[""Dennis O'Keefe"", ' Louise Campbell', ' Jimmy Lydon', ' Helen Vinson']",['Jimmy Lydon'],
