0,1,Males,Ethnicity
 13 Moons,"['Jennifer Beals', ' Elizabeth Bracco', ' Steve Buscemi']",['Steve Buscemi'],"['Irish', 'English', 'Dutch']"
25th Hour,"['Edward Norton', ' Philip Seymour Hoffman', ' Barry Pepper', ' Rosario Dawson', ' Anna Paquin', ' Brian Cox']",['Edward Norton'],"['English', 'German', 'ScotsIrishNorthern', 'Irish', 'SwissGerman']"
40 Days and 40 Nights,"['Josh Hartnett', ' Shannyn Sossamon', ' Paulo Costanzo']",['Josh Hartnett'],"['Swedish25', 'Irish25', 'German1875', 'Norwegian']"
8 Mile,"['Eminem', ' Kim Basinger', ' Brittany Murphy', ' Mekhi Phifer', ' Eugene Byrd', ' Omar Benson Miller']",['Mekhi Phifer'],['AfricanAmerican']
 Abandon,"['Katie Holmes', ' Benjamin Bratt', ' Zooey Deschanel']",['Benjamin Bratt'],"['English', 'Sudeten', 'German', 'Indigenous', 'Peruvian', 'Quechua']"
About a Boy,"['Hugh Grant', ' Nicholas Hoult', ' Toni Collette']",['Hugh Grant'],"['Scottish', 'English', 'Irish', 'Welsh', 'Cornish', 'Dutch', 'AfrikanerFrenchBelgian', 'Walloon']"
About Schmidt,"['Jack Nicholson', ' Kathy Bates', ' Hope Davis', ' Len Cariou', ' Dermot Mulroney', ' June Squibb']",['Jack Nicholson'],"['Irish', 'Scottish', 'English', 'Pennsylvania', 'DutchGerman', 'Welshbiological', 'Italian', 'Latvian', 'Ashkenazi', 'Jewish', 'Baltic', 'German']"
Adaptation.,"['Nicolas Cage', ' Meryl Streep', ' Chris Cooper']",['Nicolas Cage'],"['Italian25', 'Polish1875', 'German625', 'British', 'Isles', 'English', 'Scottish']"
The Adventures of Pluto Nash,"['Eddie Murphy', ' Randy Quaid', ' Rosario Dawson', ' Joe Pantoliano', ' Peter Boyle', ' Pam Grier', ' James Rebhorn', ' Jay Mohr', ' Burt Young', ' John Cleese']",['Eddie Murphy'],['AfricanAmerican']
All About the Benjamins,"['Ice Cube', ' Mike Epps', ' Eva Mendes']",['Mike Epps'],['AfricanAmerican']
Analyze That,"['Robert De Niro', ' Billy Crystal', ' Lisa Kudrow']",['Robert De Niro'],"['Italian', 'Irish', 'German', 'Dutch', 'English', 'French', 'Huguenot', 'Scottish', 'ScotsIrishNorthern', 'Irish']"
Antwone Fisher,"['Derek Luke', ' Joy Bryant', ' Denzel Washington', ' Malcolm David Kelley']",['Derek Luke'],['AfricanAmerican']
Austin Powers in Goldmember,"['Mike Myers', ' Beyoncé Knowles', ' Michael Caine']",['Mike Myers'],"['English', 'Welsh']"
Auto Focus,"['Greg Kinnear', ' Willem Dafoe', ' Maria Bello', ' Rita Wilson']",['Greg Kinnear'],"['English', 'German', 'Scottish', 'Irish', 'ScotsIrishNorthern', 'Irish']"
Avenging Angelo,"['Sylvester Stallone', ' Madeleine Stowe', ' Anthony Quinn']",['Sylvester Stallone'],"['Italian25', 'French', 'Breton25', 'German', 'Ashkenazi', 'Jewish']"
Back by Midnight,"['Rodney Dangerfield', ' Phil LaMarr', ' Randy Quaid']",['Rodney Dangerfield'],"['Ashkenazi', 'Jewish']"
 Bad Company,"['Anthony Hopkins', ' Chris Rock']",['Anthony Hopkins'],"['Welsh', 'English']"
Ballistic: Ecks vs. Sever,"['Antonio Banderas', ' Lucy Liu', ' Gregg Henry', ' Ray Park', ' Talisa Soto']",['Antonio Banderas'],['Spanish']
The Banger Sisters,"['Goldie Hawn', ' Susan Sarandon', ' Geoffrey Rush']",['Geoffrey Rush'],"['Irish', 'Scottish', 'German']"
Barbershop,"['Ice Cube', ' Cedric the Entertainer']",['Cedric the Entertainer'],['AfricanAmerican']
Below,"['Bruce Greenwood', ' Olivia Williams', ' Matthew Davis']",['Bruce Greenwood'],"['Scottish', 'English', 'Cornish', 'Irish']"
Better Luck Tomorrow,"['Parry Shen', ' Jason Tobin', ' Sung Kang']",['Parry Shen'],['Chinese']
Big Fat Liar,"['Frankie Muniz', ' Paul Giamatti', ' Amanda Bynes']",['Paul Giamatti'],"['Italian', 'German', 'English', 'Dutch', 'Irish', 'Scottish', 'French']"
Big Trouble,"['Tim Allen', ' Rene Russo', ' Stanley Tucci', ' Dennis Farina', ' Jason Lee', ' Tom Sizemore', ' Omar Epps', ' Zooey Deschanel', ' Ben Foster', ' Sofía Vergara']",['Tim Allen'],"['German', 'English', 'Irish', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'Welsh']"
Biggie & Tupac,['deaths of Biggie Smalls and Tupac Shakur'],[],
Birthday Girl,"['Nicole Kidman', ' Ben Chaplin', ' Vincent Cassel']",['Ben Chaplin'],['English']
Blade II,"['Wesley Snipes', ' Kris Kristofferson', ' Ron Perlman']",['Wesley Snipes'],['AfricanAmerican']
Blood Work,"['Clint Eastwood', ' Jeff Daniels', ' Anjelica Huston', ' Wanda De Jesus']",['Clint Eastwood'],"['English', 'Scottish', 'Irish', 'German', 'Dutch', 'Welsh']"
Blue Crush,"['Kate Bosworth', ' Michelle Rodriguez', ' Matthew Davis']",['Matthew Davis'],"['English', 'Scottish', 'Irish', 'German', 'Welsh', 'Dutch']"
Book of Love,"['Eric K. George', ' Treach', ' Richard T. Jones']",['Eric K. George'],
The Bourne Identity,"['Matt Damon', ' Franka Potente', ' Chris Cooper', ' Clive Owen', ' Brian Cox', ' Julia Stiles']",['Matt Damon'],"['Scottish', 'Welsh', 'Finnish', 'Swedish', 'Norwegian']"
Bowling for Columbine,['the Columbine High School massacre'],['the Columbine High School massacre'],
Brown Sugar,"['Taye Diggs', ' Sanaa Lathan', ' Mos Def']",['Taye Diggs'],['AfricanAmerican']
Bubba Ho-tep,"['Bruce Campbell', ' Ossie Davis', ' Ella Joyce']",['Bruce Campbell'],"['Scottish', 'English']"
The Burial Society,"['Rob LaBelle', ' Jan Rubeš', ' Allan Rich']",['Rob LaBelle'],
Buying the Cow,"[""Jerry O'Connell"", ' Bridgette Wilson', ' Alyssa Milano']",[],
 Cabin Fever,"['Rider Strong', ' Jordan Ladd', ' James DeBello']",['Rider Strong'],"['English', 'Irish']"
Carrie,"['Angela Bettis', ' Patricia Clarkson', ' Rena Sofer']",[],
Catch Me If You Can,"['Leonardo DiCaprio', ' Tom Hanks', ' Christopher Walken', ' Amy Adams', ' Martin Sheen', ' Nathalie Baye', ' James Brolin']",['Leonardo DiCaprio'],"['German', 'German', 'Russian']"
Chance,"['Amber Benson', ' James Marsters', ' Christine Estabrook', ' Andy Hallett']",['James Marsters'],"['English', 'Irish', 'German', 'French', 'Scottish']"
Changing Lanes,"['Ben Affleck', ' Samuel L. Jackson', ' Toni Collette']",['Ben Affleck'],"['English', 'Irish', 'German', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'French', 'SwissGerman', 'Swedish', 'Welsh']"
Chat Room,"['Brian Hooks', ' Christopher Richards']",['Brian Hooks'],
Chelsea Walls,"['Kris Kristofferson', ' Uma Thurman']",[],
Chicago,"['Renée Zellweger', ' Catherine Zeta-Jones', ' Richard Gere', ' Queen Latifah', ' John C. Reilly', ' Taye Diggs']",['Richard Gere'],"['English', 'ScotsIrishNorthern', 'Irish', 'Welsh', 'Dutch', 'Scottish', 'German', 'French']"
"Ciao America
","['Eddie Malavarca', ' Maurizio Nichetti', ' Violante Placido', ' Giancarlo Giannini', ' Paul Sorvino']",['Eddie Malavarca'],
City by the Sea,"['Robert De Niro', ' James Franco', ' Eliza Dushku', ' Frances McDormand']",['Robert De Niro'],"['Italian', 'Irish', 'German', 'Dutch', 'English', 'French', 'Huguenot', 'Scottish', 'ScotsIrishNorthern', 'Irish']"
City of Ghosts,"['Matt Dillon', ' James Caan', ' Natascha McElhone']",['Matt Dillon'],"['Irish125', 'German', 'Scottish', 'Irish']"
Civil Brand,"['LisaRaye McCoy', ' Lark Voorhies', ' Mos Def']",['Mos Def'],['AfricanAmerican']
Clockstoppers,"['Jesse Bradford', ' Paula Garcés', ' French Stewart', ' Michael Biehn', ' Robin Thomas']",['Jesse Bradford'],"['English', 'German']"
The Cockettes,['the career of The Cockettes'],['the career of The Cockettes'],
Collateral Damage,"['Arnold Schwarzenegger', ' Elias Koteas', ' Francesca Neri', ' Cliff Curtis', ' John Leguizamo', ' John Turturro']",['Arnold Schwarzenegger'],['Austrian']
The Crocodile Hunter: Collision Course,"['Steve Irwin', ' Terri Irwin', ' Neil Fanning']",['Steve Irwin'],
Comedian,['the stand-up comedy of Jerry Seinfeld'],['the stand-up comedy of Jerry Seinfeld'],
Confessions of a Dangerous Mind,"['Sam Rockwell', ' Drew Barrymore', ' George Clooney', ' Julia Roberts']",['Sam Rockwell'],"['German', 'Irish', 'English', 'Dutch']"
The Count of Monte Cristo,"['James Caviezel', ' Guy Pearce', ' Dagmara Domińczyk', ' Richard Harris']",['James Caviezel'],"['Slovak', 'Irish']"
The Country Bears,"['Don Henley', ' Haley Joel Osment', ' Diedrich Bader', ' Christopher Walken']",['Don Henley'],"['English', 'Scottish', 'Irish', 'German']"
Crazy as Hell,"['Eriq La Salle', ' Michael Beach', ' Ronny Cox', ' Tia Texada']",['Eriq La Salle'],
Crossroads,"['Britney Spears', ' Anson Mount', ' Zoe Saldana', ' Taryn Manning', ' Kim Cattrall', ' Dan Aykroyd']",['Anson Mount'],
Cypher,"['Jeremy Northam', ' Lucy Liu', ' Nigel Bennett']",['Jeremy Northam'],['English']
 The Dancer Upstairs,"['Javier Bardem', ' Juan Diego Botto', ' Laura Morante']",['Javier Bardem'],"['Spanish', 'Castilian', 'Leónese', 'Basque', 'Catalan', 'British', 'Isles', 'Irish', 'English']"
The Dangerous Lives of Altar Boys,"['Emile Hirsch', ' Kieran Culkin', ' Jena Malone']",['Emile Hirsch'],"['Ashkenazi', 'Jewish', 'English', 'ScotsIrishNorthern', 'Irish', 'German', 'French']"
Darkness,"['Anna Paquin', ' Lena Olin', ' Iain Glen']",['Iain Glen'],['Scottish']
Daughter from Da Nang,['the life of a child from Operation Babylift'],['the life of a child from Operation Babylift'],
Death to Smoochy,"['Robin Williams', ' Edward Norton', ' Danny DeVito', ' Catherine Keener', ' Jon Stewart']",['Edward Norton'],"['English', 'German', 'ScotsIrishNorthern', 'Irish', 'SwissGerman']"
Demon Island,"['Nicholas Brendon', ' Jaime Pressly', ' Eugene Byrd']",['Nicholas Brendon'],"['German', 'French', 'English']"
Deuces Wild,"['Stephen Dorff', ' Brad Renfro', ' Fairuza Balk']",['Stephen Dorff'],"['Jewish', 'Italian', 'Polish']"
Die Another Day,"['Pierce Brosnan', ' Halle Berry', ' Toby Stephens']",['Pierce Brosnan'],['Irish']
Divine Secrets of the Ya-Ya Sisterhood,"['Ellen Burstyn', ' Sandra Bullock', ' James Garner', ' Ashley Judd', ' Maggie Smith']",['James Garner'],"['English', 'Irish', 'German', 'Welsh', 'SwissGerman']"
Dragonfly,"['Kevin Costner', ' Joe Morton', ' Ron Rifkin', ' Linda Hunt', ' Kathy Bates']",['Kevin Costner'],"['English', 'German', 'SwissGerman', 'Scottish', 'Welsh', 'Irish', 'ScotsIrishNorthern', 'Irish']"
Drumline,"['Nick Cannon', ' Zoe Saldana', ' Orlando Jones']",['Nick Cannon'],['AfricanAmerican']
Easy Listening,"['David Ian', ' Traci Crouch', ' Timothy Crow']",['David Ian'],
Eight Crazy Nights,"['Adam Sandler', ' Allen Covert', ' Jack Giarraputo']",['Adam Sandler'],"['Ashkenazi', 'Jewish']"
Eight Legged Freaks,"['David Arquette', ' Kari Wührer', ' Scarlett Johansson']",['David Arquette'],"['English', 'FrenchCanadian', 'SwissGerman', 'German', 'Scottish', 'Irish', 'Welsh', 'Ashkenazi', 'Jewish']"
The Emperor's Club,"['Kevin Kline', ' Emile Hirsch', ' Embeth Davidtz', ' Rob Morrow', ' Harris Yulin', ' Jesse Eisenberg']",['Kevin Kline'],"['Jewish', 'Irish']"
Empire,"['John Leguizamo', ' Peter Sarsgaard', ' Denise Richards', ' Delilah Cotto']",['John Leguizamo'],"['Colombian', 'Spanish', 'Indigenous', 'Basque']"
Enough,"['Jennifer Lopez', ' Billy Campbell', ' Juliette Lewis', ' Noah Wyle']",['Billy Campbell'],
Equilibrium,"['Christian Bale', ' Taye Diggs', ' Emily Watson', ' Angus Macfadyen', ' Sean Bean', ' William Fichtner']",['Christian Bale'],"['English', 'Channel', 'Islander', 'Guernsey', 'German']"
Evelyn,"['Sophie Vavasseur', ' Pierce Brosnan', ' Aidan Quinn']",['Pierce Brosnan'],['Irish']
 Far from Heaven,"['Julianne Moore', ' Dennis Quaid', ' Dennis Haysbert']",['Dennis Quaid'],"['English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'Irish', 'German']"
FeardotCom,"['Stephen Dorff', ' Natascha McElhone', ' Stephen Rea']",['Stephen Dorff'],"['Jewish', 'Italian', 'Polish']"
The First $20 Million Is Always the Hardest,"['Adam Garcia', ' Rosario Dawson', ' Jake Busey']",['Adam Garcia'],['Scottish']
Frida,"['Salma Hayek', ' Alfred Molina', ' Geoffrey Rush']",['Alfred Molina'],['Italian']
Friday After Next,"['Ice Cube', ' Mike Epps', ' John Witherspoon']",['Mike Epps'],['AfricanAmerican']
