0,1,Males,Ethnicity
 10 MPH,"[""Josh Caldwell's trip across the United States on his Segway HT""]",[],
The 11th Hour,['The state of the natural environment. Narrated by Leonardo DiCaprio.'],['The state of the natural environment. Narrated by Leonardo DiCaprio.'],
1408,"['John Cusack', ' Samuel L. Jackson']",['John Cusack'],['Irish']
3:10 to Yuma,"['Russell Crowe', ' Christian Bale']",['Russell Crowe'],"['Welsh', 'English', 'Scottish', 'Irish', 'Māori', 'Norwegian', 'Swedish', 'German', 'Italian']"
30 Days of Night,"['Josh Hartnett', ' Ben Foster', ' Melissa George']",['Josh Hartnett'],"['Swedish25', 'Irish25', 'German1875', 'Norwegian']"
300,"['Gerard Butler', ' Lena Headey', ' David Wenham']",['Gerard Butler'],"['Irish', 'Scottish']"
 Across the Universe,"['Jim Sturgess', ' Evan Rachel Wood', ' Joe Anderson']",['Jim Sturgess'],['English']
Adrift in Manhattan,"['Heather Graham', ' Victor Rasuk', ' Dominic Chianese', ' William Baldwin']",['Victor Rasuk'],"['Dominican', 'Republic']"
Adventures of Johnny Tao,"['Matthew Twining', ' Chris Yen', ' Matt Mullins', ' Kelly Perine', ' James Hong', ' Jason London']",['Matthew Twining'],
Afghan Knights,"['Steve Bacic', ' Michael Madsen', ' Colin Lawrence', ' Steven Cree Molison', ' Chris Kramer', ' Pete Antico']",['Steve Bacic'],[]
After Sex,"['Jane Seymour', ' Natalie Marston', ' Zoe Saldana', ' Mila Kunis', ' John Witherspoon']",['John Witherspoon'],
Alibi,"['Lisa Crosato', ' Marie Zielcke', ' Joe Estevez', ' Tim Colceri', ' Peter Franzén', ' Gem Silver']",['Joe Estevez'],
Alice Upside Down,"['Alyson Stoner', ' Lucas Grabeel', ' Luke Perry', ' Penny Marshall', ' Ashley Drane', ' Parker McKenna Posey']",['Lucas Grabeel'],"['English', 'German', 'Scottish', 'FrenchCanadian', 'Spanish']"
Aliens vs. Predator: Requiem,"['Steven Pasquale', ' Reiko Aylesworth', ' John Ortiz', ' Johnny Lewis', ' Ariel Gade']",['Steven Pasquale'],"['German', 'Irish']"
All the Days Before Tomorrow,"['Joey Kern', ' Alexandra Holden', ' Richard Roundtree', ' Yutaka Takeuchi', ' Luis Chávez']",['Richard Roundtree'],['AfricanAmerican']
Alvin and the Chipmunks,"['Jason Lee', ' Ross Bagdasarian Jr.', ' Janice Karman', ' David Cross', ' Justin Long', ' Matthew Gray Gubler', ' Jesse McCartney']",['Jason Lee'],"['English', 'German', 'SwissGerman', 'Scottish', 'ScotsIrishNorthern', 'Irish']"
An American Crime,"['Ellen Page', ' Catherine Keener']",[],
American Gangster,"['Denzel Washington', ' Russell Crowe']",['Denzel Washington'],['AfricanAmerican']
American Pastime,"['Gary Cole', ' Aaron Yoo']",['Gary Cole'],"['English', 'German', 'FrenchCanadian']"
Americanizing Shelley,"['Beau Bridges', ' Namrata Singh Gujral']",['Beau Bridges'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish', 'SwissGerman', 'German']"
Anamorph,"['Willem Dafoe', ' Scott Speedman']",['Willem Dafoe'],"['German', 'English', 'Irish', 'Northern', 'Irish', 'Scottish', 'SwissFrench', 'French']"
Aqua Teen Hunger Force Colon Movie Film for Theaters,"['Dana Snyder', ' Carey Means']",[],
Arctic Tale,['The life cycle of a walrus and a polar bear. Narrated by Queen Latifah.'],['The life cycle of a walrus and a polar bear. Narrated by Queen Latifah.'],
Are We Done Yet?,"['Ice Cube', ' Nia Long', ' John C. McGinley', ' Aleisha Allen']",['John C. McGinley'],['Irish']
