0,1,Males,Ethnicity
13 Hours by Air,"['Fred MacMurray', ' Joan Bennett', ' Brian Donlevy']",['Fred MacMurray'],['German']
15 Maiden Lane,"['Claire Trevor', ' Cesar Romero', ' Lloyd Nolan']",['Cesar Romero'],"['Cuban', 'Venezuelan', 'Spanish']"
36 Hours to Kill,"['Brian Donlevy', ' Gloria Stuart', ' Warren Hymer']",['Brian Donlevy'],"['Northern', 'Irish']"
Absolute Quiet,"['Lionel Atwill', ' Raymond Walburn', ' Irene Hervey']",['Lionel Atwill'],
The Accusing Finger,"['Paul Kelly', ' Kent Taylor', ' Marsha Hunt']",['Paul Kelly'],
Aces and Eights,"['Tim McCoy', ' Luana Walters', ' Rex Lease']",['Tim McCoy'],
Aces Wild,"['Harry Carey', ' Gertrude Messinger']",['Harry Carey'],
Adventure in Manhattan,"['Jean Arthur', ' Joel McCrea', ' Reginald Owen']",['Joel McCrea'],
After the Thin Man,"['William Powell', ' Myrna Loy', ' James Stewart']",['William Powell'],
Alibi for Murder,"['William Gargan', ' Marguerite Churchill']",['William Gargan'],
All American Chump,"['Stuart Erwin', ' Betty Furness', ' Edmund Gwenn']",['Stuart Erwin'],
Along Came Love,"['Irene Hervey', ' H. B. Warner', ' Charles Starrett']",['Charles Starrett'],
Ambush Valley,"['Bob Custer', ' Victoria Vinton']",['Bob Custer'],
And So They Were Married,"['Mary Astor', ' Melvyn Douglas', ' Edith Fellows']",['Melvyn Douglas'],"['Jewish', 'English', 'Scottish']"
And Sudden Death,"['Randolph Scott', ' Frances Drake']",['Randolph Scott'],
Anthony Adverse,"['Fredric March', ' Olivia de Havilland', ' Donald Woods', ' Anita Louise', ' Edmund Gwenn', ' Claude Rains', ' Louis Hayward', ' Gale Sondergaard (Academy Award for Best Supporting Actress)']",['Fredric March'],"['English', 'Scottish', 'Dutch', 'German', 'Belgian', 'Flemish', 'Norwegian']"
Anything Goes,"['Bing Crosby', ' Ethel Merman', ' Ida Lupino']",['Bing Crosby'],"['English', 'Irish']"
Arizona Mahoney,"['Joe Cook', ' Robert Cummings', ' June Martel']",['Joe Cook'],
The Arizona Raiders,"['Buster Crabbe', ' Raymond Hatton', ' Marsha Hunt']",['Buster Crabbe'],
August Weekend,"['Valerie Hobson', ' Paul Harvey']",['Paul Harvey'],
Avenging Waters,"['Ken Maynard', ' Beth Marion', ' Ward Bond']",['Ken Maynard'],
Back to Nature,"['Jed Prouty', ' Shirley Deane', ' Dixie Dunbar']",['Jed Prouty'],
Banjo on My Knee,"['Barbara Stanwyck', ' Joel McCrea', ' Walter Brennan']",['Joel McCrea'],
Below the Deadline,"['Cecilia Parker', ' Russell Hopton', ' Theodore von Eltz']",['Russell Hopton'],
Beloved Enemy,"['Merle Oberon', ' Brian Aherne', ' David Niven']",['Brian Aherne'],
Bengal Tiger,"['Barton MacLane', ' June Travis']",['Barton MacLane'],
Beware of Ladies,"['Donald Cook', ' Judith Allen']",['Donald Cook'],
Beyond the Caribbean,"['André Roosevelt', ' Carol Jeffries']",['André Roosevelt'],
The Big Broadcast of 1937,"['Jack Benny', ' George Burns', ' Gracie Allen']",['Jack Benny'],"['Ashkenazi', 'Jewish']"
Big Brown Eyes,"['Cary Grant', ' Joan Bennett', ' Walter Pidgeon']",['Walter Pidgeon'],
The Big Game,"['James Gleason', ' Bruce Cabot', ' June Travis']",['James Gleason'],
The Big Noise,"['Guy Kibbee', ' Warren Hull', ' Alma Lloyd']",['Guy Kibbee'],
The Big Show,"['Gene Autry', ' Sons of the Pioneers']",['Gene Autry'],
Black Gold,"['Frankie Darro', ' Gloria Shea']",[],
Blackmailer,"['William Gargan', ' Florence Rice', ' H. B. Warner']",['William Gargan'],
The Bohemian Girl,"['Stan Laurel', ' Oliver Hardy', ' Thelma Todd']",['Stan Laurel'],['English']
The Bold Caballero,"['Robert Livingston', ' Heather Angel', ' Sig Ruman']",['Robert Livingston'],
Border Caballero,"['Tim McCoy', ' Lois January']",['Tim McCoy'],
Border Flight,"['Frances Farmer', ' John Howard', ' Grant Withers']",['John Howard'],"['English', 'Scottish', 'Irish', 'Northern', 'Irish']"
The Border Patrolman,"[""George O'Brien"", ' Polly Ann Young', ' Mary Doran']",[],
Born to Dance,"['Eleanor Powell', ' James Stewart', ' Virginia Bruce']",['James Stewart'],"['ScotsIrishNorthern', 'Irish', 'Scottish', 'Irish', 'English']"
Born to Fight,"['Frankie Darro', ' Jack La Rue', ' Sheila Bromley']",['Jack La Rue'],
The Boss Rider of Gun Creek,"['Buck Jones', ' Muriel Evans']",['Buck Jones'],
Boulder Dam,"['Ross Alexander', ' Patricia Ellis', ' Lyle Talbot']",['Ross Alexander'],
The Bride Walks Out,"['Barbara Stanwyck', ' Gene Raymond', ' Hattie McDaniel']",['Gene Raymond'],
Brides Are Like That,"['Ross Alexander', ' Anita Louise']",['Ross Alexander'],
