0,1,Males,Ethnicity
-30-,"['Jack Webb', ' William Conrad']",['Jack Webb'],
4D Man,"['Robert Lansing', ' Lee Meriwether']",['Robert Lansing'],
The 30 Foot Bride of Candy Rock,"['Lou Costello', ' Dorothy Provine']",[],
Alaska Passage,"['Lyn Thomas', ' Bill Williams']",['Bill Williams'],
Al Capone,"['Rod Steiger', ' Nehemiah Persoff', ' James Gregory', ' Fay Spain']",['Rod Steiger'],"['German', 'AustrianMoravian']"
Alias Jesse James,"['Bob Hope', ' Rhonda Fleming']",['Bob Hope'],"['English', 'Welsh']"
The Alligator People,"['Beverly Garland', ' Bruce Bennett']",['Bruce Bennett'],
Anatomy of a Murder,"['James Stewart', ' Lee Remick', ' George C. Scott', ' Ben Gazzara', "" Arthur O'Connell"", ' Eve Arden', ' Joseph N. Welch', ' Kathryn Grant']",['James Stewart'],"['ScotsIrishNorthern', 'Irish', 'Scottish', 'Irish', 'English']"
The Angry Hills,"['Robert Mitchum', ' Stanley Baker', ' Gia Scala']",['Robert Mitchum'],"['Welsh', 'Norwegian']"
The Angry Red Planet,"['Gerald Mohr', ' Naura Hayden']",['Gerald Mohr'],
Arson for Hire,"['Steve Brodie', ' Lyn Osborn']",['Steve Brodie'],
The Atomic Submarine,"['Arthur Franz', ' Dick Foran']",['Arthur Franz'],
Ask Any Girl,"['David Niven', ' Shirley MacLaine', ' Gig Young', ' Rod Taylor']",['David Niven'],"['English', 'Scottish', 'French']"
Attack of the Giant Leeches,"['Ken Clarke', ' Yvette Vickers']",['Ken Clarke'],
The Bat,"['Vincent Price', ' Agnes Moorehead', ' Darla Hood']",['Vincent Price'],"['English', 'German', 'French', 'Dutch']"
Battle Flame,"['Scott Brady', ' Elaine Edwards']",['Scott Brady'],
Battle of the Coral Sea,"['Cliff Robertson', ' Gia Scala']",['Cliff Robertson'],"['English', 'German']"
Beast from Haunted Cave,"['Michael Forest', ' Frank Wolff']",['Michael Forest'],
The Beat Generation,"['Mamie Van Doren', ' Ray Danton', ' Fay Spain']",['Ray Danton'],
"Behemoth, the Sea Monster","['Gene Evans', ' André Morell']",['Gene Evans'],
Beloved Infidel,"['Gregory Peck', ' Deborah Kerr']",['Gregory Peck'],"['Irish', 'English', 'German', 'Welsh']"
Ben-Hur,"['Charlton Heston', ' Stephen Boyd', ' Jack Hawkins', ' Martha Scott', ' Hugh Griffith', "" Cathy O'Donnell"", ' Sam Jaffe']",['Charlton Heston'],"['English', 'Scottish', 'Cornish', 'German']"
The Best of Everything,"['Diane Baker', ' Stephen Boyd', ' Hope Lange', ' Louis Jourdan', ' Suzy Parker', ' Joan Crawford']",['Stephen Boyd'],
The Big Circus,"['Victor Mature', ' Red Buttons', ' Rhonda Fleming', ' David Nelson', ' Kathryn Grant']",['Victor Mature'],"['SwissGerman', 'German']"
The Big Fisherman,"['Howard Keel', ' Susan Kohner', ' John Saxon']",['Howard Keel'],
The Big Operator,"['Mickey Rooney', ' Steve Cochran', ' Mamie Van Doren']",['Steve Cochran'],
The Black Orchid,"['Sophia Loren', ' Anthony Quinn']",['Anthony Quinn'],"['Irish75', 'Mexican', 'Spanish', 'Indigenous']"
Blood and Steel,"['John Lupton', ' Ziva Rodann']",['John Lupton'],
The Blue Angel,"['May Britt', ' Curt Jurgens']",['Curt Jurgens'],
Blue Denim,"['Carol Lynley', ' Macdonald Carey', ' Brandon deWilde']",['Macdonald Carey'],
Bonanza Bunny,['Bugs Bunny'],[],
Born to Be Loved,"['Carol Morris', ' Dick Kallman']",['Dick Kallman'],
A Bucket of Blood,"['Dick Miller', ' Ed Nelson']",['Dick Miller'],"['Ashkenazi', 'Jewish']"
But Not for Me,"['Clark Gable', ' Carroll Baker', ' Lilli Palmer', ' Lee J. Cobb']",['Clark Gable'],"['German', 'Irish', 'SwissGerman', 'Belgian']"
Career,"['Dean Martin', ' Tony Franciosa', ' Carolyn Jones', ' Shirley MacLaine']",['Dean Martin'],"['Italian', 'Sicilian']"
Cast a Long Shadow,"['Audie Murphy', ' Terry Moore']",[],
City of Fear,"['Vince Edwards', ' Lyle Talbot']",['Vince Edwards'],
Compulsion,"['Bradford Dillman', ' Dean Stockwell', ' Diane Varsi', ' Orson Welles']",['Bradford Dillman'],"['English', 'German']"
The Cosmic Man,"['John Carradine', ' Bruce Bennett']",['John Carradine'],
Count Your Blessings,"['Deborah Kerr', ' Rossano Brazzi']",['Rossano Brazzi'],
Counterplot,"['Forrest Tucker', ' Allison Hayes']",['Forrest Tucker'],
Crime and Punishment U.S.A.,"['George Hamilton', ' Mary Murphy', ' Marian Seldes']",['George Hamilton'],
The Crimson Kimono,"['Victoria Shaw', ' Glenn Corbett', ' James Shigeta']",['Glenn Corbett'],
Cry Tough,"['John Saxon', ' Linda Cristal']",['John Saxon'],['Italian']
Cuban Rebel Girls,"['Errol Flynn', ' Beverly Aadland']",['Errol Flynn'],"['Irish', 'Scottish', 'English']"
Curse of the Undead,"['Eric Fleming', ' Kathleen Crowley']",['Eric Fleming'],
Darby O'Gill and the Little People,"['Albert Sharpe', ' Janet Munro', ' Sean Connery']",['Albert Sharpe'],
Date with Death,"['Gerald Mohr', ' Liz Renay']",['Gerald Mohr'],
Day of the Outlaw,"['Robert Ryan', ' Burl Ives', ' Tina Louise']",['Robert Ryan'],
Desert Desperadoes,"['Ruth Roman', ' Akim Tamiroff']",['Akim Tamiroff'],
The Devil's Disciple,"['Burt Lancaster', ' Kirk Douglas', ' Laurence Olivier']",['Burt Lancaster'],"['Northern', 'Irish', 'ScotsIrish']"
The Diary of Anne Frank,"['Joseph Schildkraut', ' Ed Wynn', ' Shelley Winters', ' Millie Perkins', ' Richard Beymer', ' Diane Baker']",['Joseph Schildkraut'],"['Ashkenazi', 'Jewish']"
A Dog of Flanders,"['David Ladd', ' Donald Crisp']",['David Ladd'],
A Dog's Best Friend,"['Bill Williams', ' Marcia Henderson']",['Bill Williams'],
Don't Give Up the Ship,"['Jerry Lewis', ' Dina Merrill', ' Gale Gordon']",['Jerry Lewis'],"['Ashkenazi', 'Jewish']"
Donald in Mathmagic Land,['Clarence Nash'],['Clarence Nash'],
Edge of Eternity,"['Cornel Wilde', ' Victoria Shaw']",['Cornel Wilde'],"['Ashkenazi', 'Jewish']"
Escort West,"['Victor Mature', ' Elaine Stewart']",['Victor Mature'],"['SwissGerman', 'German']"
The FBI Story,"['James Stewart', ' Vera Miles']",['James Stewart'],"['ScotsIrishNorthern', 'Irish', 'Scottish', 'Irish', 'English']"
Face of a Fugitive,"['Fred MacMurray', ' Myrna Fahey', ' James Coburn']",['Fred MacMurray'],['German']
Face of Fire,"[' Cameron Mitchell', ' Bettye Ackerman']",['Cameron Mitchell'],
First Man into Space,"['Marshall Thompson', ' Marla Landi']",['Marshall Thompson'],
Five Gates to Hell,"['Patricia Owens', ' Dolores Michaels']",[],
The Five Pennies,"['Danny Kaye', ' Louis Armstrong']",['Danny Kaye'],"['Ashkenazi', 'Jewish']"
The Flying Fontaines,"['Michael Callan', ' Joan Evans']",['Michael Callan'],
For the First Time,"['Mario Lanza', ' Johanna von Koczian', ' Zsa Zsa Gabor']",['Mario Lanza'],['Italian']
Forbidden Island,['Jon Hall'],['Jon Hall'],
The Four Skulls of Jonathan Drake,"['Eduard Franz', ' Valerie French']",['Eduard Franz'],
Frontier Rangers,"['Keith Larsen', ' Buddy Ebsen']",['Keith Larsen'],
The Fugitive Kind,"['Marlon Brando', ' Joanne Woodward', ' Anna Magnani']",['Marlon Brando'],"['English', 'Irish', 'German', 'Dutch', 'French', 'Huguenot', 'Welsh', 'Scottish']"
Gangster Story,"['Walter Matthau', ' Carol Grace']",['Walter Matthau'],"['Ashkenazi', 'Jewish']"
The Gazebo,"['Glenn Ford', ' Debbie Reynolds', ' Carl Reiner']",['Glenn Ford'],"['English', 'Scottish', 'Irish', 'Dutch']"
The Gene Krupa Story,"['Sal Mineo', ' Susan Oliver', ' James Darren']",['Sal Mineo'],"['Italian', 'Sicilian']"
The Giant Gila Monster,"['Don Sullivan', ' Fred Graham']",['Don Sullivan'],
Gidget,"['Sandra Dee', ' Cliff Robertson', ' James Darren']",['Cliff Robertson'],"['English', 'German']"
Girls Town,"['Mamie van Doren', ' Mel Torme', ' Paul Anka']",['Mel Torme'],
Good Day for a Hanging,"['Fred MacMurray', ' Margaret Hayes', ' Robert Vaughn']",['Fred MacMurray'],['German']
The Great St. Louis Bank Robbery,"['Steve McQueen', ' Crahan Denton']",['Steve McQueen'],"['Scottish', 'English', 'ScotsIrishNorthern', 'Irish', 'German', 'Cornish', 'Dutch', 'Welsh']"
Green Mansions,"['Audrey Hepburn', ' Anthony Perkins']",['Anthony Perkins'],"['English', 'Irish', 'Dutch', 'German']"
The Gunfight at Dodge City,"['Joel McCrea', ' Julie Adams', ' John McIntire']",['Joel McCrea'],
Gunmen from Laredo,"['Robert Knapp', ' Maureen Hingert']",['Robert Knapp'],
Guns Girls and Gangsters,"['Mamie Van Doren', ' Lee Van Cleef']",[],
The Hanging Tree,"['Gary Cooper', ' Maria Schell', ' Karl Malden', ' George C. Scott']",['Gary Cooper'],['English']
The Hangman,"['Robert Taylor', ' Tina Louise', ' Fess Parker']",['Robert Taylor'],
Happy Anniversary,"['David Niven', ' Mitzi Gaynor']",['David Niven'],"['English', 'Scottish', 'French']"
"Have Rocket, Will Travel",['Three Stooges'],[],
Here Come the Jets,"['Steve Brodie', ' Lyn Thomas']",['Steve Brodie'],
Hey Boy! Hey Girl!,"['Louis Prima', ' Keely Smith']",['Louis Prima'],
A Hole in the Head,"['Frank Sinatra', ' Edward G. Robinson', ' Eleanor Parker', ' Carolyn Jones', ' Eddie Hodges']",['Frank Sinatra'],"['Italian', 'Sicilian']"
Holiday for Lovers,"['Clifton Webb', ' Jane Wyman', ' Jill St. John']",['Clifton Webb'],
The Horse Soldiers,"['John Wayne', ' William Holden']",['John Wayne'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish']"
Hound-Dog Man,"['Fabian', ' Carol Lynley']",[],
House on Haunted Hill,"['Vincent Price', ' Elisha Cook Jr.']",['Vincent Price'],"['English', 'German', 'French', 'Dutch']"
Imitation of Life,"['Lana Turner', ' John Gavin', ' Sandra Dee', ' Juanita Moore', ' Susan Kohner']",['John Gavin'],"['Mexican', 'Chilean', 'Spanish']"
The Immoral Mr. Teas,[''],[],
Inside the Mafia,"['Cameron Mitchell', ' Grant Richards']",['Cameron Mitchell'],
Invisible Invaders,"['John Agar', ' Jean Byron']",['John Agar'],
Island of Lost Women,"['Jeff Richards', ' Venetia Stevenson']",['Jeff Richards'],
It Happened to Jane,"['Doris Day', ' Jack Lemmon', ' Ernie Kovacs']",['Jack Lemmon'],"['English', 'Irish', 'Scottish', 'French', 'Dutch', 'Welsh']"
It Started with a Kiss,"['Glenn Ford', ' Debbie Reynolds']",['Glenn Ford'],"['English', 'Scottish', 'Irish', 'Dutch']"
The Jayhawkers!,"['Jeff Chandler', ' Nicole Maurey']",['Jeff Chandler'],
Jazz on a Summer's Day,[''],[],
The Jazz Singer,"['Jerry Lewis', ' Anna Maria Alberghetti']",['Jerry Lewis'],"['Ashkenazi', 'Jewish']"
Jet Over the Atlantic,"['Guy Madison', ' Virginia Mayo', ' George Raft']",['Guy Madison'],
Jet Storm,"['Richard Attenborough', ' Stanley Baker']",['Richard Attenborough'],['English']
John Paul Jones,"['Robert Stack', ' Bette Davis', ' Marisa Pavan']",['Robert Stack'],
The Journey,"['Yul Brynner', ' Deborah Kerr', ' Robert Morley']",['Yul Brynner'],"['Russian25', 'SwissGerman']"
Journey to the Center of the Earth,"['James Mason', ' Pat Boone', ' Diane Baker']",['James Mason'],['English']
Juke Box Rhythm,"['Jo Morrow', ' Jack Jones', ' Brian Donlevy']",['Jack Jones'],
The Killer Shrews,"['Ken Curtis', ' James Best']",['Ken Curtis'],
King of the Wild Stallions,"['George Montgomery', ' Diane Brewster', ' Edgar Buchanan']",['George Montgomery'],['Ukrainian']
The Last Angry Man,"['Paul Muni', ' David Wayne']",['Paul Muni'],"['Ashkenazi', 'Jewish']"
