0,1,Males,Ethnicity
Johnny Allegro,"['George Raft', ' George Macready', ' Nina Foch']",['George Raft'],['German']
Johnny Holiday,"['William Bendix', ' Hoagy Carmichael']",['William Bendix'],
Johnny Stool Pigeon,"['Shelley Winters', ' Howard Duff', ' Dan Duryea']",['Howard Duff'],
Jolson Sings Again,"['Larry Parks', ' Barbara Hale']",['Larry Parks'],
The Judge,"['Milburn Stone', ' Katherine DeMille']",['Milburn Stone'],
The Judge Steps Out,"['Ann Sothern', ' Alexander Knox']",['Alexander Knox'],
Kazan,"['Stephen Dunne', ' Lois Maxwell']",['Stephen Dunne'],
The Kid from Cleveland,"['George Brent', ' Lynn Bari']",['George Brent'],
King of the Rocket Men,"['Tristram Coffin', ' Mae Clarke', ' Don Haggerty']",['Tristram Coffin'],
A Kiss for Corliss,"['Shirley Temple', ' David Niven']",['David Niven'],"['English', 'Scottish', 'French']"
A Kiss in the Dark,"['Jane Wyman', ' David Niven']",['David Niven'],"['English', 'Scottish', 'French']"
Knock on Any Door,"['Humphrey Bogart', ' John Derek', ' George Macready']",['Humphrey Bogart'],"['English', 'Dutch', 'German', 'French', 'Belgian', 'Walloon', 'Welsh']"
Ladies of the Chorus,"['Adele Jergens', ' Marilyn Monroe']",[],
The Lady Gambles,"['Barbara Stanwyck', ' Robert Preston']",['Robert Preston'],
The Lady Takes a Sailor,"['Jane Wyman', ' Dennis Morgan']",['Dennis Morgan'],
Laramie,['Charles Starrett'],['Charles Starrett'],
The Last Bandit,"['Bill Elliott', ' Lorna Gray']",['Bill Elliott'],
Law of the Barbary Coast,"['Gloria Henry', ' Adele Jergens']",[],
Law of the Golden West,"['Monte Hale', ' Gail Davis']",['Monte Hale'],
Law of the West,"['Johnny Mack Brown', ' Max Terhune']",['Johnny Mack Brown'],
Lawless Code,"['Jimmy Wakely', ' Dub Taylor', ' Ellen Hall']",['Jimmy Wakely'],
A Letter to Three Wives,"['Linda Darnell', ' Ann Sothern', ' Jeanne Crain', ' Paul Douglas', ' Kirk Douglas', ' Jeffrey Lynn', ' Thelma Ritter']",['Paul Douglas'],
The Life of Riley,"['William Bendix', ' Rosemary DeCamp']",['William Bendix'],
Little Women,"['Elizabeth Taylor', "" Margaret O'Brien"", ' June Allyson', ' Mary Astor', ' Janet Leigh']",[],
The Lone Wolf and His Lady,"['Ron Randell', ' June Vincent']",['Ron Randell'],
Look for the Silver Lining,"['June Haver', ' Ray Bolger']",['Ray Bolger'],['Irish']
Lost Boundaries,"['Beatrice Pearson', ' Mel Ferrer']",['Mel Ferrer'],
The Lost Tribe,"['Johnny Weissmuller', ' Elena Verdugo']",['Johnny Weissmuller'],['German']
The Lovable Cheat,"['Charles Ruggles', ' Peggy Ann Garner', ' Richard Ney']",['Charles Ruggles'],
Love Happy,"['Marx Brothers', ' Vera-Ellen', ' Ilona Massey', ' Marion Hutton', ' Raymond Burr']",['Marx Brothers'],
The Lucky Stiff,"['Dorothy Lamour', ' Claire Trevor']",[],
Lust for Gold,"['Glenn Ford', ' Ida Lupino', ' Gig Young']",['Glenn Ford'],"['English', 'Scottish', 'Irish', 'Dutch']"
Ma and Pa Kettle,"['Marjorie Main', ' Percy Kilbride']",['Percy Kilbride'],
Madame Bovary,"['Jennifer Jones', ' James Mason', ' Van Heflin']",['James Mason'],['English']
Make Believe Ballroom,"['Ruth Warrick', ' Ron Randell']",['Ron Randell'],
Make Mine Laughs,"['Ray Bolger', ' Joan Davis', ' Dennis Day']",['Ray Bolger'],['Irish']
Malaya,"['Spencer Tracy', ' James Stewart', ' Sydney Greenstreet']",['Spencer Tracy'],['English']
The Man from Colorado,"['Glenn Ford', ' William Holden']",['Glenn Ford'],"['English', 'Scottish', 'Irish', 'Dutch']"
The Man on the Eiffel Tower,"['Charles Laughton', ' Franchot Tone']",['Charles Laughton'],['Irish']
Manhandled,"['Dorothy Lamour', ' Dan Duryea', ' Sterling Hayden']",['Dan Duryea'],
Manhattan Angel,"['Gloria Jean', ' Patricia Barry']",[],
"Mary Ryan, Detective","['Marsha Hunt', ' John Litel', ' June Vincent']",['John Litel'],
Masked Raiders,"['Tim Holt', ' Marjorie Lord']",['Tim Holt'],
Massacre River,"['Guy Madison', ' Rory Calhoun', ' Carole Mathews']",['Guy Madison'],
Master Minds,"['Leo Gorcey', ' Huntz Hall']",['Leo Gorcey'],
Mighty Joe Young,"['Terry Moore', ' Robert Armstrong', ' Ben Johnson']",['Robert Armstrong'],
Miss Grant Takes Richmond,"['Lucille Ball', ' William Holden']",['William Holden'],"['English', 'Irish', 'French']"
Miss Mink of 1949,"['Lois Collier', ' Barbara Brown']",[],
Mother Is a Freshman,"['Loretta Young', ' Van Johnson', ' Rudy Vallée']",['Van Johnson'],"['German', 'Irish']"
Mr. Belvedere Goes to College,"['Clifton Webb', ' Shirley Temple']",['Clifton Webb'],
Mr. Soft Touch,"['Glenn Ford', ' Evelyn Keyes']",['Glenn Ford'],"['English', 'Scottish', 'Irish', 'Dutch']"
Mrs. Mike,"['Dick Powell', ' Evelyn Keyes']",['Dick Powell'],
The Mutineers,"['Jon Hall', ' George Reeves']",['Jon Hall'],
My Dream Is Yours,"['Doris Day', ' Jack Carson', ' Eve Arden']",['Jack Carson'],
My Foolish Heart,"['Susan Hayward', ' Dana Andrews']",[],
My Friend Irma,"['Dean Martin', ' Jerry Lewis']",['Dean Martin'],"['Italian', 'Sicilian']"
My Own True Love,"['Phyllis Calvert', ' Melvyn Douglas', ' Wanda Hendrix']",['Melvyn Douglas'],"['Jewish', 'English', 'Scottish']"
The Mysterious Desperado,"['Tim Holt', ' Richard Martin', ' Movita Castaneda']",['Tim Holt'],
Navajo Trail Raiders,"['Allan Lane', ' Eddy Waller']",['Allan Lane'],
Neptune's Daughter,"['Esther Williams', ' Red Skelton', ' Ricardo Montalbán']",['Red Skelton'],
Never Fear,"['Sally Forrest', "" Hugh O'Brian""]",[],
Night Unto Night,"['Ronald Reagan', ' Viveca Lindfors', ' Broderick Crawford']",['Ronald Reagan'],"['Irish25', 'Scottish25', 'English']"
Not Wanted,"['Sally Forrest', ' Keefe Brasselle', ' Leo Penn']",['Keefe Brasselle'],
"Oh, You Beautiful Doll","['Mark Stevens', ' June Haver', ' Gale Robbins']",['Mark Stevens'],
"Once More, My Darling","['Robert Montgomery', ' Ann Blyth']",['Robert Montgomery'],
One Last Fling,"['Alexis Smith', ' Zachary Scott']",['Zachary Scott'],
On the Town,"['Gene Kelly', ' Frank Sinatra', ' Ann Miller', ' Betty Garrett']",['Gene Kelly'],"['Irish25', 'German']"
Outcasts of the Trail,"['Monte Hale', ' Jeff Donnell']",['Monte Hale'],
Outpost in Morocco,"['George Raft', ' Marie Windsor']",['George Raft'],['German']
Pinky,"['Jeanne Crain', ' Ethel Barrymore', ' Ethel Waters']",[],
Pioneer Marshal,"['Monte Hale', ' Paul Hurst', ' Nan Leslie']",['Monte Hale'],
The Pirates of Capri,"['Louis Hayward', ' Binnie Barnes', ' Mariella Lotti']",['Louis Hayward'],
Post Office Investigator,"['Audrey Long', ' Warren Douglas']",['Warren Douglas'],
Port of New York,"['Scott Brady', ' K. T. Stevens', ' Yul Brynner']",['Scott Brady'],
Powder River Rustlers,"['Allan Lane', ' Eddy Waller']",['Allan Lane'],
Prince of Foxes,"['Tyrone Power', ' Orson Welles']",['Tyrone Power'],"['Irish', 'English', 'German', 'FrenchCanadian', 'French', 'Huguenot']"
Prince of the Plains,"['Monte Hale', ' Paul Hurst']",['Monte Hale'],
Prison Warden,"['Warner Baxter', ' Anna Lee']",['Warner Baxter'],['English']
Range Justice,"['Johnny Mack Brown', ' Max Terhune']",['Johnny Mack Brown'],
Ranger of Cherokee Strip,"['Monte Hale', ' Paul Hurst']",['Monte Hale'],
The Reckless Moment,"['James Mason', ' Joan Bennett', ' Geraldine Brooks']",['James Mason'],['English']
Red Canyon,"['Ann Blyth', ' Howard Duff', ' George Brent']",['Howard Duff'],
The Red Danube,"['Peter Lawford', ' Janet Leigh', ' Angela Lansbury']",['Peter Lawford'],"['English', 'Scottish']"
"Red, Hot and Blue","['Betty Hutton', ' Victor Mature', ' William Demarest']",['Victor Mature'],"['SwissGerman', 'German']"
Red Light,"['George Raft', ' Virginia Mayo', ' Raymond Burr']",['George Raft'],['German']
The Red Menace,"['Robert Rockwell', ' Betty Lou Gerson']",['Robert Rockwell'],
The Red Pony,"['Myrna Loy', ' Robert Mitchum']",['Robert Mitchum'],"['Welsh', 'Norwegian']"
Red Stallion in the Rockies,"['Jean Heather', ' Arthur Franz']",['Arthur Franz'],
Reign of Terror,"['Robert Cummings', ' Arlene Dahl']",['Robert Cummings'],"['German', 'English', 'Irish']"
Renegades of the Sage,"['Charles Starrett', ' Smiley Burnette']",['Charles Starrett'],
"Ride, Ryder, Ride!","['Jim Bannon', ' Don Reynolds', ' Emmett Lynn']",['Jim Bannon'],
Riders in the Sky,"['Gene Autry', ' Gloria Henry']",['Gene Autry'],
Riders of the Range,"['Tim Holt', ' Richard Martin', ' Jacqueline White']",['Tim Holt'],
Riders of the Whistling Pines,"['Gene Autry', ' Patricia Barry']",['Gene Autry'],
Rimfire,"['Mary Beth Hughes', ' James Millican']",['James Millican'],
Rim of the Canyon,"['Gene Autry', ' Thurston Hall']",['Gene Autry'],
Ringside,"['Don ""Red"" Barry', ' Tom Brown', ' Sheila Ryan']","['Don ""Red"" Barry']",
Roaring Westward,"['Jimmy Wakely', ' Lois Hall']",['Jimmy Wakely'],
"Roll, Thunder, Roll!","['Jim Bannon', ' Don Reynolds', ' Emmett Lynn']",['Jim Bannon'],
Rope of Sand,"['Burt Lancaster', ' Paul Henreid', ' Claude Rains']",['Burt Lancaster'],"['Northern', 'Irish', 'ScotsIrish']"
Roseanna McCoy,"['Farley Granger', ' Joan Evans']",['Farley Granger'],"['English', 'Dutch']"
Rose of the Yukon,"['Myrna Dell', ' Steve Brodie']",['Steve Brodie'],
Roughshod,"['Gloria Grahame', ' Robert Sterling']",['Robert Sterling'],
Rustlers,"['Tim Holt', ' Richard Martin', ' Martha Hyer']",['Tim Holt'],
Rusty's Birthday,"['John Litel', ' Ann Doran']",['John Litel'],
Rusty Saves a Life,"['John Litel', ' Ann Doran']",['John Litel'],
Samson and Delilah,"['Hedy Lamarr', ' Victor Mature', ' Angela Lansbury']",['Victor Mature'],"['SwissGerman', 'German']"
San Antone Ambush,"['Monte Hale', ' Paul Hurst']",['Monte Hale'],
Sand,"['Coleen Gray', ' Mark Stevens']",['Mark Stevens'],
Sands of Iwo Jima,"['John Wayne', ' John Agar', ' Forrest Tucker']",['John Wayne'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish']"
Satan's Cradle,"['Duncan Renaldo', ' Ann Savage']",['Duncan Renaldo'],
Scene of the Crime,"['Van Johnson', ' Arlene Dahl']",['Van Johnson'],"['German', 'Irish']"
Search for Danger,"['John Calvert', ' Albert Dekker']",['John Calvert'],
The Secret Garden,"[""Margaret O'Brien"", ' Dean Stockwell']",['Dean Stockwell'],
The Secret of St. Ives,"['Richard Ney', ' Vanessa Brown']",['Richard Ney'],
The Set-Up,"['Robert Ryan', ' Audrey Totter']",['Robert Ryan'],
Shamrock Hill,"['Peggy Ryan', ' Trudy Marshall']",[],
She Shoulda Said No!,"['Lila Leeds', ' Lyle Talbot']",['Lyle Talbot'],
She Wore a Yellow Ribbon,"['John Wayne', ' Joanne Dru', ' Ben Johnson']",['John Wayne'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish']"
Sheriff of Wichita,"['Allan Lane', ' Lyn Wilde']",['Allan Lane'],
Shockproof,"['Cornel Wilde', ' Patricia Knight']",['Cornel Wilde'],"['Ashkenazi', 'Jewish']"
Siren of Atlantis,"['Maria Montez', ' Jean-Pierre Aumont']",['Jean-Pierre Aumont'],"['Ashkenazi', 'Jewish', 'Sephardi', 'Jewish']"
Sky Dragon,"['Roland Winters', ' Noel Neill']",['Roland Winters'],
Slattery's Hurricane,"['Richard Widmark', ' Linda Darnell', ' Veronica Lake']",['Richard Widmark'],"['Swedish25', 'Norwegian25', 'English25', 'Irish']"
