0,1,Males,Ethnicity
The 13th Man,"['Weldon Heyburn', ' Milburn Stone', ' Robert Homans']",['Weldon Heyburn'],
3 Dumb Clucks,"['Moe Howard', ' Larry Fine', ' Curly Howard']",['Moe Howard'],"['Ashkenazi', 'Jewish']"
45 Fathers,"['Jane Withers', ' Richard Carle', ' Hattie McDaniel']",['Richard Carle'],
52nd Street,"['Dorothy Peterson', ' Kenny Baker', ' ZaSu Pitts']",['Kenny Baker'],
Adventure's End,"['John Wayne', ' Diana Gibson', ' Montagu Love']",['John Wayne'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish']"
The Adventurous Blonde,"['Glenda Farrell', ' Barton MacLane', ' Anne Nagel']",['Barton MacLane'],
Affairs of Cappy Ricks,"['Walter Brennan', ' Mary Brian', ' Lyle Talbot']",['Walter Brennan'],['Irish']
Alcatraz Island,"['Ann Sheridan', ' George E. Stone', ' John Litel']",['George E. Stone'],
Ali Baba Goes to Town,"['Eddie Cantor', ' Tony Martin', ' Gypsy Rose Lee']",['Eddie Cantor'],"['Ashkenazi', 'Jewish']"
All American Sweetheart,"['Patricia Farr', ' Scott Kolk']",['Scott Kolk'],
All Over Town,"['Ole Olsen', ' Chic Johnson', ' Mary Howard']",['Ole Olsen'],
Amateur Crook,"['Joan Barclay', ' Bruce Bennett', ' Vivien Oakland']",['Bruce Bennett'],
Angel,"['Marlene Dietrich', ' Melvyn Douglas', ' Herbert Marshall']",['Melvyn Douglas'],"['Jewish', 'English', 'Scottish']"
Angel's Holiday,"['Jane Withers', ' Joan Davis', ' Sally Blane']",[],
Annapolis Salute,"['James Ellison', ' Marsha Hunt', ' Van Heflin']",['James Ellison'],['English']
Another Dawn,"['Kay Francis', ' Errol Flynn', ' Ian Hunter']",['Errol Flynn'],"['Irish', 'Scottish', 'English']"
Arizona Days,"['Tex Ritter', ' Syd Saylor', ' William Faversham']",['Tex Ritter'],
Arizona Gunfighter,"['Bob Steele', ' Jean Carmen', ' Ted Adams']",['Bob Steele'],
Armored Car,"[' Robert Wilcox', ' Judith Barrett', ' Cesar Romero']",['Robert Wilcox'],
Artists and Models,"['Jack Benny', ' Ida Lupino', ' Richard Arlen']",['Jack Benny'],"['Ashkenazi', 'Jewish']"
As Good as Married,"['John Boles', ' Doris Nolan']",['John Boles'],
Atlantic Flight,"['Dick Merrill', ' Jack Lambie', ' Paula Stone']",['Dick Merrill'],
The Awful Truth,"['Cary Grant', ' Irene Dunne', ' Ralph Bellamy']",['Ralph Bellamy'],['English']
Back in Circulation,"[""Pat O'Brien"", ' Joan Blondell', ' Margaret Lindsay']",[],
Bad Guy,"['Bruce Cabot', ' Virginia Grey', ' Charley Grapewin']",['Bruce Cabot'],
The Bad Man of Brimstone,"['Wallace Beery', ' Virginia Bruce', ' Lewis Stone']",['Wallace Beery'],"['GermanEnglish', 'Irish', 'Scottish', 'SwissGerman']"
Bank Alarm,"['Conrad Nagel', ' Eleanor Hunt', ' Vince Barnett']",['Conrad Nagel'],
Bar-Z Bad Men,"['Johnny Mack Brown', ' Lois January']",['Johnny Mack Brown'],
The Barrier,"['Leo Carrillo', ' Jean Parker', ' Otto Kruger']",['Leo Carrillo'],
Battle of Greed,"['James Bush', ' Jimmy Butler', ' Tom Keene']",['James Bush'],
"Beg, Borrow or Steal","['Florence Rice', ' Frank Morgan', ' Herman Bing']",['Frank Morgan'],
Behind the Headlines,"['Lee Tracy', ' Diana Gibson']",[],
Behind the Mike,"['William Gargan', ' Judith Barrett']",['William Gargan'],
Between Two Women,"['Franchot Tone', "" Maureen O'Sullivan"", ' Virginia Bruce']",['Franchot Tone'],
Big Business,"['Jed Prouty', ' Shirley Deane']",['Jed Prouty'],
Big City,"['Spencer Tracy', ' Luise Rainer', ' Eddie Quillan']",['Spencer Tracy'],['English']
The Big Shot,"['Guy Kibbee', ' Cora Witherspoon']",['Guy Kibbee'],
Big Town Girl,"['Claire Trevor', ' Donald Woods', ' Spencer Charters']",['Donald Woods'],
Bill Cracks Down,"['Grant Withers', ' Beatrice Roberts']",['Grant Withers'],
Black Aces,"['Buck Jones', ' Kay Linaker']",['Buck Jones'],
Black Legion,"['Humphrey Bogart', ' Ann Sheridan', ' Joe Sawyer']",['Humphrey Bogart'],"['English', 'Dutch', 'German', 'French', 'Belgian', 'Walloon', 'Welsh']"
Blazing Sixes,"['Joan Valerie', ' John Merton']",['John Merton'],
Blonde Trouble,"['Eleanore Whitney', ' Johnny Downs']",['Johnny Downs'],
Blossoms on Broadway,"['Edward Arnold', ' Shirley Ross']",['Edward Arnold'],['German']
Boothill Brigade,"['Johnny Mack Brown', ' Dick Curtis']",['Johnny Mack Brown'],
Boots and Saddles,"['Gene Autry', ' Judith Allen']",['Gene Autry'],
Border Cafe,"['George Irving', ' Harry Carey', ' Leona Roberts']",['George Irving'],
Border Phantom,"['Bob Steele', ' Don Barclay']",['Bob Steele'],
Borderland,"['William Boyd', ' Gabby Hayes', ' James Ellison']",['William Boyd'],
Born Reckless,"['Rochelle Hudson', ' Brian Donlevy']",['Brian Donlevy'],"['Northern', 'Irish']"
Born to the West,"['John Wayne', ' Marsha Hunt', ' Johnny Mack Brown']",['John Wayne'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish']"
Borneo,"['Lowell Thomas', ' Martin E. Johnson']",['Lowell Thomas'],
Borrowing Trouble,"['Jed Prouty', ' Shirley Deane']",['Jed Prouty'],
Boy of the Streets,"['Jackie Cooper', ' Kathleen Burke']",[],
Breakfast for Two,"['Barbara Stanwyck', ' Glenda Farrell', ' Herbert Marshall']",['Herbert Marshall'],
Breezing Home,"['Binnie Barnes', ' William Gargan', ' Wendy Barrie']",['William Gargan'],
A Bride for Henry,"['Anne Nagel', ' Warren Hull', ' Claudia Dell']",['Warren Hull'],
The Bride Wore Red,"['Joan Crawford', ' Franchot Tone', ' Billie Burke']",['Franchot Tone'],
Broadway Melody of 1938,"['Robert Taylor', ' Eleanor Powell', ' Judy Garland']",['Robert Taylor'],
Bulldog Drummond Comes Back,"['John Howard', ' John Barrymore', ' Louise Campbell']",['John Howard'],"['English', 'Scottish', 'Irish', 'Northern', 'Irish']"
Bulldog Drummond Escapes,"['Ray Milland', ' Guy Standing', ' Heather Angel']",['Ray Milland'],['Welsh']
Bulldog Drummond's Revenge,"['John Barrymore', ' John Howard', ' Louise Campbell']",['John Barrymore'],
Cafe Metropole,"['Loretta Young', ' Tyrone Power', ' Adolphe Menjou']",['Tyrone Power'],"['Irish', 'English', 'German', 'FrenchCanadian', 'French', 'Huguenot']"
California Straight Ahead,"['John Wayne', ' Louise Latimer']",['John Wayne'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish']"
The Californian,"['Ricardo Cortez', ' Marjorie Weaver', ' Katherine DeMille']",['Ricardo Cortez'],"['Ashkenazi', 'Jewish']"
