0,1,Males,Ethnicity
5 Fingers,"['James Mason', ' Danielle Darrieux', ' Walter Hampden', ' Herbert Berghof', ' Michael Rennie']",['James Mason'],['English']
24 Hours of a Woman's Life,"['Merle Oberon', ' Richard Todd']",['Richard Todd'],
Aaron Slick from Punkin Crick,"['Alan Young', ' Dinah Shore', ' Adele Jergens', ' Robert Merrill']",['Alan Young'],
Abbott and Costello Meet Captain Kidd,"['Abbott and Costello', ' Charles Laughton']",['Abbott and Costello'],
About Face,"['Gordon MacRae', ' Virginia Gibson']",['Gordon MacRae'],
Above and Beyond,"['Robert Taylor', ' Eleanor Parker']",['Robert Taylor'],
Actors and Sin,"['Edward G. Robinson', ' Eddie Albert']",['Edward G. Robinson'],"['Ashkenazi', 'Jewish']"
Affair in Trinidad,"['Rita Hayworth', ' Glenn Ford']",['Glenn Ford'],"['English', 'Scottish', 'Irish', 'Dutch']"
African Treasure,"['Johnny Sheffield', ' Laurette Luez', ' Lyle Talbot']",['Johnny Sheffield'],
Against All Flags,"['Errol Flynn', "" Maureen O'Hara""]",['Errol Flynn'],"['Irish', 'Scottish', 'English']"
Aladdin and His Lamp,"['Johnny Sands', ' Patricia Medina']",['Johnny Sands'],
Androcles and the Lion,"['Jean Simmons', ' Victor Mature', ' Alan Young']",['Victor Mature'],"['SwissGerman', 'German']"
Angel Face,"['Robert Mitchum', ' Jean Simmons']",['Robert Mitchum'],"['Welsh', 'Norwegian']"
Anything Can Happen,"['José Ferrer', ' Kim Hunter']",['José Ferrer'],
Apache Country,"['Gene Autry', ' Carolina Cotton']",['Gene Autry'],
Apache War Smoke,"['Gilbert Roland', ' Glenda Farrell']",['Gilbert Roland'],
April in Paris,"['Ray Bolger', ' Doris Day']",['Ray Bolger'],['Irish']
Arctic Flight,"['Wayne Morris', ' Lola Albright']",['Wayne Morris'],
Army Bound,"['Stanley Clements', ' Karen Sharpe']",['Stanley Clements'],
Assignment – Paris!,"['Dana Andrews', ' Märta Torén', ' George Sanders']",['George Sanders'],"['English', 'Scottish', 'European', 'Royal', 'Russian']"
At Sword's Point,"['Cornel Wilde', "" Maureen O'Hara"", ' Gladys Cooper']",['Cornel Wilde'],"['Ashkenazi', 'Jewish']"
The Atomic City,"['Gene Barry', ' Lydia Clarke']",['Gene Barry'],"['Ashkenazi', 'Jewish']"
Babes in Bagdad,"['Paulette Goddard', ' Gypsy Rose Lee']",[],
Back at the Front,"['Tom Ewell', ' Harvey Lembeck']",['Tom Ewell'],
The Bad and the Beautiful,"['Lana Turner', ' Kirk Douglas', ' Walter Pidgeon', ' Dick Powell', ' Barry Sullivan', ' Gloria Grahame']",['Kirk Douglas'],"['Ashkenazi', 'Jewish']"
Bal Tabarin,"['Claire Carleton', ' Muriel Lawrence', ' Steve Brodie']",['Steve Brodie'],
Barbed Wire,"['Gene Autry', ' Leonard Penn']",['Gene Autry'],
The Battle at Apache Pass,"['John Lund', ' Jeff Chandler']",['John Lund'],"['Black', 'British']"
Battles of Chief Pontiac,"['Lex Barker', ' Helen Westcott']",['Lex Barker'],
Battle Zone,"['John Hodiak', ' Linda Christian']",['John Hodiak'],['Polish']
Because of You,"['Loretta Young', ' Jeff Chandler', ' Frances Dee']",['Jeff Chandler'],
Because You're Mine,"['Mario Lanza', ' Doretta Morrow']",['Mario Lanza'],['Italian']
Bela Lugosi Meets a Brooklyn Gorilla,"['Bela Lugosi', ' Duke Mitchell']",['Duke Mitchell'],
The Belle of New York,"['Fred Astaire', ' Vera-Ellen']",['Fred Astaire'],"['Ashkenazi', 'Jewish', 'Catholic', 'German', 'Alsatian']"
Belles on Their Toes,"['Jeanne Crain', ' Myrna Loy', ' Debra Paget']",[],
Bend of the River,"['James Stewart', ' Rock Hudson', ' Arthur Kennedy']",['James Stewart'],"['ScotsIrishNorthern', 'Irish', 'Scottish', 'Irish', 'English']"
"Beware, My Lovely","['Ida Lupino', ' Robert Ryan']",['Robert Ryan'],
Big Jim McLain,"['John Wayne', ' James Arness']",['John Wayne'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish']"
The Big Sky,"['Kirk Douglas', ' Elizabeth Threatt']",['Kirk Douglas'],"['Ashkenazi', 'Jewish']"
The Big Trees,"['Kirk Douglas', ' Eve Miller', ' Patrice Wymore']",['Kirk Douglas'],"['Ashkenazi', 'Jewish']"
The Black Castle,"['Richard Greene', ' Boris Karloff', ' Stephen McNally']",['Richard Greene'],
Blackbeard the Pirate,"['Robert Newton', ' Linda Darnell']",['Robert Newton'],
Black Hills Ambush,"['Allan Lane', ' Leslie Banning']",['Allan Lane'],
The Black Lash,"['Lash LaRue', ' Peggy Stewart']",['Lash LaRue'],
The Blazing Forest,"['John Payne', ' Agnes Moorehead']",['John Payne'],
Bloodhounds of Broadway,"['Mitzi Gaynor', ' Scott Brady']",['Scott Brady'],
Blue Canadian Rockies,"['Gene Autry', ' Gail Davis']",['Gene Autry'],
Bomba and the Jungle Girl,"['Johnny Sheffield', ' Karen Sharpe']",['Johnny Sheffield'],
Bonzo Goes to College,"[""Maureen O'Sullivan"", ' Edmund Gwenn']",['Edmund Gwenn'],['English']
Boots Malone,"['William Holden', ' Stanley Clements']",['William Holden'],"['English', 'Irish', 'French']"
Border Saddlemates,"['Rex Allen', ' Mary Ellen Kay']",['Rex Allen'],
Botany Bay,"['Alan Ladd', ' James Mason']",['Alan Ladd'],"['English', 'Irish']"
Brave Warrior,"['Jon Hall', ' Christine Larsen', ' Michael Ansara', ' Jay Silverheels']",['Jon Hall'],
Breakdown,"['Ann Richards', ' William Bishop']",['William Bishop'],
The Brigand,"['Anthony Dexter', ' Jody Lawrence']",['Anthony Dexter'],
Bronco Buster,"['John Lund', ' Scott Brady']",['John Lund'],"['Black', 'British']"
Buffalo Bill in Tomahawk Territory,"['Clayton Moore', ' Charles Harvey']",['Clayton Moore'],
Bugles in the Afternoon,"['Ray Milland', ' Helena Carter']",['Ray Milland'],['Welsh']
The Bushwackers,"['John Ireland', ' Lawrence Tierney', ' Dorothy Malone']",['John Ireland'],
Bwana Devil,"['Robert Stack', ' Nigel Bruce', ' Barbara Britton']",['Robert Stack'],
California Conquest,"['Cornel Wilde', ' Teresa Wright']",['Cornel Wilde'],"['Ashkenazi', 'Jewish']"
Canyon Ambush,"['Johnny Mack Brown', ' Phyllis Coates']",['Johnny Mack Brown'],
Captain Pirate,"['Patricia Medina', ' Louis Hayward']",['Louis Hayward'],
The Captive City,"['John Forsythe', ' Joan Camden']",['John Forsythe'],"['Ashkenazi', 'Jewish']"
