0,1,Males,Ethnicity
The Black Stallion,"['Teri Garr', ' Mickey Rooney', ' Kelly Reno', ' Hoyt Axton']",['Hoyt Axton'],
Bloodline,"['Audrey Hepburn', ' Ben Gazzara', ' James Mason']",['Ben Gazzara'],"['Italian', 'Sicilian']"
Boardwalk,"['Ruth Gordon', ' Lee Strasberg', ' Janet Leigh']",[],
Breaking Away,"['Dennis Christopher', ' Dennis Quaid', ' Daniel Stern', ' Jackie Earle Haley', ' Paul Dooley', ' Barbara Barrie']",['Dennis Christopher'],
The Bugs Bunny/Road Runner Movie,['Voices of Mel Blanc'],[],
Butch and Sundance: The Early Days,"['Tom Berenger', ' William Katt']",['Tom Berenger'],['Irish']
C.H.O.M.P.S.,"['Wesley Eure', ' Valerie Bertinelli']",['Wesley Eure'],
California Dreaming,"[""Glynnis O'Connor"", ' Dennis Christopher', ' Seymour Cassel']",['Dennis Christopher'],
Caligula,"['Malcolm McDowell', ' John Gielgud', "" Peter O'Toole"", ' Helen Mirren']",['Malcolm McDowell'],"['English', 'Scottish', 'Irish']"
The Cat and the Canary,"['Olivia Hussey', ' Honor Blackman']",[],
The Champ,"['Jon Voight', ' Rick Schroder', ' Faye Dunaway']",['Jon Voight'],['German']
Chapter Two,"['James Caan', ' Marsha Mason', ' Joseph Bologna', ' Valerie Harper']",['James Caan'],"['Ashkenazi', 'Jewish']"
Cheerleaders' Wild Weekend,['Kristine DeBell'],[],
The Children of Sanchez,"['Anthony Quinn', ' Dolores del Río', ' Katy Jurado']",['Anthony Quinn'],"['Irish75', 'Mexican', 'Spanish', 'Indigenous']"
The China Syndrome,"['Jane Fonda', ' Jack Lemmon', ' Michael Douglas']",['Jack Lemmon'],"['English', 'Irish', 'Scottish', 'French', 'Dutch', 'Welsh']"
City on Fire,"['Susan Clark', ' Barry Newman', ' Ava Gardner']",['Barry Newman'],
The Concorde ... Airport '79,"['George Kennedy', ' Alain Delon', ' Charo', ' Robert Wagner', ' Susan Blakely']",['George Kennedy'],"['English', 'German', 'Irish']"
Cuba,"['Sean Connery', ' Brooke Adams', ' Chris Sarandon', ' Jack Weston']",['Sean Connery'],"['Scottish', 'Irish']"
The Disco Godfather,"['Rudy Ray Moore', ' Carol Speed']",['Rudy Ray Moore'],
Dracula,"['Frank Langella', ' Laurence Olivier']",['Frank Langella'],['Italian']
Dreamer,"['Tim Matheson', ' Jack Warden', ' Susan Blakely']",['Tim Matheson'],"['Swedish', 'Danish', 'German', 'Irish', 'English']"
The Driller Killer,"['Abel Ferrara', ' Carolyn Marz']",['Abel Ferrara'],['Irish']
The Electric Horseman,"['Robert Redford', ' Jane Fonda', ' Willie Nelson']",['Robert Redford'],"['English', 'Irish', 'Scottish', 'Northern', 'IrishScotsIrish', 'Cornish']"
Escape from Alcatraz,"['Clint Eastwood', ' Patrick McGoohan', ' Fred Ward']",['Clint Eastwood'],"['English', 'Scottish', 'Irish', 'German', 'Dutch', 'Welsh']"
The Europeans,"['Lee Remick', ' Lisa Eichhorn']",[],
Fast Break,"['Gabe Kaplan', ' Harold Sylvester']",['Gabe Kaplan'],
The Fifth Floor,"['Sharon Farrell', ' Bo Hopkins']",[],
The Fish That Saved Pittsburgh,"['Jonathan Winters', ' Julius Erving', ' Flip Wilson']",['Jonathan Winters'],
Five Days from Home,['George Peppard'],['George Peppard'],
A Force of One,"['Chuck Norris', "" Jennifer O'Neill"", ' Clu Gulager']",['Chuck Norris'],"['English', 'Scottish', 'Welsh', 'German', 'French', 'Swedish', 'Dutch']"
French Postcards,"['Miles Chapin', ' Blanche Baker', ' Debra Winger']",['Miles Chapin'],
The Frisco Kid,"['Gene Wilder', ' Harrison Ford']",['Gene Wilder'],"['Ashkenazi', 'Jewish']"
Gal Young 'Un,"['Dana Preu', ' David Peck']",['David Peck'],
The Glove,"['John Saxon', ' Joanna Cassidy', ' Roosevelt Grier', ' Joan Blondell']",['John Saxon'],['Italian']
Going in Style,"['George Burns', ' Art Carney', ' Lee Strasberg']",['George Burns'],"['Ashkenazi', 'Jewish']"
Goldengirl,"['Susan Anton', ' Leslie Caron', ' James Coburn']",['James Coburn'],"['German', 'Swedish']"
The Great Santini,"['Robert Duvall', ' Blythe Danner', "" Michael O'Keefe"", ' Stan Shaw']",['Robert Duvall'],"['English', 'German', 'SwissGerman', 'French', 'Welsh', 'Scottish']"
Hair,"['Treat Williams', "" Beverly D'Angelo"", ' John Savage']",['Treat Williams'],"['English', 'Dutch', 'Irish', 'Scottish']"
Hanover Street,"['Harrison Ford', ' Lesley-Anne Down', ' Christopher Plummer']",['Harrison Ford'],"['Irish', 'German', 'Ashkenazi', 'Jewish']"
Hardcore,"['George C. Scott', ' Season Hubley', ' Peter Boyle']",['George C. Scott'],"['English', 'German', 'Irish', 'Scottish']"
Head Over Heels,"['Mary Beth Hurt', ' John Heard']",['John Heard'],"['Irish', 'English', 'Ashkenazi', 'Jewish']"
Heartland,"['Conchata Ferrell', ' Rip Torn']",['Rip Torn'],"['German375', 'Moravian125', 'Austrian125', 'Bohemian']"
Hot Stuff,"['Dom DeLuise', ' Suzanne Pleshette', ' Jerry Reed']",['Dom DeLuise'],
Human Experiments,"['Aldo Ray', ' Linda Haynes', ' Geoffrey Lewis']",['Aldo Ray'],
Hurricane,"['Mia Farrow', ' Jason Robards', ' Max von Sydow']",['Jason Robards'],"['Swedish', 'English', 'Welsh', 'German', 'Irish', 'Scottish']"
The In-Laws,"['Peter Falk', ' Alan Arkin']",['Peter Falk'],"['Ashkenazi', 'Jewish']"
Jaguar Lives!,"['Christopher Lee', ' Barbara Bach', ' Capucine']",['Christopher Lee'],"['English', 'Italian']"
The Jerk,"['Steve Martin', ' Bernadette Peters']",['Steve Martin'],"['English', 'Scottish', 'Irish', 'ScotsIrishNorthern', 'Irish', 'German', 'French', 'Welsh']"
Jesus,"['Brian Deacon', ' Eli Cohen']",['Brian Deacon'],
"Just You and Me, Kid","['George Burns', ' Brooke Shields']",['George Burns'],"['Ashkenazi', 'Jewish']"
Kramer vs. Kramer,"['Dustin Hoffman', ' Justin Henry', ' Meryl Streep', ' Jane Alexander', ' JoBeth Williams', ' Howard Duff']",['Dustin Hoffman'],"['Ashkenazi', 'Jewish']"
The Lady Vanishes,"['Elliott Gould', ' Cybill Shepherd']",['Elliott Gould'],"['Ashkenazi', 'Jewish']"
Last Embrace,"['Roy Scheider', ' Janet Margolin']",['Roy Scheider'],"['German', 'Irish']"
A Little Romance,"['Laurence Olivier', ' Sally Kellerman', ' Diane Lane']",['Laurence Olivier'],"['English', 'French', 'Huguenot']"
Lost and Found,"['Glenda Jackson', ' George Segal']",['George Segal'],"['Ashkenazi', 'Jewish']"
Love and Bullets,"['Charles Bronson', ' Jill Ireland']",['Charles Bronson'],"['Lithuanian', 'Polish', 'Eastern', 'European']"
Love At First Bite,"['George Hamilton', ' Susan Saint James']",['George Hamilton'],
The Main Event,"['Barbra Streisand', "" Ryan O'Neal""]",[],
The Magician of Lublin,"['Alan Arkin', ' Valerie Perrine']",['Alan Arkin'],"['Ashkenazi', 'Jewish']"
Manhattan,"['Woody Allen', ' Diane Keaton', ' Mariel Hemingway', ' Meryl Streep']",['Woody Allen'],"['Ashkenazi', 'Jewish']"
Meteor,"['Sean Connery', ' Natalie Wood', ' Karl Malden']",['Sean Connery'],"['Scottish', 'Irish']"
Moonraker,"['Roger Moore', ' Lois Chiles', ' Michael Lonsdale']",['Roger Moore'],['English']
More American Graffiti,"['Ron Howard', ' Candy Clark', ' Paul LeMat']",['Ron Howard'],"['German', 'English', 'Scottish', 'Irish', 'Dutch']"
Mr. Mike's Mondo Video,"['Dan Aykroyd', ' Jane Curtin', ' Teri Garr']",['Dan Aykroyd'],"['English', 'Irish', 'Scottish', 'Dutch', 'French', 'FrenchCanadian']"
The Muppet Movie,"['James Coburn', ' Mel Brooks', ' Orson Welles']",['James Coburn'],"['German', 'Swedish']"
Murder by Decree,"['James Mason', ' Christopher Plummer']",['James Mason'],['English']
A Nightingale Sang in Berkeley Square,"['David Niven', ' Elke Sommer', ' Richard Jordan']",['David Niven'],"['English', 'Scottish', 'French']"
Nightwing,"['Nick Mancuso', ' David Warner', ' Kathryn Harrold']",['Nick Mancuso'],['Italian']
Norma Rae,"['Sally Field', ' Ron Leibman', ' Beau Bridges']",['Ron Leibman'],
The North Avenue Irregulars,"['Edward Herrmann', ' Cloris Leachman', ' Susan Clark', ' Karen Valentine']",['Edward Herrmann'],"['Irish', 'English']"
North Dallas Forty,"['Nick Nolte', ' Mac Davis', ' G. D. Spradlin', ' Charles Durning', ' Dabney Coleman', ' Dayle Haddon']",['Nick Nolte'],"['German', 'English', 'Scottish', 'Northern', 'Irish', 'ScotsIrish', 'SwissGerman']"
The Onion Field,"['James Woods', ' John Savage', ' Ted Danson']",['James Woods'],"['Irish', 'English', 'German']"
Over the Edge,"['Matt Dillon', ' Vincent Spano']",['Matt Dillon'],"['Irish125', 'German', 'Scottish', 'Irish']"
Parts: The Clonus Horror,"['Peter Graves', ' Keenan Wynn']",['Peter Graves'],
Penitentiary,"['Leon Issac Kennedy', ' Badja Djola']",['Leon Issac Kennedy'],
A Perfect Couple,"['Paul Dooley', ' Marta Heflin', ' Henry Gibson']",['Paul Dooley'],
Phantasm,"['Reggie Bannister', ' Angus Scrimm']",['Reggie Bannister'],
The Prisoner of Zenda,"['Peter Sellers', ' Elke Sommer', ' Lionel Jeffries']",['Peter Sellers'],"['Sephardi', 'Jewish', 'Ashkenazi', 'Jewish']"
The Prize Fighter,"['Don Knotts', ' Tim Conway']",['Don Knotts'],
The Promise,"['Kathleen Quinlan', ' Stephen Collins']",['Stephen Collins'],"['English', 'Dutch']"
Promises in the Dark,"['Marsha Mason', ' Ned Beatty']",['Ned Beatty'],"['English', 'ScotsIrishNorthern', 'Irish', 'German', 'French', 'Dutch', 'Scottish']"
Prophecy,"['Robert Foxworth', ' Talia Shire', ' Armand Assante']",['Robert Foxworth'],
The Punk Rock Movie,"['John Lydon', ' Joe Strummer', ' Siouxsie Sioux']",['John Lydon'],['Irish']
Quintet,"['Paul Newman', ' Fernando Rey']",['Paul Newman'],"['Jewish', 'Slovak']"
Real Life,"['Albert Brooks', ' Charles Grodin']",['Albert Brooks'],"['Ashkenazi', 'Jewish']"
Rich Kids,"['Trini Alvarado', ' Jeremy Levy', ' John Lithgow']",['Jeremy Levy'],
Richard Pryor: Live in Concert,['Richard Pryor'],['Richard Pryor'],"['AfricanAmerican', 'Native', 'American']"
Rock 'n' Roll High School,"['P. J. Soles', ' Mary Woronov', ' Ramones']",['Ramones'],
Rocky II,"['Sylvester Stallone', ' Carl Weathers', ' Talia Shire', ' Burgess Meredith', ' Burt Young']",['Sylvester Stallone'],"['Italian25', 'French', 'Breton25', 'German', 'Ashkenazi', 'Jewish']"
Roller Boogie,"['Linda Blair', ' Jim Bray', ' Beverly Garland', ' Mark Goddard']",['Jim Bray'],
The Rose,"['Bette Midler', ' Alan Bates', ' Frederic Forrest']",['Alan Bates'],
Saint Jack,"['Ben Gazzara', ' Denholm Elliott']",['Ben Gazzara'],"['Italian', 'Sicilian']"
Savage Water,"['Bridget Agnew', ' Ron Berger', ' Gil Van Waggoner']",['Ron Berger'],
Scavenger Hunt,"['Cloris Leachman', ' Cleavon Little', ' Tony Randall']",['Cleavon Little'],
The Seduction of Joe Tynan,"['Alan Alda', ' Meryl Streep', ' Rip Torn', ' Barbara Harris', ' Melvyn Douglas']",['Alan Alda'],['Irish']
Seven,"['William Smith', ' Barbara Leigh']",['William Smith'],
Siddhartha,"['Shashi Kapoor', ' Simi Garewal', ' Romesh Sharma']",['Romesh Sharma'],
"Skatetown, U.S.A.","['Scott Baio', ' Flip Wilson', ' Patrick Swayze']",['Scott Baio'],"['Italian', 'Sicilian']"
Something Short of Paradise,"['Susan Sarandon', ' David Steinberg']",['David Steinberg'],
Star Trek: The Motion Picture,"['William Shatner', ' Leonard Nimoy', ' DeForest Kelley', ' Persis Khambatta', ' Nichelle Nichols', ' George Takei']",['William Shatner'],"['Ashkenazi', 'Jewish']"
Starting Over,"['Burt Reynolds', ' Jill Clayburgh', ' Candice Bergen']",['Burt Reynolds'],"['English', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'German', 'Dutch']"
Sunburn,"['Farrah Fawcett', ' Art Carney', ' Charles Grodin']",['Art Carney'],['Irish']
Take Down,"['Lorenzo Lamas', ' Edward Herrmann', ' Kathleen Lloyd']",['Lorenzo Lamas'],"['Argentinian', 'Spanish', 'Norwegian']"
The Tale of Tiffany Lust,"['Candida Royalle', ' Desiree Cousteau', ' Dominique Saint Claire', ' George Payne', ' Ron Jeremy', ' Samantha Fox', ' Vanessa del Rio', ' Veronica Hart']",['George Payne'],
Tilt,"['Brooke Shields', ' Charles Durning']",['Charles Durning'],['Irish']
Time After Time,"['Malcolm McDowell', ' David Warner', ' Mary Steenburgen']",['Malcolm McDowell'],"['English', 'Scottish', 'Irish']"
Tourist Trap,"['Chuck Connors', ' Jocelyn Jones', ' Tanya Roberts']",['Chuck Connors'],
The Villain,"['Kirk Douglas', ' Ann-Margret', ' Arnold Schwarzenegger']",['Kirk Douglas'],"['Ashkenazi', 'Jewish']"
The Visitor,"['Glenn Ford', ' Shelley Winters', ' Steve Somers']",['Glenn Ford'],"['English', 'Scottish', 'Irish', 'Dutch']"
Wanda Nevada,"['Peter Fonda', ' Brooke Shields']",['Peter Fonda'],"['Dutch', 'English', 'Scottish', 'FrenchCanadian', 'Italian', 'German', 'Belgian', 'Flemish', 'Norwegian', 'Cornish']"
The Wanderers,"['Ken Wahl', ' Karen Allen', ' Val Avery']",['Ken Wahl'],
The War at Home,"['Dwight D. Eisenhower', ' Allen Ginsberg']",['Dwight D. Eisenhower'],"['German', 'SwissGerman', 'English']"
The Warriors,"['James Remar', ' Michael Beck', ' David Patrick Kelly', ' Dorsey Wright', ' Lynne Thigpen']",['James Remar'],"['Jewish', 'English']"
"When You Comin' Back, Red Ryder?","['Marjoe Gortner', ' Candy Clark']",['Marjoe Gortner'],
When a Stranger Calls,"['Carol Kane', ' Charles Durning']",['Charles Durning'],['Irish']
Winter Kills,"['Jeff Bridges', ' Anthony Perkins', ' Sterling Hayden', ' Eli Wallach', ' Richard Boone']",['Jeff Bridges'],"['English', 'ScotsIrishNorthern', 'Irish', 'Irish', 'SwissGerman', 'German']"
Wise Blood,"['Brad Dourif', ' John Huston', ' Ned Beatty']",['Brad Dourif'],"['French', 'English', 'Irish']"
Wolfman,"['Earl Owensby', ' Ed Grady']",['Earl Owensby'],
Yanks,"['Richard Gere', ' Vanessa Redgrave', ' Lisa Eichhorn']",['Richard Gere'],"['English', 'ScotsIrishNorthern', 'Irish', 'Welsh', 'Dutch', 'Scottish', 'German', 'French']"
