0,1,Males,Ethnicity
Accent on Love,"['George Montgomery', ' Osa Massen', ' J. Carrol Naish']",['George Montgomery'],['Ukrainian']
Across the Sierras,['Bill Elliott'],['Bill Elliott'],
Adam Had Four Sons,"['Ingrid Bergman', ' Warner Baxter', ' Susan Hayward']",['Warner Baxter'],['English']
Adventure in Washington,"['Herbert Marshall', ' Virginia Bruce', ' Gene Reynolds']",['Herbert Marshall'],
Affectionately Yours,"['Merle Oberon', ' Rita Hayworth', ' Dennis Morgan']",['Dennis Morgan'],
All-American Co-Ed,"['Frances Langford', ' Johnny Downs', ' Marjorie Woodworth']",['Johnny Downs'],
All Through the Night,"['Humphrey Bogart', ' Kaaren Verne', ' Conrad Veidt', ' Jane Darwell']",['Humphrey Bogart'],"['English', 'Dutch', 'German', 'French', 'Belgian', 'Walloon', 'Welsh']"
Aloma of the South Seas,"['Dorothy Lamour', ' Jon Hall', ' Katherine DeMille']",['Jon Hall'],
Along the Rio Grande,"['Tim Holt', ' Betty Jane Rhodes', ' Ruth Clifford']",['Tim Holt'],
Among the Living,"['Albert Dekker', ' Susan Hayward', ' Harry Carey', ' Frances Farmer']",['Albert Dekker'],
Andy Hardy's Private Secretary,"['Lewis Stone', ' Mickey Rooney', ' Kathryn Grayson']",['Lewis Stone'],
Angels with Broken Wings,"['Jane Frazee', ' Mary Lee', ' Binnie Barnes']",[],
The Apache Kid,"['Don ""Red"" Barry', ' Lynn Merrick', ' LeRoy Mason']","['Don ""Red"" Barry']",
Appointment for Love,"['Charles Boyer', ' Margaret Sullavan', ' Rita Johnson']",['Charles Boyer'],['French']
Arizona Bound,"['Buck Jones', ' Tim McCoy', ' Luana Walters']",['Buck Jones'],
Arizona Cyclone,"['Johnny Mack Brown', ' Fuzzy Knight', "" Nell O'Day""]",['Johnny Mack Brown'],
Arkansas Judge,"['Roy Rogers', ' Veda Ann Borg', ' Pauline Moore ']",['Roy Rogers'],
Babes on Broadway,"['Judy Garland', ' Mickey Rooney', ' Fay Bainter ']",[],
