0,1,Males,Ethnicity
Defiance,"['Daniel Craig', ' Liev Schreiber', ' Jamie Bell']",['Daniel Craig'],"['English', 'Welsh', 'Scottish', 'Irish', 'FrenchFrench', 'Huguenot']"
"Definitely, Maybe","['Ryan Reynolds', ' Isla Fisher', ' Derek Luke', ' Abigail Breslin', ' Elizabeth Banks', ' Rachel Weisz']",['Ryan Reynolds'],"['Irish', 'Scottish', 'Northern', 'Irish', 'Luxembourgish', 'English', 'Dutch']"
Delgo,"['Freddie Prinze', ' Jr.', ' Jennifer Love Hewitt', ' Anne Bancroft']",['Jr.'],
Disaster Movie,"['Kim Kardashian', ' Carmen Electra', ' Vanessa Minnillo', ' Matt Lanter']",['Matt Lanter'],"['Polish', 'English', 'Austrian', 'Scottish', 'German', 'Irish', 'Ashkenazi', 'JewishSephardi', 'Jewish']"
Doomsday,"['Rhona Mitra', ' Bob Hoskins', ' Malcolm McDowell', ' Alexander Siddig']",['Bob Hoskins'],"['English', 'Romani']"
Doubt,"['Meryl Streep', ' Philip Seymour Hoffman', ' Amy Adams', ' Viola Davis']",['Philip Seymour Hoffman'],"['Irish', 'English', 'German', 'Dutch', 'Polish']"
Drillbit Taylor,"['Owen Wilson', ' Troy Gentile', ' Nate Hartley', ' David Dorfman']",['Owen Wilson'],['Irish']
 Eagle Eye,"['Shia LaBeouf', ' Michelle Monaghan', ' Billy Bob Thornton', ' Rosario Dawson']",['Billy Bob Thornton'],"['English', 'Scottish', 'Irish']"
Elegy,"['Penélope Cruz', ' Ben Kingsley', ' Peter Sarsgaard']",['Ben Kingsley'],"['Gujarati', 'Indianmaternal', 'Englishmaternal', 'Ashkenazi', 'Jewish']"
Expelled: No Intelligence Allowed,['The conflicts between intelligent design and evolution'],['The conflicts between intelligent design and evolution'],
The Express: The Ernie Davis Story,"['Dennis Quaid', ' Rob Brown', ' Omar Benson Miller']",['Dennis Quaid'],"['English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'Irish', 'German']"
The Eye,['Jessica Alba'],[],
 The Family That Preys,"['Tyler Perry', ' Alfre Woodard', ' Sanaa Lathan', ' Rockmond Dunbar']",['Tyler Perry'],['AfricanAmerican']
Felon,"['Stephen Dorff', ' Val Kilmer']",['Stephen Dorff'],"['Jewish', 'Italian', 'Polish']"
Fireflies in the Garden,"['Julia Roberts', ' Ryan Reynolds', ' Willem Dafoe', ' Emily Watson']",['Ryan Reynolds'],"['Irish', 'Scottish', 'Northern', 'Irish', 'Luxembourgish', 'English', 'Dutch']"
Fireproof,"['Kirk Cameron', ' Erin Bethea']",['Kirk Cameron'],"['Scottish', 'English', 'German', 'Irish', 'Channel', 'Islander', 'Jersey', 'Dutch']"
First Sunday,"['Ice Cube', ' Katt Williams', ' Tracy Morgan']",[],
Flash of Genius,['Greg Kinnear'],['Greg Kinnear'],"['English', 'German', 'Scottish', 'Irish', 'ScotsIrishNorthern', 'Irish']"
Fool's Gold,"['Matthew McConaughey', ' Kate Hudson']",['Matthew McConaughey'],"['Irish', 'English', 'Scottish', 'German', 'Swedish', 'Welsh']"
The Forbidden Kingdom,"['Jackie Chan', ' Jet Li', ' Michael Angarano', ' Liu Yifei']",['Jet Li'],['Chinese']
Forever Strong,"['Sean Astin', ' Penn Badgley', ' Sean Faris']",['Sean Astin'],"['Jewish', 'Irish', 'German']"
Forgetting Sarah Marshall,"['Jason Segel', ' Kristen Bell', ' Mila Kunis', ' Russell Brand']",['Jason Segel'],"['Ashkenazi', 'Jewish', 'English', 'Scottish', 'Irish', 'French']"
Four Christmases,"['Vince Vaughn', ' Reese Witherspoon', ' Robert Duvall', ' Sissy Spacek', ' Jon Voight', ' Mary Steenburgen']",['Vince Vaughn'],"['Lebanese25', 'Italian50', 'English', 'Irish', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'German', 'SwissFrench', 'Dutch']"
Frost/Nixon,"['Frank Langella', ' Michael Sheen', ' Kevin Bacon', ' Sam Rockwell', ' Toby Jones', ' Oliver Platt', ' Rebecca Hall']",['Frank Langella'],['Italian']
Frozen River,"['Melissa Leo', ' Misty Upham', "" Michael O'Keefe"", ' Mark Boone', ' Jr.']",['Mark Boone'],"['German', 'Scottish', 'English', 'SwissGerman']"
Funny Games,"['Naomi Watts', ' Tim Roth', ' Michael Pitt', ' Brady Corbet']",['Tim Roth'],"['Irish', 'English']"
 The Garden,['history of the South Central Farm'],[],
Garden Party,"['Vinessa Shaw', ' Willa Holland']",[],
Get Smart,"['Steve Carell', ' Anne Hathaway', ' Dwayne Johnson', ' Alan Arkin', ' Terry Crews', ' James Caan']",['Steve Carell'],"['German', 'Polish']"
Ghost Town,"['Ricky Gervais', ' Téa Leoni', ' Greg Kinnear']",['Ricky Gervais'],"['FrenchCanadian', 'English', 'Iroquois', 'First', 'Nations', 'English']"
Gran Torino,['Clint Eastwood'],['Clint Eastwood'],"['English', 'Scottish', 'Irish', 'German', 'Dutch', 'Welsh']"
 Hamlet 2,"['Steve Coogan', ' Catherine Keener', ' David Arquette']",['Steve Coogan'],['Irish']
Hancock,"['Will Smith', ' Charlize Theron', ' Jason Bateman']",['Will Smith'],['AfricanAmerican']
Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,"['Miley Cyrus', ' Jonas Brothers', ' Kenny Ortega', ' Billy Ray Cyrus']",['Jonas Brothers'],
The Happening,"['Mark Wahlberg', ' Zooey Deschanel', ' John Leguizamo', ' Betty Buckley']",['Mark Wahlberg'],"['Irish25', 'Swedish625', 'English625', 'FrenchCanadian3125', 'Scottish']"
Harold,"['Spencer Breslin', ' Cuba Gooding', ' Jr.', ' Nikki Blonsky', ' Ally Sheedy']",['Spencer Breslin'],"['British', 'Isles', 'Irish', 'English', 'Ashkenazi', 'Jewish']"
Harold & Kumar Escape from Guantanamo Bay,"['John Cho', ' Kal Penn']",['John Cho'],['Korean']
The Haunting of Molly Hartley,"['Haley Bennett', ' Chace Crawford', ' AnnaLynne McCord', ' Shannon Marie Woodward']",['Chace Crawford'],"['English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'German']"
Hellboy II: The Golden Army,"['Ron Perlman', ' Selma Blair', ' Doug Jones', ' Luke Goss']",['Ron Perlman'],"['Ashkenazi', 'Jewish']"
Henry Poole Is Here,"['Luke Wilson', ' Radha Mitchell', ' George Lopez']",['Luke Wilson'],['Irish']
Hero Wanted,"['Cuba Gooding', ' Jr.', ' Ray Liotta']",['Jr.'],
High School Musical 3: Senior Year,"['Zac Efron', ' Vanessa Hudgens', ' Ashley Tisdale', ' Corbin Bleu']",['Zac Efron'],"['Ashkenazi', 'Jewish', 'English', 'German', 'Scottish', 'Irish', 'Dutch', 'BelgianFlemish']"
Horton Hears a Who!,"['Jim Carrey', ' Steve Carell', ' Carol Burnett', ' Dan Fogler']",['Jim Carrey'],"['FrenchCanadian', 'English', 'Scottish', 'Irish']"
The Hottie and the Nottie,"['Paris Hilton', ' Joel David Moore', ' Christine Lakin']",['Joel David Moore'],"['German', 'English', 'Scottish', 'Irish', 'Dutch']"
The House Bunny,"['Anna Faris', ' Emma Stone', ' Colin Hanks', ' Katharine McPhee']",['Colin Hanks'],"['Portuguese', 'Ashkenazi', 'Jewish', 'English', 'Cornish', 'Scottish', 'Irish', 'German', 'Welsh']"
 Igor,"['John Cusack', ' Steve Buscemi', ' John Cleese', ' Jennifer Coolidge']",['John Cusack'],['Irish']
In Bruges,"['Colin Farrell', ' Brendan Gleeson', ' Ralph Fiennes']",['Colin Farrell'],['Irish']
The Incredible Hulk,"['Edward Norton', ' Liv Tyler', ' Tim Roth', ' William Hurt']",['Edward Norton'],"['English', 'German', 'ScotsIrishNorthern', 'Irish', 'SwissGerman']"
Indiana Jones and the Kingdom of the Crystal Skull,"['Harrison Ford', ' Karen Allen', ' Shia LaBeouf', ' Cate Blanchett', ' Jim Broadbent', ' Ray Winstone']",['Harrison Ford'],"['Irish', 'German', 'Ashkenazi', 'Jewish']"
Inkheart,"['Brendan Fraser', ' Eliza Bennett', ' Sienna Guillory', ' Paul Bettany', ' Helen Mirren', ' Andy Serkis']",['Brendan Fraser'],"['Irish', 'Scottish', 'German', 'Czech', 'FrenchCanadian', 'English']"
Iron Man,"['Robert Downey', ' Jr.', ' Terrence Howard', ' Gwyneth Paltrow', ' Jeff Bridges']",['Robert Downey'],"['Ashkenazi', 'Jewish', 'English', 'Scottish', 'German', 'SwissGerman', 'Irish']"
 Journey to the Center of the Earth,"['Brendan Fraser', ' Josh Hutcherson', ' Anita Briem']",['Brendan Fraser'],"['Irish', 'Scottish', 'German', 'Czech', 'FrenchCanadian', 'English']"
Jumper,"['Hayden Christensen', ' Samuel L. Jackson', ' Rachel Bilson', ' Jamie Bell', ' Diane Lane', ' Michael Rooker']",['Samuel L. Jackson'],"['AfricanAmerican', 'English']"
 Kit Kittredge: An American Girl,"['Abigail Breslin', "" Chris O'Donnell"", ' Julia Ormond', ' Stanley Tucci']",['Stanley Tucci'],['Italian']
Kung Fu Panda,"['Jack Black', ' Jackie Chan', ' Dustin Hoffman', ' Angelina Jolie', ' Lucy Liu', ' Seth Rogen']",['Jack Black'],"['German', 'Northern', 'Irish', 'Scottish', 'English', 'French', 'Welsh', 'Judaism', 'Ashkenazi', 'Jewish']"
 Lakeview Terrace,"['Samuel L. Jackson', ' Kerry Washington', ' Patrick Wilson']",['Samuel L. Jackson'],"['AfricanAmerican', 'English']"
Last Chance Harvey,"['Dustin Hoffman', ' Emma Thompson', ' Eileen Atkins', ' Kathy Baker', ' James Brolin']",['Dustin Hoffman'],"['Ashkenazi', 'Jewish']"
Leatherheads,"['George Clooney', ' Renée Zellweger', ' John Krasinski']",['George Clooney'],"['Irish', 'English', 'German', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'Welsh', 'French', 'Huguenot', 'Dutch']"
The Love Guru,"['Mike Myers', ' Jessica Alba', ' Romany Malco', ' Justin Timberlake']",['Mike Myers'],"['English', 'Welsh']"
The Longshots,"['Ice Cube', ' Keke Palmer', ' Dash Mihok', ' Tasha Smith']",['Dash Mihok'],"['English', 'German', 'Irish']"
The Lucky Ones,"['Rachel McAdams', ' Tim Robbins', ' Michael Peña']",['Tim Robbins'],"['English', 'Norwegian', 'ScotsIrishNorthern', 'Irish', 'Scottish', 'German', 'FrenchFrenchCanadian', 'Dutch']"
 Mad Money,"['Diane Keaton', ' Queen Latifah', ' Katie Holmes']",[],
Madagascar: Escape 2 Africa,"['Ben Stiller', ' Chris Rock', ' Jada Pinkett Smith', ' David Schwimmer']",['Ben Stiller'],"['Jewish', 'Irish', 'Judaism']"
Made of Honor,"['Patrick Dempsey', ' Michelle Monaghan', ' Kevin McKidd', ' Kathleen Quinlan']",['Patrick Dempsey'],"['German', 'English', 'Scottish', 'Swedish', 'Native', 'American']"
Mamma Mia!,"['Meryl Streep', ' Amanda Seyfried', ' Pierce Brosnan', ' Colin Firth', ' Stellan Skarsgård', ' Christine Baranski']",['Pierce Brosnan'],['Irish']
Man on Wire,"[""Philippe Petit's 1974 high-wire walk between the Twin Towers""]",[],
Marley & Me,"['Owen Wilson', ' Jennifer Aniston']",['Owen Wilson'],['Irish']
Max Payne,"['Mark Wahlberg', ' Mila Kunis', ' Beau Bridges', ' Ludacris', "" Chris O'Donnell"", ' Donal Logue', ' Olga Kurylenko']",['Mark Wahlberg'],"['Irish25', 'Swedish625', 'English625', 'FrenchCanadian3125', 'Scottish']"
Meet Dave,"['Eddie Murphy', ' Gabrielle Union', ' Elizabeth Banks', ' Ed Helms']",['Eddie Murphy'],['AfricanAmerican']
Meet the Browns,"['Tyler Perry', ' Angela Bassett', ' Jenifer Lewis', ' Rick Fox']",['Tyler Perry'],['AfricanAmerican']
Meet the Spartans,"['Sean Maguire', ' Ken Davitian', ' Carmen Electra', ' Diedrich Bader', ' Kevin Sorbo', ' Travis Van Winkle']",['Sean Maguire'],
The Midnight Meat Train,"['Bradley Cooper', ' Leslie Bibb', ' Tony Curran']",['Bradley Cooper'],['Italian']
Milk,"['Sean Penn', ' Josh Brolin', ' Emile Hirsch', ' James Franco', ' Diego Luna']",['Sean Penn'],"['Jewish', 'Italian', 'Irish']"
Miracle at St. Anna,"['Derek Luke', ' Michael Ealy', ' Laz Alonso', ' Omar Benson Miller', ' Pierfrancesco Favino', ' Valentina Cervi']",['Derek Luke'],['AfricanAmerican']
Mirrors,"['Kiefer Sutherland', ' Paula Patton', ' Amy Smart']",['Kiefer Sutherland'],"['Scottish', 'English', 'Irish', 'German']"
The Mummy: Tomb of the Dragon Emperor,"['Brendan Fraser', ' Jet Li', ' Maria Bello', ' John Hannah']",['Brendan Fraser'],"['Irish', 'Scottish', 'German', 'Czech', 'FrenchCanadian', 'English']"
My Best Friend's Girl,"['Dane Cook', ' Kate Hudson', ' Jason Biggs', ' Alec Baldwin']",['Dane Cook'],"['Irish', 'English', 'Scottish', 'German']"
My Sassy Girl,"['Elisha Cuthbert', ' Jesse Bradford', ' Chris Sarandon']",['Jesse Bradford'],"['English', 'German']"
 Never Back Down,"['Djimon Hounsou', ' Amber Heard', ' Sean Faris', ' Cam Gigandet']",['Djimon Hounsou'],['Beninese']
Nick and Norah's Infinite Playlist,"['Michael Cera', ' Kat Dennings', ' Alexis Dziena', ' Ari Graynor', ' Aaron Yoo', ' Jay Baruchel']",['Michael Cera'],"['English', 'Irish', 'Scottish', 'Dutch']"
Nights in Rodanthe,"['Richard Gere', ' Diane Lane']",['Richard Gere'],"['English', 'ScotsIrishNorthern', 'Irish', 'Welsh', 'Dutch', 'Scottish', 'German', 'French']"
Nim's Island,"['Abigail Breslin', ' Jodie Foster', ' Gerard Butler']",['Gerard Butler'],"['Irish', 'Scottish']"
Nothing But the Truth,"['Kate Beckinsale', ' Matt Dillon', ' Angela Bassett', ' Alan Alda', ' Vera Farmiga', ' David Schwimmer', ' Noah Wyle']",['Matt Dillon'],"['Irish125', 'German', 'Scottish', 'Irish']"
Nothing Like the Holidays,"['Luis Guzmán', ' John Leguizamo', ' Debra Messing', ' Alfred Molina']",['Luis Guzmán'],
 One Missed Call,"['Edward Burns', ' Shannyn Sossamon', ' Ana Claudia Talancón', ' Azura Skye']",['Edward Burns'],"['Irish125', 'Swedish']"
The Other Boleyn Girl,"['Natalie Portman', ' Scarlett Johansson', ' Eric Bana']",['Eric Bana'],['German']
Over Her Dead Body,"['Eva Longoria', ' Paul Rudd', ' Lake Bell', ' Jason Biggs']",['Paul Rudd'],"['Ashkenazi', 'Jewish']"
 Passengers,"['Anne Hathaway', ' Patrick Wilson', ' David Morse', ' Andre Braugher']",['Patrick Wilson'],"['English', 'Scottish', 'ScotsIrishNorthern', 'Irish', 'Welsh', 'German']"
Pathology,"['Milo Ventimiglia', ' Michael Weston', ' Alyssa Milano', ' Lauren Lee Smith']",['Milo Ventimiglia'],"['English', 'Scottish']"
Patti Smith: Dream of Life,['the career of Patti Smith'],['the career of Patti Smith'],
Pineapple Express,"['Seth Rogen', ' James Franco']",['Seth Rogen'],"['Ashkenazi', 'Jewish']"
The Pirates Who Don't Do Anything: A VeggieTales Movie,"['Mike Nawrocki', ' Phil Vischer', ' Tim Hodge']",['Mike Nawrocki'],
"
",['The Poker House'],['The Poker House'],
Drama,['Pray the Devil Back to Hell'],['Pray the Devil Back to Hell'],
Documentary,['Pride and Glory'],['Pride and Glory'],
Crime drama,['Prom Night'],['Prom Night'],
Horror,['The Promotion'],['The Promotion'],
Comedy,['Proud American'],[],
Documentary,['Punisher: War Zone'],[],
Superhero,[' Quantum of Solace'],[],
"Action, 007",['Quarantine'],[],
Horror,[' Rachel Getting Married'],[],
Drama,['Rambo'],[],
Action,['The Reader'],['The Reader'],
Drama,['Redbelt'],[],
"Drama, Martial arts",['Religulous'],[],
Documentary,['Rent: Filmed Live on Broadway'],[],
Musical,['Repo! The Genetic Opera'],[],
"Horror, Musical",['Revolutionary Road'],[],
Drama,['Righteous Kill'],['Righteous Kill'],
Crime drama,['The Rocker'],['The Rocker'],
Comedy,['Role Models'],[],
Comedy,['The Ruins'],['The Ruins'],
Horror,[' Saw V'],['Saw V'],
Horror,['The Secret Life of Bees'],['The Secret Life of Bees'],
Drama,['Semi-Pro'],[],
"Comedy, Sports",['Seven Pounds'],[],
Drama,['Sex and the City'],[],
Comedy,['Sex Drive'],[],
Comedy,['Shutter'],[],
Horror,['The Sisterhood of the Traveling Pants 2'],['The Sisterhood of the Traveling Pants 2'],
Comedy-drama,['Sleepwalking'],[],
Drama,['Smart People'],[],
Comedy,['Soul Men'],[],
"Comedy, Musical",['Space Chimps'],[],
Animation,['Speed Racer'],['Speed Racer'],
Science fiction,['The Spiderwick Chronicles'],['The Spiderwick Chronicles'],
"Family, Fantasy",['Spike'],[],
Horror,['The Spirit'],['The Spirit'],
Science fiction,['Spy School'],[],
"Family, spy",['Star Wars: The Clone Wars'],[],
Animation,['Step Brothers'],[],
Comedy,['Step Up 2: The Streets'],[],
Dance,['Stop-Loss'],[],
War,['Strange Wilderness'],[],
Comedy,['The Strangers'],['The Strangers'],
Horror,['Street Kings'],[],
Crime drama,['Sunshine Cleaning'],[],
Comedy drama,['Superhero Movie'],[],
"Comedy, parody",['Swing Vote'],[],
Comedy,['The Tale of Despereaux'],['The Tale of Despereaux'],
Animation,['Traitor'],[],
Spy,['Tropic Thunder'],[],
Comedy,['Trouble the Water'],[],
Documentary,['Twilight'],[],
"Fantasy, Romance",['U2 3D'],[],
Concert,['Untraceable'],[],
Thriller,[' Valkyrie'],[],
War,['Vantage Point'],[],
Thriller,['Vicky Cristina Barcelona'],[],
Romance,['Visioneers'],[],
Satire,[' W.'],['W.'],"['English', 'Dutch', 'French', 'Scottish']"
"Biography, drama",['The Wackness'],['The Wackness'],
Dramedy,['WALL-E'],[],
Animation,['Waltz with Bashir'],[],
Animation,['Wanted'],[],
Action,"['War', ' Inc.']",['War'],"['Mexican', 'German']"
Action,['Welcome Home Roscoe Jenkins'],[],
Comedy,"[""What Doesn't Kill You""]",[],
Crime drama,['What Happens in Vegas'],[],
Comedy,['What Just Happened'],[],
Comedy,['Witless Protection'],[],
Comedy,['The Women'],['The Women'],
Comedy,['The Wrestler'],['The Wrestler'],
Drama,[' The X-Files: I Want to Believe'],['The X-Files: I Want to Believe'],
Science fiction,[' Yes Man'],[],
Comedy,"[""You Don't Mess with the Zohan""]",[],
Comedy,[' Zack and Miri Make a Porno'],['Zack and Miri Make a Porno'],
