-30-,"['Jack Webb', ' William Conrad']",['Drama']
4D Man,"['Robert Lansing', ' Lee Meriwether']",['Sci-fi']
The 30 Foot Bride of Candy Rock,"['Lou Costello', ' Dorothy Provine']",['Comedy']
Alaska Passage,"['Lyn Thomas', ' Bill Williams']",['Drama']
Al Capone,"['Rod Steiger', ' Nehemiah Persoff', ' James Gregory', ' Fay Spain']",['Biography']
Alias Jesse James,"['Bob Hope', ' Rhonda Fleming']",['Western comedy']
The Alligator People,"['Beverly Garland', ' Bruce Bennett']",['Horror']
Anatomy of a Murder,"['James Stewart', ' Lee Remick', ' George C. Scott', ' Ben Gazzara', "" Arthur O'Connell"", ' Eve Arden', ' Joseph N. Welch', ' Kathryn Grant']",['Crime drama']
The Angry Hills,"['Robert Mitchum', ' Stanley Baker', ' Gia Scala']",['War']
The Angry Red Planet,"['Gerald Mohr', ' Naura Hayden']",['Sci-fi']
Arson for Hire,"['Steve Brodie', ' Lyn Osborn']",['Crime']
The Atomic Submarine,"['Arthur Franz', ' Dick Foran']",['Sci-fi']
Ask Any Girl,"['David Niven', ' Shirley MacLaine', ' Gig Young', ' Rod Taylor']",['Comedy']
Attack of the Giant Leeches,"['Ken Clarke', ' Yvette Vickers']",['Sci-fi']
The Bat,"['Vincent Price', ' Agnes Moorehead', ' Darla Hood']",['Sci-fi']
Battle Flame,"['Scott Brady', ' Elaine Edwards']",['War']
Battle of the Coral Sea,"['Cliff Robertson', ' Gia Scala']",['Adventure']
Beast from Haunted Cave,"['Michael Forest', ' Frank Wolff']",['Sci-fi']
The Beat Generation,"['Mamie Van Doren', ' Ray Danton', ' Fay Spain']",['Drama']
"Behemoth, the Sea Monster","['Gene Evans', ' André Morell']",['Sci-fi']
Beloved Infidel,"['Gregory Peck', ' Deborah Kerr']",['Biography']
