3 Chains o' Gold,[''],['Musical']
3 Ninjas Kick Back,"['Victor Wong', ' Max Elliott Slade', ' Sean Fox', ' J. Evan Bonifant']","['Action', ' Family']"
8 Seconds,"['Luke Perry', ' Stephen Baldwin', ' Cynthia Gibb']",['Biopic']
Above the Rim,"['Duane Martin', ' Leon', ' Tupac Shakur']",['Drama']
Abraham,"['Richard Harris', ' Barbara Hershey']",['Drama']
Ace Ventura: Pet Detective,"['Jim Carrey', ' Courteney Cox', ' Sean Young', ' Tone Loc', ' Dan Marino']",['Comedy']
Africa: The Serengeti,[''],['Documentary']
The Air Up There,['Kevin Bacon'],['Comedy']
Airheads,"['Brendan Fraser', ' Adam Sandler', ' Steve Buscemi']",['Comedy']
Aladdin: The Return of Jafar,[''],['Family']
Alien Nation: Dark Horizon,"['Gary Graham', ' Eric Pierpoint']",['Drama']
Amateur,"['Isabelle Huppert', ' Martin Donovan']","['Comedy', ' Drama']"
Andre,"['Keith Carradine', ' Tina Majorino']","['Family', ' Drama']"
Angels in the Outfield,"['Danny Glover', ' Tony Danza', ' Christopher Lloyd', ' Joseph Gordon-Levitt', ' Brenda Fricker', ' Jay O. Sanders']","['Comedy', ' Sports']"
Angie,"['Geena Davis', ' Stephen Rea', ' James Gandolfini', ' Aida Turturro']",['Drama']
Another Midnight Run,"['Christopher McDonald', ' Cathy Moriarty']",['Action']
Baby's Day Out,"['Joe Mantegna', ' Lara Flynn Boyle', ' Joe Pantoliano', ' Brian Haley']",['Comedy']
Bad Girls,"['Madeleine Stowe', ' Mary Stuart Masterson', ' Andie MacDowell', ' Drew Barrymore', ' Dermot Mulroney']",['Western']
Bar Girls,[''],['Drama']
Barcelona,"['Taylor Nichols', ' Mira Sorvino']",['Drama']
Beretta's Island,['Franco Columbu'],['Drama']
Beverly Hills Cop III,"['Eddie Murphy', ' Judge Reinhold', ' Héctor Elizondo', ' Theresa Randle']","['Action', ' Comedy']"
The Birds II: Land's End,"['Brad Johnson', ' Chelsea Field']",['Thriller']
Black Beauty,"['Alan Cumming', ' Sean Bean']",['Family. Drama']
Blank Check,"['Brian Bonsall', ' Karen Duffy', ' Miguel Ferrer', ' James Rebhorn', ' Tone Loc', ' Jayne Atkinson', ' Michael Lerner']",['Comedy']
Blankman,"['Damon Wayans', ' David Alan Grier', ' Robin Givens']",['Comedy']
Blind Justice,"['Armand Assante', ' Elisabeth Shue']",['Drama']
Blink,"['Madeleine Stowe', ' Aidan Quinn', ' James Remar', ' Laurie Metcalf']",['Thriller']
Bloodfist V: Human Target,['Don Wilson'],['Martial arts']
Bloodlust: Subspecies III,[''],['Horror']
Blown Away,"['Jeff Bridges', ' Tommy Lee Jones', ' Suzy Amis', ' Lloyd Bridges', ' Forest Whitaker']",['Action']
Blue Chips,"['Nick Nolte', ' Mary McDonnell', "" Shaquille O'Neal"", ' Alfre Woodard', "" Ed O'Neill"", ' J. T. Walsh']","['Drama', ' Sports']"
Blue Sky,"['Jessica Lange', ' Tommy Lee Jones']",['Drama']
Brainscan,"['Edward Furlong', ' Frank Langella']",['Drama']
Breach of Conduct,['Peter Coyote'],['Drama']
Breathing Lessons,"['James Garner', ' Joanne Woodward']",['Drama']
Bullets over Broadway,"['John Cusack', ' Jennifer Tilly', ' Dianne Wiest', ' Chazz Palminteri', ' Jim Broadbent', ' Rob Reiner', ' Mary-Louise Parker', ' Tracey Ullman', ' Joe Viterelli']",['Comedy']
Cabin Boy,"['Chris Elliott', ' Andy Richter']",['Comedy']
Camp Nowhere,"['Jonathan Jackson', ' Christopher Lloyd', ' Melody Kay', ' Andrew Keegan', ' Marnette Patterson', ' Jessica Alba']","['Family', ' Comedy']"
Campground Massacre,"['Walter Cherry', '  Wesley Shane Winter', ' Jeremy Winter', ' Dustin J. Boes', ' Mathew Vaughan', ' Janie Dull']",['Horror']
Cancer Wars,[''],['Documentary']
"Car 54, Where Are You?","['John C. McGinley', ' David Johansen', ' Fran Drescher', "" Rosie O'Donnell"", ' Nipsey Russell']",['Comedy']
Chariots of Fur,[''],['']
The Chase,"['Charlie Sheen', ' Kristy Swanson']",['Comedy Action']
Chasers,"['Tom Berenger', ' William McNamara', ' Erika Eleniak', ' Gary Busey']",['Comedy']
China Moon,"['Ed Harris', ' Madeleine Stowe', ' Benicio del Toro', ' Charles Dance']",['Crime drama']
Cinderella,[''],['']
City Slickers II: The Legend of Curly's Gold,"['Billy Crystal', ' Jack Palance', ' Jon Lovitz', ' Daniel Stern', ' Patricia Wettig']",['Comedy']
"Class of Nuke 'Em High 3: The Good, the Bad and the Subhumanoid",[''],['Science fiction']
"Clean, Shaven",['Peter Greene'],['Drama']
Clean Slate,"['Dana Carvey', ' Valeria Golino', ' James Earl Jones', ' Michael Gambon']",['Comedy']
Clear and Present Danger,"['Harrison Ford', ' Willem Dafoe', ' Anne Archer', ' James Earl Jones', ' Donald Moffat', ' Harris Yulin', ' Joaquim de Almeida', ' Henry Czerny']","['Action', ' Drama']"
Clerks,"[""Brian O'Halloran"", ' Jeff Anderson']",['Comedy']
The Client,"['Susan Sarandon', ' Tommy Lee Jones', ' Brad Renfro', ' Mary-Louise Parker', ' Anthony LaPaglia', ' J. T. Walsh']",['Crime drama']
Clifford,"['Martin Short', ' Charles Grodin', ' Mary Steenburgen', ' Dabney Coleman', ' Richard Kind']",['Comedy']
Cobb,"['Tommy Lee Jones', ' Robert Wuhl', ' Lolita Davidovich']","['Biography', ' Drama']"
Color of Night,"['Bruce Willis', ' Jane March', ' Rubén Blades', ' Lesley Ann Warren', ' Scott Bakula', ' Brad Dourif', ' Lance Henriksen', "" Kevin J. O'Connor""]",['Thriller']
Confessions of a Sorority Girl,[''],['Drama']
The Cool Surface,"['Robert Patrick', ' Teri Hatcher']",['Drama']
Cool and the Crazy,"['Jennifer Blanc', ' Jared Leto']",['Drama']
Cops and Robbersons,"['Chevy Chase', ' Jack Palance', ' Dianne Wiest', ' Jason James Richter']",['Comedy']
"Corrina, Corrina","['Whoopi Goldberg', ' Ray Liotta', ' Tina Majorino']","['Comedy', ' drama']"
The Cowboy Way,"['Woody Harrelson', ' Kiefer Sutherland', ' Dylan McDermott', ' Ernie Hudson']",['Comedy']
The Cremaster Cycle,[''],['Experimental']
Crooklyn,"['Alfre Woodard', ' Delroy Lindo']",['Drama']
The Crow,"['Brandon Lee', ' Michael Wincott', ' Ernie Hudson']",['Action']
Crumb,['R. Crumb'],['Documentary']
Cyborg 3: The Recycler,"['Malcolm McDowell', ' Zach Galligan']",['Science fiction']
D2: The Mighty Ducks,"['Emilio Estevez', ' Joshua Jackson']",['Family']
The Dallas Connection,['Julie Strain'],['Action']
