12 Monkeys,"['Bruce Willis', ' Madeleine Stowe', ' Brad Pitt', ' Christopher Plummer']",['Science fiction']
3 Ninjas Knuckle Up,"['Victor Wong', ' Charles Napier', ' Michael Treanor', ' Max Elliott Slade']",['Comedy']
Above Suspicion,"['Christopher Reeve', ' Kim Cattrall', ' Joe Mantegna']",['Thriller']
Ace Ventura: When Nature Calls,"['Jim Carrey', ' Ian McNeice', ' Sophie Okonedo', ' Bob Gunton']",['Comedy']
The Addiction,"['Lili Taylor', ' Christopher Walken', ' Annabella Sciorra']",['Horror']
Amanda and the Alien,"['John Diehl', ' Michael Dorn']",['Sci-fi comedy']
The Amazing Panda Adventure,"['Stephen Lang', ' Ryan Slater', ' Yi Ding']",['Family']
The American President,"['Michael Douglas', ' Annette Bening', ' Martin Sheen', ' Michael J. Fox', ' Samantha Mathis', ' Richard Dreyfuss']",['Romantic comedy']
Angela,['Miranda Stuart Rhyne'],['Drama']
Angels and Insects,"['Mark Rylance', ' Patsy Kensit', ' Kristin Scott Thomas']",['Drama']
Angus,"['Charlie Talbert', ' George C. Scott', ' Kathy Bates', ' Chris Owen', ' Ariana Richards', ' James Van Der Beek']",['Comedy']
Apollo 13,"['Tom Hanks', ' Kevin Bacon', ' Bill Paxton', ' Gary Sinise', ' Ed Harris', ' Kathleen Quinlan']","['Drama', ' Biography']"
Assassins,"['Sylvester Stallone', ' Antonio Banderas', ' Julianne Moore']",['Action']
Attack of the 60 Foot Centerfold,"['J. J. North', ' Ted Monte', ' Tammy Parks']",['Sci-fi comedy']
Aurora: Operation Intercept,"['Bruce Payne', ' Lance Henriksen']","['Spy', ' Thriller']"
Babe,"['James Cromwell', ' Magda Szubanski', ' Christine Cavanaugh', ' Hugo Weaving']",['Fantasy']
The Baby-Sitters Club,"['Schuyler Fisk', ' Bre Blair', ' Rachael Leigh Cook']",['Family']
Bad Boys,"['Martin Lawrence', ' Will Smith', ' Téa Leoni', ' Tcheky Karyo', ' Theresa Randle', ' Joe Pantoliano']",['Action comedy']
Bad Company,"['Ellen Barkin', ' Laurence Fishburne', ' Frank Langella']",['Suspense']
Balto,"['Voices of Kevin Bacon', ' Bob Hoskins', ' Bridget Fonda', ' Phil Collins', ' Jim Cummings']",['Animated']
Bang,"['Darling Narita', ' Peter Greene']",['Drama']
The Basketball Diaries,"['Leonardo DiCaprio', ' Lorraine Bracco', ' Ernie Hudson', ' Mark Wahlberg']",['Biography']
Batman Forever,"['Val Kilmer', ' Tommy Lee Jones', ' Jim Carrey', ' Nicole Kidman', "" Chris O'Donnell"", ' Drew Barrymore', ' Debi Mazar']",['Superhero']
Baywatch the Movie: Forbidden Paradise,"['David Hasselhoff', ' Pamela Anderson', ' Parker Stevenson']",['Drama']
Before Sunrise,"['Ethan Hawke', ' Julie Delpy']",['Romance']
Beyond Rangoon,"['Patricia Arquette', ' Frances McDormand', ' Johnny Cheah', ' Adelle Lutz']","['Biography', ' Drama']"
The Big Green,"['Steve Guttenberg', "" Olivia d'Abo"", ' Bug Hall']",['Comedy']
Billy Madison,"['Adam Sandler', ' Bridgette Wilson', ' Bradley Whitford', ' Darren McGavin', ' Josh Mostel']",['Comedy']
Black Scorpion,"['Joan Severance', ' Bruce Abbott']",['Superhero']
Bloodfist VI: Ground Zero,"['Don Wilson', ' Marcus Aurelius']",['Action']
Bloodfist VII: Manhunt,['Don WilsonJillian McWhirter'],['Action']
