Across the Great Divide,"['Robert Logan', ' Heather Rattray', ' George Buck Flower']",['Family']
Alex and the Gypsy,"['Jack Lemmon', ' Geneviève Bujold', ' James Woods']",['Comedy']
"Alice, Sweet Alice","['Linda Miller', ' Brooke Shields', ' Mildred Clinton']",['Horror']
All the President's Men,"['Robert Redford', ' Dustin Hoffman', ' Jason Robards', ' Jack Warden', ' Hal Holbrook', ' Stephen Collins', ' Jane Alexander', ' Martin Balsam', ' Ned Beatty', ' Lindsay Crouse']","['Drama', ' Biographical']"
Assault on Precinct 13,"['Austin Stoker', ' Darwin Joston', ' Charles Cyphers']",['Action']
At the Earth's Core,"['Doug McClure', ' Peter Cushing', ' Caroline Munro']",['Sci-fi']
Baby Blue Marine,"['Jan-Michael Vincent', "" Glynnis O'Connor"", ' Katherine Helmond', ' Richard Gere']",['Drama']
The Bad News Bears,"['Walter Matthau', "" Tatum O'Neal"", ' Chris Barnes', ' Jackie Earle Haley', ' Vic Morrow', ' Joyce Van Patten', ' Brandon Cruz']",['Comedy']
The Big Bus,"['Stockard Channing', ' Joseph Bologna', ' John Beck', ' Sally Kellerman', ' Richard Mulligan', ' Jose Ferrer', ' Murphy Dunne']",['Comedy']
The Bingo Long Traveling All-Stars & Motor Kings,"['Billy Dee Williams', ' James Earl Jones', ' Richard Pryor']","['Comedy', ' Sports']"
Bittersweet Love,"['Lana Turner', ' Robert Lansing', ' Celeste Holm']",['Drama']
Black Heat,"['Timothy Brown', ' Russ Tamblyn', ' Regina Carrol']",['Action']
Black Shampoo,"['John Daniels', ' Tanya Boyd', ' Skip E. Lowe']",['Drama']
 The Blue Bird,"['Elizabeth Taylor', ' Jane Fonda', ' Cicely Tyson', ' Ava Gardner']","['Family', ' Fantasy']"
Bobbie Jo and the Outlaw,"['Lynda Carter', ' Marjoe Gortner', ' Belinda Balaski']",['Drama']
Bound for Glory,"['David Carradine', ' Ronny Cox', ' Melinda Dillon', ' Randy Quaid', ' Gail Strickland']",['Biography']
Breaking Point,"['Bo Svenson', ' Robert Culp', ' John Colicos']",['Crime drama']
"Buffalo Bill and the Indians, or Sitting Bull's History Lesson","['Paul Newman', ' Burt Lancaster', ' Harvey Keitel', ' Will Sampson', ' Joel Grey', ' Pat McCormick', ' Geraldine Chaplin']","['Western', '  Comedy']"
Burnt Offerings,"['Karen Black', ' Bette Davis', ' Oliver Reed']",['Horror']
Cannonball,"['David Carradine', ' Robert Carradine', ' Veronica Hamel']",['Action']
Car Wash,"['Antonio Fargas', ' Franklyn Ajaye', ' George Carlin']",['Comedy']
