Beneath the 12-Mile Reef,"['Robert Wagner', ' Terry Moore', ' Gilbert Roland']",['Adventure']
The Bigamist,"['Joan Fontaine', ' Ida Lupino', "" Edmond O'Brien""]",['Drama']
The Big Heat,"['Glenn Ford', ' Gloria Grahame Jocelyn Brando']",['Film noir']
Big Leaguer,"['Edward G. Robinson', ' Vera-Ellen']",['Comedy']
Blowing Wild,"['Gary Cooper', ' Barbara Stanwyck', ' Ruth Roman']",['Drama']
The Blue Gardenia,"['Anne Baxter', ' Richard Conte', ' Ann Sothern', ' Raymond Burr']",['Film noir']
A Blueprint for Murder,"['Joseph Cotten', ' Jean Peters', ' Gary Merrill']",['Thriller']
Born to the Saddle,"['Chuck Courtney', ' Donald Woods']",['Western']
Botany Bay,"['Alan Ladd', ' James Mason', ' Patricia Medina']",['Adventure']
Bright Road,"['Dorothy Dandridge', ' Harry Belafonte']",['Drama']
By the Light of the Silvery Moon,"['Doris Day', ' Gordon MacRae']",['Musical']
The Caddy,"['Dean Martin', ' Jerry Lewis', ' Donna Reed']",['Comedy']
Calamity Jane,"['Doris Day', ' Howard Keel']",['Musical']
Call Me Madam,"['Ethel Merman', "" Donald O'Connor"", ' Vera-Ellen', ' Billy De Wolfe']",['Musical']
Captain John Smith and Pocahontas,"['Anthony Dexter', ' Jody Lawrance']",['Historical']
Captain Scarlett,"['Richard Greene', ' Leonora Amar']",['Adventure']
Cat-Women of the Moon,"['Sonny Tufts', ' Victor Jory']",['Science fiction']
Cease Fire!,[''],['War']
Champ for a Day,"['Alex Nicol', ' Audrey Totter', ' Charles Winninger']",['Crime drama']
Charade,"['James Mason', ' Pamela Mason']",['Drama']
The Charge at Feather River,"['Guy Madison', ' Vera Miles']",['Western']
China Venture,"[""Edmond O'Brien"", ' Barry Sullivan', ' Jocelyn Brando']",['War']
City Beneath the Sea,"['Robert Ryan', ' Mala Powers', ' Anthony Quinn', ' Suzan Ball']",['AdventureScience Fiction']
City of Bad Men,"['Dale Robertson', ' Jeanne Crain', ' Richard Boone']",['Western']
City That Never Sleeps,"['Gig Young', ' William Talman', ' Mala Powers', ' Paula Raymond', ' Chill Wills']",['Film noir']
Clipped Wings,"['Leo Gorcey', ' Huntz Hall', ' June Vincent']",['Comedy']
The Clown,"['Red Skelton', ' Jane Greer', ' Tim Considine']",['Drama']
Code Two,"['Ralph Meeker', ' Sally Forrest']",['Drama']
Column South,"['Audie Murphy', ' Joan Evans']",['Western']
Combat Squad,"['John Ireland', ' Lon McCallister']",['War']
Confidentially Connie,"['Van Johnson', ' Janet Leigh', ' Louis Calhern']",['Comedy']
Conquest of Cochise,"['Robert Stack', ' John Hodiak', ' Joy Page']",['Western']
Count the Hours,"['Teresa Wright', ' Macdonald Carey']",['Crime']
Cow Country,"[""Edmond O'Brien"", ' Helen Westcott']",['Western']
Crazylegs,"['Lloyd Nolan', ' Joan Vohs']",['Sports']
Cruisin' Down the River,"['Dick Haymes', ' Audrey Totter']",['Drama']
Cry of the Hunted,"['Vittorio Gassman', ' Barry Sullivan', ' Polly Bergen']",['Crime thriller']
Dance Hall Racket,"['Timothy Farrell', ' Lenny Bruce']",['Drama']
Dangerous Crossing,"['Jeanne Crain', ' Michael Rennie', ' Carl Betz']",['Mystery']
Dangerous When Wet,"['Esther Williams', ' Fernando Lamas', ' Jack Carson']",['Musical']
Decameron Nights,"['Joan Fontaine', ' Louis Jourdan']",['Romance']
Desert Legion,"['Alan Ladd', ' Arlene Dahl', ' Richard Conte']",['Adventures']
The Desert Rats,"['Richard Burton', ' James Mason', ' Robert Newton']",['War']
The Desert Song,"['Kathryn Grayson', ' Gordon MacRae']",['Musical']
Destination Gobi,"['Richard Widmark', ' Don Taylor']",['War drama']
Devil's Canyon,"['Virginia Mayo', ' Dale Robertson']",['Western']
The Diamond Queen,"['Arlene Dahl', ' Fernando Lamas']",['Adventure']
Down Laredo Way,"['Rex Allen', ' Dona Drake']",['Western']
Donovan's Brain,"['Lew Ayres', ' Nancy Davis']",['Horror']
Down Among the Sheltering Palms,"['Mitzi Gaynor', ' William Lundigan', ' David Wayne']",['Musical']
Dream Wife,"['Cary Grant', ' Deborah Kerr', ' Walter Pidgeon']",['Comedy']
East of Sumatra,"['Jeff Chandler', ' Anthony Quinn', ' Marilyn Maxwell']",['Adventure']
Easy to Love,"['Esther Williams', ' Van Johnson', ' Tony Martin']",['Musical']
The Eddie Cantor Story,"['Keefe Brasselle', ' Marilyn Erskine', ' Aline MacMahon']",['Biography']
El Alamein,"['Scott Brady', ' Edward Ashley', ' Rita Moreno']",['War']
El Paso Stampede,"['Allan Lane', ' Phyllis Coates']",['Western']
Escape from Fort Bravo,"['William Holden', ' Eleanor Parker', ' John Forsythe']",['Western']
Fair Wind to Java,"['Fred MacMurray', ' Vera Ralston', ' Victor McLaglen']",['Adventure']
Fangs of the Arctic,"['Kirby Grant', ' Warren Douglas']",['Western']
The Farmer Takes a Wife,"['Betty Grable', ' Dale Robertson']",['Musical comedy']
Fast Company,"['Howard Keel', ' Polly Bergen']",['Comedy']
Fear and Desire,"['Frank Silvera', ' Paul Mazursky']",['Drama']
Fighter Attack,"['Sterling Hayden', ' Joy Page']",['War']
Fighting Lawman,"['Wayne Morris', ' Virginia Grey']",['Western']
Flame of Calcutta,"['Denise Darcel', ' Patric Knowles']",['Drama']
The Flaming Urge,"['Harold Lloyd Jr.', ' Cathy Downs']",['Drama']
Flight Nurse,"['Joan Leslie', ' Forrest Tucker']",['War drama']
Flight to Tangier,"['Jack Palance', ' Joan Fontaine']",['Action']
Forever Female,"['Ginger Rogers', ' William Holden', ' Paul Douglas']",['Comedy']
Forbidden,"['Tony Curtis', ' Joanne Dru']",['Film noir']
Fort Ti,"['George Montgomery', ' Joan Vohs']",['Western']
Fort Vengeance,"['James Craig', ' Rita Moreno', ' Reginald Denny']",['Western']
Francis Covers the Big Town,"[""Donald O'Connor"", ' Yvette Duguay']",['Comedy']
From Here to Eternity,"['Montgomery Clift', ' Deborah Kerr', ' Burt Lancaster', ' Frank Sinatra', ' Donna Reed', ' George Reeves', ' Ernest Borgnine']","['Drama', ' Romance', ' War']"
Gentlemen Prefer Blondes,"['Marilyn Monroe', ' Jane Russell']",['Musical comedy']
Geraldine,"['John Carroll', ' Mala Powers']",['Comedy']
The Girl Next Door,"['Dan Dailey', ' June Haver']",['Musical']
The Girl Who Had Everything,"['Elizabeth Taylor', ' Fernando Lamas', ' William Powell']",['Drama']
Girls in the Night,"['Joyce Holden', ' Harvey Lembeck']",['Film noir']
The Girls of Pleasure Island,"['Don Taylor', ' Leo Genn', ' Audrey Dalton']",['Comedy']
Give a Girl a Break,"['Debbie Reynolds', ' Marge Champion', ' Gower Champion', ' Bob Fosse']",['Musical comedy']
The Glass Wall,"['Vittorio Gassman', ' Gloria Grahame']",['Drama']
The Glass Web,"['Edward G. Robinson', ' John Forsythe', ' Marcia Henderson', ' Kathleen Hughes']",['Suspense']
The Glory Brigade,"['Victor Mature', ' Richard Egan']",['War']
Glen or Glenda,"['Timothy Farrell', ' Dolores Fuller']",['Drama']
The Golden Blade,"['Rock Hudson', ' Piper Laurie', ' Gene Evans', ' Kathleen Hughes']",['Adventure']
Goldtown Ghost Riders,"['Gene Autry', ' Gail Davis']",['Western']
The Great Jesse James Raid,"['Willard Parker', ' Barbara Payton', ' Tom Neal']",['Western']
The Great Sioux Uprising,"['Jeff Chandler', ' Faith Domergue', ' Lyle Bettger']",['Western']
Guerrilla Girl,"['Helmut Dantine', ' Irene Champlin']",['War']
Gun Belt,"['Tab Hunter', ' Helen Westcott']",['Western']
Gun Fury,"['Rock Hudson', ' Donna Reed', ' Philip Carey', ' Roberta Haynes', ' Lee Marvin']",['Western']
Gunsmoke,"['Audie Murphy', ' Susan Cabot']",['Western']
Half a Hero,"['Red Skelton', ' Jean Hagen']",['Comedy']
Hannah Lee,"['Joanne Dru', ' John Ireland']",['Western']
Here Come the Girls,"['Bob Hope', ' Rosemary Clooney', ' Tony Martin', ' Arlene Dahl']",['Musical comedy']
The Hitch-Hiker,"[""Edmond O'Brien"", ' William Talman', ' Frank Lovejoy']",['Film noir']
The Homesteaders,"['Bill Elliott', ' Robert Lowery']",['Western']
Hondo,"['John Wayne', ' Geraldine Page', ' Ward Bond', ' James Arness']",['Western']
Hot News,"['Stanley Clements', ' Gloria Henry']",['Crime']
Houdini,"['Tony Curtis', ' Janet Leigh']",['Biographical']
House of Wax,"['Vincent Price', ' Carolyn Jones', ' Phyllis Kirk']","['Horror', ' 3-D']"
How to Marry a Millionaire,"['Lauren Bacall', ' Betty Grable', ' Marilyn Monroe', ' Cameron Mitchell', ' William Powell']",['Comedy']
I Confess,"['Montgomery Clift', ' Anne Baxter']",['Drama']
The I Don't Care Girl,"['Mitzi Gaynor', ' Oscar Levant']",['Biography']
I Love Lucy,"['Lucille Ball', ' Desi Arnaz']",['Comedy']
I Love Melvin,"['Debbie Reynolds', "" Donald O'Connor""]",['Comedy']
"I, the Jury","['Biff Elliot', ' Peggie Castle']",['Drama']
Inferno,"['Robert Ryan', ' Rhonda Fleming']","['Thriller', ' 3-D']"
Invaders from Mars,"['Helena Carter', ' Leif Erickson']",['Science fiction']
Iron Mountain Trail,"['Rex Allen', ' Slim Pickens']",['Western']
Island in the Sky,"['John Wayne', ' Lloyd Nolan', ' James Arness']",['Drama']
It Came from Outer Space,"['Richard Carlson', ' Barbara Rush']","['Sci-fi', ' 3-D']"
It Happens Every Thursday,"['Loretta Young', ' John Forsythe']",['Comedy']
"Jack McCall, Desperado","['George Montgomery', ' Angela Stevens']",['Western']
Jalopy,"['Leo Gorcey', ' Huntz Hall']",['Comedy']
Jamaica Run,"['Ray Milland', ' Arlene Dahl', ' Patric Knowles']",['Adventure']
Jennifer,"['Ida Lupino', ' Howard Duff']",['Thriller']
Jeopardy,"['Barbara Stanwyck', ' Barry Sullivan', ' Ralph Meeker']",['Thriller']
The Joe Louis Story,"['Coley Wallace', ' Paul Stewart']",['Sports']
The Juggler,"['Kirk Douglas', ' Milly Vitale']",['Drama']
Julius Caesar,"['Marlon Brando', ' James Mason', ' John Gielgud', ' Greer Garson', ' Deborah Kerr', ' Louis Calhern', "" Edmond O'Brien""]",['Drama']
Kansas Pacific,"['Sterling Hayden', ' Eve Miller']",['Western']
The Kid from Left Field,"['Dan Dailey', ' Anne Bancroft']",['Sports comedy']
Killer Ape,"['Johnny Weissmuller', ' Carol Thurston']",['Adventure']
King of the Khyber Rifles,"['Tyrone Power', ' Terry Moore', ' Michael Rennie']",['Historical']
"Kiss Me, Kate","['Kathryn Grayson', ' Howard Keel', ' Ann Miller']",['Musical']
Knights of the Round Table,"['Robert Taylor', ' Ava Gardner', ' Mel Ferrer']",['Adventure']
The Lady Wants Mink,"[""Dennis O'Keefe"", ' Ruth Hussey', ' Eve Arden']",['Comedy']
Last of the Comanches,"['Broderick Crawford', ' Barbara Hale']",['Western']
Last of the Pony Riders,"['Gene Autry', ' Kathleen Case']",['Western']
The Last Posse,"['Broderick Crawford', ' Wanda Hendrix', ' John Derek']",['Western']
Latin Lovers,"['Lana Turner', ' Ricardo Montalbán', ' John Lund']",['Musical comedy']
Law and Order,"['Ronald Reagan', ' Dorothy Malone']",['Western']
The Lawless Breed,"['Rock Hudson', ' Julie Adams', "" Hugh O'Brian""]",['Western']
Let's Do It Again,"['Jane Wyman', ' Ray Milland', ' Aldo Ray']",['ComedyMusical']
Lili,"['Leslie Caron', ' Mel Ferrer', ' Jean-Pierre Aumont', ' Zsa Zsa Gabor']",['Musical']
A Lion Is in the Streets,"['James Cagney', ' Barbara Hale']",['Drama']
Little Boy Lost,"['Bing Crosby', ' Claude Dauphin']",['Drama']
Little Fugitive,['Richie Andrusco'],['Drama']
The Lone Hand,"['Joel McCrea', ' Barbara Hale', ' Alex Nicol']",['Western']
Loose in London,"['Leo Gorcey', ' Huntz Hall']",['Comedy']
The Lost Planet,['Judd Holdren'],['Science fiction']
Ma and Pa Kettle on Vacation,"['Marjorie Main', ' Percy Kilbride']",['Comedy']
The Magnetic Monster,"['Richard Carlson', ' King Donovan']",['Science fiction']
Main Street to Broadway,"['Mary Murphy', ' Herb Shriner']",['Anthology']
The Man Behind the Gun,"['Randolph Scott', ' Patrice Wymore']",['Western']
The Man from Cairo,"['George Raft', ' Irene Pappas', ' Massimo Serato']",['Crime']
The Man from the Alamo,"['Glenn Ford', ' Julie Adams', "" Hugh O'Brian""]",['Western']
Man in the Attic,"['Jack Palance', ' Constance Smith']",['Drama']
Man in the Dark,"[""Edmond O'Brien"", ' Audrey Totter']",['Thriller']
Man of Conflict,"['Edward Arnold', ' John Agar', ' Susan Morrow']",['Drama']
Man on a Tightrope,"['Fredric March', ' Terry Moore', ' Gloria Grahame']",['Thriller']
The Marksman,"['Wayne Morris', ' Elena Verdugo']",['Western']
Marry Me Again,"['Robert Cummings', ' Marie Wilson']",['Comedy']
Marshal of Cedar Rock,"['Allan Lane', ' Phyllis Coates']",['Western']
The Marshal's Daughter,"['Laurie Anders', ' Hoot Gibson']",['Western']
Martin Luther,"['Niall MacGinnis', ' Pierre Lefevre']",['Biography']
The Maze,"['Richard Carlson', ' Veronica Hurst']",['Horror']
Meet Me at the Fair,"['Dan Dailey', ' Diana Lynn', "" Hugh O'Brian""]",['Drama']
Melba,"['Patrice Munsel', ' Robert Morley']",['Musical']
Mesa of Lost Women,"['Jackie Coogan', ' Richard Travis']",['Science fiction']
Mexican Manhunt,"['George Brent', ' Karen Sharpe']",['Crime']
Miss Sadie Thompson,"['Rita Hayworth', ' José Ferrer', ' Aldo Ray']",['Musical']
Mission Over Korea,"['John Derek', ' Audrey Totter']",['War']
The Missing Mouse,['Tom and Jerry'],['Animated']
The Mississippi Gambler,"['Tyrone Power', ' Piper Laurie', ' Julie Adams']",['Adventure']
Mister Scoutmaster,"['Clifton Webb', ' Edmund Gwenn']",['Comedy']
Mogambo,"['Clark Gable', ' Ava Gardner', ' Grace Kelly']",['Adventure']
Money from Home,"['Dean Martin', ' Jerry Lewis']",['Comedy']
The Moon Is Blue,"['William Holden', ' David Niven', ' Maggie McNamara']",['Romantic comedy']
The Moonlighter,"['Barbara Stanwyck', ' Fred MacMurray']",['Western']
Murder Without Tears,"['Craig Stevens', ' Joyce Holden']",['Crime']
The Naked Spur,"['James Stewart', ' Janet Leigh', ' Robert Ryan']",['Western']
The Neanderthal Man,"['Robert Shayne', ' Beverly Garland']",['Science fiction']
Neapolitan Mouse,[''],['']
The Nebraskan,"['Philip Carey', ' Lee Van Cleef']","['Western', ' 3-D']"
Never Let Me Go,"['Clark Gable', ' Gene Tierney']",['Adventure']
Never Wave at a WAC,"['Rosalind Russell', ' Paul Douglas']",['Comedy']
Niagara,"['Marilyn Monroe', ' Jean Peters', ' Joseph Cotten']",['Suspense']
No Escape,"['Lew Ayres', ' Sonny Tufts']",['Drama']
Northern Patrol,"['Kirby Grant', ' Gloria Talbott']",['Drama']
Off Limits,"['Bob Hope', ' Mickey Rooney', ' Marilyn Maxwell']",['Comedy']
Old Overland Trail,"['Rex Allen', ' Slim Pickens']",['Western']
On Top of Old Smoky,"['Gene Autry', ' Gail Davis']",['Western']
One Girl's Confession,"['Cleo Moore', ' Glenn Langan']",['Drama']
Pack Train,"['Gene Autry', ' Gail Davis']",['Western']
Pardon My Backfire,['The Three Stooges'],['Comedy']
Paris Model,"['Marilyn Maxwell', ' Paulette Goddard', ' Eva Gabor', ' Barbara Lawrence']",['ComedyDrama']
A Perilous Journey,"['Vera Ralston', ' Scott Brady']",['Adventure']
Perils of the Jungle,"['Clyde Beatty', ' Phyllis Coates']",['Adventure']
Personal Affair,"['Gene Tierney', ' Glynis Johns']",['Drama']
Peter Pan,"['voices of Hans Conried', ' Bobby Driscoll', ' Kathryn Beaumont']",['Animated']
Phantom from Space,"['Ted Cooper', ' Noreen Nash']",['Science fiction']
Pickup on South Street,"['Richard Widmark', ' Jean Peters', ' Thelma Ritter']",['Thriller']
Plunder of the Sun,"['Glenn Ford', ' Diana Lynn', ' Francis L. Sullivan']",['Adventure']
Pony Express,"['Charlton Heston', ' Rhonda Fleming', ' Forrest Tucker']",['Western']
Port Sinister,"['James Warren', ' Lynne Roberts', ' Paul Cavanagh']",['Adventure']
Powder River,"['Rory Calhoun', ' Corinne Calvet']",['Western']
The President's Lady,"['Susan Hayward', ' Charlton Heston', ' John McIntire']",['Biography']
Prince of Pirates,"['John Derek', ' Barbara Rush']",['Adventure']
Prisoners of the Casbah,"['Gloria Grahame', ' Cesar Romero', ' Turhan Bey']",['Adventure']
Private Eyes,"['Bowery Boys', ' Joyce Holden']",['Comedy']
Problem Girls,"['Helen Walker', ' Susan Morrow']",['Drama']
Project Moonbase,"['Ross Ford', ' Donna Martell']",['Science-fiction']
Raiders of the Seven Seas,"['John Payne', ' Donna Reed']",['Adventure']
Rebel City,"['Wild Bill Elliott', '  Marjorie Lord']",['Western']
The Red Beret,"['Alan Ladd', ' Leo Genn']",['War']
The Redhead from Wyoming,"[""Maureen O'Hara"", ' Alex Nicol', ' Dennis Weaver']",['Western']
Red River Shore,"['Rex Allen', ' Lyn Thomas']",['Western']
The Redhead from Wyoming,"[""Maureen O'Hara"", ' Alex Nicol']",['Western']
Remains to Be Seen,"['June Allyson', ' Van Johnson', ' Angela Lansbury']",['Comedy']
Return to Paradise,"['Gary Cooper', ' Barry Jones', ' Roberta Haynes']",['Adventure']
"Ride, Vaquero!","['Robert Taylor', ' Ava Gardner', ' Howard Keel', ' Anthony Quinn']",['Western']
Roar of the Crowd,"['Howard Duff', ' Helene Stanley']",['Sports drama']
"Rob Roy, the Highland Rogue","['Richard Todd', ' Glynis Johns']",['Adventure']
The Robe,"['Richard Burton', ' Jean Simmons', ' Victor Mature', ' Michael Rennie', ' Richard Boone']",['Drama']
Robot Monster,"['George Nader', ' Claudia Barrett', ' Selena Royle']",['Science fiction']
Rogue's March,"['Peter Lawford', ' Richard Greene', ' Janice Rule']",['Drama']
Roman Holiday,"['Audrey Hepburn', ' Gregory Peck', ' Eddie Albert']",['Romantic comedy']
Rough Shoot,"['Joel McCrea', ' Evelyn Keyes']",['Drama']
The Royal African Rifles,"['Louis Hayward', ' Veronica Hurst']",['Adventure']
Saadia,"['Cornel Wilde', ' Rita Gam', ' Mel Ferrer']",['Drama']
Sabre Jet,"['Robert Stack', ' Coleen Gray', ' Richard Arlen']",['War']
Safari Drums,"['Johnny Sheffield', ' Douglas Kennedy']",['Adventure']
Saginaw Trail,"['Gene Autry', ' Connie Marshall']",['Western']
Sailor of the King,"['Jeffrey Hunter', ' Michael Rennie']",['War']
Salome,"['Rita Hayworth', ' Stewart Granger', ' Judith Anderson', ' Charles Laughton']",['Drama']
Sangaree,"['Fernando Lamas', ' Arlene Dahl', ' Patricia Medina']",['Historical']
San Antone,"['Rod Cameron', ' Arleen Whelan']",['Western']
Savage Frontier,"['Allan Lane', ' Dorothy Patrick']",['Western']
Savage Mutiny,"['Johnny Weissmuller', ' Angela Stevens']",['Adventure']
Scandal at Scourie,"['Greer Garson', ' Walter Pidgeon']",['Drama']
Scared Stiff,"['Dean Martin', ' Jerry Lewis', ' Lizabeth Scott', ' Carmen Miranda']",['Comedy']
Sea Devils,"['Rock Hudson', ' Yvonne De Carlo', ' Maxwell Reed']",['Adventure']
Sea of Lost Ships,"['John Derek', ' Wanda Hendrix']",['Drama']
Second Chance,"['Robert Mitchum', ' Jack Palance', ' Linda Darnell']",['Thriller']
Seminole,"['Rock Hudson', ' Anthony Quinn', ' Barbara Hale']",['Western']
Serpent of the Nile,"['Rhonda Fleming', ' Raymond Burr', ' William Lundigan']",['Adventure']
Shadows of Tombstone,"['Rex Allen', ' Jeanne Cooper']",['Western']
Shane,"['Alan Ladd', ' Van Heflin', ' Jean Arthur', ' Brandon De Wilde', ' Jack Palance', ' Ben Johnson']",['Western']
Shark River,"['Steve Cochran', ' Carole Mathews']",['Adventure']
She's Back on Broadway,"['Virginia Mayo', ' Gene Nelson', ' Steve Cochran']",['Musical comedy']
The Silver Whip,"['Dale Robertson', ' Rory Calhoun']",['Western']
Sins of Jezebel,"['Paulette Goddard', ' George Nader', ' Margia Dean']",['Drama']
Siren of Bagdad,"['Paul Henreid', ' Patricia Medina']",['Adventure']
Sky Commando,"['Dan Duryea', ' Frances Gifford']",['Adventure']
Slaves of Babylon,"['Richard Conte', ' Linda Christian']",['Adventure']
A Slight Case of Larceny,"['Mickey Rooney', ' Elaine Stewart']",['Comedy']
Small Town Girl,"['Jane Powell', ' Farley Granger', ' Ann Miller']",['Musical']
So Big!,"['Jane Wyman', ' Sterling Hayden', ' Steve Forrest', ' Nancy Olson', ' Martha Hyer']",['Drama']
Sombrero,"['Ricardo Montalban', ' Pier Angeli']",['Drama']
Son of Belle Starr,"['Keith Larsen', ' Dona Drake', ' Peggie Castle']",['Western']
So This Is Love,"['Kathryn Grayson', ' Merv Griffin']",['Musical']
South of Algiers,"['Van Heflin', ' Wanda Hendrix']",['Drama']
South Sea Woman,"['Burt Lancaster', ' Virginia Mayo', ' Chuck Connors']",['Adventure']
Spaceways,"['Howard Duff', ' Eva Bartók']",['Science fiction']
Split Second,"['Stephen McNally', ' Alexis Smith', ' Jan Sterling']",['Thriller']
Stalag 17,"['William Holden', ' Don Taylor', ' Otto Preminger', ' Harvey Lembeck', ' Robert Strauss', ' Peter Graves']",['P.O.W.']
The Stand at Apache River,"['Stephen McNally', ' Julie Adams']",['Western']
The Stars Are Singing,"['Rosemary Clooney', ' Anna Maria Alberghetti']",['Musical']
Star of Texas,"['Wayne Morris', ' Paul Fix']",['Western']
The Steel Lady,"['Rod Cameron', ' Tab Hunter', ' John Dehner']",['Drama']
The Story of Three Loves,"['Pier Angeli', ' Kirk Douglas', ' Leslie Caron', ' Ethel Barrymore', ' James Mason', ' Farley Granger', ' Ricky Nelson']","['Romance', ' Trilogy']"
The Stranger Wore a Gun,"['Randolph Scott', ' Claire Trevor', ' Joan Weldon']",['Western']
The Sun Shines Bright,"['Charles Winninger', ' Arleen Whelan', ' Stepin Fetchit']",['Comedy']
Sweethearts on Parade,"['Ray Middleton', ' Lucille Norman']",['Drama']
The Sword and the Rose,"['Glynis Johns', ' Richard Todd', ' James Robertson Justice']",['Adventure']
Sword of Venus,"['Robert Clarke', "" Dan O'Herlihy""]",['Adventure']
The System,"['Frank Lovejoy', ' Joan Weldon', ' Robert Arthur']",['Film noir']
Take Me to Town,"['Sterling Hayden', ' Ann Sheridan']",['Western comedy']
Take the High Ground!,"['Richard Widmark', ' Karl Malden', ' Russ Tamblyn']",['War']
The Tall Texan,"['Lloyd Bridges', ' Lee J. Cobb', ' Marie Windsor', ' Luther Adler']",['Western']
Tangier Incident,"['George Brent', ' Mari Aldon']",['Thriller']
Target Hong Kong,"['Richard Denning', ' Nancy Gates']",['Action']
Tarzan and the She-Devil,"['Lex Barker', ' Joyce MacKenzie', ' Tom Conway']",['Adventure']
Taxi,"['Dan Dailey', ' Constance Smith']",['Drama']
Terminal Station,"['Jennifer Jones', ' Montgomery Clift']",['Drama']
Terror Street,"['Dan Duryea', ' Elsie Albiin']",['Crime']
Texas Bad Man,"['Wayne Morris', ' Elaine Riley']",['Western']
That Man from Tangier,"['Roland Young', ' Nancy Coleman']",['Drama']
Those Redheads from Seattle,"['Rhonda Fleming', ' Gene Barry', ' Agnes Moorehead', ' Teresa Brewer']",['Musical']
Three Sailors and a Girl,"['Jane Powell', ' Gordon MacRae']",['Musical']
Thunder Bay,"['James Stewart', ' Dan Duryea', ' Joanne Dru']",['Drama']
Thunder Over the Plains,"['Randolph Scott', ' Lex Barker', ' Phyllis Kirk']",['Western']
Thy Neighbor's Wife,"['Cleo Moore', ' Hugo Haas', ' Kathleen Hughes']",['Drama']
Time Bomb,"['Glenn Ford', ' Anne Vernon']",['Suspense']
Titanic,"['Barbara Stanwyck', ' Clifton Webb', ' Robert Wagner', ' Thelma Ritter', ' Richard Basehart']",['Biography']
Tonight We Sing,"['David Wayne', ' Anne Bancroft']",['Musical']
Topeka,"['Wild Bill Elliott', ' Phyllis Coates']",['Western']
Torch Song,"['Joan Crawford', ' Michael Wilding', ' Gig Young']",['Drama']
Trail Blazers,"['Alan Hale Jr.', ' Lyle Talbot']",['Action']
Treasure of the Golden Condor,"['Cornel Wilde', ' Constance Smith', ' Finlay Currie']",['Adventure']
Tropic Zone,"['Ronald Reagan', ' Rhonda Fleming']",['Drama']
Trouble Along the Way,"['John Wayne', ' Donna Reed']",['Comedy']
Tumbleweed,"['Audie Murphy', ' Lori Nelson']",['Western']
The Twonky,"['Hans Conreid', ' Gloria Blondell']",['Comedy']
Valley of the Head Hunters,"['Johnny Weissmuller', ' Christine Larson']",['Adventure']
The Vanquished,"['John Payne', ' Jan Sterling', ' Coleen Gray']",['Western']
The Veils of Bagdad,"['Victor Mature', ' Mari Blanchard']",['adventure']
Vice Squad,"['Edward G. Robinson', ' Paulette Goddard']",['Film noir']
Vicki,"['Jeanne Crain', ' Jean Peters', ' Richard Boone']",['Crime drama']
Vigilante Terror,"['Wild Bill Elliott', ' Mary Ellen Kay']",['Western']
Walking My Baby Back Home,"[""Donald O'Connor"", ' Janet Leigh', ' Buddy Hackett']",['Musical']
War Paint,"['Robert Stack', ' Joan Taylor']",['Western']
The War of the Worlds,"['Gene Barry', ' Ann Robinson']",['Science fiction']
