4 for Texas,"['Frank Sinatra', ' Dean Martin', ' Anita Ekberg', ' Ursula Andress', ' Charles Bronson']",['Western comedy']
55 Days at Peking,"['Charlton Heston', ' Ava Gardner', ' David Niven']",['Drama']
Act One,"['George Hamilton', ' Jason Robards', ' Jack Klugman', ' George Segal']",['Biography']
All the Way Home,"['Jean Simmons', ' Robert Preston', ' Pat Hingle']",['Drama']
"America, America","['Frank Wolff', ' Stathis Giallelis', ' Lou Antonio', ' Joanna Frank']",['Drama']
Atom Age Vampire,"['Alberto Lupo', ' Susanne Loret', ' Sergio Fantoni']",['Horror']
The Balcony,"['Shelley Winters', ' Peter Falk', ' Leonard Nimoy', ' Ruby Dee']",['Drama']
Beach Party,"['Robert Cummings', ' Dorothy Malone', ' Annette Funicello', ' Frankie Avalon']",['Comedy']
The Birds,"['Tippi Hedren', ' Rod Taylor', ' Jessica Tandy', ' Suzanne Pleshette', ' Veronica Cartwright']",['Suspense']
Black Zoo,"['Michael Gough', ' Jeanne Cooper', ' Rod Lauren']",['Horror']
Blonde Cobra,['Jack Smith'],['Short']
Blood Feast,"['William Kerwin', ' Mal Arnold', ' Connie Mason', ' Scott H. Hall']",['Horror']
Bye Bye Birdie,"['Dick Van Dyke', ' Ann-Margret', ' Janet Leigh', ' Bobby Rydell', ' Maureen Stapleton', ' Paul Lynde', ' Jesse Pearson', ' Ed Sullivan']",['Musical comedy']
Cairo,"['George Sanders', ' Richard Johnson']",['Crime']
California,"['Jock Mahoney', ' Faith Domergue']",['Adventure']
Call Me Bwana,"['Bob Hope', ' Anita Ekberg', ' Edie Adams']",['Comedy']
"Captain Newman, M.D.","['Gregory Peck', ' Angie Dickinson', ' Tony Curtis', ' Eddie Albert', ' Robert Duvall', ' Larry Storch', ' Bobby Darin']",['Drama']
Captain Sindbad,"['Guy Williams', ' Heidi Brühl', ' Pedro Armendáriz']",['Adventure']
The Cardinal,"['Tom Tryon', ' John Huston', ' Carol Lynley', ' Romy Schneider', ' Ossie Davis']",['Drama']
The Caretakers,"['Joan Crawford', ' Robert Stack', ' Polly Bergen']",['Suspense']
Cattle King,"['Robert Taylor', ' Joan Caulfield']",['Western']
The Ceremony,"['Laurence Harvey', ' Sarah Miles']",['Crime drama']
Charade,"['Audrey Hepburn', ' Cary Grant', ' Walter Matthau', ' James Coburn', ' Ned Glass', ' George Kennedy']",['Suspense']
A Child Is Waiting,"['Burt Lancaster', ' Judy Garland', ' Gena Rowlands']",['Drama']
Cleopatra,"['Elizabeth Taylor', ' Richard Burton', ' Rex Harrison', ' Roddy McDowall', ' Martin Landau', "" Carroll O'Connor"", ' Hume Cronyn']",['Epic']
Come Blow Your Horn,"['Frank Sinatra', ' Tony Bill', ' Barbara Rush', ' Jill St. John']",['Comedy']
Come Fly with Me,"['Dolores Hart', ' Pamela Tiffin', ' Lois Nettleton', "" Hugh O'Brian""]",['Romance']
The Comedy of Terrors,"['Vincent Price', ' Peter Lorre', ' Boris Karloff', ' Basil Rathbone']",['Comedy horror']
The Cool World,"['Yolanda Rodríguez', ' Antonio Fargas', ' Carl Lee']",['Drama']
The Courtship of Eddie's Father,"['Glenn Ford', ' Shirley Jones', ' Stella Stevens', ' Dina Merrill', ' Ron Howard', ' Jerry Van Dyke']",['Comedy']
The Crawling Hand,"['Peter Breck', ' Kent Taylor', ' Alan Hale Jr.']",['Horror']
Critic's Choice,"['Bob Hope', ' Lucille Ball', ' Marilyn Maxwell', ' Rip Torn']",['Comedy']
Cry of Battle,"['Van Heflin', ' Rita Moreno']",['War']
The Day Mars Invaded Earth,"['Kent Taylor', ' Marie Windsor']",['Sci-fi']
Dementia 13,"['William Campbell', ' Patrick Magee']",['Thriller']
Diamond Head,"['Charlton Heston', ' Yvette Mimieux']",['Drama']
Diary of a Madman,"['Vincent Price', ' Nancy Kovack', ' Lewis Martin']",['Horror']
Dime with a Halo,"['BarBara Luna', ' Roger Mobley']",['Comedy']
Donovan's Reef,"['John Wayne', ' Lee Marvin', ' Jack Warden', ' Dorothy Lamour', ' Elizabeth Allen', ' Cesar Romero']",['Comedy']
Dr. No,"['Sean Connery', ' Ursula Andress', ' Joseph Wiseman']",['Spy']
Drums of Africa,"['Frankie Avalon', ' Mariette Hartley']",['Adventure']
Eat,['Robert Indiana'],['']
Face in the Rain,"['Rory Calhoun', ' Marina Berti']",['Drama']
Five Minutes to Love,['Rue McClanahan'],['Drama']
Flaming Creatures,"['Frances Francine', ' Mario Montez']",['Experimental']
Flipper,"['Chuck Connors', ' Luke Halpin']",['Family']
Follow the Boys,"['Connie Francis', ' Janis Paige', ' Paula Prentiss', ' Russ Tamblyn']",['ComedyRomance']
For Love or Money,"['Kirk Douglas', ' Mitzi Gaynor', ' Thelma Ritter', ' Gig Young', ' Leslie Parrish', ' Julie Newmar']",['ComedyRomance']
"Free, White and 21","[""Frederick O'Neal"", ' Annalena Lund']",['Drama']
Fun in Acapulco,"['Elvis Presley', ' Ursula Andress', ' Elsa Cárdenas ']",['Musical']
A Gathering of Eagles,"['Rock Hudson', ' Rod Taylor', ' Barry Sullivan']",['Drama']
