Here Come the Littles,"['Gregg Berger', ' Bettina Bush', ' Pat Fraley']",['Animation']
"Hills Have Eyes Part II, The","['Michael Berryman', ' Janus Blythe']",['Horror']
The Holcroft Covenant,"['Michael Caine', ' Victoria Tennant']",['Suspense']
Howling II,"['Christopher Lee', ' Sybil Danning']",['Horror']
Insignificance,"['Theresa Russell', ' Tony Curtis', ' Gary Busey']","['Drama', ' Comedy']"
Into the Night,"['Jeff Goldblum', ' Michelle Pfeiffer']",['Drama']
Invasion U.S.A.,"['Chuck Norris', ' Richard Lynch']",['Action']
Jagged Edge,"['Jeff Bridges', ' Glenn Close', ' Robert Loggia']",['Crime drama']
"Jewel of the Nile, The","['Kathleen Turner', ' Michael Douglas', ' Danny DeVito']",['Comedy']
The Journey of Natty Gann,"['Meredith Salenger', ' John Cusack', ' Ray Wise']",['Family']
Just One of the Guys,"['Joyce Hyser', ' Sherilyn Fenn']",['Comedy']
King David,"['Richard Gere', ' Edward Woodward', ' Alice Krige']",['Biography']
King Solomon's Mines,"['Richard Chamberlain', ' Sharon Stone', ' Herbert Lom']",['Adventure']
Kiss of the Spider Woman,"['William Hurt', ' Raúl Juliá', ' Sônia Braga']",['Drama']
Krush Groove,"['Run D.M.C.', ' Sheila E.', ' Blair Underwood']",['Musical']
Ladyhawke,"['Matthew Broderick', ' Michelle Pfeiffer', ' Rutger Hauer']",['Drama']
"Last Dragon, The","['Taimak', ' Julius Carry', ' Christopher Murney']",['Martial arts']
Latino,"['Robert Beltran', ' Annette Charles']",['Action']
Legend,"['Tom Cruise', ' Mia Sara', ' Tim Curry']",['Fantasy']
The Legend of Billie Jean,"['Helen Slater', ' Christian Slater', ' Keith Gordon']",['Drama']
Lifeforce,"['Steve Railsback', ' Mathilda May']",['Science fiction']
Lost in America,"['Albert Brooks', ' Julie Hagerty']",['Comedy']
Lust in the Dust,"['Divine', ' Lainie Kazan', ' Tab Hunter']",['Comedy']
Mad Max Beyond Thunderdome,"['Mel Gibson', ' Tina Turner']",['Action']
Malibu Express,"['Darby Hinton', ' Sybil Danning']",['Action']
The Man with One Red Shoe,"['Tom Hanks', ' Dabney Coleman', ' Lori Singer']",['Comedy']
Marie,"['Sissy Spacek', ' Jeff Daniels', ' Keith Szarabajka', ' Morgan Freeman']",['Biography']
Mask,"['Cher', ' Eric Stoltz', ' Sam Elliott', ' Laura Dern']",['Drama']
Mask of Murder,"['Rod Taylor', ' Valerie Perrine', ' Christopher Lee']",['Mystery']
Maxie,"['Glenn Close', ' Mandy Patinkin', ' Ruth Gordon', ' Barnard Hughes', ' Valerie Curtin']",['Fantasy']
The Mean Season,"['Kurt Russell', ' Mariel Hemingway', ' Richard Jordan']",['Crime drama']
Mischief,"['Doug McKeon', ' Catherine Mary Stewart']",['Comedy']
Mishima: A Life in Four Chapters,"['Ken Ogata', ' Masayuki Shionoya']",['Experimental']
Missing in Action 2: The Beginning,"['Chuck Norris', ' Soon-Tek Oh', ' Steven Williams']",['Action']
Movers & Shakers,"['Walter Matthau', ' Charles Grodin', ' Tyne Daly']",['Comedy']
Moving Violations,"['John Murray', ' Jennifer Tilly', ' Brian Backer']",['Comedy']
Mugsy's Girls,"['Laura Branigan', ' Ruth Gordon']",['Comedy']
Murphy's Romance,"['Sally Field', ' James Garner', ' Brian Kerwin']",['Romantic comedy']
My Science Project,"['John Stockwell', ' Danielle von Zerneck', ' Dennis Hopper', ' Fisher Stevens']",['Comedy']
National Lampoon's European Vacation,"['Chevy Chase', "" Beverly D'Angelo"", ' Jason Lively', ' Dana Hill', ' Eric Idle']",['Comedy']
A Nightmare on Elm Street 2: Freddy's Revenge,"['Mark Patton', ' Kim Myers', ' Robert Englund', ' Robert Rusler']",['Slasher']
Noon Wine,"['Stellan Skarsgård', ' Fred Ward', ' Jon Cryer', ' Lise Hilboldt']",['Drama']
Once Bitten,"['Lauren Hutton', ' Jim Carrey', ' Cleavon Little']",['Comedy']
One Magic Christmas,"['Mary Steenburgen', ' Harry Dean Stanton']",['Family']
Ordeal by Innocence,"['Donald Sutherland', ' Faye Dunaway']",['Mystery']
Out of Africa,"['Meryl Streep', ' Robert Redford', ' Klaus Maria Brandauer']",['Drama']
Pale Rider,"['Clint Eastwood', ' Michael Moriarty', ' Carrie Snodgress', ' Richard Dysart', ' Chris Penn']",['Western']
Pee-wee's Big Adventure,"['Paul Reubens', ' Elizabeth Daily', ' Mark Holton', ' Jan Hooks', ' Morgan Fairchild', ' James Brolin']",['Comedy']
Perfect,"['John Travolta', ' Jamie Lee Curtis', ' Jann Wenner', ' Marilu Henner', ' Laraine Newman']",['Drama']
Plenty,"['Meryl Streep', ' Charles Dance', ' Sting', ' Ian McKellen', ' Tracey Ullman', ' John Gielgud', ' Sam Neill']",['Drama']
Police Academy 2: Their First Assignment,"['Steven Guttenberg', ' Bubba Smith', ' David Graf', ' Bobcat Goldthwait']",['Comedy']
Porky's Revenge,"['Dan Monahan', ' Tony Ganios', ' Wyatt Knight']",['Comedy']
Private Resort,"['Rob Morrow', ' Johnny Depp', ' Andrew Clay']",['Comedy']
Prizzi's Honor,"['Jack Nicholson', ' Kathleen Turner', ' Robert Loggia', ' Anjelica Huston', ' William Hickey', ' John Randolph', ' Lee Richardson']",['Blackcomedy']
"Protector, The","['Jackie Chan', ' Danny Aiello']",['Action']
Pumping Iron II: The Women,"['Bev Francis', ' Rachel McLish']",['Documentary']
"Purple Rose of Cairo, The","['Mia Farrow', ' Jeff Daniels', ' Danny Aiello', ' John Wood', ' Deborah Rush', ' Van Johnson']",['Comedy']
Radioactive Dreams,"['Michael Dudikoff', ' George Kennedy']",['Sci-fi']
Rainbow Brite and the Star Stealer,"['Bettina Bush', ' Charlie Adler']",['Animation']
Rambo: First Blood Part II,"['Sylvester Stallone', ' Julia Nickson-Soul', ' Charles Napier', ' Richard Crenna']",['Action']
Rappin',"['Mario Van Peebles', ' Eriq La Salle']",['Drama']
Re-Animator,"['Jeffrey Combs', ' David Gale']",['Horror']
Real Genius,"['Val Kilmer', ' Gabe Jarret', ' William Atherton']",['Comedy']
Red Sonja,"['Arnold Schwarzenegger', ' Brigitte Nielsen', ' Sandahl Bergman']",['Action']
Remo Williams: The Adventure Begins,"['Fred Ward', ' Joel Grey', ' Kate Mulgrew']",['Action']
"Return of the Living Dead, The",['James Karen'],['Horror']
Return to Oz,"['Fairuza Balk', ' Nicol Williamson', ' Jean Marsh']",['Fantasy']
Revolution,"['Al Pacino', ' Nastassja Kinski', ' Donald Sutherland']",['Drama']
Rocky IV,"['Sylvester Stallone', ' Dolph Lundgren', ' Talia Shire', ' Burt Young', ' Carl Weathers', ' Brigitte Nielsen']",['Drama']
Runaway Train,"['Jon Voight', ' Eric Roberts', ' Rebecca De Mornay']",['Drama']
Rustlers' Rhapsody,"['Tom Berenger', ' Marilu Henner', ' Sela Ward', ' Patrick Wayne', ' Andy Griffith']",['Parody']
Santa Claus: The Movie,"['Dudley Moore', ' John Lithgow', ' David Huddleston']",['Family']
Secret Admirer,"['C. Thomas Howell', ' Lori Loughlin', ' Kelly Preston']",['Comedy']
The Secret of the Sword,[''],['Animation']
Sesame Street Presents Follow That Bird,"['Jim Henson', ' Frank Oz', ' Sandra Bernhard']",['Family']
Seven Minutes in Heaven,"['Jennifer Connelly', ' Polly Draper', ' Spalding Gray']",['Comedy']
The Shooting Party,"['James Mason', ' John Gielgud']",['Drama']
Silver Bullet,"['Gary Busey', ' Corey Haim', ' Everett McGill', ' Megan Follows']",['Horror']
Silverado,"['Scott Glenn', ' Kevin Kline', ' Kevin Costner', ' John Cleese', ' Danny Glover', ' Jeff Goldblum', ' Brian Dennehy', ' Rosanna Arquette', ' Linda Hunt']",['Western']
The Slugger's Wife,"[""Michael O'Keefe"", ' Rebecca De Mornay']",['Romance']
Smooth Talk,"['Laura Dern', ' Treat Williams', ' Levon Helm']",['Drama']
Spies Like Us,"['Chevy Chase', ' Dan Aykroyd', ' Bernie Casey']",['Comedy']
St. Elmo's Fire,"['Rob Lowe', ' Emilio Estevez', ' Demi Moore', ' Judd Nelson', ' Ally Sheedy', ' Andrew McCarthy', ' Mare Winningham', ' Andie MacDowell']",['Drama']
Starchaser: The Legend of Orin,"['Joe Colligan', ' Carmen Argenziano']",['Animated']
Stick,"['Burt Reynolds', ' Candice Bergen', ' Charles Durning', ' George Segal']",['Crime drama']
Stitches,"['Eddie Albert', ' Parker Stevenson', ' Jerry Feuer']",['Comedy']
The Stuff,"['Michael Moriarty', ' Andrea Marcovicci', ' Garrett Morris']",['Comedy']
Summer Rental,"['John Candy', ' Richard Crenna', ' Rip Torn']",['Comedy']
The Sure Thing,"['John Cusack', ' Daphne Zuniga', ' Nicollette Sheridan']",['Comedy']
Sweet Dreams,"['Jessica Lange', ' Ed Harris', ' John Goodman']",['Biography']
Sylvester,"['Melissa Gilbert', ' Richard Farnsworth']",['Drama']
Target,"['Gene Hackman', ' Matt Dillon', ' Gayle Hunnicutt']",['Thriller']
Teen Wolf,"['Michael J. Fox', ' Susan Ursitti', ' Jay Tarses']",['Comedy']
That Was Then... This Is Now,"['Emilio Estevez', ' Morgan Freeman', ' Craig Sheffer']",['Drama']
That's Dancing!,"['Gene Kelly', ' Mikhail Baryshnikov', ' Ray Bolger', ' Sammy Davis Jr.', ' Liza Minnelli']",['Documentary']
To Live and Die in L.A.,"['William Petersen', ' Willem Dafoe', ' John Turturro', ' John Pankow', ' Darlanne Fleugel', ' Dean Stockwell']",['Crime drama']
Tomboy,"['Betsy Russell', ' Kristi Somers']",['Comedy']
Trancers,"['Tim Thomerson', ' Helen Hunt']",['Sci-fi']
Transylvania 6-5000,"['Jeff Goldblum', ' Geena Davis', ' Ed Begley Jr.', ' Carol Kane', ' Teresa Ganzel']",['Comedy']
The Trip to Bountiful,"['Geraldine Page', ' John Heard', ' Rebecca De Mornay']",['Drama']
Trouble in Mind,"['Kris Kristofferson', ' Keith Carradine', ' Lori Singer', ' Genevieve Bujold', ' George Kirby']",['Drama']
Tuff Turf,"['James Spader', ' Robert Downey Jr.', ' Kim Richards']",['Drama']
Turk 182,"['Timothy Hutton', ' Robert Urich', ' Kim Cattrall', ' Robert Culp', ' Peter Boyle', ' Darren McGavin']",['Drama']
Turtle Diary,"['Glenda Jackson', ' Ben Kingsley']",['Drama']
Twice in a Lifetime,"['Gene Hackman', ' Ann-Margret', ' Ellen Burstyn', ' Amy Madigan', ' Ally Sheedy', ' Brian Dennehy']",['Drama']
A View to a Kill,"['Roger Moore', ' Christopher Walken', ' Grace Jones', ' Tanya Roberts']",['Action']
Vision Quest,"['Matthew Modine', ' Linda Fiorentino']",['Drama']
Volunteers,"['Tom Hanks', ' John Candy', ' Rita Wilson', ' Tim Thomerson', ' George Plimpton']",['Comedy']
Weird Science,"['Anthony Michael Hall', ' Ilan Mitchell-Smith', ' Kelly LeBrock', ' Bill Paxton', ' Robert Downey Jr.']",['Comedy']
White Nights,"['Mikhail Baryshnikov', ' Gregory Hines', ' Helen Mirren', ' Isabella Rossellini', ' Geraldine Page']",['Drama']
Witness,"['Harrison Ford', ' Kelly McGillis', ' Lukas Haas']",['Drama']
Year of the Dragon,"['Mickey Rourke', ' Ariane', ' John Lone']",['Crime drama']
Young Sherlock Holmes,"['Nicholas Rowe', ' Alan Cox']",['Drama']
