Abie's Irish Rose,"['Michael Chekhov', ' Joanne Dru']",['Comedy']
Abilene Town,"['Randolph Scott', ' Ann Dvorak', ' Rhonda Fleming', ' Lloyd Bridges']",['Western']
Accomplice,"['Richard Arlen', ' Veda Ann Borg', ' Tom Dugan']",['Crime']
Affairs of Geraldine,"['Jane Withers', ' Jimmy Lydon']",['Comedy']
Alias Billy the Kid,"['Sunset Carson', ' Peggy Stewart']",['Western']
Alias Mr. Twilight,"['Trudy Marshall', ' Gigi Perreau']",['Drama']
Ambush Trail,"['Bob Steele', ' Syd Saylor']",['Western']
Angel on My Shoulder,"['Paul Muni', ' Anne Baxter', ' Claude Rains']",['Fantasy']
Anna and the King of Siam,"['Irene Dunne', ' Rex Harrison', ' Linda Darnell']",['Comedy']
Avalanche,"['Bruce Cabot', ' Roscoe Karns']",['Crime']
The Bachelor's Daughters,"['Claire Trevor', ' Gail Russell', ' Ann Dvorak']",['Comedy']
Bad Bascomb,"['Wallace Beery', "" Margaret O'Brien"", ' Marjorie Main']",['Western']
Badman's Territory,"['Randolph Scott', ' Ann Richards']",['Western']
The Bamboo Blonde,"['Frances Langford', ' Ralph Edwards', ' Iris Adrian']",['Musical']
The Bandit of Sherwood Forest,"['Cornel Wilde', ' Anita Louise', ' Jill Esmond', ' Edgar Buchanan']",['Adventure']
The Beast with Five Fingers,"['Robert Alda', ' Andrea King', ' Peter Lorre', ' Victor Francen', ' J. Carrol Naish']",['Horror']
Beauty and the Bandit,"['Gilbert Roland', ' Ramsay Ames']",['Western']
Because of Him,"['Deanna Durbin', ' Charles Laughton']",['Musical']
Bedlam,"['Boris Karloff', ' Anna Lee']",['Thriller']
Behind Green Lights,"['Carole Landis', ' William Gargan', ' Mary Anderson']",['Drama']
Behind the Mask,"['Kane Richmond', ' Barbara Read']",['Mystery']
Below the Deadline,"['Warren Douglas', ' Jan Wiley']",['Drama']
The Best Years of Our Lives,"['Fredric March', ' Myrna Loy', ' Dana Andrews', ' Teresa Wright', ' Virginia Mayo', ' Hoagy Carmichael', ' Harold Russell']",['Drama']
Betty Co-Ed,"['Jean Porter', ' Shirley Mills']",['Musical']
Beware,"['Louis Jordan', ' Frank L. Wilson']",['Drama']
The Big Sleep,"['Humphrey Bogart', ' Lauren Bacall', ' Martha Vickers']",['Film noir']
Black Angel,"['Dan Duryea', ' June Vincent', ' Peter Lorre', ' Broderick Crawford']",['Film noir']
Black Beauty,"['Mona Freeman', ' Richard Denning']",['Family']
Blonde Alibi,"['Tom Neal', "" Martha O'Driscoll""]",['Thriller']
Blonde for a Day,"['Hugh Beaumont', ' Kathryn Adams']",['Crime']
Blondie Knows Best,"['Penny Singleton', ' Arthur Lake']",['Comedy']
Blondie's Lucky Day,"['Penny Singleton', ' Arthur Lake']",['Comedy']
The Blue Dahlia,"['Alan Ladd', ' Veronica Lake', ' William Bendix', ' Hugh Beaumont']",['Film noir']
Blue Skies,"['Fred Astaire', ' Bing Crosby', ' Joan Caulfield']",['Musical']
Border Bandits,"['Johnny Mack Brown', ' Raymond Hatton']",['Western']
Boston Blackie and the Law,"['Chester Morris', ' Trudy Marshall', ' Constance Dowling']",['Mystery']
